SentenceID,CodeSwitchStatus,NumberOfWords,Surprisal1,Surprisal2,Surprisal3,Surprisal4,Surprisal5,Surprisal6,Surprisal7,Surprisal8,Surprisal9,Surprisal10,Surprisal11,Surprisal12,Surprisal13,Surprisal14,Surprisal15,Surprisal16,Surprisal17,Surprisal18,Surprisal19,Surprisal20,Surprisal21,Surprisal22,Surprisal23,Surprisal24,Surprisal25,Surprisal26,Surprisal27,Surprisal28,Surprisal29,Surprisal30,Surprisal31,Surprisal32,Surprisal33,Surprisal34,Surprisal35,Surprisal36,Surprisal37,Surprisal38,Surprisal39,Surprisal40,Surprisal41,Surprisal42,Surprisal43,Surprisal44,Surprisal45,Surprisal46,Surprisal47,Surprisal48,Surprisal49,Surprisal50,Surprisal51,Surprisal52,Surprisal53,Surprisal54,Surprisal55,Surprisal56,Surprisal57,Surprisal58,Surprisal59,Surprisal60,IndicesOfCodeSwitchedWordInTranslation,IndicesOfPunctuationInTranslation,CorpusName
486,1,25,-2.949325,-2.925572,-5.194148,-3.124932,-4.827319,-0.4882767,-4.761108,-4.42323,-5.233074,-3.440771,-4.638225,-2.954478,-4.737117,-2.973128,#NAME?,-2.7135,-4.559043,-0.622718,-3.946267,-2.030735,-3.947185,-0.6399376,-2.038056,-1.419058,-2.585326,-0.5780441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[10_11],[5_11_14_20_21_24],cmucssa
487,1,42,-2.896955,-5.303007,-3.661916,-0.7527016,-3.499296,-4.644609,-4.823026,-2.065526,-4.314529,-2.329479,#NAME?,-2.105435,-0.650747,-5.396152,-2.012609,-1.504958,-3.499296,-4.644609,-0.7957328,-2.891236,-2.995457,-4.06219,-2.019639,#NAME?,-2.919058,-0.9032488,-2.491991,-3.271806,-1.197835,-1.835793,-2.56523,-2.575921,-2.624837,-3.522305,-4.224995,-2.019639,#NAME?,-2.919058,-0.9032488,-6.376034,-0.6238034,-1.42875,-0.4317663,,,,,,,,,,,,,,,,,,[8_9_10_11_12_21_22_23_24_25_34_35_36_37_38],[7_10_11_12_20_23_24_25_33_36_37_38_41],cmucssa
488,1,27,-5.269867,-5.499402,-2.333015,-3.391073,-6.67659,-3.867678,-2.69765,-4.774391,-5.580031,-4.868851,-0.90389,-4.677458,-5.580834,-3.558488,-1.048893,-4.491895,-1.572227,-5.169885,-3.420506,-5.023313,-3.176175,-3.069816,-6.410702,-0.4771213,-5.350406,-2.755503,-1.107018,-0.4368242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[18_19],[6_10_14_16_23_25_26],cmucssa
489,1,31,-5.512905,-2.448906,-2.240321,-0.4839057,-3.14846,-3.465915,-5.279712,-6.088486,-5.883107,-1.365564,-5.435843,-5.57337,-0.8138319,-4.336444,-4.904751,-4.220355,-4.150356,-0.3227735,#NAME?,-1.397776,-2.561322,-2.489537,-1.134336,-4.538418,-5.654371,-1.02401,-3.876517,-1.178401,-2.931186,-6.26511,-0.8731267,-0.4313638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[12_17_18_25_30],cmucssa
490,1,19,-2.985168,-7.377945,-5.549328,-1.073489,-5.129804,-5.738762,-3.63096,-3.822495,-6.216997,-1.062002,-4.712755,-1.602808,-3.353288,-3.80661,-0.7238251,-0.5320315,-4.7749,-1.918981,-1.400678,-0.6042991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2_3_4_5],[3_11_18],cmucssa
491,1,14,-4.806756,#NAME?,-3.923638,-0.7515755,-2.446062,-3.979117,-2.596597,-6.702332,-5.549328,-1.073489,-4.900467,-5.404144,-6.164794,-1.139564,-0.60206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[7_8_9],[1_3_9_13],cmucssa
492,1,14,-3.750727,-5.508626,-3.389049,-3.595326,-5.43799,-4.094435,-4.501774,#NAME?,-3.516789,-3.630816,-4.42847,-2.057557,-0.9321475,-0.544993,-0.2935478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_4],[13],cmucssa
493,1,12,-6.100998,-5.376413,-2.364524,-5.392642,-1.971922,-5.968376,-3.343758,-2.322303,-2.953388,-3.45708,-6.067789,-2.847538,-1.968715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[6],[2_11],cmucssa
494,1,15,-5.550694,-3.311642,-5.109433,-1.971922,-5.968376,-3.343758,-2.322303,-2.953388,-4.627341,-2.881839,-3.224208,-1.584867,-7.10908,-3.33602,-1.130165,-0.4704448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_12_13_14],[1_14],cmucssa
495,1,13,-4.433724,#NAME?,-4.707286,-2.565257,-0.622718,-5.277042,-0.7514991,-0.7630151,-4.4722,-3.20577,-2.15834,-5.288138,-1.286457,-0.6419315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1],[7_12],cmucssa
496,1,5,-2.62365,-3.014194,-6.109712,-5.112578,-4.529931,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2],[4],cmucssa
497,1,8,-4.192413,-5.234958,-0.9882128,#NAME?,-5.243498,-7.556378,#NAME?,-3.946241,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_6_7],[2_7],cmucssa
498,1,9,-5.976814,-1.517048,-7.078728,-5.105405,-1.173428,-2.500185,-2.066634,-3.878581,-1.060698,-0.3585943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4],[4_8],cmucssa
499,1,26,-5.114965,-2.909264,-4.184817,-5.883419,-5.718649,-3.485146,-4.328458,-4.69944,-1.584881,-4.950002,-5.404144,-2.056275,-3.351809,-0.6657686,-6.279124,-5.588457,-1.073489,-3.453946,-4.717468,-3.440945,-7.145043,-0.8912985,-2.968372,-3.032108,-2.781056,-0.2552725,-0.3495196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[14_17_18_19],[5_8_12_13_16_21_25],cmucssa
500,1,14,-2.949325,-1.728947,-4.613398,-1.966327,-1.378662,-2.518615,-4.482236,-3.41017,-3.53085,-5.864987,-3.792029,-1.193041,-5.423412,-3.610696,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[12_13],[13],cmucssa
501,1,10,-4.495176,-2.787409,-0.6532125,-4.161664,-3.317573,-1.957256,-3.245939,-7.014883,-5.549328,-3.65851,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_7_8_9],[2_9],cmucssa
502,1,12,-5.177113,-2.95693,-5.01328,#NAME?,-2.7135,-1.215996,-0.7572108,-4.970352,-4.502923,-6.301475,-6.558852,-1.085915,-0.7476568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2_3],[1_2_6_11],cmucssa
503,1,10,-3.249861,-1.402706,-4.712846,#NAME?,-4.221648,-1.173428,-2.500185,-1.234766,-0.8129134,-0.2418198,-0.3495196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4_5],[5_9],cmucssa
504,1,19,-2.675791,-5.252316,-6.527934,-7.549152,-3.050336,-1.8501,-6.492159,-0.9246232,-3.460004,-2.16618,-2.232942,-3.089932,-5.134974,-5.905455,-4.53357,-4.806536,-4.582593,-6.63795,-0.8703222,-0.5195251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2_3],[7_12_14_16_18],cmucssa
505,1,14,-4.806756,#NAME?,-3.923638,-0.7515755,-2.446062,-3.979117,-2.596597,-6.702332,-5.549328,-1.073489,-4.900467,-5.404144,-6.164794,-1.139564,-0.60206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[7_8_9],[1_3_9_13],cmucssa
506,1,21,-6.258925,-3.567788,-2.047191,-6.978872,-5.905265,-2.141399,-0.9008504,-5.152431,-3.009126,-3.715855,-3.756782,-3.378145,-2.801429,-1.7128,-3.782663,-3.96412,-3.77045,-3.754691,-2.428102,-3.217977,-0.4149733,-0.4368242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4],[6_13_19_20],cmucssa
507,1,12,-4.876083,-1.74384,-4.57946,-2.186096,-6.138801,-3.761582,#NAME?,-1.197862,-4.309385,-6.138106,-5.021159,-1.103546,-0.5367551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[6_7],[7_11],cmucssa
508,1,5,-4.215509,-4.179366,-3.830062,-6.464419,-5.549328,-2.847538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4],[2],cmucssa
509,1,16,-3.946664,-4.72058,-4.931818,-0.858692,-4.766345,-2.137929,-1.214342,-6.575229,-4.981181,-2.13653,-1.802902,-5.734398,-1.067692,-2.550003,-5.433665,-3.984541,-3.924219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2_3_4_5_6_7_8],[3_6_12],cmucssa
510,1,20,-5.804013,-7.123217,-0.9378521,-7.089008,-0.8406437,-6.662773,-1.11856,-5.676741,-1.504958,-7.698906,-1.199107,-4.297133,-8.131271,-1.520604,-4.639314,-3.472743,-0.3227735,#NAME?,-5.243498,-0.9292497,-0.4977357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[11_12_13],[2_4_6_8_10_13_16_19],cmucssa
511,1,22,-4.876083,-7.306283,-2.839565,-5.326702,-4.230097,-3.305664,-1.296895,-3.990937,-0.6606302,-2.737442,-0.9364417,-2.575707,-0.9092309,-4.145264,-0.872935,-2.218815,-4.916987,-1.707485,-4.192534,-5.569895,-5.726301,-0.8685571,-0.3709212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1],[8_15_21],cmucssa
512,1,11,-6.258925,-3.365124,-2.405222,-3.205725,-3.979557,-0.8285575,-5.99289,-1.454947,-4.765135,-2.88688,-1.498865,-0.2205153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[6_7],[10],cmucssa
513,1,8,-3.59865,-4.631118,-8.103563,-2.842651,-2.73322,-4.62348,-6.931903,-0.7226339,-0.3565473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4_5_6_7],[7],cmucssa
514,1,3,-4.138768,-2.748619,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2],,cmucssa
515,1,28,-2.357215,-6.368494,-2.479668,-2.931482,-1.998259,-0.9360235,-4.070568,-6.166623,-3.19066,-2.000813,-3.307504,-1.616738,-4.630672,-0.9420081,-5.495746,-4.979012,-4.521812,-2.97851,-5.255925,-2.401705,-2.270588,-0.6972964,-2.077368,-2.085806,-6.140737,-2.229612,-5.038912,-1.887054,-1.027837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[14_15],[5_13_21_27],cmucssa
516,1,10,-4.587765,-1.318525,-1.337459,-3.945404,-5.789466,-3.5651,-4.092834,-0.7739857,-5.735665,-1.142949,-0.5942346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2],[9],cmucssa
517,1,9,-5.976814,-5.549328,-5.694494,-3.115845,-4.643816,-2.71232,-0.9759859,-3.227555,-0.671217,-0.4158516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_7_8],[8],cmucssa
518,1,21,-5.291057,-2.978172,-5.225296,-1.164214,-2.673361,-7.055059,-4.823647,-0.858692,-5.091225,-3.750752,-6.119511,-1.073489,-6.575229,-4.981181,-2.119497,-5.048898,-1.779893,-2.285516,-3.323068,-2.034571,-0.9012107,-0.4368242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_6_7_8_9_12_13_14],[7_11_14_19_20],cmucssa
519,1,6,-6.115328,-5.556201,-5.433417,-6.070972,-5.590017,-1.02895,-0.6417693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[5],cmucssa
520,1,6,-5.592087,-5.632477,-3.914751,-3.973984,-2.687753,-1.435647,-0.4253646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3],[5],cmucssa
521,1,5,-5.976814,-1.705884,#NAME?,-5.171025,-1.163666,-0.4042495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2],[4],cmucssa
522,1,10,-5.336814,-6.833243,-5.452504,-6.166569,-0.370216,-2.75564,-2.929192,-5.203677,#NAME?,-1.427697,-0.4134672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[8_9],[4_9],cmucssa
523,1,15,-3.0935,-5.825084,-3.683765,-4.228421,-3.959598,-1.949523,-1.234172,-2.780171,-2.705528,-6.195591,-1.50853,-2.951594,-0.9431061,-2.084732,-2.126318,-0.5089473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3],[14],cmucssa
524,1,9,-4.152754,-6.25781,-2.227336,-6.565766,-5.549328,-3.983032,-5.162491,-1.925659,-0.4232459,-0.4627067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_3_4],[8],cmucssa
525,1,13,-3.176779,#NAME?,-2.725245,-3.8203,-2.415563,-3.800745,-1.118816,-5.169383,-0.4902949,-3.145597,-3.032108,-2.781056,-0.2552725,-0.3495196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1],[8_12],cmucssa
526,1,19,-6.258925,-4.439231,-3.362691,-0.8222904,-4.143503,-3.494147,-0.9086937,-5.457203,-0.8351898,-3.738427,-3.800828,-1.455138,-5.503237,-5.57337,-2.669868,-6.924273,-3.658807,-1.568673,-2.79789,-0.2205153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[13_14_15],[3_6_18],cmucssa
527,1,19,-6.527233,-3.259821,-5.37393,-6.140299,-0.6956164,-2.384516,-1.354857,-5.254279,-4.916931,-6.088745,-0.8922411,-3.802372,-5.444442,-4.6576,-0.9934592,-3.407142,-2.214314,-4.811253,-1.169474,-0.5717984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[1_4_10_14_18],cmucssa
528,1,5,-5.012303,-2.33713,-3.563777,-6.014541,-1.742426,-0.6232493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4],[4],cmucssa
529,1,10,-4.772542,-2.791923,-3.213887,-4.330529,-6.295662,-4.843423,-4.424437,-1.962407,#NAME?,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2_3_4],[7_8_9],cmucssa
530,1,9,-5.336814,-2.337077,-5.254815,-3.610833,-6.119511,-3.503119,-2.280407,-1.749244,-3.107604,-0.920628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4],[8],cmucssa
531,1,8,-3.065489,-0.6650633,-4.724356,-4.020011,-5.481556,-4.895256,-3.776451,-1.578163,-0.4609345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3],[3_7],cmucssa
532,1,8,-3.626885,-4.44951,-6.931903,-2.570835,-3.482037,-4.044144,-5.172076,-1.164418,-0.4311272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2],[7],cmucssa
533,1,11,-6.527233,-4.451581,-4.855744,-2.123852,-2.369848,-1.586659,-4.102567,-0.765377,-4.921011,-5.068726,-0.6328061,-0.5019448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],[1_7_10],cmucssa
534,1,29,-6.527233,-3.171462,-6.018602,-5.024707,-2.84408,-3.93806,-1.20412,-0.2688453,#NAME?,-3.483315,-3.653591,-3.019376,-3.347835,-3.254694,-5.033987,-4.91986,-2.343464,-0.7242759,-6.018416,#NAME?,-3.159547,-2.467901,-4.874741,-0.8201176,-6.405813,#NAME?,-3.483315,-3.653591,-2.193077,-0.3707161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[9_10_11_18_19_20_21_22_23_24_25_26_27_28],[1_8_11_16_17_19_20_23_25_28],cmucssa
535,1,9,-3.09185,-4.405867,-4.46292,-1.962407,-4.268374,#NAME?,-1.197862,-6.138847,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[3_4_5_6_8],cmucssa
536,1,21,-4.583487,-4.707379,-2.873678,-6.231567,-1.558933,-4.213131,-3.759881,-1.021713,-4.142004,-2.679408,-1.100925,-3.788156,-3.20577,-0.7766016,-4.207632,-2.622718,-3.444766,-2.911037,-1.120744,-4.156641,-0.8426741,-0.5209864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3],[2_10_13_20],cmucssa
537,1,23,-4.512905,-1.48867,-7.359841,-4.645267,-1.199113,-3.045979,-5.07653,#NAME?,-3.159547,-3.459783,-0.7323937,-3.626389,-4.983101,#NAME?,-3.159547,-3.459783,-0.7323937,-3.658574,-4.247831,-6.931903,-4.411635,-4.892569,-1.164418,-0.4311272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[17_18_19],[1_7_8_10_13_14_16_22],cmucssa
538,1,10,-3.535944,-5.345536,-5.909695,-4.802082,-1.138698,-5.126221,-2.048002,-5.78139,-3.859687,-4.326986,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4],[4_9],cmucssa
539,1,4,-5.313333,-2.824269,-6.082489,-4.601522,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2_3],[3],cmucssa
540,1,7,-5.804013,-3.348176,-2.937441,-3.943454,-1.502383,-5.033697,-1.310717,-0.364417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_6],[6],cmucssa
541,1,12,-4.876083,-1.469267,-3.531463,-1.665745,-3.130135,-3.423126,-3.048965,-1.037716,-4.641076,-1.76912,-3.101948,-1.675006,-0.4290066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[8],[11],cmucssa
542,1,26,-3.923701,-6.282614,-1.04196,-4.013916,-3.68695,-1.706782,-1.60646,-1.464114,-4.250457,-5.654605,-3.233716,-2.970476,-4.415143,-1.187418,-5.174072,-1.339509,-3.531463,-1.665745,-3.130135,-3.423126,-3.048965,-1.037716,-4.641076,-1.76912,-3.101948,-1.675006,-0.4290066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[22],[13_25],cmucssa
543,1,12,-4.876083,-1.74384,-4.57946,-2.186096,-6.138801,-3.761582,#NAME?,-1.197862,-4.309385,-6.138106,-5.021159,-1.103546,-0.5367551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[6_7],[7_11],cmucssa
544,1,3,-5.976814,-7.100443,-0.7617608,-0.9820795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2],[2],cmucssa
545,1,6,-2.646519,-4.126974,-3.0856,-2.203928,-8.5863,-3.307366,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4_5],[5],cmucssa
546,1,16,-2.328403,-0.8585079,-1.036843,-6.566783,-3.985012,-3.979952,-0.9280026,-7.684779,-3.107257,-6.966456,-2.953871,-5.279712,-4.850151,-1.215727,-4.139124,-0.9079973,-0.5374374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[14_15],[15],cmucssa
547,1,23,-4.583487,-4.707379,-5.837197,-2.823586,-1.872374,-0.5531858,-3.715342,-3.294165,-1.183111,-3.991443,-1.595129,-2.398905,-2.729645,-2.696985,-3.009284,-0.5282738,-2.656226,-5.759132,-3.15267,-2.490356,-3.064057,-4.958102,-1.09177,-0.5314789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[9],[5_15_22],cmucssa
548,1,13,-1.464192,-3.622745,-5.104991,-1.641526,-4.112301,-1.120384,-5.503237,-4.492096,-1.271484,-4.458085,-3.718362,-6.119511,-4.46971,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2_9_10_11_12],[12],cmucssa
549,1,15,-4.876083,-2.808627,-3.160381,-4.079984,-4.45825,-1.159128,-4.701838,-5.116533,-5.229883,-3.830845,-6.271977,-4.027618,-3.796754,-8.283291,-0.6592029,-0.7476568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[9],[5_14],cmucssa
550,1,6,-5.269867,-3.451721,-5.08074,-3.881676,-5.712453,-4.544375,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[5],cmucssa
551,1,24,-5.512905,-4.35849,-3.044444,-2.405938,-0.4839057,-3.14846,-0.4507122,-3.395976,-1.291035,-1.840524,-1.143164,-1.872911,-3.039407,-2.60551,-0.8120559,-3.375618,-0.4507122,-3.246453,-3.877728,-2.669486,-1.460522,-5.503237,-4.93294,-0.966715,-0.5195251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[6_16_23],cmucssa
552,1,14,-5.249664,-1.89842,-4.607117,-5.654286,-1.33685,-1.941651,-4.517204,-1.373332,-6.017758,-5.888391,#NAME?,-1.197862,-4.543202,-2.638497,-0.2611585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[9_10_11],[8_11_13],cmucssa
553,1,5,-5.976814,-5.549328,-5.425715,-1.509959,-5.319407,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[4],cmucssa
554,1,7,-4.002137,-3.780672,-1.861383,-0.5531858,-6.955632,-2.024773,-2.978508,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3],[3_6],cmucssa
555,1,15,-3.527254,-3.046913,-2.045048,-6.985725,-4.899513,-1.912312,-6.476681,-1.839619,-4.335468,-3.106825,-2.23722,-5.455238,-7.633002,-5.321704,-1.049565,-0.532344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[11_12],[14],cmucssa
556,1,15,-5.160723,-3.579219,-6.405262,-2.370297,-5.550076,-3.343758,-2.55108,#NAME?,-1.197862,-5.010847,-5.15163,-5.827158,-4.449471,-2.645809,-0.2552725,-0.3495196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_7_8],[1_8_14],cmucssa
557,1,5,-3.733549,-6.130716,-6.557508,-2.2696,-1.398181,-0.7433891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4],[4],cmucssa
558,1,18,-4.442867,-5.134519,-3.610833,-6.119511,-4.169433,-1.974979,-0.3311085,-4.87915,-2.702786,-0.09691001,-1.938486,-1.613553,-1.995323,-5.140546,-1.690012,-1.930927,-2.438677,-0.7383841,-0.3495196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2_3],[6_12_17],cmucssa
559,1,17,-4.600861,-2.661899,-6.261847,-5.079711,-4.318769,-1.861097,-0.9323123,-7.19948,-4.32943,-1.883009,-0.374317,-4.641076,-4.017758,-3.899726,-1.602047,-6.911439,-1.314966,-0.4586379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_4_5_6],[6_16],cmucssa
560,1,28,-2.949325,-6.431048,-1.331661,-2.691703,-5.104862,#NAME?,-5.243498,-3.70341,-2.522131,-2.909322,-0.4909534,-3.390516,-4.282516,-3.741679,-2.905676,-4.450145,-2.046105,#NAME?,-4.464839,-4.723318,-2.875441,#NAME?,-3.836725,-4.181838,-5.67024,-3.218899,-7.653191,-3.500135,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[23_24_25_26_27],[2_10_16_17_20_21_25_27],cmucssa
561,1,4,-6.258925,-3.949425,-3.559633,-1.655329,-0.5703306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3],[3],cmucssa
562,1,22,-3.052509,-4.520897,-3.417427,-5.995463,-6.384985,-5.155525,-0.507187,-2.036803,-1.405958,-4.740075,-3.936513,-3.61788,-1.240136,-3.118619,-7.247145,-3.118767,-2.929922,-4.134207,-1.73843,-4.989882,-4.903234,-2.702627,-1.905364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[14_15],[6_15_18_21],cmucssa
563,1,9,-3.527254,-4.040179,-5.110065,-0.8689193,-2.364695,-5.166317,-3.270572,-6.700418,-0.7220353,-0.7519113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_5],[3_8],cmucssa
564,1,14,-4.239904,-4.071512,-1.35492,#NAME?,-2.236219,-2.998897,-2.037426,-2.448603,-6.501557,-1.073489,-5.434627,-1.783712,-4.082433,-1.293804,-0.3495196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3],[6_9_13],cmucssa
565,1,24,-3.274441,-4.193617,-4.061945,-3.75728,-2.953694,-4.602993,-3.333624,-2.038615,-4.30558,-2.463694,-2.894757,-5.1877,-0.7957328,-3.297745,-0.6217834,-3.756191,-1.931543,-3.738018,-1.047523,-5.164942,-4.125906,-1.844351,-1.227341,-1.065196,-0.4728634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],[14_18_23],cmucssa
566,1,9,-2.791026,-5.592477,-4.638225,-2.025682,#NAME?,-4.419504,-6.416946,-5.549328,-1.163666,-0.4042495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_4_6],[8],cmucssa
567,1,9,-5.211875,-1.322542,-1.806933,-0.4863122,-4.714,-3.306685,-6.264979,#NAME?,-3.135041,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[7_8],[5_8],cmucssa
568,1,5,-5.592087,#NAME?,-1.197862,-4.543202,-2.638497,-0.2611585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2],[2_4],cmucssa
