SentenceID,CodeSwitchStatus,NumberOfWords,Surprisal1,Surprisal2,Surprisal3,Surprisal4,Surprisal5,Surprisal6,Surprisal7,Surprisal8,Surprisal9,Surprisal10,Surprisal11,Surprisal12,Surprisal13,Surprisal14,Surprisal15,Surprisal16,Surprisal17,Surprisal18,Surprisal19,Surprisal20,Surprisal21,Surprisal22,Surprisal23,Surprisal24,Surprisal25,Surprisal26,Surprisal27,Surprisal28,Surprisal29,Surprisal30,Surprisal31,Surprisal32,Surprisal33,Surprisal34,Surprisal35,Surprisal36,Surprisal37,Surprisal38,Surprisal39,Surprisal40,Surprisal41,Surprisal42,Surprisal43,Surprisal44,Surprisal45,Surprisal46,Surprisal47,Surprisal48,Surprisal49,Surprisal50,Surprisal51,Surprisal52,Surprisal53,Surprisal54,Surprisal55,Surprisal56,Surprisal57,Surprisal58,Surprisal59,Surprisal60,IndicesOfCodeSwitchedWordInTranslation,IndicesOfPunctuationInTranslation,CorpusName
244,1,6,-5.512905,-2.080929,-6.338496,-4.565496,-3.472212,-0.5650952,-0.095638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3],[5],pittcssa
245,1,11,-4.523901,-2.096023,-2.549345,-3.176841,-5.36406,-2.520787,-5.70232,-5.533043,-4.826246,#NAME?,-1.427697,-0.4134672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],[1_10],pittcssa
246,1,13,-4.600861,-3.710988,-6.264979,-5.03545,-6.589428,-1.01424,-3.462466,-4.182741,-5.328356,-0.8684559,-4.145553,-6.744359,-2.433251,-1.847712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3],[1_9_12],pittcssa
247,1,32,-4.990026,-0.3467875,-3.344154,-0.8475085,-5.09675,-3.310869,-4.358219,-3.671169,-3.149674,-4.686485,-3.08109,-1.5512,-4.836417,-0.7323937,-2.744421,-3.775282,-1.214181,-3.310659,-4.67606,-0.9934592,-4.778249,-6.567575,-3.189935,-2.325765,-4.183826,-1.348061,-5.375822,-6.229526,-0.370216,#NAME?,-5.243498,-2.617138,-1.963752,,,,,,,,,,,,,,,,,,,,,,,,,,,,[8],[1_13_19_25_28_31],pittcssa
248,1,5,-6.258925,-5.557152,-2.649984,#NAME?,-3.135041,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_3_4],[4],pittcssa
249,1,6,-4.138768,-1.499076,-4.356954,-6.444796,-4.167028,-4.275172,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4_5],[5],pittcssa
250,1,8,-6.258925,-1.544068,-5.274961,-6.01081,-0.8785416,-6.060255,-4.275276,-4.275172,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_6_7],[4_7],pittcssa
251,1,13,-3.222314,-1.591621,-1.601642,-3.04637,-2.053292,-3.379827,-1.532987,-2.57814,-5.729619,-3.453533,-0.3521825,-5.664046,-0.7613617,-0.5195251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[9],[12],pittcssa
252,1,10,-2.927257,-2.085046,-1.50642,-1.384367,-6.780979,-2.640723,-4.871053,-1.635417,-4.335979,-0.8282301,-0.4437962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[8_9],[9],pittcssa
253,1,5,-6.527233,-4.962636,-4.344688,-5.638311,-1.059058,-0.5752883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[4],pittcssa
254,1,8,-4.302052,-2.663521,-4.100472,-5.744014,-2.150431,-0.4045706,-2.988035,-0.479568,-0.4938945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[6_7],[7],pittcssa
255,1,13,-4.531389,-1.781411,-1.808211,-0.5531858,-2.922842,-3.909211,-0.7833342,-4.544313,-1.185932,-2.945629,-4.850398,-1.571177,-0.8059883,-0.9181671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[3_6_12],pittcssa
256,1,4,-2.715695,-5.679086,-2.246461,-5.10237,-2.322327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1],,pittcssa
257,1,12,-5.313333,-0.8222904,-3.759717,#NAME?,-2.785588,#NAME?,-3.923638,-0.7515755,-6.835999,-6.074555,-5.064733,-5.087033,-4.426795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_3_4_5_6_7],[4_7],pittcssa
258,1,17,-5.249664,-3.342417,-0.328867,-3.41885,-4.949251,-3.015695,-1.571905,-2.851677,-1.503319,-0.8259166,-3.429681,-1.034919,-2.457143,-5.331573,-1.027837,-5.050814,-3.911474,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2],[9_16],pittcssa
259,1,12,-6.258925,-4.013741,-1.782907,-0.5531858,-2.337913,-2.912498,-2.906948,-4.322343,-3.416441,-3.644534,-2.959604,-0.4196835,-0.4081399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3],[3_11],pittcssa
260,1,26,-4.433724,#NAME?,-1.197862,-4.752461,-3.321764,-1.073926,-4.866857,-1.465713,-3.312845,-3.316284,-4.01166,-4.536614,-0.7621061,-2.665988,-6.126937,-0.8232642,-5.544569,-1.709078,-3.940082,-3.278257,-4.144623,-1.311226,-4.048797,-1.854104,-1.248338,-1.414213,-0.5521712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2],[2_5_12_15_17_25],pittcssa
261,1,12,-4.600861,-3.710988,-6.264979,-6.364881,-1.01424,-3.462466,-4.182741,-5.328356,-0.8684559,-4.145553,-6.744359,-2.433251,-1.847712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2],[1_8_11],pittcssa
262,1,7,-5.688997,-5.355896,-2.905676,-4.450145,-2.046105,#NAME?,-7.834825,-1.929054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4_5_6],[4_5],pittcssa
263,1,6,-2.715695,-4.789209,-6.284104,-2.609838,-3.705786,-1.644894,-0.2205153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1],[5],pittcssa
264,1,14,-4.792746,-1.827178,-4.587152,-6.242901,-0.8832185,-2.725946,-4.64995,-4.979733,-5.891145,-6.56659,-4.878173,-1.343044,-5.241083,-1.076693,-0.4414809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4],[4_13],pittcssa
265,1,8,-3.699992,-5.799229,-5.303762,-1.801321,-6.239007,-1.224492,-4.954471,-1.310717,-0.364417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_4_5],[0_2_3_7],pittcssa
266,1,15,-3.699992,-5.191145,-5.470967,-3.55601,-6.592287,-2.880013,-4.690859,-3.529994,-0.6120483,-2.982648,-5.104862,-4.195599,-4.480428,-5.321188,-4.086448,-2.395229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2_3_6_13_14],[0_2_3_8],pittcssa
267,1,5,-3.13938,-4.953151,-3.192289,-4.234934,-4.895548,-2.705534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4],[2],pittcssa
268,1,5,-6.258925,-2.833618,#NAME?,-2.455873,-6.836393,-2.318875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4],[1_2_3],pittcssa
269,1,9,-3.699992,-4.152021,-5.040468,-5.597679,-1.801321,-4.558298,-0.4619851,-4.759021,-3.78726,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_5_6_7_8],[0_3_4_8],pittcssa
270,1,15,-3.699992,-5.191145,-5.470967,-3.55601,-6.592287,-2.880013,-4.690859,-3.529994,-0.6120483,-2.982648,-5.104862,-4.195599,-4.480428,-5.321188,-4.086448,-2.395229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2_3_6_13_14],[0_2_3_8],pittcssa
271,1,6,-5.144928,-5.576882,-3.250637,#NAME?,-2.455873,-6.144968,-3.057669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],[2_3_4],pittcssa
272,1,8,-4.821235,-1.676307,-3.307796,#NAME?,-2.455873,-6.173373,-3.455499,-4.376752,-2.121459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[6_7],[2_3_4],pittcssa
273,1,4,-4.759578,-2.048707,-8.129298,-1.613167,-0.4134672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3],[3],pittcssa
274,1,10,-5.637844,-3.098062,-7.581107,-1.729015,-6.295632,-3.180794,-2.227838,#NAME?,-2.455873,-6.346112,-2.589253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4_5_6_7_8],[1_5_6_7_8],pittcssa
275,1,13,-3.587335,-2.661091,-0.6419315,-0.6342447,-6.968053,-0.7472747,-4.295927,-0.982874,-2.514349,-0.8059883,-1.951047,-6.752616,-3.662055,-1.06876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4_5_11_12],[5_12],pittcssa
276,1,11,-6.258925,-2.880013,-4.690859,-3.529994,-0.6120483,-2.982648,-5.104862,-4.195599,-4.480428,-5.321188,-4.086448,-2.395229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_9_10],[4],pittcssa
277,1,10,-2.949325,-5.120474,-4.206441,-0.547029,-3.865889,-4.282516,-3.18133,-4.063331,-3.218899,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[6_7],[3_9],pittcssa
278,1,10,-2.949325,-5.120474,-4.206441,-0.547029,-3.865889,-4.282516,-3.18133,-4.063331,-3.218899,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[6_7],[3_9],pittcssa
279,1,19,-5.445959,-1.878838,-1.893398,-3.979729,-1.616738,-2.380764,-2.747317,-1.020658,-3.631403,-1.298358,-6.136152,-4.509482,-3.068019,-4.845428,-3.250899,-1.635885,-2.467155,-2.765233,-1.614406,-0.5504268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[10_11],[7_15_18],pittcssa
280,1,12,-6.100998,-4.722382,-1.918558,-3.688233,-3.80085,-2.884655,-1.422639,#NAME?,-2.785588,#NAME?,-4.817444,-1.871522,-0.3405385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[7_8_9_10_11],[8_11],pittcssa
281,1,23,-4.0924,-5.665465,-1.286693,-4.084565,-2.473197,-0.5183236,-3.671516,-1.707485,-4.588158,-2.387231,-2.789711,-2.029384,-0.5531858,-2.337913,-2.820983,-1.689087,-6.610256,-1.330245,-3.746214,-2.568305,-4.054883,-3.555143,-1.194873,-0.4146535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2_3_6_7],[7_12_22],pittcssa
282,1,4,-4.410243,-0.06790023,-5.347054,-4.868173,-1.493972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3],[1_3],pittcssa
283,1,7,-5.688997,-4.478161,-3.260532,-4.277088,-4.005394,-3.903271,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4_5_6],[2_5_6],pittcssa
284,1,24,-2.399185,-4.220739,-2.005585,-5.085866,-3.461142,-3.750097,-0.6364229,-4.225177,-0.6941175,-5.253995,-5.825809,-8.419351,-4.337235,-2.567394,-2.170817,-2.5241,-3.154156,-3.118238,-0.6232493,-4.234766,-0.6941175,-6.34654,-0.6238034,-1.42875,-0.4317663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[11],[8_20_23],pittcssa
285,1,11,-5.976814,-1.705884,-4.538711,-3.104786,-2.386387,-4.830029,-0.7621061,-5.364427,-0.4281348,-4.358702,-4.021025,-0.5049582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_9_10],[6_10],pittcssa
286,1,6,-4.876083,-3.213707,-3.255579,-6.349603,-1.847645,-1.04405,-0.2912702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4_5],[5],pittcssa
287,1,11,-4.523901,-2.096023,-2.549345,-3.176841,-5.36406,-2.520787,-5.70232,-5.533043,-4.826246,#NAME?,-1.427697,-0.4134672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],[1_10],pittcssa
288,1,11,-5.976814,-1.705884,-4.538711,-3.104786,-2.386387,-4.830029,-0.7621061,-5.364427,-0.4281348,-4.358702,-4.021025,-0.5049582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_9_10],[6_10],pittcssa
289,1,23,-5.976814,-3.147334,-0.7957328,-4.947298,-3.594371,-3.215109,-2.625662,-3.562956,-3.26333,-1.28311,-2.947369,-5.498216,-4.667211,-6.066541,-0.5811261,-4.814568,#NAME?,-3.923638,-3.149333,-2.159964,-0.4321387,-3.625495,-0.7781513,-0.3672734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4_5_7_8_9_10_11],[9_14_16_22],pittcssa
290,1,6,-5.512905,-2.671163,-4.523149,-4.005394,-3.218899,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4_5],[4_5],pittcssa
291,1,12,-4.433724,-7.274445,-1.439706,-4.075043,-4.735251,-3.759459,-0.8059883,-5.921654,-2.992721,-0.6233981,-4.016193,-3.20577,-3.642092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2],[2_6_9],pittcssa
292,1,11,-5.976814,-1.705884,-4.538711,-3.104786,-2.386387,-4.830029,-0.7621061,-5.364427,-0.4281348,-4.358702,-4.021025,-0.5049582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_9_10],[6_10],pittcssa
293,1,9,-5.177113,-2.86002,#NAME?,-3.159547,-3.459783,-5.844181,-8.238651,-1.353351,-0.7234862,-0.4518589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[6],[1_2_3_5_8],pittcssa
294,1,17,-6.100998,-1.320391,-0.7630151,-4.4722,-3.20577,-0.7766016,-4.674029,-3.554084,-2.235204,-4.472754,-1.254587,-4.698228,-3.517969,-3.595524,-5.194436,-3.258603,-0.8566467,-0.6419315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2],[2_5_10_16],pittcssa
295,1,12,-4.919989,-1.377783,-6.040141,-2.639721,-6.82887,-3.83356,-2.914126,-1.665303,-4.902981,-4.094842,-3.70851,-1.440187,-0.41768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_2_4],[11],pittcssa
296,1,7,-4.495176,-3.335886,-1.295012,-2.943085,-0.6965762,-4.344327,-5.7816,-2.645315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[6],[4],pittcssa
297,1,28,-3.699992,-4.707358,-5.698822,-5.334598,-5.520339,-4.339157,-1.409812,-4.766061,-5.137971,-6.164794,-0.8132284,-2.95056,-4.618427,-1.169505,-5.163991,-2.464954,-0.629897,-3.467039,-4.15782,-3.831098,-0.30103,-2.580713,-3.216781,-4.403718,-6.349518,-1.380776,#NAME?,-1.427697,-0.4134672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_7_8_9_10_14_15_16_24_25_26_27],[0_4_10_13_16_20_25_27],pittcssa
298,1,10,-4.600861,-2.661899,-4.578514,-1.776025,-5.111858,-5.49791,-3.674006,-3.169504,-4.618083,-2.632837,-0.4630894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3],[3_9],pittcssa
299,1,9,-7.405363,-3.483721,-6.961342,-2.712906,-2.545803,#NAME?,-3.159547,-3.459783,-1.275931,-1.105095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],[1_3_5_6_8],pittcssa
300,1,11,-5.976814,-1.705884,-4.538711,-3.104786,-2.386387,-4.830029,-0.7621061,-5.364427,-0.4281348,-4.358702,-4.021025,-0.5049582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_9_10],[6_10],pittcssa
301,1,15,-2.715695,-4.127041,-4.22452,-2.334715,-4.309152,-0.6587775,-5.042008,#NAME?,-2.907252,#NAME?,-1.197862,-4.185379,-6.785342,-2.933994,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[11_12_13_14],[5_7_9_10_13_14],pittcssa
302,1,22,-4.302052,-0.4771213,-2.305829,-5.128599,-1.065855,#NAME?,-3.074223,-6.951106,-1.912659,-4.733906,-2.997502,-5.225296,-2.110023,-0.9563355,-1.57579,-1.269021,-3.034383,-2.793226,-1.739085,-2.434937,-2.253223,-0.2418198,-0.3495196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4_5_7_8],[4_8_15_21],pittcssa
303,1,11,-5.976814,-1.705884,-4.538711,-3.104786,-2.386387,-4.830029,-0.7621061,-5.364427,-0.4281348,-4.358702,-4.021025,-0.5049582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_9_10],[6_10],pittcssa
304,1,7,-4.157517,-2.818932,-1.699935,-5.807992,-1.729367,-4.065015,-4.729802,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4_5_6],[6],pittcssa
305,1,18,-4.876083,-5.126376,-2.933234,-4.515879,-5.148712,-1.524359,-5.100852,-4.531943,-3.696499,-0.4508813,-2.042519,-3.820983,-2.042707,-3.7831,-2.780182,-5.185306,-4.886851,-1.032331,-0.4146535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_2_3],[5_9_17],pittcssa
306,1,18,-4.302052,-4.843977,-2.277609,-5.712183,-1.035661,-7.265093,-1.913469,#NAME?,-1.197862,#NAME?,-1.197862,-2.954848,-0.6598127,-5.68988,-4.093678,-5.162491,-1.925659,-0.4232459,-0.4627067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4_5_6_7_8_9_10],[4_6_8_10_17],pittcssa
307,1,15,-3.674056,-1.804087,-3.020997,-3.367983,-0.9814277,-2.052117,-8.37097,-1.388023,-7.604123,-4.454775,-0.7354802,-6.571697,-3.425187,-6.723365,-1.201007,-0.3399481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[6_7_8],[4_7_10_14],pittcssa
308,1,6,-5.086936,-3.664558,-4.428204,-1.782907,-6.478853,-2.331807,-1.872106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1],[5],pittcssa
309,1,5,-3.0935,-5.34847,-3.645263,-2.140434,-3.650633,-4.189748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[4],,pittcssa
310,1,7,-5.269867,-6.165966,-1.834856,-4.802073,-6.696387,-3.727654,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4_5_6],[2_5_6],pittcssa
311,1,4,-2.715695,-5.679086,-2.246461,-5.10237,-2.322327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1],,pittcssa
312,1,11,-5.976814,-1.705884,-4.538711,-3.104786,-2.386387,-4.830029,-0.7621061,-5.364427,-0.4281348,-4.358702,-4.021025,-0.5049582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_9_10],[6_10],pittcssa
313,1,6,-4.683601,-1.936322,-3.092391,-3.926709,-5.871574,-1.231964,-0.589348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3],[5],pittcssa
314,1,21,-3.527254,-1.29398,-4.810775,-1.513105,-5.460276,-6.227167,-1.322219,-3.864295,-2.792735,-0.8283667,-6.032795,-4.72127,-3.757492,-0.7833342,-3.047284,-6.876254,-2.990236,-3.829176,-5.053157,-5.78364,-1.460633,-0.5492077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[7_8_9],[9_13_20],pittcssa
315,1,7,-5.415995,-6.803147,-3.66545,-8.542418,-3.879627,-3.362691,-0.9994671,-0.4522977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2_3],[6],pittcssa
316,1,6,-2.717953,-5.430436,-6.222409,-6.264901,-4.842885,-7.505463,-1.596389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0_1_3_4_5],[0_1_5],pittcssa
317,1,11,-5.976814,-1.705884,-4.538711,-3.104786,-2.386387,-4.830029,-0.7621061,-5.364427,-0.4281348,-4.358702,-4.021025,-0.5049582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_9_10],[6_10],pittcssa
318,1,11,-5.976814,-1.705884,-4.538711,-3.104786,-2.386387,-4.830029,-0.7621061,-5.364427,-0.4281348,-4.358702,-4.021025,-0.5049582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_9_10],[6_10],pittcssa
319,1,10,-2.949325,-5.120474,-4.206441,-0.547029,-3.865889,-4.282516,-3.18133,-4.063331,-3.218899,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[6_7],[3_9],pittcssa
320,1,7,-7.042348,-1.927382,-4.472295,-4.218939,-2.024161,-5.799016,-1.28311,-3.115017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_6],[1],pittcssa
321,1,4,-2.715695,-5.679086,-2.246461,-5.10237,-2.322327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1],,pittcssa
322,1,13,-2.541127,#NAME?,-3.616213,#NAME?,-3.028441,-5.258429,-1.45719,-3.662459,-2.403648,-4.591915,-4.070702,-5.506878,-4.765408,-1.018271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[9],[1_3_6_12],pittcssa
323,1,12,-4.433724,-7.274445,-1.439706,-4.075043,-4.735251,-3.759459,-0.8059883,-5.921654,-2.992721,-0.6233981,-4.016193,-3.20577,-3.642092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1_2],[2_6_9],pittcssa
324,1,15,-2.715695,-4.127041,-4.22452,-2.334715,-4.309152,-0.6587775,-5.042008,#NAME?,-2.907252,#NAME?,-1.197862,-4.185379,-4.176489,-3.218899,#NAME?,-1.759638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[11_12_13_14],[5_7_9_10_13_14],pittcssa
325,1,11,-5.976814,-1.705884,-4.538711,-3.104786,-2.386387,-4.830029,-0.7621061,-5.364427,-0.4281348,-4.358702,-4.021025,-0.5049582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_9_10],[6_10],pittcssa
326,1,11,-5.976814,-1.705884,-4.538711,-3.104786,-2.386387,-4.830029,-0.7621061,-5.364427,-0.4281348,-4.358702,-4.021025,-0.5049582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_9_10],[6_10],pittcssa
327,1,11,-5.976814,-1.705884,-4.538711,-3.104786,-2.386387,-4.830029,-0.7621061,-5.364427,-0.4281348,-4.358702,-4.021025,-0.5049582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_9_10],[6_10],pittcssa
328,1,11,-5.976814,-1.705884,-4.538711,-3.104786,-2.386387,-4.830029,-0.7621061,-5.364427,-0.4281348,-4.358702,-4.021025,-0.5049582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_9_10],[6_10],pittcssa
329,1,4,#NAME?,-4.030043,-3.616397,-6.818139,-2.081812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],,pittcssa
330,1,5,-7.042348,-1.927382,-5.026644,-3.773976,-0.328867,-3.962918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[2_3_4],[1],pittcssa
331,1,4,-2.715695,-5.679086,-2.246461,-5.10237,-2.322327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1],,pittcssa
332,1,5,-6.258925,-2.880013,-2.325765,-3.652972,-1.655329,-0.5703306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3_4],[4],pittcssa
333,1,21,-5.512905,-4.35849,-1.991293,-0.992097,-0.7290215,-5.888907,-1.527087,-2.298112,-3.175843,-2.169723,-1.001675,-4.823924,-0.7323937,-2.14178,-1.291035,-1.664433,-3.322712,-2.684893,-1.522903,-1.472956,-0.6786942,-0.5195251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[11_12],[4_12_20],pittcssa
334,1,31,-3.327741,-2.985059,-3.120198,-2.131156,#NAME?,-6.091653,-4.011343,-0.6448234,-3.992718,-0.9542425,-3.013242,-5.128599,-1.065855,#NAME?,-2.909323,-5.350776,-3.461309,-3.249532,-0.802625,-7.287433,-6.535861,-2.139266,-6.732474,-7.582592,-2.875304,-5.903422,-1.073489,-2.982302,-2.865777,-6.161409,-0.6573145,-0.3449026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[5_10_11_12_13_14_16_17_18_19_20_21_22_23],[4_7_12_14_17_18_21_26_30],pittcssa
