word index,word form,pos-tag,head,dep rel,frequency,Surprisal
,,,,,,
CMU,265,,,,,
0,类型,NN,3,dep,2.27E-16,4.799695
1,：,PU,3,punct,,0.4306639
2,公寓,NN,0,root,1.10E-17,6.380635
3,。,PU,3,punct,,0.9741421
,,,,,,
CMU,266,,,,,
0,夏天,NT,2,nmod:tmod,2.79E-17,5.114965
1,开始,VV,0,root,1.01E-15,1.75044
2,，,PU,2,punct,,0.5166298
3,一,CD,6,nummod,1.35E-14,2.530956
4,年,M,4,mark:clf,1.38E-14,1.376737
5,租期,NN,2,dobj,,5.815248
6,。,PU,2,punct,,1.993126
,,,,,,
CMU,267,,,,,
0,小区,NN,2,compound:nn,2.04E-17,5.445959
1,环境,NN,4,nsubj,9.76E-16,4.471926
2,非常,AD,4,advmod,4.30E-16,2.862683
3,幽静,VV,0,root,2.64E-18,1.629897
4,：,PU,4,punct,,3.314623
5,有,VE,4,ccomp,1.01E-14,3.078321
6,多,CD,10,nummod,2.68E-15,2.205507
7,处,M,7,mark:clf,6.70E-16,1.224629
8,休闲,NN,10,compound:nn,1.46E-17,4.281219
9,场地,NN,12,conj,1.42E-17,2.459118
10,和,CC,12,cc,1.59E-14,1.885839
11,公园,NN,6,dobj,3.69E-17,4.084705
12,，,PU,6,punct,,1.065817
13,很,AD,15,advmod,2.06E-15,3.902416
14,适合,VV,6,conj,8.67E-17,1.640911
15,有,VE,23,dep,1.01E-14,2.755885
16,孩子,NN,20,dep,4.17E-16,4.02336
17,（,PU,20,punct,,2.346434
18,和,CC,20,cc,1.59E-14,3.327142
19,老人,NN,16,dobj,6.56E-17,4.389883
20,）,PU,20,punct,,2.403482
21,的,DEC,16,mark,1.12E-13,1.287954
22,家庭,NN,24,nsubj,4.37E-16,3.587107
23,在,VV,15,ccomp,1.88E-14,1.797702
,,,,,,
CMU,269,,,,,
0,房间,NN,2,nsubj,3.80E-17,5.415995
1,明亮,VA,0,root,7.69E-18,5.789854
2,宽敞,VA,2,compound:vc,1.49E-18,3.294792
3,，,PU,2,punct,,0.6608993
4,干净,VA,2,ccomp,1.15E-17,5.878633
5,整洁,VA,5,compound:vc,3.13E-18,1.328867
6,，,PU,2,punct,,0.7476568
7,有,VE,2,conj,1.01E-14,2.347508
8,步入,VV,8,conj,1.08E-20,5.903054
9,式,NN,11,compound:nn,3.55E-16,2.669868
10,衣柜,NN,9,dobj,4.72E-19,6.924273
11,，,PU,2,punct,,1.244165
12,家具,NN,14,nsubj,1.16E-17,5.340949
13,齐全,VA,2,conj,2.54E-17,6.229526
14,，,PU,2,punct,,0.370216
15,可,AD,18,advmod,1.43E-15,2.51071
16,拎包,AD,18,advmod,5.06E-20,Infinity
17,入住,VV,2,conj,7.82E-19,5.243498
18,。,PU,2,punct,,0.9292497
,,,,,,
CMU,270,,,,,
0,有,VE,0,root,1.01E-14,2.715695
1,一,CD,4,nummod,1.35E-14,1.17829
2,个,M,2,mark:clf,4.57E-15,5.503237
3,火炉,NN,1,dobj,6.47E-20,5.305063
4,，,PU,1,punct,,0.9015794
5,中央,NN,7,compound:nn,1.10E-15,3.728998
6,空调,NN,1,dep,1.23E-17,5.61005
7,。,PU,1,punct,,1.728974
,,,,,,
CMU,276,,,,,
0,安全,NN,2,compound:nn,4.75E-16,4.449072
1,环境,NN,3,nsubj,9.76E-16,2.942781
2,好,VA,0,root,1.73E-15,3.710051
3,，,PU,3,punct,,1.047523
4,物业,NN,7,nsubj,1.97E-17,5.016952
5,超,AD,7,advmod,6.10E-17,5.142634
6,棒,VA,3,conj,4.25E-18,3.224112
7,。,PU,3,punct,,1.430156
,,,,,,
CMU,277,,,,,
0,更,AD,2,advmod,1.62E-15,3.810331
1,希望,VV,0,root,4.06E-16,3.171935
2,是,VC,4,cop,1.98E-14,2.756599
3,男生,NN,2,ccomp,2.24E-18,4.829039
4,。,PU,2,punct,,0.9146386
,,,,,,
CMU,278,,,,,
0,其他,DT,2,det,1.18E-15,3.199917
1,附近,NN,4,nmod:assmod,9.39E-17,4.165179
2,的,DEG,2,case,1.12E-13,0.2108534
3,房子,NN,6,nsubj,5.70E-17,3.18896
4,可能,AD,6,advmod,1.41E-15,4.060991
5,有,VE,19,dep,1.01E-14,1.480472
6,个别,JJ,8,amod,8.00E-17,3.725914
7,卧室,NN,6,dobj,3.33E-18,5.954594
8,或者,CC,6,cc,6.81E-16,4.516932
9,整,DT,12,det,8.06E-17,4.450145
10,套,M,10,mark:clf,1.18E-16,4.948865
11,房子,NN,17,nsubj,5.70E-17,2.642203
12,也,AD,17,advmod,5.45E-15,2.387625
13,可以,VV,17,aux:modal,2.86E-15,1.726627
14,夏天,NT,17,nmod:tmod,2.79E-17,5.841678
15,短,VA,17,dep,1.18E-16,4.182414
16,租,VV,6,conj,1.62E-17,5.854287
17,的,SP,19,discourse,1.12E-13,1.484861
18,。,PU,0,root,,1.42435
,,,,,,
CMU,279,,,,,
0,饭厅,AD,2,advmod,1.02E-19,7.042348
1,有,VE,0,root,1.01E-14,3.040282
2,两,CD,5,nummod,2.28E-15,1.657035
3,张,M,3,mark:clf,1.40E-16,2.551958
4,书桌,NN,2,dobj,9.78E-19,4.389704
5,，,PU,2,punct,,0.4196835
6,房间,NN,8,dep,3.80E-17,5.043272
7,有,VE,2,dep,1.01E-14,2.39308
8,一,CD,12,nummod,1.35E-14,1.546351
9,张,M,9,mark:clf,1.40E-16,2.151794
10,特大,JJ,12,amod,9.79E-18,5.326414
11,双人床,NN,8,dobj,,7.633002
12,。,PU,2,punct,,1.729015
,,,,,,
CMU,281,,,,,
0,户型,NN,6,dep,2.57E-19,6.482378
1,：,PU,6,punct,,2.276336
2,一,CD,6,nummod,1.35E-14,2.337307
3,室,M,3,mark:clf,1.94E-16,4.343655
4,一,CD,6,dep,1.35E-14,1.20412
5,厅,NN,0,root,1.16E-16,0.2688453
6,，,PU,6,punct,,0.7224511
7,崭新,JJ,10,amod,2.55E-17,6.413078
8,的,DEG,8,case,1.12E-13,0.1312789
9,公寓,NN,11,dep,1.10E-17,4.263064
10,房间,NN,6,conj,3.80E-17,2.166684
11,。,PU,6,punct,,0.622718
,,,,,,
CMU,282,,,,,
0,这,PN,6,nsubj,9.99E-15,2.328403
1,是,VC,6,cop,1.98E-14,0.8585079
2,单间,NN,4,compound:nn,,6.180649
3,卧室,NN,6,nmod:assmod,3.33E-18,5.833583
4,的,DEG,4,case,1.12E-13,1.156347
5,公寓,NN,0,root,1.10E-17,1.681049
6,。,PU,6,punct,,0.9079973
,,,,,,
CMU,287,,,,,
0,整个,DT,2,det,4.43E-16,3.732348
1,房子,NN,5,nsubj,5.70E-17,4.488641
2,不,AD,5,neg,8.49E-15,3.176175
3,单独,AD,5,advmod,4.68E-17,3.738605
4,租,VV,0,root,1.62E-17,5.733255
5,一,CD,8,nummod,1.35E-14,2.043456
6,个,M,6,mark:clf,4.57E-15,5.461759
7,卧室,NN,5,dobj,3.33E-18,4.559043
8,，,PU,5,punct,,0.7998947
9,希望,VV,5,conj,4.06E-16,3.257918
10,同学,NN,13,nsubj,3.67E-17,4.044787
11,结伴,VV,13,xcomp,7.17E-19,3.214046
12,租,VV,10,ccomp,1.62E-17,5.393966
13,整,DT,16,det,8.06E-17,5.233074
14,个,M,14,mark:clf,4.57E-15,3.440771
15,房子,NN,13,dobj,5.70E-17,4.638225
16,。,PU,5,punct,,1.04212
,,,,,,
CMU,291,,,,,
0,单独,JJ,2,amod,4.68E-17,5.001022
1,饭厅,NN,7,nmod:topic,1.02E-19,7.067207
2,，,PU,7,punct,,0.7823883
3,后院,NN,7,nsubj,1.51E-18,5.646496
4,可,VV,7,aux:modal,1.43E-15,3.694356
5,免费,AD,7,advmod,2.69E-17,2.624544
6,停车,VV,0,root,1.01E-17,1.834032
7,，,PU,7,punct,,1.354182
8,包,VV,7,conj,7.36E-17,5.118436
9,各,DT,12,det,2.64E-15,4.131502
10,种,M,10,mark:clf,6.55E-15,4.132708
11,服务费,NN,16,dep,,6.946643
12,，,PU,16,punct,,0.60206
13,全,DT,16,det,1.03E-15,3.703685
14,套,M,14,mark:clf,1.18E-16,5.244255
15,家具,NN,9,dobj,1.16E-17,5.51093
16,。,PU,7,punct,,1.201446
,,,,,,
CMU,293,,,,,
0,p1&p2,CD,3,dep,,Infinity
1,去,VV,3,acl,8.22E-16,3.64181
2,市中心,NN,4,nsubj,,5.160175
3,玩耍,VV,0,root,3.24E-18,6.44239
4,。,PU,4,punct,,0.5958872
,,,,,,
CMU,302,,,,,
0,整个,DT,2,det,4.43E-16,3.732348
1,房子,NN,7,nsubj,5.70E-17,4.488641
2,的,DEG,2,case,1.12E-13,1.138269
3,是,VC,7,cop,1.98E-14,2.343798
4,整,DT,7,dep,8.06E-17,4.747748
5,年,M,5,mark:clf,1.38E-14,2.87924
6,租,VV,0,root,1.62E-17,5.432312
7,。,PU,7,punct,,1.935978
,,,,,,
CMU,303,,,,,
0,补充,VV,0,root,1.47E-16,5.060607
1,：,PU,1,punct,,0.5314789
2,如果,CS,9,advmod,1.19E-15,3.052085
3,几,CD,6,nummod,1.14E-15,3.670299
4,个,M,4,mark:clf,4.57E-15,0.3107174
5,同学,NN,9,nsubj,3.67E-17,2.964592
6,一,CD,9,dep,1.35E-14,3.156572
7,起,M,7,mark:clf,9.57E-16,4.880144
8,租,VV,15,dep,1.62E-17,5.663843
9,整,DT,12,det,8.06E-17,5.233074
10,个,M,10,mark:clf,4.57E-15,3.440771
11,房子,NN,9,dobj,5.70E-17,4.638225
12,，,PU,15,punct,,0.5435368
13,麻烦,NN,15,nsubj,3.99E-17,5.85527
14,告知,VV,1,ccomp,1.37E-17,5.752865
15,具体,JJ,17,amod,7.52E-16,4.640985
16,要求,NN,15,dobj,1.36E-15,2.364223
17,。,PU,1,punct,,0.60206
,,,,,,
CMU,304,,,,,
0,整,DT,3,det,8.06E-17,4.587765
1,栋,M,1,mark:clf,1.10E-18,1.318525
2,房子,NN,8,nsubj,5.70E-17,1.554753
3,的,DEG,3,case,1.12E-13,1.307073
4,最早,AD,8,advmod,7.68E-17,4.016434
5,6/1/2017,CD,8,dep,,Infinity
6,开始,VV,8,xcomp,1.01E-15,3.028441
7,入住,VV,0,root,7.82E-19,4.420193
8,。,PU,8,punct,,0.4466268
,,,,,,
CMU,307,,,,,
0,如,AD,2,advmod,1.09E-15,3.535182
1,有,VE,0,root,1.01E-14,2.729771
2,需要,NN,2,dobj,1.30E-15,2.934065
3,，,PU,2,punct,,1.240165
4,请,VV,6,xcomp,1.93E-16,3.707979
5,发,VV,2,conj,6.77E-16,3.301296
6,邮件,NN,8,compound:nn,2.05E-17,5.702331
7,联系,NN,6,dobj,6.05E-16,3.218899
8,（,PU,10,punct,,2.3652
9,em@19,CD,2,dep,,Infinity
,,,,,,
CMU,309,,,,,
0,房租,NN,2,nsubj,5.06E-18,6.258925
1,交付,VV,0,root,2.86E-17,5.803157
2,方式,NN,2,dobj,9.37E-16,3.418305
3,为,P,5,case,6.56E-15,2.030936
4,支票,NN,6,nmod:prep,7.56E-18,6.2687
5,支付,VV,2,ccomp,1.48E-16,1.991945
6,。,PU,2,punct,,1.314936
,,,,,,
CMU,311,,,,,
0,房间,NN,2,nsubj,3.80E-17,5.415995
1,是,VC,0,root,1.98E-14,2.180871
2,房子,NN,6,advmod:loc,5.70E-17,5.178407
3,当中,LC,3,case,5.80E-17,4.32887
4,最,AD,6,advmod,1.17E-15,1.860733
5,大,VA,8,dep,4.04E-15,2.290087
6,的,DEC,6,mark,1.12E-13,1.5512
7,一,CD,2,dep,1.35E-14,2.468839
8,间,M,8,mark:clf,1.74E-15,2.084732
9,，,PU,2,punct,,1.717976
10,向阳,NR,15,nmod:topic,9.27E-19,6.189157
11,，,PU,15,punct,,1.809934
12,整个,DT,14,det,4.43E-16,3.58041
13,房子,NN,15,dep,5.70E-17,4.465015
14,有,VE,2,conj,1.01E-14,2.333246
15,两,CD,18,nummod,2.28E-15,1.203928
16,个,M,16,mark:clf,4.57E-15,0.4321387
17,卫生间,NN,15,dobj,4.05E-18,4.908605
18,，,PU,2,punct,,0.4988647
19,所以,AD,23,advmod,8.57E-16,2.48344
20,不,AD,23,neg,8.49E-15,2.085806
21,会,VV,23,aux:modal,3.45E-15,2.957279
22,有,VE,2,conj,1.01E-14,2.047401
23,洗漱,NN,25,compound:nn,3.19E-19,7.520979
24,冲突,NN,27,nmod:assmod,1.87E-16,4.531698
25,的,DEG,25,case,1.12E-13,1.114889
26,问题,NN,23,dobj,3.24E-15,1.754603
27,。,PU,2,punct,,0.5228963
,,,,,,
CMU,313,,,,,
0,手头,NN,2,dep,3.17E-18,7.042348
1,没有,VE,0,root,2.81E-15,1.992051
2,户型,NN,4,compound:nn,2.57E-19,7.021648
3,图,NN,2,dobj,1.94E-16,4.256519
4,，,PU,2,punct,,1.231693
5,所以,AD,8,advmod,8.57E-16,2.681524
6,自己,PN,8,nsubj,2.44E-15,3.344357
7,画,VV,2,conj,5.12E-17,3.65936
8,了,AS,8,aux:asp,1.80E-14,0.7500501
9,张,M,8,dep,1.40E-16,4.497123
10,。,PU,2,punct,,1.635894
,,,,,,
CMU,314,,,,,
0,邮寄,NN,3,nmod:assmod,3.41E-18,7.042348
1,的,DEG,1,case,1.12E-13,1.274701
2,包裹,NN,5,nsubj,4.90E-18,5.050365
3,不用,AD,5,advmod,5.89E-17,5.898492
4,担心,VV,0,root,6.17E-17,1.429889
5,丢失,VV,5,ccomp,1.30E-17,3.891725
6,，,PU,5,punct,,1.139056
7,会,VV,9,aux:modal,3.45E-15,3.038318
8,有,VE,12,dep,1.01E-14,1.280701
9,门卫,NN,9,dobj,3.06E-19,5.961693
10,代为,AD,12,advmod,7.05E-18,5.835093
11,签收,VV,5,conj,3.79E-19,7.321521
12,保管,NN,12,dobj,1.71E-17,5.594512
13,；,PU,5,punct,,1.821475
,,,,,,
CMU,316,,,,,
0,房东,NR,3,compound:nn,4.22E-19,6.258925
1,美国,NR,3,compound:nn,1.11E-15,3.30093
2,老头,NN,7,nmod:topic,1.31E-18,5.804518
3,，,PU,7,punct,,0.9120448
4,人,NN,7,nsubj,8.08E-15,3.772462
5,非常,AD,7,advmod,4.30E-16,3.875054
6,好,VA,0,root,1.73E-15,1.861383
7,。,PU,7,punct,,0.7249983
,,,,,,
CMU,319,,,,,
0,房子,NN,2,compound:nn,5.70E-17,5.512905
1,内部,NN,4,nsubj,3.85E-16,3.560143
2,精心,AD,4,advmod,2.47E-17,5.994442
3,装修,VV,0,root,4.62E-18,3.39425
4,过,AS,4,aux:asp,1.22E-15,2.424114
5,，,PU,4,punct,,1.421091
6,因此,AD,11,advmod,1.33E-15,1.710015
7,住,VV,11,dep,3.88E-16,5.546806
8,得,DER,11,dep,1.01E-15,2.515487
9,非常,AD,11,advmod,4.30E-16,2.158323
10,舒服,VA,4,conj,1.60E-17,4.099597
11,。,PU,4,punct,,0.7588244
,,,,,,
CMU,320,,,,,
0,房子,NN,9,nmod:topic,5.70E-17,5.512905
1,在,P,5,case,1.88E-14,2.080929
2,白人,NN,5,compound:nn,7.09E-18,4.546017
3,养老,NN,5,compound:nn,7.50E-17,6.512113
4,社区,NN,9,nmod:prep,1.38E-16,2.586424
5,，,PU,9,punct,,1.072218
6,环境,NN,9,nsubj,9.76E-16,4.630347
7,十分,AD,9,advmod,4.75E-16,2.257867
8,幽静,VA,0,root,2.64E-18,4.437175
9,，,PU,9,punct,,0.5776354
10,治安,NN,13,nsubj,5.37E-17,5.085676
11,很,AD,13,advmod,2.06E-15,4.017106
12,好,VA,9,conj,1.73E-15,3.559633
13,。,PU,9,punct,,1.655329
,,,,,,
CMU,322,,,,,
0,总之,AD,5,advmod,5.88E-17,4.637844
1,家,NN,5,advmod:loc,1.29E-15,4.595804
2,里,LC,2,case,1.06E-15,3.55335
3,非常,AD,5,advmod,4.30E-16,3.409767
4,宽敞,VA,0,root,1.49E-18,4.269787
5,，,PU,5,punct,,0.3227735
6,可以,VV,8,aux:modal,2.86E-15,2.077055
7,开,VV,5,conj,4.85E-16,4.513331
8,派对,NN,8,dobj,1.73E-18,2.986791
9,。,PU,5,punct,,1.005935
,,,,,,
CMU,323,,,,,
0,厨房,NN,2,nsubj,1.60E-17,5.637844
1,卫生间,VV,0,root,4.05E-18,6.386054
2,：,PU,2,punct,,3.277536
3,可能,AD,19,advmod,1.41E-15,4.246516
4,与,P,11,case,4.91E-15,2.010507
5,另,DT,9,det,6.60E-16,2.393203
6,一,CD,6,dep,1.35E-14,0.1615968
7,个,M,7,mark:clf,4.57E-15,5.552161
8,房间,NN,11,nmod:assmod,3.80E-17,3.134434
9,的,DEG,9,case,1.12E-13,0.8048207
10,人,NN,19,nmod:prep,8.08E-15,2.333497
11,共用,JJ,19,dep,4.01E-18,Infinity
12,，,PU,19,punct,,1.197862
13,另,DT,17,det,6.60E-16,3.075587
14,一,CD,14,dep,1.35E-14,0.3878136
15,个,M,15,mark:clf,4.57E-15,5.552161
16,房间,NN,19,nsubj,3.80E-17,3.134434
17,是,VC,19,cop,1.98E-14,2.531628
18,女生,NN,2,ccomp,5.11E-18,4.638495
19,，,PU,19,punct,,0.6368221
20,匹,M,22,nummod,5.48E-18,5.423159
21,大学生,NN,26,nmod:topic,6.47E-17,4.685647
22,，,PU,26,punct,,1.137887
23,人,NN,26,nsubj,8.08E-15,3.798194
24,很,AD,26,advmod,2.06E-15,3.128953
25,善良,VA,19,conj,1.33E-17,2.354173
26,，,PU,26,punct,,0.3679768
27,很,AD,29,advmod,2.06E-15,3.695804
28,爱,VV,26,conj,9.64E-17,2.396199
29,干净,VA,29,ccomp,1.15E-17,3.528852
30,。,PU,2,punct,,1.14178
,,,,,,
CMU,324,,,,,
0,周边,NN,4,nmod:topic,2.34E-17,4.583487
1,：,PU,4,punct,,3.43317
2,附近,NN,4,nsubj,9.39E-17,5.386104
3,有,VE,0,root,1.01E-14,1.801929
4,酒吧,NN,7,conj,5.07E-18,4.996511
5,和,CC,7,cc,1.59E-14,1.464837
6,餐厅,NN,4,dobj,6.78E-18,0.8920946
7,，,PU,4,punct,,0.6962472
8,还,AD,10,advmod,2.84E-15,2.364695
9,有,VE,4,conj,1.01E-14,2.409096
10,小,JJ,12,amod,7.75E-16,3.064057
11,超市,NN,10,dobj,3.83E-18,4.407683
12,。,PU,4,punct,,1.163666
,,,,,,
CMU,325,,,,,
0,房间,NN,2,compound:nn,3.80E-17,5.415995
1,格局,NN,14,dep,6.41E-17,4.274584
2,：,PU,14,punct,,2.240165
3,一,CD,7,nummod,1.35E-14,2.271431
4,室,M,4,mark:clf,1.94E-16,4.343655
5,一,CD,7,dep,1.35E-14,1.20412
6,厅,NN,14,dep,1.16E-16,0.2688453
7,一,CD,11,dep,1.35E-14,1.698437
8,厨,NN,11,dep,3.65E-19,6.108907
9,一,CD,11,dep,1.35E-14,3.211437
10,卫,NN,14,dep,2.89E-17,4.871053
11,，,PU,14,punct,,0.6574801
12,很,AD,14,advmod,2.06E-15,3.798263
13,适合,VV,0,root,8.67E-17,1.640911
14,一,CD,19,nummod,1.35E-14,3.078104
15,个,M,15,mark:clf,4.57E-15,5.561597
16,人,NN,19,conj,8.08E-15,1.958433
17,或,CC,19,cc,1.79E-15,2.638398
18,情侣,NN,14,dobj,1.23E-18,4.659988
19,入住,VV,14,ccomp,7.82E-19,6.009707
20,，,PU,14,punct,,1.059009
21,房间,NN,25,nmod:assmod,3.80E-17,5.073544
22,的,DEG,22,case,1.12E-13,0.8801408
23,隔音,NN,25,compound:nn,9.86E-20,5.395798
24,效果,NN,27,nsubj,2.61E-16,0.9217322
25,很,AD,27,advmod,2.06E-15,2.878194
26,好,VA,14,conj,1.73E-15,3.741866
27,。,PU,14,punct,,1.655329
,,,,,,
CMU,326,,,,,
0,可以,VV,3,aux:modal,2.86E-15,3.535944
1,直接,AD,3,advmod,7.02E-16,2.599679
2,签,VV,0,root,1.89E-17,5.318011
3,一,CD,3,nmod:range,1.35E-14,2.150431
4,年,M,4,mark:clf,1.38E-14,0.4045706
5,，,PU,3,punct,,0.8489779
6,也,AD,9,advmod,5.45E-15,2.994431
7,可以,VV,9,aux:modal,2.86E-15,1.419058
8,接,VV,14,dep,1.44E-16,4.236413
9,现在,NT,12,nmod,8.37E-16,4.618927
10,的,DEG,10,case,1.12E-13,0.7050733
11,租约,NN,9,dobj,8.76E-19,5.15765
12,然后,AD,14,advmod,3.28E-16,4.709028
13,续签,VV,3,dep,2.61E-19,6.616003
14,。,PU,3,punct,,1.191408
,,,,,,
CMU,329,,,,,
0,房租,NN,2,nsubj,5.06E-18,6.258925
1,加上,VV,0,root,3.86E-20,4.910415
2,各,DT,6,det,2.64E-15,3.145452
3,种,M,3,mark:clf,6.55E-15,4.132708
4,服务,NN,6,compound:nn,1.07E-15,3.655007
5,费用,NN,10,dep,2.32E-16,3.328646
6,一共,AD,10,advmod,5.65E-18,5.359248
7,每,DT,9,det,9.51E-16,4.480582
8,月,NN,10,dep,5.24E-15,3.653591
9,"""$1","086 """,CD,2,nmod:range,Infinity
10,。,PU,2,punct,,1.427697
,,,,,,
CMU,333,,,,,
0,卧室,NN,2,nsubj,3.33E-18,6.527233
1,在,VV,0,root,1.88E-14,3.259821
2,房子,NN,5,compound:nn,5.70E-17,4.574354
3,二,OD,5,amod:ordmod,3.43E-15,4.104149
4,楼,NN,2,dobj,1.04E-16,1.809067
5,。,PU,2,punct,,1.296456
,,,,,,
CMU,335,,,,,
0,价格,NN,3,nsubj,6.70E-16,5.177113
1,越,AD,3,advmod,6.14E-16,3.133021
2,低,VA,0,root,3.72E-16,0.6238034
3,越,AD,5,advmod,6.14E-16,2.166318
4,好,VA,3,dep,1.73E-15,4.826528
5,。,PU,3,punct,,1.28392
,,,,,,
CMU,336,,,,,
0,可以,VV,4,aux:modal,2.86E-15,3.535944
1,在,P,3,case,1.88E-14,1.384044
2,网上,NN,4,nmod:prep,3.14E-17,2.565038
3,看,VV,0,root,2.07E-15,2.569356
4,这个,DT,6,det,1.69E-15,2.632662
5,公寓,NN,8,nmod:assmod,1.10E-17,5.075267
6,的,DEG,6,case,1.12E-13,1.186549
7,介绍,NN,4,dobj,2.96E-16,3.947238
8,。,PU,4,punct,,0.8304326
,,,,,,
CMU,337,,,,,
0,公寓,NN,4,nmod:assmod,1.10E-17,4.876083
1,的,DEG,1,case,1.12E-13,1.74384
2,详细,JJ,4,amod,1.12E-16,4.174439
3,信息,NN,6,conj,8.20E-16,4.650805
4,和,CC,6,cc,1.59E-14,1.777388
5,图片,NN,14,nsubj,2.16E-17,2.062392
6,可以,VV,14,aux:modal,2.86E-15,2.476409
7,在,P,12,case,1.88E-14,1.284706
8,联合,JJ,10,amod,4.69E-16,4.221861
9,机构,NN,12,nmod:assmod,9.24E-16,3.498811
10,的,DEG,10,case,1.12E-13,1.231957
11,网站,NN,14,nmod:prep,3.51E-17,2.644333
12,上,LC,12,case,6.90E-15,0.9173544
13,看到,VV,0,root,1.66E-19,2.705495
14,。,PU,14,punct,,1.113039
,,,,,,
CMU,339,,,,,
0,若,CS,2,advmod,7.71E-17,3.118308
1,有,VE,0,root,1.01E-14,1.587288
2,兴趣,NN,2,dobj,1.46E-16,3.854137
3,请,VV,5,xcomp,1.93E-16,5.214319
4,发,VV,2,conj,6.77E-16,3.122191
5,邮件,NN,5,dobj,2.05E-17,5.702331
6,到,VV,5,conj,5.42E-15,2.668481
7,em@20,CD,7,nmod:range,,Infinity
,,,,,,
CMU,341,,,,,
0,公寓,NN,4,nsubj,1.10E-17,4.876083
1,也,AD,4,advmod,5.45E-15,2.558667
2,是,VC,4,cop,1.98E-14,0.8345106
3,允许,VV,0,root,1.73E-16,3.845299
4,饲养,VV,4,ccomp,1.75E-17,4.352759
5,宠物,NN,5,dobj,1.71E-18,2.159789
6,的,DEC,4,mark,1.12E-13,0.5929573
7,。,PU,4,punct,,2.134539
,,,,,,
CMU,345,,,,,
0,三,CD,2,dep,3.17E-15,2.927257
1,人,NN,6,dep,8.08E-15,1.596644
2,公用,JJ,6,amod,2.66E-17,6.605806
3,一,CD,6,nummod,1.35E-14,2.727538
4,个,M,4,mark:clf,4.57E-15,5.279712
5,浴室,NN,0,root,2.84E-18,4.683982
6,。,PU,6,punct,,1.150554
,,,,,,
CMU,351,,,,,
0,客厅,NN,3,conj,6.20E-18,6.258925
1,和,CC,3,cc,1.59E-14,1.499889
2,厨房,NN,7,nsubj,1.60E-17,1.44281
3,大家,PN,7,dep,3.06E-16,5.253803
4,共用,JJ,7,dep,4.01E-18,Infinity
5,，,PU,7,punct,,1.197862
6,卫生间,VV,0,root,4.05E-18,6.199619
7,两,CD,10,nummod,2.28E-15,3.608803
8,个,M,8,mark:clf,4.57E-15,0.6215063
9,女生,NN,17,nmod:assmod,5.11E-18,3.839375
10,共用,JJ,17,amod,4.01E-18,Infinity
11,一,CD,17,nummod,1.35E-14,2.366728
12,个,M,12,mark:clf,4.57E-15,5.279712
13,，,PU,17,punct,,1.725047
14,两,CD,17,nummod,2.28E-15,3.456715
15,个,M,15,mark:clf,4.57E-15,0.8886713
16,男生,NN,7,dobj,2.24E-18,3.926525
17,共用,JJ,20,amod,4.01E-18,Infinity
18,另,AD,20,advmod,6.60E-16,3.546774
19,一,CD,7,nmod:range,1.35E-14,0.3273802
20,个,M,20,mark:clf,4.57E-15,5.552161
21,。,PU,7,punct,,1.987141
,,,,,,
CMU,353,,,,,
0,此,DT,2,det,1.59E-15,2.646519
1,房间,NN,3,nsubj,3.80E-17,4.900567
2,位于,VV,0,root,4.14E-17,2.915566
3,三,CD,6,nummod,3.17E-15,3.273433
4,层,M,4,mark:clf,1.86E-16,1.463423
5,楼,NN,8,nmod:assmod,1.04E-16,3.089462
6,的,DEG,6,case,1.12E-13,1.605426
7,房子,NN,11,nmod:assmod,5.70E-17,4.028136
8,的,DEG,8,case,1.12E-13,1.595129
9,二,OD,11,amod:ordmod,3.43E-15,3.539313
10,楼,NN,3,dobj,1.04E-16,1.507363
11,一,CD,3,nmod:range,1.35E-14,2.276253
12,间,M,12,mark:clf,1.74E-15,1.650132
13,，,PU,3,punct,,1.717976
14,一,CD,22,dep,1.35E-14,2.356195
15,楼,M,15,mark:clf,1.04E-16,5.759132
16,是,VC,22,cop,1.98E-14,1.85848
17,客厅,NN,22,conj,6.20E-18,6.021773
18,、,PU,22,punct,,0.8699647
19,厨房,NN,22,conj,1.60E-17,1.623803
20,和,CC,22,cc,1.59E-14,0.9360902
21,厕所,NN,3,conj,2.65E-18,0.8880262
22,。,PU,3,punct,,0.69897
,,,,,,
CMU,354,,,,,
0,社区,NN,2,compound:nn,1.38E-16,4.478143
1,安全,NN,3,nsubj,4.75E-16,3.606391
2,安静,VA,0,root,1.56E-17,6.271122
3,：,PU,3,punct,,3.239434
4,是,VC,8,cop,1.98E-14,3.34785
5,整,JJ,7,amod,8.06E-17,4.422511
6,套,M,8,dep,1.18E-16,5.179263
7,房子,NN,3,conj,5.70E-17,2.642203
8,。,PU,3,punct,,0.5772364
,,,,,,
CMU,355,,,,,
0,租约,NN,4,nsubj,8.76E-19,6.527233
1,如果,CS,4,advmod,1.19E-15,4.295788
2,是,VC,4,cop,1.98E-14,1.596619
3,夏天,NT,0,root,2.79E-17,4.755608
4,，,PU,4,punct,,1.032738
5,五六月,NT,7,compound:nn,,Infinity
6,夏天,NT,8,nmod:tmod,2.79E-17,4.619572
7,结束,VV,4,conj,2.20E-16,2.556061
8,都,AD,8,dep,3.54E-15,3.094727
9,可以,VV,8,dep,2.86E-15,1.697263
10,。,PU,4,punct,,2.034903
,,,,,,
CMU,363,,,,,
0,房子,NN,4,nmod:assmod,5.70E-17,5.512905
1,的,DEG,1,case,1.12E-13,1.253929
