source,sentence id,word id,word form,punct switch,freq,surp,pos tag,head,dep rel
,,8,厨,0,3.645293341503512E-19,6.108907,NN,10,compound:nn
,,9,一,0,1.3474564558635294E-14,3.211437,CD,10,dep
,,10,卫,0,2.8880212985467034E-17,4.871053,NN,13,nmod:topic
,,11,，,1,,0.6574801,PU,13,punct
,,12,房子,0,5.697592533566408E-17,5.363923,NN,13,nsubj
,,13,在,0,1.880388846275893E-14,1.945662,VV,0,root
,,14,一楼,0,7.257973761260392E-21,4.505722,CD,13,nmod:range
,,15,，,1,,0.9945371,PU,13,punct
,,16,很,0,2.0648311228989252E-15,3.778749,AD,17,advmod
,,17,安静,0,1.5639174915618042E-17,3.751953,VA,13,conj
,,18,。,1,,0.8566467,PU,13,punct

CMU,5705,CMU_534,TRUE
,,1,我们,0,4.67946699522274E-15,3.478143,PN,2,nsubj
,,2,准备,0,3.5641913998101753E-16,3.658232,VV,0,root
,,3,出租,0,4.4952564238166815E-17,4.302691,VV,2,ccomp
,,4,一,0,1.3474564558635294E-14,2.900342,CD,7,nummod
,,5,楼,0,1.0392695826094025E-16,5.542319,M,4,mark:clf
,,6,的,0,1.122713139757776E-13,1.224531,DEG,4,case
,,7,客厅,0,6.200291946183327E-18,5.170966,NN,14,conj
,,8,和,0,1.591811265979484E-14,1.372973,CC,14,cc
,,9,二,0,3.429608678788833E-15,3.438191,OD,10,amod:ordmod
,,10,楼,0,1.0392695826094025E-16,1.324391,NN,14,nmod:assmod
,,11,的,0,1.122713139757776E-13,1.001675,DEG,10,case
,,12,一,0,1.3474564558635294E-14,1.956168,CD,14,nummod
,,13,间,0,1.7419233586852072E-15,2.084732,M,12,mark:clf
,,14,卧室,0,3.3312820626077486E-18,3.260066,NN,3,dobj
,,15,，,1,,0.7366862,PU,3,punct
,,16,客厅,0,6.200291946183327E-18,5.88328,NN,19,compound:nn
,,17,480$,1,,Infinity,CD,19,dep
,,18,每,0,9.508670145689131E-16,3.483315,DT,19,det
,,19,月,0,5.242715750195172E-15,3.653591,NN,3,advmod:loc
,,20,左右,0,2.873813575108141E-16,3.495725,LC,19,case
,,21,.,1,,3.502408,PU,2,punct

CMU,5712,CMU_890,TRUE
,,1,现在,0,8.370153686983242E-16,3.0935,NT,3,nmod:tmod
,,2,急,0,1.9737340241062047E-17,5.302506,AD,3,advmod
,,3,求,0,1.928652095278443E-16,2.847627,VV,0,root
,,4,学校,0,6.255395634023112E-16,3.843443,NN,5,compound:nn
,,5,附近,0,9.393263247132661E-17,2.848164,NN,7,nmod:assmod
,,6,的,0,1.122713139757776E-13,0.4682578,DEG,5,case
,,7,房间,0,3.803945613765072E-17,4.171039,NN,3,dobj
,,8,。,1,,0.8707734,PU,3,punct

CMU,5719,CMU_1820,TRUE
,,1,房间,0,3.803945613765072E-17,5.415995,NN,2,nsubj
,,2,有,0,1.0111497814599467E-14,2.305809,VE,0,root
,,3,照片,0,7.170673446028033E-17,4.431805,NN,2,dobj
,,4,，,1,,1.212075,PU,2,punct
,,5,回头,0,1.1277932021417865E-17,5.699442,VV,2,conj
,,6,我,0,5.506971700550334E-15,3.955786,PN,11,nsubj
,,7,可以,0,2.856512995643701E-15,2.34683,VV,11,aux:modal
,,8,给,0,1.0467726648590057E-15,2.10583,P,10,case
,,9,发,0,6.769271047294264E-16,3.839281,NN,10,compound:nn
,,10,邮件,0,2.0515574079604243E-17,5.722555,NN,11,nmod:prep
,,11,看,0,2.0665056365633513E-15,4.773756,VV,5,dobj
,,12,照片,0,7.170673446028033E-17,3.659483,NN,11,dobj
,,13,。,1,,0.9763366,PU,2,punct

CMU,5736,CMU_1715,TRUE
,,1,我们,0,4.67946699522274E-15,3.478143,PN,5,nsubj
,,2,都,0,3.5373854325946997E-15,2.210853,AD,5,advmod
,,3,是,0,1.9796253661710535E-14,0.7133344,VC,5,cop
,,4,性格,0,6.447542655856572E-17,5.052742,NN,5,nsubj
,,5,开朗,0,1.8395286537735422E-18,6.397548,VA,0,root
,,6,，,1,,0.7552159,PU,5,punct
,,7,兴趣,0,1.4573480553296168E-16,5.039115,NN,8,nsubj
,,8,广泛,0,3.2239900263447047E-16,1.680257,VA,5,conj
,,9,并且,0,3.642283360667014E-16,4.627922,CC,8,cc
,,10,爱,0,9.636517275219308E-17,4.52364,VV,8,conj
,,11,收拾,0,5.198883407845549E-18,Infinity,VV,13,acl
,,12,的,0,1.122713139757776E-13,1.397776,DEC,11,mark
,,13,女生,0,5.1082386694615265E-18,4.427609,NN,10,dobj
,,14,。,1,,0.8361432,PU,5,punct

CMU,5744,CMU_1912,TRUE
,,1,学生,0,6.664291331129961E-16,3.956603,NN,2,compound:nn
,,2,信息,0,8.199902085553796E-16,3.714632,NN,12,dep
,,3,：,1,,2.141555,PU,12,punct
,,4,一,0,1.3474564558635294E-14,2.137354,CD,5,dep
,,5,男,0,2.681555925128365E-17,4.238678,NN,7,compound:nn
,,6,两,0,2.2846574348347108E-15,0.933434,CD,7,dep
,,7,女,0,1.6603973850622589E-16,0.02996322,NN,12,nsubj
,,8,，,1,,0.5470124,PU,12,punct
,,9,分别,0,3.3476831649010354E-16,1.967986,AD,12,advmod
,,10,为,0,6.560245559518815E-15,3.150013,VC,12,cop
,,11,大连,0,1.6889784544243322E-17,4.150061,NR,12,nmod:assmod
,,12,理工,0,8.03486471478949E-18,6.216119,NN,0,root
,,13,、,1,,1.282086,PU,12,punct
,,14,北京,0,7.531349979128904E-16,3.272436,NR,15,nmod:assmod
,,15,科技,0,5.345661379246066E-16,4.16117,NN,16,nsubj
,,16,毕业,0,1.825326046087411E-16,4.43752,VV,12,conj
,,17,，,1,,0.851682,PU,12,punct
,,18,专业,0,5.356222850139544E-16,3.546529,NN,24,nsubj
,,19,是,0,1.9796253661710535E-14,1.179695,VC,24,cop
,,20,化学,0,1.3578114997517324E-16,2.173965,NN,21,compound:nn
,,21,工程,0,5.826513331638009E-16,4.810231,NN,24,conj
,,22,、,1,,1.438618,PU,24,punct
,,23,材料,0,4.262139259171752E-16,2.19002,NN,24,appos
,,24,谢,0,1.1656817435827274E-17,5.731425,NR,12,conj
,,25,！,1,,4.125214,PU,12,punct

CMU,5745,CMU_240,TRUE
,,1,我,0,5.506971700550334E-15,3.527254,PN,2,nsubj
,,2,来自,0,7.937089896454977E-19,2.161742,VV,0,root
,,3,北京,0,7.531349979128904E-16,1.897069,NR,5,nmod:assmod
,,4,交通,0,3.1869072159116215E-16,4.414791,NN,5,compound:nn
,,5,大学,0,7.236188329533641E-16,3.329345,NN,2,dobj
,,6,。,1,,1.027837,PU,2,punct

CMU,5766,CMU_84,TRUE
,,1,人,0,8.075616574839426E-15,4.002137,NN,3,nsubj
,,2,现在,0,8.370153686983242E-16,4.17258,NT,3,nmod:tmod
,,3,在,0,1.880388846275893E-14,1.86126,VV,0,root
,,4,国内,0,5.423746945412366E-16,3.153982,NN,3,dobj
,,5,。,1,,2.695046,PU,3,punct

CMU,5773,CMU_906,TRUE
,,1,这,0,9.986113024608066E-15,2.328403,PN,10,nsubj
,,2,是,0,1.9796253661710535E-14,0.8585079,VC,10,cop
,,3,学校,0,6.255395634023112E-16,3.555357,NN,4,compound:nn
,,4,附近,0,9.393263247132661E-17,3.061295,NN,6,nsubj
,,5,最,0,1.1669090765377923E-15,3.389093,AD,6,advmod
,,6,热门,0,6.234503540564598E-18,2.676183,VA,10,amod
,,7,的,0,1.122713139757776E-13,0.1188119,DEC,6,mark
,,8,一,0,1.3474564558635294E-14,2.099067,CD,10,nummod
,,9,处,0,6.698756155256559E-16,1.890596,M,8,mark:clf
,,10,公寓,0,1.0986334132859738E-17,2.671956,NN,0,root
,,11,，,1,,1.14178,PU,10,punct
,,12,没有,0,2.8149881134280104E-15,3.145656,VE,10,conj
,,13,之一,0,2.8251742799337806E-19,3.418178,NN,12,dobj
,,14,。,1,,0.8059883,PU,10,punct

CMU,5777,CMU_926,TRUE
,,1,走路,0,7.39910458144631E-18,6.100998,VV,5,acl
,,2,五,0,1.7466791539856363E-15,3.927421,CD,1,nmod:range
,,3,分钟,0,8.384027607575692E-17,2.40673,M,2,mark:clf
,,4,的,0,1.122713139757776E-13,0.9615242,DEC,1,mark
,,5,范围,0,6.248791197634892E-16,3.629436,NN,8,advmod:loc
,,6,内,0,1.1675294254669376E-15,3.89658,LC,5,case
,,7,，,1,,1.087302,PU,8,punct
,,8,有,0,1.0111497814599467E-14,1.849564,VE,0,root
,,9,超市,0,3.831698570702402E-18,5.12835,NN,8,dobj
,,10,，,1,,1.124483,PU,8,punct
,,11,餐厅,0,6.782848254245725E-18,4.928051,NN,15,nmod:topic
,,12,，,1,,0.8645111,PU,15,punct
,,13,生活,0,1.7391325878403708E-15,3.079448,NN,15,nsubj
,,14,非常,0,4.303792994401794E-16,3.032108,AD,15,advmod
,,15,方便,0,8.598185793711912E-17,2.781056,VA,8,conj
,,16,。,1,,0.2552725,PU,8,punct

CMU,5786,CMU_199,TRUE
,,1,周围,0,8.555648312249441E-17,5.114965,NN,2,compound:nn
,,2,饭店,0,3.937735329212728E-17,5.497032,NN,9,dep
,,3,，,1,,0.9834566,PU,9,punct
,,4,便利,0,3.703881496217757E-17,5.44506,JJ,5,amod
,,5,超市,0,3.831698570702402E-18,2.535131,NN,9,compound:nn
,,6,很多,0,3.6152913719037716E-16,4.352753,CD,9,dep
,,7,，,1,,1.205703,PU,9,punct
,,8,购物,0,1.3436012184369547E-17,5.669836,NN,9,compound:nn
,,9,吃饭,0,3.0640479450015184E-17,3.956965,NN,11,nsubj
,,10,非常,0,4.303792994401794E-16,3.436585,AD,11,advmod
,,11,方便,0,8.598185793711912E-17,2.645809,VA,0,root
,,12,。,1,,0.2552725,PU,11,punct

CMU,5798,CMU_375,TRUE
,,1,此,0,1.5924670990464278E-15,2.646519,DT,2,det
,,2,房,0,1.5408563190726118E-16,4.727766,NN,4,compound:nn
,,3,月,0,5.242715750195172E-15,2.8762,NN,4,compound:nn
,,4,租金,0,2.3395103229115744E-17,6.681004,NN,6,compound:nn
,,5,月,0,5.242715750195172E-15,2.879993,NN,6,compound:nn
,,6,租金,0,2.3395103229115744E-17,6.681004,NN,7,nsubj
,,7,为,0,6.560245559518815E-15,1.618971,VC,0,root
,,8,$1100,1,,Infinity,CD,7,dep
,,9,，,1,,1.197862,PU,7,punct
,,10,现出,0,1.9279991973744565E-20,6.039918,VV,11,xcomp
,,11,租,0,1.6208430267360243E-17,5.217598,VV,7,conj
,,12,卧室,0,3.3312820626077486E-18,6.197446,NN,11,dobj
,,13,，,1,,0.6956164,PU,7,punct
,,14,价格,0,6.70167852883268E-16,4.408232,NN,16,compound:nn
,,15,一揽子,0,2.6265232183535568E-18,7.606699,JJ,16,amod
,,16,计划,0,1.1805504222353549E-15,0.7781513,NN,7,conj
,,17,--$500,1,,Infinity,CD,16,nmod:range
,,18,，,1,,1.197862,PU,7,punct
,,19,具体,0,7.524622764682345E-16,4.058344,AD,21,advmod
,,20,可,0,1.426493034012033E-15,2.016337,VV,21,aux:modal
,,21,面议,0,2.9051079116657236E-19,8.775829,VV,7,conj
,,22,。,1,,1.635044,PU,7,punct

CMU,5799,CMU_1577,TRUE
,,1,以下,0,4.253126582326712E-16,2.510343,PN,7,nsubj
,,2,是,0,1.9796253661710535E-14,0.6131006,VC,7,cop
,,3,房子,0,5.697592533566408E-17,5.372682,NN,7,nmod:assmod
,,4,的,0,1.122713139757776E-13,0.2218488,DEG,3,case
,,5,布局,0,7.047434969968993E-17,4.235694,NN,7,conj
,,6,和,0,1.591811265979484E-14,1.225955,CC,7,cc
,,7,图片,0,2.1573575629208236E-17,4.227612,NN,0,root
,,8,，,1,,0.7659168,PU,7,punct
,,9,请,0,1.9298971415262998E-16,3.665824,VV,10,xcomp
,,10,参照,0,4.1073992585816804E-17,1.848189,VV,7,conj
,,11,。,1,,1.594761,PU,7,punct

CMU,5817,CMU_333,TRUE
,,1,),1,,5.445959,NN,2,nsubj
,,2,步入,0,1.0807027010158645E-20,6.206354,VV,0,root
,,3,式,0,3.5506244243635766E-16,2.669868,NN,4,compound:nn
,,4,衣柜,0,4.723438166303955E-19,6.924273,NN,2,dobj
,,5,。,1,,1.382467,PU,2,punct

CMU,5823,CMU_249,TRUE
,,1,房子,0,5.697592533566408E-17,5.512905,NN,6,nsubj
,,2,是,0,1.9796253661710535E-14,1.981544,VC,6,cop
,,3,一,0,1.3474564558635294E-14,1.186989,CD,6,nummod
,,4,室,0,1.936234279850008E-16,5.164857,M,3,mark:clf
,,5,一,0,1.3474564558635294E-14,1.20412,CD,6,dep
,,6,厅,0,1.1640491790882342E-16,0.2688453,NN,0,root
,,7,，,1,,0.7224511,PU,6,punct
,,8,加,0,5.396625783900244E-16,4.229871,VV,6,conj
,,9,厨房,0,1.6016077975960497E-17,5.220084,NN,13,conj
,,10,、,1,,0.9575317,PU,13,punct
,,11,餐厅,0,6.782848254245725E-18,1.592957,NN,13,conj
,,12,和,0,1.591811265979484E-14,0.8065234,CC,13,cc
,,13,卫生间,0,4.0469758276828704E-18,4.891286,NN,8,dobj
,,14,。,1,,0.6786942,PU,6,punct

CMU,5831,CMU_406,TRUE
,,1,室内,0,1.870760322363847E-17,4.772542,NN,2,dep
,,2,有,0,1.0111497814599467E-14,1.964248,VE,0,root
,,3,全套,0,2.9282886648679867E-18,5.021288,NN,4,compound:nn
,,4,家具,0,1.1562112068951269E-17,3.282264,NN,2,dobj
,,5,，,1,,0.9882128,PU,2,punct
,,6,生活,0,1.7391325878403708E-15,2.980632,NN,7,compound:nn
,,7,用品,0,2.9975495580910804E-17,7.434418,NN,8,nsubj
,,8,供,0,1.4954303558938757E-16,3.038608,VV,2,conj
,,9,免费,0,2.6921007698264426E-17,2.907015,AD,10,advmod
,,10,使用,0,9.417392972410845E-16,1.306591,VV,8,ccomp
,,11,，,1,,0.8352941,PU,2,punct
,,12,可,0,1.426493034012033E-15,2.479219,AD,14,advmod
,,13,拎包,0,5.061397561266608E-20,Infinity,AD,14,advmod
,,14,入住,0,7.816869714330135E-19,5.243498,VV,2,conj
,,15,。,1,,0.9292497,PU,2,punct

CMU,5841,CMU_1561,TRUE
,,1,炉,0,3.7714286123765175E-18,5.445959,VV,0,root
,,2,，,1,,1.098745,PU,1,punct
,,3,冰箱,0,1.4146526250108437E-17,6.060329,NN,1,dep
,,4,，,1,,1.053423,PU,1,punct
,,5,烤箱,0,1.422818644828579E-20,6.84291,NN,1,dobj
,,6,，,1,,1.003091,PU,1,punct
,,7,餐具,0,2.4689900169362444E-19,5.951908,VV,1,conj
,,8,等等,0,1.0244294242765769E-19,2.045942,ETC,1,dep
,,9,.,1,,2.767032,PU,1,punct

CMU,5842,CMU_1044,TRUE
,,1,虽然,0,6.516708268190641E-16,2.585877,CS,4,advmod
,,2,现在,0,8.370153686983242E-16,2.324968,NT,4,nmod:tmod
,,3,在,0,1.880388846275893E-14,1.928671,AD,4,advmod
,,4,卖,0,4.086750802832685E-17,4.948178,VV,12,dep
,,5,家具,0,1.1562112068951269E-17,3.084706,NN,4,dobj
,,6,，,1,,0.9882128,PU,12,punct
,,7,但,0,3.1200825079430014E-15,1.576655,AD,12,advmod
,,8,基本,0,1.2640805558199918E-15,3.440084,JJ,11,amod
,,9,的,0,1.122713139757776E-13,1.363422,DEG,8,case
,,10,家具,0,1.1562112068951269E-17,4.705534,NN,11,compound:nn
,,11,都会,0,7.105671416703618E-17,4.838682,NN,12,nsubj
,,12,留,0,1.946420382408873E-16,5.017951,VV,0,root
,,13,一,0,1.3474564558635294E-14,2.019918,CD,12,nmod:range
,,14,份,0,2.170648927205211E-16,2.007009,M,13,mark:clf
,,15,让,0,4.687532938133547E-16,3.769699,VV,12,conj
,,16,你,0,1.6284495750785415E-15,2.177315,PN,15,dobj
,,17,使用,0,9.417392972410845E-16,3.161836,VV,15,ccomp
,,18,，,1,,1.322417,PU,12,punct
,,19,例如,0,3.6430110764503018E-16,1.772054,AD,27,advmod
,,20,:,1,,2.25271,PU,27,punct
,,21,椅子,0,1.1183546389068788E-17,5.865954,NN,27,dep
,,22,，,1,,0.90309,PU,27,punct
,,23,床,0,1.3271221009190973E-17,5.817281,NN,27,dep
,,24,，,1,,1.459201,PU,27,punct
,,25,灯,0,1.2725434171725268E-17,5.480733,NN,27,dep
,,26,，,1,,1.216816,PU,27,punct
,,27,柜子,0,2.6947225929472502E-19,6.626104,NN,12,dep
,,28,等,0,2.527334342100254E-15,2.50427,ETC,27,etc
,,29,.,1,,3.787066,PU,12,punct

CMU,5846,CMU_1645,TRUE
,,1,水,0,2.6411843253513027E-16,3.990026,NN,2,nsubj
,,2,免费,0,2.6921007698264426E-17,5.048147,VV,0,root
,,3,.,1,,4.486331,PU,2,punct

CMU,5860,CMU_699,TRUE
,,1,房子,0,5.697592533566408E-17,5.512905,NN,7,nsubj
,,2,很,0,2.0648311228989252E-15,3.009724,AD,3,advmod
,,3,新,0,2.311372597444539E-15,3.892704,VA,7,dep
,,4,，,1,,0.3125786,PU,7,punct
,,5,不,0,8.491289141164867E-15,2.972239,AD,7,neg
,,6,会,0,3.4522441887023265E-15,2.865629,VV,7,aux:modal
,,7,有,0,1.0111497814599467E-14,2.047401,VE,0,root
,,8,破旧,0,4.3269673529135193E-19,6.434323,VA,10,amod
,,9,的,0,1.122713139757776E-13,0.3333287,DEC,8,mark
,,10,感觉,0,1.8780809640923854E-16,3.549757,NN,7,dobj
,,11,。,1,,0.4618497,PU,7,punct

CMU,5871,CMU_11,TRUE
,,1,因,0,5.59398511799168E-16,3.052509,P,4,case
,,2,家人,0,1.987425056549252E-17,3.763784,NN,4,nsubj
,,3,要,0,3.647979175476611E-15,2.846639,VV,4,xcomp
,,4,来,0,4.312475001799085E-15,3.879172,VV,7,nmod:prep
,,5,，,1,,1.567819,PU,7,punct
,,6,要,0,3.647979175476611E-15,2.884279,VV,7,xcomp
,,7,换,0,6.250598976650142E-17,3.61293,VV,0,root
,,8,房子,0,5.697592533566408E-17,3.663696,NN,7,dobj
,,9,。,1,,0.981707,PU,7,punct

CMU,5883,CMU_1472,TRUE
,,1,卧室,0,3.3312820626077486E-18,6.527233,NN,3,advmod:loc
,,2,里,0,1.0602477486025659E-15,1.176091,LC,1,case
,,3,有,0,1.0111497814599467E-14,1.784423,VE,0,root
,,4,一,0,1.3474564558635294E-14,1.141674,CD,12,dep
,,5,整,0,8.057847232585057E-17,6.658782,DT,7,det
,,6,面,0,5.16562590129263E-16,4.651564,M,5,mark:clf
,,7,墙,0,1.6461084490538567E-17,3.979895,NN,12,nmod:assmod
,,8,的,0,1.122713139757776E-13,1.275227,DEG,7,case
,,9,很,0,2.0648311228989252E-15,4.526693,AD,10,advmod
,,10,大,0,4.037706755720687E-15,3.514221,JJ,12,amod
,,11,的,0,1.122713139757776E-13,1.502383,DEG,10,case
,,12,壁橱,0,1.7668529958028602E-19,6.112878,NN,3,dobj
,,13,。,1,,1.40036,PU,3,punct

CMU,5885,CMU_776,TRUE
,,1,离,0,1.3141850024905458E-16,4.442867,P,3,case
,,2,公交,0,5.526931032473442E-18,5.275925,NN,3,compound:nn
,,3,车站,0,1.1367265848241485E-17,4.135591,NN,5,nmod:prep
,,4,很,0,2.0648311228989252E-15,4.301555,AD,5,advmod
,,5,近,0,2.662882149817675E-16,0.4196835,VA,0,root
,,6,，,1,,0.3311085,PU,5,punct
,,7,交通,0,3.1869072159116215E-16,2.511922,NN,9,nsubj
,,8,非常,0,4.303792994401794E-16,1.658011,AD,9,advmod
,,9,方便,0,8.598185793711912E-17,0.763428,VA,5,dep
,,10,。,1,,0.2552725,PU,5,punct

CMU,5896,CMU_1327,TRUE
,,1,租金,0,2.3395103229115744E-17,7.042348,NN,5,nsubj
,,2,为,0,6.560245559518815E-15,1.618971,VC,5,cop
,,3,$360,1,,Infinity,CD,5,dep
,,4,每,0,9.508670145689131E-16,3.483315,DT,5,det
,,5,月,0,5.242715750195172E-15,3.653591,NN,0,root
,,6,，,1,,0.8201176,PU,5,punct
,,7,包括,0,8.992139017437318E-16,3.533635,VV,5,conj
,,8,水,0,2.6411843253513027E-16,3.688487,NN,9,compound:nn
,,9,和气,0,8.4825569993937535E-19,7.217751,NN,7,dobj
,,10,。,1,,2.50334,PU,5,punct

CMU,5911,CMU_1572,TRUE
,,1,万,0,1.8520020731911433E-15,4.134205,CD,3,nsubj
,,2,分,0,1.1369360109392862E-15,4.361894,M,1,mark:clf
,,3,感谢,0,4.7871740469017365E-17,5.804913,VV,0,root
,,4,！,1,,2.766023,PU,3,punct

CMU,5920,CMU_1117,TRUE
,,1,房子,0,5.697592533566408E-17,5.512905,NN,3,nsubj
,,2,最多,0,8.1142292190635E-17,4.864687,AD,3,advmod
,,3,住,0,3.8834763799930854E-16,5.374291,VV,0,root
,,4,四,0,1.6912167879535428E-15,3.190414,CD,6,nummod
,,5,个,0,4.571657372707505E-15,0.8059883,M,4,mark:clf
,,6,人,0,8.075616574839426E-15,1.813697,NN,3,dobj
,,7,。,1,,1.335399,PU,3,punct

CMU,5922,CMU_522,TRUE
,,1,壁橱,0,1.7668529958028602E-19,6.609482,NN,2,compound:nn
,,2,卧室,0,3.3312820626077486E-18,6.033918,NN,4,nsubj
,,3,都,0,3.5373854325946997E-15,2.744706,AD,4,advmod
,,4,有,0,1.0111497814599467E-14,1.13947,VE,0,root
,,5,，,1,,1.940914,PU,4,punct
,,6,还有,0,2.165881685408718E-19,3.122109,CC,4,cc
,,7,一,0,1.3474564558635294E-14,1.269436,CD,4,conj
,,8,间,0,1.7419233586852072E-15,1.826222,M,7,mark:clf
,,9,共用,0,4.0104941181604114E-18,Infinity,JJ,4,dep
,,10,。,1,,1.427697,PU,4,punct

CMU,5944,CMU_902,TRUE
,,1,公寓,0,1.0986334132859738E-17,4.876083,NN,3,advmod:loc
,,2,内,0,1.1675294254669376E-15,1.948921,LC,1,case
,,3,有,0,1.0111497814599467E-14,2.402497,VE,0,root
,,4,洗衣机,0,9.631427101550618E-18,5.832986,NN,3,dobj
,,5,，,1,,1.115698,PU,3,punct
,,6,房间,0,3.803945613765072E-17,5.056071,NN,8,advmod:loc
,,7,内,0,1.1675294254669376E-15,4.138082,LC,6,case
,,8,有,0,1.0111497814599467E-14,2.289129,VE,3,conj
,,9,空调,0,1.2345653500640462E-17,4.165446,NN,8,dobj
,,10,。,1,,1.275931,PU,3,punct

CMU,5949,CMU_1442,TRUE
,,1,公寓,0,1.0986334132859738E-17,4.876083,NN,3,dep
,,2,：,1,,2.999511,PU,3,punct
,,3,有,0,1.0111497814599467E-14,3.078321,VE,0,root
,,4,一,0,1.3474564558635294E-14,1.102928,CD,3,dep
,,5,个,0,4.571657372707505E-15,5.503237,M,4,mark:clf
,,6,需要,0,1.3006553080897865E-15,4.081922,VV,3,conj
,,7,用,0,1.4794661068847302E-15,2.059587,P,8,case
,,8,钥匙,0,8.191087004646398E-18,3.934777,NN,9,nmod:prep
,,9,开,0,4.851611425051598E-16,3.768896,VV,11,acl
,,10,的,0,1.122713139757776E-13,1.50656,DEC,9,mark
,,11,大门,0,1.9172305385075293E-17,2.897069,NN,6,dobj
,,12,，,1,,0.5195702,PU,3,punct
,,13,外人,0,7.039978760801038E-18,5.299357,NN,14,nsubj
,,14,进,0,7.14631351189046E-16,2.897615,VV,3,conj
,,15,不,0,8.491289141164867E-15,3.217986,AD,14,dep
,,16,来,0,4.312475001799085E-15,4.412635,VV,14,dep
,,17,，,1,,1.567819,PU,3,punct
,,18,有,0,1.0111497814599467E-14,2.339627,VE,3,conj
,,19,公寓,0,1.0986334132859738E-17,4.84882,NN,21,compound:nn
,,20,物业,0,1.9654944653472762E-17,3.639632,NN,21,compound:nn
,,21,管理,0,2.5457442724793226E-15,4.318769,NN,18,dobj
,,22,。,1,,0.5745816,PU,3,punct

CMU,5957,CMU_1012,TRUE
,,1,买,0,9.43425960817534E-17,4.968837,VV,0,root
,,2,两,0,2.2846574348347108E-15,2.642246,CD,13,nummod
,,3,样,0,3.7945620448687956E-16,6.769875,M,2,mark:clf
,,4,可以,0,2.856512995643701E-15,3.766022,VV,5,aux:modal
,,5,赠送,0,6.0715668256422064E-18,5.033401,VV,13,acl
,,6,下面,0,1.0331620136760282E-16,5.003463,NN,5,dobj
,,7,五,0,1.7466791539856363E-15,2.841516,CD,9,nummod
,,8,块,0,6.555638504720313E-17,2.897408,M,7,mark:clf
,,9,钱,0,1.8424657351379008E-16,5.335788,NN,5,dobj
,,10,的,0,1.122713139757776E-13,1.391107,DEC,5,mark
,,11,一,0,1.3474564558635294E-14,1.955429,CD,13,nummod
,,12,样,0,3.7945620448687956E-16,7.544697,M,11,mark:clf
,,13,东西,0,4.282457748888958E-16,1.993541,NN,1,dobj
,,14,。,1,,1.350056,PU,1,punct

CMU,5967,CMU_873,TRUE
,,1,请,0,1.9298971415262998E-16,4.366777,VV,3,dep
,,2,短信,0,2.9060671152465068E-18,6.131726,NN,3,nsubj
,,3,联系,0,6.045679839404027E-16,2.981251,VV,0,root
,,4,973-568-11621,1,,Infinity,CD,3,nmod:range
,,5,.,1,,3.135041,PU,3,punct

CMU,5998,CMU_380,TRUE
,,1,可以,0,2.856512995643701E-15,3.535944,VV,2,aux:modal
,,2,装,0,4.845870911355136E-17,3.922823,VV,0,root
,,3,一,0,1.3474564558635294E-14,2.449168,CD,5,nummod
,,4,加仑,0,5.266667127554237E-19,5.30155,M,3,mark:clf
,,5,水,0,2.6411843253513027E-16,2.443461,NN,2,dobj
,,6,，,1,,1.09882,PU,2,punct
,,7,适合,0,8.665195755865434E-17,4.250428,VV,2,conj
,,8,成年,0,3.686174598116497E-17,3.404136,JJ,9,amod
,,9,宠物,0,1.7091089402397049E-18,6.195982,NN,12,conj
,,10,或者,0,6.810390825864337E-16,3.810665,CC,12,cc
,,11,多个,0,9.710337582796393E-20,Infinity,CD,12,dep
,,12,宠物,0,1.7091089402397049E-18,4.99132,NN,7,dobj
,,13,。,1,,1.074847,PU,2,punct

CMU,5999,CMU_1848,TRUE
,,1,补,0,3.760141983575967E-17,4.851724,VV,0,root
,,2,几,0,1.142972343020061E-15,4.488066,CD,4,nummod
,,3,张,0,1.4030110908854035E-16,4.361645,M,2,mark:clf
,,4,图,0,1.9425132264898157E-16,2.90673,NN,1,dobj
,,5,。,1,,0.9128498,PU,1,punct

CMU,6024,CMU_1720,TRUE
,,1,如果,0,1.1944875223703255E-15,2.949325,CS,2,advmod
,,2,玩,0,1.6521066687790217E-17,4.08952,VV,7,dep
,,3,游戏,0,5.672806713038968E-17,3.946731,NN,2,dobj
,,4,需要,0,1.3006553080897865E-15,3.147068,VV,2,conj
,,5,自己,0,2.4365235336029444E-15,3.16557,PN,7,nsubj
,,6,再,0,6.554277075104654E-16,3.378657,AD,7,advmod
,,7,买,0,9.43425960817534E-17,4.213127,VV,0,root
,,8,个,0,4.571657372707505E-15,2.374137,M,13,nummod
,,9,显卡,0,7.069330390373007E-20,6.503232,NN,13,conj
,,10,，,1,,1.071063,PU,13,punct
,,11,内存,0,9.678523997367078E-18,5.036249,NN,13,conj
,,12,和,0,1.591811265979484E-14,2.177056,CC,13,cc
,,13,硬盘,0,3.3278609031696215E-18,1.552137,NN,7,dobj
,,14,。,1,,1.082441,PU,7,punct

CMU,6026,CMU_1665,TRUE
,,1,中,0,8.865034247531762E-15,3.29652,NR,2,name
,,2,机箱,0,1.240250229952822E-19,7.319934,NR,3,nsubj
,,3,方便,0,8.598185793711912E-17,4.73251,VV,0,root
,,4,更换,0,1.3325831666390236E-17,3.361261,VV,3,ccomp
,,5,配置,0,1.0305919875485827E-16,5.047426,NN,4,dobj
,,6,。,1,,1.068321,PU,3,punct

CMU,6036,CMU_574,TRUE
