MTurk IDS,Date,Amount Paid out
total:,0.1,
A1BF1W2XN5BWFQ,,
,2019-11-30 00:50:56 -0800,0.1
total:,0.1,
A1XE81PDQ4YPE,,
,2019-11-30 02:25:41 -0800,0.1
total:,0.1,
A23NESSAWIXYA5,,
,2019-11-30 02:48:12 -0800,0.1
total:,0.1,
A3GPHENAT5DWHG,,
,2019-11-30 00:38:41 -0800,0.1
total:,0.1,
AMEO4HBYM9LDY,,
,2019-11-30 01:21:13 -0800,0.1
total:,0.1,
A5WAWW70PYRP,,
,2019-11-30 01:22:33 -0800,0.1
,2019-12-10 12:07:11 -0800,2.0
,2019-12-10 12:07:11 -0800,1.5
,2019-12-10 12:07:11 -0800,1.5
,2019-12-10 12:07:11 -0800,1.5
,2019-12-10 12:07:11 -0800,1.5
,2019-12-10 12:07:11 -0800,0.1
total:,8.2,
A3JC5R5HMP1XSA,,
,2019-11-29 23:07:40 -0800,0.1
,2019-12-10 12:06:50 -0800,0.1
total:,0.2,
A2GYHE0G2PMHF7,,
,2019-11-30 02:46:43 -0800,0.1
total:,0.1,
A22PI3R7TAKVVA,,
,2019-11-30 01:47:27 -0800,0.1
total:,0.1,
A2JSIDRTDGDC7T,,
,2019-11-30 00:20:20 -0800,0.1
total:,0.1,
ACZY7EMNLRDUX,,
,2019-11-30 01:09:00 -0800,0.1
total:,0.1,
A2Z5Z53HZL34C3,,
,2019-11-29 23:53:39 -0800,0.1
,2019-12-07 00:36:21 -0800,1.5
,2019-12-07 00:36:21 -0800,2.0
,2019-12-10 14:26:19 -0800,0.01
total:,3.61,
A2LQGFJ4I8B9VU,,
,2019-11-30 02:16:37 -0800,0.1
total:,0.1,
A1IAMFWEE5O3RG,,
,2019-11-30 02:24:36 -0800,0.1
total:,0.1,
A1O6NAOVMJ1XVC,,
,2019-11-30 01:11:45 -0800,0.1
total:,0.1,
A36SU2WSQH4JQH,,
,2019-11-29 23:22:31 -0800,0.1
total:,0.1,
AH9NHR1PJODG1,,
,2019-11-30 02:09:09 -0800,0.1
total:,0.1,
ALJU932AER3OI,,
,2019-11-30 02:01:26 -0800,0.1
total:,0.1,
A654E8ZVRD6GM,,
,2019-11-29 23:56:33 -0800,0.1
total:,0.1,
A1QDQU3TJHQYAU,,
,2019-11-29 23:05:26 -0800,0.1
total:,0.1,
A29BLVQALSAGAP,,
,2019-11-29 23:27:59 -0800,0.1
total:,0.1,
A3F19XZ6NM6AR7,,
,2019-11-30 00:48:28 -0800,0.1
total:,0.1,
AHLS6AZ1VTNH7,,
,2019-11-29 23:34:00 -0800,0.1
,2019-12-01 20:36:31 -0800,6.0
,2019-12-01 20:36:31 -0800,6.0
,2019-12-10 14:40:30 -0800,0.01
total:,12.11,
A2AWT3MLF4ZBVA,,
,2019-11-30 00:28:45 -0800,0.1
total:,0.1,
A3VMNOYU4TNDNS,,
,2019-11-30 00:48:29 -0800,0.1
,2019-12-01 18:02:33 -0800,0.1
,2019-12-07 01:25:20 -0800,3.0
,2019-12-10 14:37:26 -0800,0.01
total:,3.21,
A24NA8ASZY358P,,
,2019-11-30 00:33:03 -0800,0.1
total:,0.1,
A3HMJTA2S4Q3NQ,,
,2019-11-30 01:27:42 -0800,0.1
total:,0.1,
A3Q2SVJQJIC8CE,,
,2019-11-30 00:09:41 -0800,0.1
total:,0.1,
A31QX0ZOIZVQO9,,
,2019-11-30 00:46:24 -0800,0.1
total:,0.1,
A13O7MR3K9JTC4,,
,2019-11-30 02:17:24 -0800,0.1
,2019-12-07 00:21:42 -0800,1.5
,2019-12-07 00:21:42 -0800,2.0
total:,3.6,
ABRU6XODRFXB5,,
,2019-11-30 01:41:17 -0800,0.1
,2019-12-06 18:15:29 -0800,0.01
total:,0.11,
A4X9Z8DZIW3,,
,2019-11-30 01:56:09 -0800,0.1
,2019-12-10 11:32:16 -0800,0.1
total:,0.2,
A3CFADK3905MM0,,
,2019-11-29 23:20:50 -0800,0.1
total:,0.1,
AXAXLC0TXQ0QW,,
,2019-11-30 00:22:20 -0800,0.1
total:,0.1,
A2FAKTUX48XA8L,,
,2019-11-30 00:14:45 -0800,0.1
total:,0.1,
A18FWUMVW5APB0,,
,2019-11-30 00:49:31 -0800,0.1
total:,0.1,
AWP3NEK6KILGW,,
,2019-11-29 23:26:19 -0800,0.1
total:,0.1,
A1MWYS9YMR5MGQ,,
,2019-11-30 00:02:03 -0800,0.1
total:,0.1,
A1RQ5U07YUVUFF,,
,2019-11-29 23:29:55 -0800,0.1
total:,0.1,
A2880Y23V0UITQ,,
,2019-11-30 03:02:00 -0800,0.1
,2019-12-10 13:00:33 -0800,0.1
total:,0.2,
A28MBKG5QQ0F8H,,
,2019-11-30 02:57:37 -0800,0.1
total:,0.1,
A1DXYZ9EW2R6DT,,
,2019-11-30 02:10:49 -0800,0.1
,2019-12-06 19:55:18 -0800,0.01
,2019-12-10 14:32:18 -0800,0.1
total:,0.21000000000000002,
ADVCIFLB5A9B,,
,2019-11-30 02:54:13 -0800,0.1
total:,0.1,
A2HITRHQ441VHA,,
,2019-11-30 01:43:45 -0800,0.1
,2019-12-07 01:29:25 -0800,1.5
,2019-12-07 01:29:25 -0800,2.0
,2019-12-07 01:29:25 -0800,1.5
,2019-12-10 13:19:15 -0800,0.1
total:,5.199999999999999,
A16ZXNUKUPMH4,,
,2019-11-30 01:16:21 -0800,0.1
total:,0.1,
ACJ8NDBQ6PHHR,,
,2019-11-30 00:09:11 -0800,0.1
total:,0.1,
AIIHUC6DCPZAR,,
,2019-11-30 00:23:27 -0800,0.1
total:,0.1,
A3DDWZOH9DPSP9,,
,2019-11-30 02:06:01 -0800,0.1
total:,0.1,
A27GK6AHDNFW5Y,,
,2019-11-30 02:37:50 -0800,0.1
,2019-12-10 12:06:07 -0800,0.01
total:,0.11,
A37MPHPHMGWFQB,,
,2019-11-30 02:48:17 -0800,0.1
total:,0.1,
A1ZSKDWK3U7KKR,,
,2019-11-30 00:52:02 -0800,0.1
total:,0.1,
A2NI2HSU84PHJW,,
,2019-11-30 00:36:11 -0800,0.1
total:,0.1,
A18EQ7DSCEEXLR,,
,2019-11-30 01:05:00 -0800,0.1
total:,0.1,
A20MHE48O1SO56,,
,2019-11-30 02:21:41 -0800,0.1
total:,0.1,
A1JGZD9FUDYJ30,,
,2019-11-29 23:57:32 -0800,0.1
,2019-12-10 12:22:24 -0800,0.1
total:,0.2,
AOYQ6FLVQO6JJ,,
,2019-11-30 02:48:06 -0800,0.1
total:,0.1,
A3DTTYTY970GGC,,
,2019-11-30 02:39:00 -0800,0.1
total:,0.1,
A1TB704LFMMB4R,,
,2019-11-30 00:56:01 -0800,0.1
total:,0.1,
A2TZ7IH313CFE1,,
,2019-11-29 23:09:50 -0800,0.1
total:,0.1,
A2IICH6KZZB6XF,,
,2019-11-30 01:50:02 -0800,0.1
total:,0.1,
AI6FQANOH41ZM,,
,2019-11-30 02:19:04 -0800,0.1
total:,0.1,
A2V5XDYKKJVE4C,,
,2019-11-30 02:15:40 -0800,0.1
total:,0.1,
A9E9Y0LEAYO4V,,
,2019-11-30 01:33:53 -0800,0.1
total:,0.1,
A1KHD0O007P9DO,,
,2019-11-29 23:30:30 -0800,0.1
total:,0.1,
AKH3FBPEXXT51,,
,2019-11-30 02:21:32 -0800,0.1
total:,0.1,
A1EK8YNHZHTW1J,,
,2019-11-30 01:31:47 -0800,0.1
,2019-12-10 13:19:00 -0800,1.5
,2019-12-10 13:19:00 -0800,0.01
,2019-12-10 13:19:00 -0800,2.0
,2019-12-10 13:19:00 -0800,2.0
,2019-12-10 13:19:00 -0800,2.0
,2019-12-10 13:19:00 -0800,2.0
,2019-12-10 13:19:00 -0800,2.0
,2019-12-10 13:19:00 -0800,1.5
,2019-12-10 13:19:00 -0800,1.5
,2019-12-10 13:19:00 -0800,1.5
,2019-12-10 13:19:00 -0800,1.5
,2019-12-10 13:19:00 -0800,1.5
,2019-12-10 13:19:00 -0800,1.5
,2019-12-10 13:19:00 -0800,1.5
,2019-12-10 13:19:00 -0800,1.5
,2019-12-10 13:19:00 -0800,1.5
,2019-12-10 13:19:00 -0800,1.5
total:,26.61,
AOK5QT1QFHEOK,,
,2019-11-30 02:31:02 -0800,0.1
total:,0.1,
A3MIV3GTJEQ9QP,,
,2019-11-29 23:18:21 -0800,0.1
total:,0.1,
A3CLJU5MOOLA5L,,
,2019-11-30 02:40:23 -0800,0.1
total:,0.1,
A17U9QHSXQACH4,,
,2019-11-29 23:56:59 -0800,0.1
total:,0.1,
A2QKKQA56N8KS4,,
,2019-11-29 23:55:35 -0800,0.1
total:,0.1,
A2GRDXKQMO9AKR,,
,2019-11-30 02:47:12 -0800,0.1
total:,0.1,
A3PSIT0A7OU2FL,,
,2019-11-30 01:24:39 -0800,0.1
,2019-12-06 20:15:45 -0800,0.01
total:,0.11,
A41VIGPOYTFUH,,
,2019-11-30 01:58:20 -0800,0.1
total:,0.1,
A3C5EDRV80P0CO,,
,2019-11-30 00:07:50 -0800,0.1
total:,0.1,
A275STSZHFODG6,,
,2019-11-30 00:15:24 -0800,0.1
total:,0.1,
AQFFLBXV8P2TC,,
,2019-11-30 00:08:37 -0800,0.1
total:,0.1,
AN738HXJ1TH8N,,
,2019-11-30 02:55:36 -0800,0.1
total:,0.1,
A302512CBCH9X2,,
,2019-11-30 00:16:32 -0800,0.1
total:,0.1,
A3RWDYQD1331VH,,
,2019-11-30 00:02:13 -0800,0.1
total:,0.1,
A1GPGAMK4T49TW,,
,2019-11-30 01:10:09 -0800,0.1
total:,0.1,
AE7V5Q6DX17T,,
,2019-11-29 23:35:17 -0800,0.1
total:,0.1,
A2BVY78YSPZ0C3,,
,2019-11-30 02:17:51 -0800,0.1
total:,0.1,
A253S5S5GWG94P,,
,2019-11-30 00:41:35 -0800,0.1
total:,0.1,
A1SX9GLTEPQ25T,,
,2019-11-29 23:10:27 -0800,0.1
total:,0.1,
A1A1ZXUVSV4YR8,,
,2019-11-30 02:27:21 -0800,0.1
total:,0.1,
AHFEDGGIOG8DK,,
,2019-11-30 00:52:51 -0800,0.1
total:,0.1,
AUFIJSWMX9MZI,,
,2019-11-30 02:32:38 -0800,0.1
,2019-12-10 14:55:53 -0800,0.1
total:,0.2,
A29IGBZ9R3C59H,,
,2019-11-30 02:58:10 -0800,0.1
,2019-12-10 14:44:35 -0800,2.0
,2019-12-10 14:44:35 -0800,2.0
,2019-12-10 14:44:35 -0800,2.0
,2019-12-10 14:44:35 -0800,2.0
,2019-12-10 14:44:35 -0800,1.5
,2019-12-10 14:44:35 -0800,1.5
,2019-12-10 14:44:35 -0800,1.5
,2019-12-10 14:44:35 -0800,1.5
total:,14.1,
A3PEDSLDKU79RH,,
,2019-11-30 01:15:09 -0800,0.1
total:,0.1,
A2LBH2X1DIWOD,,
,2019-11-30 01:00:39 -0800,0.1
total:,0.1,
A746183X8258H,,
,2019-11-29 23:46:55 -0800,0.1
total:,0.1,
A2BF2FUO6F63N7,,
,2019-11-29 23:37:36 -0800,0.1
,2019-12-10 11:14:19 -0800,2.0
,2019-12-10 11:14:19 -0800,2.0
,2019-12-10 11:14:19 -0800,2.0
,2019-12-10 11:14:19 -0800,1.5
,2019-12-10 11:14:19 -0800,1.5
,2019-12-10 11:14:19 -0800,1.5
,2019-12-10 11:14:19 -0800,1.5
,2019-12-10 11:14:19 -0800,0.1
total:,12.2,
A1L1S0IAPZB4MO,,
,2019-11-29 23:10:45 -0800,0.1
,2019-12-10 12:47:57 -0800,0.1
total:,0.2,
A2HG1N3BVQO6I,,
,2019-11-30 02:19:39 -0800,0.1
total:,0.1,
A37O5SYY9VWSPY,,
,2019-11-30 01:38:37 -0800,0.1
total:,0.1,
A218NU5B90J6CJ,,
,2019-11-30 01:12:30 -0800,0.1
total:,0.1,
A16XI3JQN3EWLZ,,
,2019-11-30 01:49:32 -0800,0.1
total:,0.1,
A3N5TCHRPQF6P,,
,2019-11-29 23:14:43 -0800,0.1
total:,0.1,
AAJ121M08S5KD,,
,2019-11-30 02:38:12 -0800,0.1
total:,0.1,
AEKJO42PHS7RI,,
,2019-11-30 01:35:25 -0800,0.1
total:,0.1,
AMI31VBU7ZX6Q,,
,2019-11-29 23:45:50 -0800,0.1
total:,0.1,
A14R4R8CKF1U4R,,
,2019-11-30 00:05:28 -0800,0.1
total:,0.1,
A2CSDDEF3W5XJ1,,
,2019-11-30 02:49:18 -0800,0.1
total:,0.1,
A1R2GKP9RVX5SA,,
,2019-11-30 00:13:17 -0800,0.1
total:,0.1,
A1BDH3O29OKARK,,
,2019-11-30 01:23:14 -0800,0.1
,2019-12-06 20:42:31 -0800,0.01
,2019-12-10 14:46:10 -0800,0.01
,2019-12-10 14:46:10 -0800,0.1
total:,0.22,
A1CJQ1MCXPRR2L,,
,2019-11-29 23:13:57 -0800,0.1
total:,0.1,
A37XGTIC952YW4,,
,2019-11-30 02:36:53 -0800,0.1
total:,0.1,
A7J4Y6FOPZ8YV,,
,2019-11-30 00:13:50 -0800,0.1
total:,0.1,
A1M52J1BIO1O2V,,
,2019-11-30 02:08:09 -0800,0.1
total:,0.1,
AK6QFFFGHAWE6,,
,2019-11-30 02:45:54 -0800,0.1
total:,0.1,
A2EP7C9FJU1Y6X,,
,2019-11-30 02:43:59 -0800,0.1
total:,0.1,
A30US88GBGBG0V,,
,2019-11-30 02:32:36 -0800,0.1
,2019-12-10 11:52:16 -0800,0.1
total:,0.2,
A2FJ8YQ6VHGD2L,,
,2019-11-30 03:03:11 -0800,0.1
,2019-12-10 13:53:22 -0800,1.5
,2019-12-10 13:53:22 -0800,2.0
,2019-12-10 13:53:22 -0800,2.0
total:,5.6,
A2DIYZKRJME8Z2,,
,2019-11-30 02:47:49 -0800,0.1
total:,0.1,
A11SWVGXLZCTQF,,
,2019-11-30 02:45:28 -0800,0.1
total:,0.1,
A1RK4PGIIJGBQN,,
,2019-11-29 23:57:44 -0800,0.1
,2019-12-10 13:10:14 -0800,0.01
total:,0.11,
A19HCBT1EH8484,,
,2019-11-30 00:37:59 -0800,0.1
,2019-12-06 19:26:06 -0800,0.01
,2019-12-07 00:31:29 -0800,1.5
,2019-12-07 00:31:29 -0800,1.5
,2019-12-07 00:31:29 -0800,1.5
,2019-12-07 00:31:29 -0800,2.0
,2019-12-07 00:31:29 -0800,1.5
,2019-12-07 00:31:29 -0800,1.5
,2019-12-07 00:31:29 -0800,2.0
,2019-12-07 00:31:29 -0800,1.5
,2019-12-07 00:31:29 -0800,2.0
,2019-12-10 12:52:35 -0800,0.01
total:,15.12,
A1PFJ5ACN1S55A,,
,2019-11-30 00:46:44 -0800,0.1
,2019-12-06 20:17:35 -0800,0.01
total:,0.11,
A1NZ4BJK085UI7,,
,2019-11-30 01:07:12 -0800,0.1
total:,0.1,
AX4U4ZJJQKKMS,,
,2019-11-29 23:28:52 -0800,0.1
,2019-12-06 20:25:13 -0800,0.01
total:,0.11,
A1RGKDDAQN68NO,,
,2019-11-30 00:47:15 -0800,0.1
,2019-12-06 20:58:06 -0800,0.01
total:,0.11,
A24JKHC4HTY6CD,,
,2019-11-30 02:01:21 -0800,0.1
,2019-12-07 01:02:58 -0800,1.5
,2019-12-07 01:02:58 -0800,1.5
,2019-12-07 01:02:58 -0800,1.5
,2019-12-07 01:02:58 -0800,2.0
,2019-12-10 12:28:13 -0800,0.1
total:,6.699999999999999,
A1PNDILZWOX425,,
,2019-11-30 00:11:44 -0800,0.1
,2019-12-10 14:44:22 -0800,2.0
,2019-12-10 14:44:22 -0800,2.0
,2019-12-10 14:44:22 -0800,2.0
,2019-12-10 14:44:22 -0800,2.0
,2019-12-10 14:44:22 -0800,1.5
,2019-12-10 14:44:22 -0800,1.5
,2019-12-10 14:44:22 -0800,1.5
,2019-12-10 14:44:22 -0800,1.5
total:,14.1,
A1RV1XCSULL4DK,,
,2019-11-29 23:45:20 -0800,0.1
total:,0.1,
A1TW60NCALLP12,,
,2019-11-30 01:37:25 -0800,0.1
total:,0.1,
A3QJ8GCXBF3QH7,,
,2019-11-30 00:06:13 -0800,0.1
total:,0.1,
ACKF1WBCKVLY3,,
,2019-11-30 00:35:07 -0800,0.1
total:,0.1,
AZPJUBGJZ3BT4,,
,2019-11-30 02:07:52 -0800,0.1
total:,0.1,
AVLZVLVL2X60,,
,2019-11-30 00:48:05 -0800,0.1
total:,0.1,
A32Q6TNSAG4U3I,,
,2019-11-29 23:53:20 -0800,0.1
total:,0.1,
A3FHVHURR4H6V1,,
,2019-11-30 02:55:44 -0800,0.1
total:,0.1,
A33E4766E3QD,,
,2019-11-29 23:54:05 -0800,0.1
total:,0.1,
A3K7CO1BSDRQ84,,
,2019-11-30 00:41:08 -0800,0.1
total:,0.1,
A1X576NYQGAOFT,,
,2019-11-30 02:10:58 -0800,0.1
,2019-12-10 14:33:43 -0800,0.01
,2019-12-10 14:33:43 -0800,2.0
,2019-12-10 14:33:43 -0800,2.0
,2019-12-10 14:33:43 -0800,2.0
,2019-12-10 14:33:43 -0800,2.0
,2019-12-10 14:33:43 -0800,1.5
,2019-12-10 14:33:43 -0800,1.5
,2019-12-10 14:33:43 -0800,1.5
,2019-12-10 14:33:43 -0800,1.5
,2019-12-10 14:33:43 -0800,0.1
total:,14.209999999999999,
A1KVE1E8ZON2F7,,
,2019-11-30 01:32:37 -0800,0.1
,2019-12-10 13:21:47 -0800,0.01
,2019-12-10 13:21:47 -0800,0.1
total:,0.21000000000000002,
A1BQKP971LFCYL,,
,2019-11-29 23:09:24 -0800,0.1
total:,0.1,
A3CRRFF9J9ZTRO,,
,2019-11-30 02:52:23 -0800,0.1
total:,0.1,
APF1EAZT104LQ,,
,2019-11-30 01:40:39 -0800,0.1
,2019-12-06 20:17:43 -0800,0.01
,2019-12-10 14:10:38 -0800,0.01
total:,0.12,
A3TKUXUTDX6FBF,,
,2019-11-30 01:25:28 -0800,0.1
total:,0.1,
A3LDQA6YZGV6NK,,
,2019-11-29 23:08:59 -0800,0.1
,2019-12-10 11:08:25 -0800,0.1
total:,0.2,
APKO12PP5J5LW,,
,2019-11-30 00:35:44 -0800,0.1
,2019-12-10 14:18:03 -0800,0.01
total:,0.11,
A344SGRYVTUV41,,
,2019-11-29 23:53:42 -0800,0.1
total:,0.1,
AGJTTK50503VZ,,
,2019-11-29 23:27:35 -0800,0.1
total:,0.1,
A3T00CY2PTYDAW,,
,2019-11-30 02:20:15 -0800,0.1
total:,0.1,
A3N5462QAZ9V6T,,
,2019-11-30 00:15:37 -0800,0.1
total:,0.1,
A182N7RLXGSCZG,,
,2019-11-30 02:55:58 -0800,0.1
,2019-12-01 17:41:59 -0800,0.1
,2019-12-10 12:16:36 -0800,2.0
,2019-12-10 12:16:36 -0800,2.0
,2019-12-10 12:16:36 -0800,2.0
,2019-12-10 12:16:36 -0800,2.0
,2019-12-10 12:16:36 -0800,1.5
,2019-12-10 12:16:36 -0800,1.5
,2019-12-10 12:16:36 -0800,1.5
,2019-12-10 12:16:36 -0800,1.5
total:,14.2,
A22KNHLEDEI42N,,
,2019-11-29 23:38:53 -0800,0.1
total:,0.1,
A3K72W67MBZ0AF,,
,2019-11-30 01:38:05 -0800,0.1
total:,0.1,
A28QUR0QYD2WI7,,
,2019-11-30 01:20:26 -0800,0.1
,2019-12-10 15:02:01 -0800,0.1
total:,0.2,
A1WAWEY2810TFN,,
,2019-11-30 00:07:38 -0800,0.1
total:,0.1,
A22MSGVDN6N18K,,
,2019-11-29 23:36:01 -0800,0.1
total:,0.1,
A12VVC5C5Y53VZ,,
,2019-11-30 02:50:13 -0800,0.1
total:,0.1,
A2ZPIWKNHLR8KC,,
,2019-11-30 01:25:04 -0800,0.1
total:,0.1,
AJTHGXBMZJ3HE,,
,2019-11-29 23:53:11 -0800,0.1
total:,0.1,
A3OMRMNTOU7QXI,,
,2019-11-30 00:53:26 -0800,0.1
total:,0.1,
AVJB18UOK0AWT,,
,2019-11-30 02:20:07 -0800,0.1
total:,0.1,
AREN4CBY7BHUF,,
,2019-11-29 23:39:42 -0800,0.1
total:,0.1,
AOBO2UBJ4M7ET,,
,2019-11-30 00:57:10 -0800,0.1
total:,0.1,
A2MQQ8MU5BYFU3,,
,2019-11-30 00:56:13 -0800,0.1
total:,0.1,
A18HKVZLIAQCWE,,
,2019-11-29 23:55:00 -0800,0.1
total:,0.1,
A39IGS9NUYEYGL,,
,2019-12-01 18:41:30 -0800,0.1
total:,0.1,
A31A4YKVSOYRVS,,
,2019-12-01 17:34:38 -0800,0.1
total:,0.1,
A1DCC7NDRUZZ6W,,
,2019-12-01 19:16:23 -0800,0.1
total:,0.1,
A49MD40UT6ABO,,
,2019-12-01 17:31:27 -0800,0.1
total:,0.1,
A2ASBOP6RG352M,,
,2019-12-01 18:58:51 -0800,0.1
,2019-12-07 02:39:16 -0800,2.0
total:,2.1,
AHFGWXN0A2PJM,,
,2019-12-01 19:56:09 -0800,0.1
total:,0.1,
A3LTZ8MO60ENI3,,
,2019-12-01 20:08:29 -0800,0.1
total:,0.1,
A2N3CII0CTDP2H,,
,2019-12-01 17:41:34 -0800,0.1
total:,0.1,
A9WFXKAF1RF5Q,,
,2019-12-01 17:44:51 -0800,0.1
,2019-12-07 01:21:18 -0800,1.5
,2019-12-07 01:21:18 -0800,2.0
total:,3.6,
A1POBG27PTO9DX,,
,2019-12-01 17:07:53 -0800,0.1
total:,0.1,
A1G7BBC1DT0YZ6,,
,2019-12-01 18:40:39 -0800,0.1
total:,0.1,
AENNICX57FVPI,,
,2019-12-01 19:09:34 -0800,0.1
total:,0.1,
ADF23DLE7JEY2,,
,2019-12-01 17:58:52 -0800,0.1
,2019-12-10 12:14:07 -0800,0.01
total:,0.11,
AG7HIGV4SPMXP,,
,2019-12-01 19:58:27 -0800,0.1
total:,0.1,
A1K1YOUOJ2P57H,,
,2019-12-01 20:43:47 -0800,0.1
total:,0.1,
A1BTS5I89BDTX3,,
,2019-12-01 18:49:53 -0800,0.1
,2019-12-10 13:41:51 -0800,0.1
total:,0.2,
A2Z4JNZ06GGQIP,,
,2019-12-01 17:39:33 -0800,0.1
total:,0.1,
A14N7TK3CEQVAE,,
,2019-12-01 19:54:54 -0800,0.1
total:,0.1,
A14307ETZEG3A8,,
,2019-12-01 17:25:06 -0800,0.1
total:,0.1,
A3ALU3V74HQ0P2,,
,2019-12-01 20:23:53 -0800,0.1
total:,0.1,
A1OUX27FOYXKZ9,,
,2019-12-01 19:07:17 -0800,0.1
total:,0.1,
AGKQYSULBNIUV,,
,2019-12-01 20:47:20 -0800,0.1
total:,0.1,
AWMM4X1QC8IMO,,
,2019-12-01 20:56:43 -0800,0.1
total:,0.1,
A3CJ3BSN87874X,,
,2019-12-01 18:36:13 -0800,0.1
,2019-12-10 01:29:43 -0800,1.5
,2019-12-10 12:10:12 -0800,0.01
,2019-12-10 12:10:12 -0800,2.0
,2019-12-10 12:10:12 -0800,2.0
,2019-12-10 12:10:12 -0800,2.0
,2019-12-10 12:10:12 -0800,2.0
,2019-12-10 12:10:12 -0800,2.0
,2019-12-10 12:10:12 -0800,1.5
,2019-12-10 12:10:12 -0800,1.5
,2019-12-10 12:10:12 -0800,1.5
total:,16.11,
A2BW8H2IGOKBWD,,
,2019-12-01 19:32:41 -0800,0.1
total:,0.1,
A3SCCV3WKZTB9N,,
,2019-12-01 17:34:34 -0800,0.1
total:,0.1,
A2SC7SYQ22RJBR,,
,2019-12-01 20:33:53 -0800,0.1
total:,0.1,
AQVUQXQ9YCNBJ,,
,2019-12-01 17:22:18 -0800,0.1
total:,0.1,
A3P04JZJNOYILR,,
,2019-12-01 20:21:36 -0800,0.1
total:,0.1,
A2AUPTA83COO9Z,,
,2019-12-01 20:35:30 -0800,0.1
total:,0.1,
ACBK30I7R42NI,,
,2019-12-01 17:51:04 -0800,0.1
,2019-12-10 13:47:25 -0800,2.0
,2019-12-10 13:47:25 -0800,2.0
,2019-12-10 13:47:25 -0800,2.0
,2019-12-10 13:47:25 -0800,2.0
,2019-12-10 13:47:25 -0800,1.5
,2019-12-10 13:47:25 -0800,1.5
,2019-12-10 13:47:25 -0800,1.5
total:,12.6,
A11DMDES6H8XDK,,
,2019-12-01 20:18:46 -0800,0.1
total:,0.1,
A16JMJHOUC2MGE,,
,2019-12-01 18:50:34 -0800,0.1
total:,0.1,
A1ZJFIWRYOIZ4G,,
,2019-12-01 18:57:48 -0800,0.1
total:,0.1,
AOG0PUCLMU0HH,,
,2019-12-01 18:12:19 -0800,0.1
total:,0.1,
A3F2OUHPW6L4OZ,,
,2019-12-01 17:06:40 -0800,0.1
total:,0.1,
A3DKFBFK3FA3MA,,
,2019-12-01 19:08:04 -0800,0.1
,2019-12-07 00:07:08 -0800,3.0
,2019-12-10 14:18:30 -0800,0.01
total:,3.11,
A3O0XMKVCW76U7,,
,2019-12-01 17:12:27 -0800,0.1
total:,0.1,
A1O4AAQX2KCD3N,,
,2019-12-01 18:00:10 -0800,0.1
,2019-12-10 12:52:24 -0800,0.1
total:,0.2,
A36P1ZQ0GYF567,,
,2019-12-01 19:18:44 -0800,0.1
,2019-12-07 00:43:08 -0800,3.0
,2019-12-07 00:43:08 -0800,4.0
total:,7.1,
A2AHXGFXPG6ZSR,,
,2019-12-01 18:01:31 -0800,0.1
,2019-12-10 02:19:13 -0800,1.5
,2019-12-10 11:41:06 -0800,1.5
,2019-12-10 11:41:06 -0800,2.0
,2019-12-10 11:41:06 -0800,2.0
,2019-12-10 11:41:06 -0800,2.0
,2019-12-10 11:41:06 -0800,2.0
,2019-12-10 11:41:06 -0800,2.0
,2019-12-10 11:41:06 -0800,1.5
,2019-12-10 11:41:06 -0800,1.5
,2019-12-10 11:41:06 -0800,1.5
,2019-12-10 11:41:06 -0800,1.5
,2019-12-10 11:41:06 -0800,1.5
,2019-12-10 11:41:06 -0800,1.5
,2019-12-10 11:41:06 -0800,1.5
total:,23.6,
AZE7YSINS9UNZ,,
,2019-12-01 18:01:32 -0800,0.1
,2019-12-10 11:14:25 -0800,0.01
,2019-12-10 11:14:25 -0800,2.0
,2019-12-10 11:14:25 -0800,2.0
,2019-12-10 11:14:25 -0800,2.0
,2019-12-10 11:14:25 -0800,2.0
,2019-12-10 11:14:25 -0800,2.0
,2019-12-10 11:14:25 -0800,2.0
,2019-12-10 11:14:25 -0800,2.0
,2019-12-10 11:14:25 -0800,2.0
,2019-12-10 11:14:25 -0800,2.0
,2019-12-10 11:14:25 -0800,2.0
,2019-12-10 11:14:25 -0800,2.0
,2019-12-10 11:14:25 -0800,2.0
,2019-12-10 11:14:25 -0800,1.5
,2019-12-10 11:14:25 -0800,1.5
,2019-12-10 11:14:25 -0800,1.5
,2019-12-10 11:14:25 -0800,1.5
,2019-12-10 11:14:25 -0800,1.5
,2019-12-10 11:14:25 -0800,1.5
,2019-12-10 11:14:25 -0800,1.5
total:,34.61,
A2V8IQ87DYKZCD,,
,2019-12-01 18:46:17 -0800,0.1
total:,0.1,
A1J313G71CD52Z,,
,2019-12-01 20:21:58 -0800,0.1
total:,0.1,
AFUUPNBIKHRFZ,,
,2019-12-01 17:50:31 -0800,0.1
,2019-12-10 13:24:36 -0800,2.0
,2019-12-10 13:24:36 -0800,2.0
,2019-12-10 13:24:36 -0800,2.0
,2019-12-10 13:24:36 -0800,2.0
,2019-12-10 13:24:36 -0800,1.5
,2019-12-10 13:24:36 -0800,1.5
,2019-12-10 13:24:36 -0800,1.5
total:,12.6,
A3ROA3ZV49P484,,
,2019-12-01 19:52:17 -0800,0.1
total:,0.1,
A5KRHHB3IKU6M,,
,2019-12-01 17:29:05 -0800,0.1
total:,0.1,
A1PZAF4E3K4PQ3,,
,2019-12-01 17:54:14 -0800,0.1
total:,0.1,
A3MZE4FJ658B79,,
,2019-12-06 19:53:35 -0800,0.01
total:,0.01,
