sentence ID,original,translated,untranslated word,cs indices in original,cs indices in translated,punct indices in original,punct indices in translated
452,prefer 女生 ～～～,优先 女生 ～～～,[],[0],[0],[2],[2]
453,感 兴趣 可以 email 或 预约 看 房 email ： em@28,感 兴趣 可以 发 邮件 或 预约 看 房 邮箱 ： em@28,[],[3_8_9_10],[3_4_9_10_11],[9_10],[10_11]
455,由于 房子 utility 都 是 房东 负责 的 ， 所以 完全 不 用 费心 每 个 月 付 水电 网 费 的 问题 。,由于 房子 服务费 都 是 房东 负责 的 ， 所以 完全 不 用 费心 每 个 月 付 水电 网 费 的 问题 。,[],[2],[2],[8_23],[8_23]
456,房子 floor plan 和 照片 如下 。,房子 户型 和 照片 如下 。,[],[1_2],[1],[6],[5]
458,出租 大 house 里 的 一 间 房 ， 可以 拎包 入住 。,出租 大 房子 里 的 一 间 房 ， 可以 拎包 入住 。,[],[2],[2],[8_12],[8_12]
461,门口 有 doorman ， 特别 安全 。,门口 有 门卫 ， 特别 安全 。,[],[2_3],[2_3],[3_6],[3_6]
464,本人 四月 毕业 ， lease 签到 五月 底 。,本人 四月 毕业 ， 租约 签到 五月 底 。,[],[4],[4],[3_8],[3_8]
465,apartment 水电 暖 全 包 ， 两 人 住 的 话 人均 467 .,公寓 水电 暖 全 包 ， 两 人 住 的 话 人均 467 。,[],[0],[0_12_13],[5_13],[5_13]
466,贺 同学 email : em@29,贺 同学 电子 邮箱 : em@29,[],[2_3_4],[2_3_4_5],[3_4],[4_5]
467,附近 更 有 越南 餐厅 和 印度 buffet 给 时间 时间 紧张 的 你 提供 便利 。,附近 更 有 越南 餐厅 和 印度 自助 给 时间 时间 紧张 的 你 提供 便利 。,[],[7],[7],[16],[16]
468,咨询 顾问 ： andy,咨询 顾问 ： 安迪,[],[3],[3],[2],[2]
470,停车 有 很 大 的 室内 garage 。,停车 有 很 大 的 室内 车库 。,[],[6_7],[6_7],[7],[7]
471,在 forbes 附近 。,在 福布斯 附近 。,[],[1],[1],[3],[3]
472,大家 好 ， 本人 phd 男生 ， 无 不良 嗜好 。,大家 好 ， 本人 博士 研究生 在读 ， 男生 ， 无 不良 嗜好 。,[],[4],[4_5_6_7],[2_6_10],[2_7_9_13]
478,可以 随时 联系 我 来看 房 和 商量 事宜 ： email : em@30,可以 随时 联系 我 来看 房 和 商量 事宜 ： 电子 邮箱 : em@30,[],[10_11_12],[10_11_12_13],[9_11_12],[9_12_13]
479,单独 房间 ， 和 两 个 人 share 一 个 洗手间 ， （ 不过 暑假 可能 有 人 回家 就 人 少 了 。,单独 房间 ， 和 两 个 人 共用 一 个 洗手间 ， （ 不过 暑假 可能 有 人 回家 就 人 少 了 。,[],[7],[7],[2_11_12_23],[2_11_12_23]
481,现在 的 住户 下 一 个 lease 年 都 会 搬到 其它 地方 去 ， 所以 你 还 可以 跟 management 商量 签 下 一 年 的 lease ！,现在 的 住户 下 一 个 租期 年 都 会 搬到 其它 地方 去 ， 所以 你 还 可以 跟 物业 管理 公司 商量 签 下 一 年 的 合同 ！,[],[6_20_27_28],[6_20_21_22_29_30],[14_28],[14_30]
483,pdf 如果 感兴趣 请 联系 : em@31,（ 电子 文档 ） 如果 感兴趣 请 联系 : em@31,[],[0],[0_1_2_3],[5_6],[0_3_8_9]
484,在 这里 住 过 的 人 都 拿到 了 很 好 的 工作 offer 如 有 兴趣 可 email : em@32,在 这里 住 过 的 人 都 找到 了 很 好 的 工作 ， 如 有 兴趣 可 发 邮件 到 : em@32,[],[13_18_19_20],[7_18_19_20_21_22],[19_20],[13_21_22]
485,周围 有 各 类 参观 ， 出门 就 是 车站 ， 坐 公交 到 downtown 或者 中 超 都 很 方便 。,周围 有 各 类 参观 ， 出门 就 是 车站 ， 坐 公交 到 市中心 或者 中 超 都 很 方便 。,[],[14],[14],[5_10_21],[5_10_21]
486,如果 你们 同学 结伴 而来 ， 愿意 租 整 个 house ( 里面 可能 2-5 个 卧室 的 都 有 ) ， 也 可以 。,如果 你们 同学 结伴 而来 ， 愿意 租 整 个 房子 ( 里面 可能 2-5 个 卧室 的 都 有 ) ， 也 可以 。,[],[10_11],[10_11],[5_11_20_21_24],[5_11_14_20_21_24]
487,因为 地段 都 是 上 好 地段 （ top 1 % ） ， 房子 都 是 上 好 的 房子 ( top 5 % ) ， 所以 价格 也 不 是 最 便宜 ( top 10-20% ) ， 性价比 高 。,因为 地段 都 是 上 好 地段 （ 排名 前 1% ） ， 房子 都 是 上 好 的 房子 ( 排名 前 5% ) ， 所以 价格 也 不 是 最 便宜 ( 排名 前 10-20% ) ， 性价比 高 。,[],[8_9_10_11_12_21_22_23_24_25_34_35_36_37],[8_9_10_11_12_21_22_23_24_25_34_35_36_37_38],[7_10_11_12_20_23_24_25_33_36_37_40],[7_10_11_12_20_23_24_25_33_36_37_38_41]
488,欢迎 联系 并 告知 租房 要求 （ 简单 自我 介绍 ， 告知 入住 时间 ， 人数 ， 房间 or house 离 学校 远近 ， 预算 ） 。,欢迎 联系 并 告知 租房 要求 （ 简单 自我 介绍 ， 告知 入住 时间 ， 人数 ， 房间 或者 房子 离 学校 远近 ， 预算 ） 。,[],[18_19],[18_19],[6_10_14_16_23_25_26],[6_10_14_16_23_25_26]
489,house 有 四 个 房间 一 个 客厅 外加 一 个 阁楼 ， 平时 住 非常 宽敞 ， toc/eoc 的 时候 还 可以 住 客人 ， 完全 不 会 拥挤 。,房子 有 四 个 房间 一 个 客厅 外加 一 个 阁楼 ， 平时 住 非常 宽敞 ， toc/eoc 的 时候 还 可以 住 客人 ， 完全 不 会 拥挤 。,[],[0],[0],[12_17_25_30],[12_17_18_25_30]
493,便利 店 ： 走 一 个 block 就 到 韩国 超市 ；,便利 店 ： 走 一 个 街区 就 到 韩国 超市 ；,[],[6],[6],[2_11],[2_11]
494,餐饮 ： 走 一 个 block 就 到 餐馆 最 多 的 craig 。,餐饮 ： 走 一 个 街区 就 到 餐馆 最 多 的 克莱格 区 。,[],[5_12_13],[5_12_13_14],[1_13],[1_14]
495,地处 squirrel hill 偏 北部 的 富人 区 ， 非常 安全 和 安静 。,地处 松鼠山 偏 北部 的 富人 区 ， 非常 安全 和 安静 。,[],[1_2],[1],[8_13],[7_12]
496,available now 顶 ！,目前 可 租 顶 ！,[],[0_1],[0_1_2],[3],[4]
498,旁边 有 murray ， 有 很多 餐厅 。,旁边 有 梅瑞 大道 ， 有 很多 餐厅 。,[],[2_3],[2_3_4],[3_7],[4_8]
500,如果 有 符合 的 条件 的 麻烦 请 联系 一下 以下 的 email .,如果 有 符合 的 条件 的 麻烦 请 联系 一下 以下 的 邮箱 。,[],[12_13],[12_13],[13],[13]
502,the price : $600一 个 月 ， 包 水 煤气 暖气 。,价格 : $ 600一 个 月 ， 包 水 煤气 暖气 。,[],[0_1_2_3],[0_1_2_3],[2_6_11],[1_2_6_11]
507,公寓 的 侧面 是 租车 公司 herz ， 便于 租车 旅行 。,公寓 的 侧面 是 租车 公司 赫尔兹 ， 便于 租车 旅行 。,[],[6_7],[6_7],[7_11],[7_11]
510,家具 柜子 ， 书桌 ， 饭桌 ， 椅子 ， 台灯 ， queen size bed ， 配置 齐全 ， 拎包 入住 。,家具 柜子 ， 书桌 ， 饭桌 ， 椅子 ， 台灯 ， 标准 双人床 ， 配置 齐全 ， 拎包 入住 。,[],[11_12_13_14],[11_12_13],[2_4_6_8_10_14_17_20],[2_4_6_8_10_13_16_19]
512,客厅 有 个 比较 紧凑 的 dining area 一起 用 。,客厅 有 个 比较 紧凑 的 用餐 区 一起 用 。,[],[6_7],[6_7],[10],[10]
513,不 包 utility 。,不 包 水电气 等 各 类 服务费 。,[],[2_3],[2_3_4_5_6_7],[3],[7]
515,本 房间 在 三 楼 ， 居民 邻居 多 是 学生 和 老人 ， leasing office 希望 保持 公寓 居住 环境 ， 所以 不 吵 不 闹 。,本 房间 在 三 楼 ， 居民 邻居 多 是 学生 和 老人 ， 租赁 办公室 希望 保持 公寓 居住 环境 ， 所以 不 吵 不 闹 。,[],[14_15],[14_15],[5_13_21_27],[5_13_21_27]
516,从 building 进门 开始 全 是 地毯 。,整 栋 楼 从 进门 开始 全 是 地毯 。,[],[1],[0_1_2],[7],[9]
519,doorman service 帮忙 收取 快递 信件 。,门卫 帮忙 收取 快递 信件 。,[],[0_1],[0],[6],[5]
520,地毯 刚刚 deep clean 过 。,地毯 刚刚 完全 清理 过 。,[],[2_3],[2_3],[5],[5]
522,家里 厨具 家具 齐全 ， 可以 一 起 share 。,家里 厨具 家具 齐全 ， 可以 一 起 共用 。,[],[8_9],[8_9],[4_9],[4_9]
523,现在 出租 该 house 三 层 的 三 件 卧室 中 的 一 间 。,现在 出租 该 房子 三 层 的 三 件 卧室 中 的 一 间 。,[],[3],[3],[14],[14]
526,客厅 非常 安静 ， 适合 学习 ， 厅 内 另 有 一 个 walk-in closet 可以 用 。,客厅 非常 安静 ， 适合 学习 ， 厅 内 另 有 一 个 步入 式 衣柜 可以 用 。,[],[14],[13_14_15],[3_6_17],[3_6_18]
527,卧室 ： 出租 卧室 ， 有 一 女生 住 客厅 ， 人 极 nice ， 非常 好 相处 。,卧室 ： 出租 卧室 ， 有 一 女生 住 客厅 ， 人 极 好 ， 非常 好 相处 。,[],[13_14],[13_14],[1_4_10_14_18],[1_4_10_14_18]
528,一月 起 available 。,一月 起 可 租 。,[],[2_3],[2_3_4],[3],[4]
529,- free parking or paid garage 联系 方式 ： pn-8 em@33,免费 停车场 或 付费 车库 联系 方式 ： pn-8 em@33,[],[0_1_2_3_4_5],[0_1_2_3_4],[0_8_9_10],[7_8_9]
531,两 个 houses : house＃1&＃2house＃1 : 代 朋友 发 。,两 个 房子 ： 代 朋友 发 。,[],[2_3_4_5],[2_3],[3_5_9],[3_7]
532,utility 和 网络 全 包 。,各 类 服务费 和 网络 全 包 。,[],[0],[0_1_2],[5],[7]
534,租约 ： 整套 公寓 一 室 一 厅 1005$/month （ 不 包 网 电 ） ， 420$/month for living room ， 585$/month for bedroom 。,租约 ： 整套 公寓 一 室 一 厅 1005$/ 每 月 （ 不 包 网 电 ） ， 客厅 420$ / 每 月 ， 卧室 585$/ 每 月 。,[],[17_18_19_20_21_22_23_24],[9_10_11_18_19_20_21_22_23_24_25_26_27_28],[1_9_14_15_20_24],[1_8_11_16_17_19_20_23_25_28]
535,联系 方式 ( primary ) ： + 1-412-951-4590 ， 邮箱 em@34,主要 联系 方式 ： + 1-412-951-4590 ， 邮箱 em@34,[],[3_4_5_6_7_8],[0],[2_4_5_6_8_10],[3_4_5_6_8]
536,周边 环境 ： greenfield 的 住户 基本上 是 白人 为主 ， 非常 安全 ， 适合 喜欢 安静 环境 的 同学 。,周边 环境 ： 绿地 的 住户 基本上 是 白人 为主 ， 非常 安全 ， 适合 喜欢 安静 环境 的 同学 。,[],[3],[3],[2_10_13_20],[2_10_13_20]
537,更新 ： 房租 调整 为 大 卧室 $440 / 月 ， 小 卧室 $360 / 月 ， utility 全 包 。,更新 ： 房租 调整 为 大 卧室 $440 / 月 ， 小 卧室 $360 / 月 ， 各 类 服务费 全 包 。,[],[17],[17_18_19],[1_8_10_14_16_20],[1_7_8_10_13_14_16_22]
538,可以 协商 move in date ， 一月 开始 随时 入住 ！,可以 协商 入住 日期 ， 一月 开始 随时 入住 ！,[],[2_3_4_5],[3_4],[5_10],[4_9]
539,还 available 还 available 还 available 还 available 还 available .,仍然 可 租 ！ 。,[],[1_3_5_7_9_10],[0_1_2_3],[10],[3]
540,停车 有 很 大 的 garage 。,停车 有 很 大 的 车库 。,[],[5_6],[5_6],[6],[6]
541,公寓 里 住 的 学生 要求 都 是 graduate 及 以上 。,公寓 里 住 的 学生 要求 都 是 本科生 及 以上 。,[],[8],[8],[11],[11]
542,它们 订 的 这个 价格 也 是 一 分 钱 一 分 货 ， 公寓 里 住 的 学生 要求 都 是 graduate 及 以上 。,它们 订 的 这个 价格 也 是 一 分 钱 一 分 货 ， 公寓 里 住 的 学生 要求 都 是 本科生 及 以上 。,[],[22],[22],[13_25],[13_25]
544,无需 security deposit 。,无需 订金 。,[],[1_2_3],[1_2],[3],[2]
545,此 次 不 设 transition fee .,此 次 不 设 转让费 。,[],[4_5_6],[4_5],[6],[5]
546,这 是 一 个 两 室 一 卫生间 一 客厅 一 个 厨房 的 apartment 。,这 是 一 个 两 室 一 卫生间 一 客厅 一 个 厨房 的 公寓 。,[],[14_15],[14_15],[15],[15]
547,周边 环境 治安 非常 好 ， 整个 街区 的 house 的 外观 都 十分 优美 ， 一 楼 还 有 小 后院 。,周边 环境 治安 非常 好 ， 整个 街区 的 房子 的 外观 都 十分 优美 ， 一 楼 还 有 小 后院 。,[],[9],[9],[5_15_22],[5_15_22]
549,垃圾 有 人 每天 清理 ， 相 比较 住 house 简直 省 时 省力 。,垃圾 有 人 每天 清理 ， 相 比较 住 房子 简直 省 时 省力 。,[],[9],[9],[5_14],[5_14]
550,squirrel hill 松鼠 山 好 房 出租 ！,松鼠 山 松鼠 山 好 房 出租 ！,[],[0_1],[0_1],[7],[7]
551,house 共 有 四 个 房间 ， 二 楼 和 三 楼 各 两 个 房间 ， 每 层 有 一 个 卫生间 。,房子 共 有 四 个 房间 ， 二 楼 和 三 楼 各 两 个 房间 ， 每 层 有 一 个 卫生间 。,[],[0],[0],[6_16_23],[6_16_23]
554,人 非常 nice ， 整洁 干净 ！,人 非常 好 ， 整洁 干净 ！,[],[2_3],[2_3],[3_6],[3_6]
555,我 这 件 卧室 大小 是 大概 可以 放下 两 张 king size 的 床 。,我 这 件 卧室 大小 是 大概 可以 放下 两 张 特大 双人床 床 。,[],[11_12],[11_12],[15],[14]
557,非 地毯 hard floor 。,非 地毯 硬质 地板 。,[],[2_3_4],[2_3_4],[4],[4]
561,房东 很 nice 。,房东 很 好 。,[],[2_3],[2_3],[3],[3]
562,因 本人 觉得 客厅 生机 不足 ， 于是 在 墙 上 贴 了 个 iron man ： 如果 喜欢 ， 欢迎 保留 ；,因 本人 觉得 客厅 生机 不足 ， 于是 在 墙 上 贴 了 个 钢铁侠 ： 如果 喜欢 ， 欢迎 保留 ；,[],[14_15_16],[14_15],[6_16_19_22],[6_15_18_21]
563,我 住 dining room ， 和 living room 有 隔断 。,我 住 餐厅 ， 和 客厅 有 隔断 。,[],[2_3_4_6_7],[2_3_5],[4_10],[3_8]
567,里面 有 三 个 卧室 ： bedroom 1 .,里面 有 三 个 卧室 ： 卧室 1 。,[],[6_7_8],[7_8],[5_8],[5_8]
568,street parking ， 免费 。,路边 停车道 ， 免费 。,[],[0_1_2],[0_1_2],[2_4],[2_4]
571,从 客厅 可以 看到 frick park ， 景色 不错 。,从 客厅 可以 看到 福瑞克 公园 ， 景色 不错 。,[],[4_5_6],[4_5_6],[6_9],[6_9]
574,含 一 个 outdoor parking 固定 车位 ， 不 需要 抢 。,含 一 个 户外 停车场 固定 车位 ， 不 需要 抢 。,[],[3_4],[3_4],[7_11],[7_11]
575,二 楼 是 两 个 bedrooms 。,二 楼 是 两 个 卧室 。,[],[5_6],[5_6],[6],[6]
576,每 个 bedroom 里 还 有 两 层 ， 是 个 loft 的 感觉 ， 很 大 。,每个 卧室 里 还 有 两 层 ， 是 个 阁楼 的 感觉 ， 很 大 。,[],[2_11],[0_1_10],[8_14_17],[7_13_16]
581,人 也 很 nice 的 ！,人 也 很 好 的 ！,[],[3],[3],[5],[5]
583,两 个 walk-in closet 非常 宽敞 。,两 个 步入 式 衣柜 非常 宽敞 。,[],[3],[2_3_4],[6],[7]
585,房租 ： $ 410/month plus shared utilities ；,房租 ： $ 410 / 每 月 ， 外加 均摊 服务费,[],[4_5_6_7],[3_4_5_6_7_8_9_10],[1_2_7],[1_2_4_7]
586,这个 apt 非常 好 ， 可能 整个 匹兹堡 都 找 不 到 这么 便宜 的 apt 了 。,这个 公寓 非常 好 ， 可能 整个 匹兹堡 都 找 不 到 这么 便宜 的 公寓 了 。,[],[1_15],[1_15],[4_17],[4_17]
587,地下室 有 洗衣机 ， 不 用 交 quarter 就 能 洗 有 木 有 啊 ！,地下室 有 洗衣机 ， 不 用 交 费 就 能 洗 有 木 有 啊 ！,[],[7],[7],[3_15],[3_15]
588,人 在 pittsburgh 的 话 可以 来看 房 。,人 在 匹兹堡 的 话 可以 来看 房 。,[],[2],[2],[8],[8]
589,出租 的 房间 是 一 楼 的 大 卧室 ， utility 齐全 ， 有 转角 大 沙发 ， 床 ， 书桌 ， 椅子 ， 台灯 。,出租 的 房间 是 一 楼 的 大 卧室 ， 服务费 齐全 ， 有 转角 大 沙发 ， 床 ， 书桌 ， 椅子 ， 台灯 。,[],[10],[10],[9_12_17_19_21_23_25],[9_12_17_19_21_23_25]
591,有意 的 可以 联系 我 ， email : em@35,有意 的 可以 联系 我 ， 邮箱 : em@35,[],[6_7_8],[6_7_8],[5_7_8],[5_7_8]
592,所有 家具 齐全 （ queen size 床 + 书桌 + 转椅 + 衣柜 + 书柜 ） 只 需 提包 入住 。,所有 家具 齐全 （ 标准 双人床 + 书桌 + 转椅 + 衣柜 + 书柜 ） 只 需 提包 入住 。,[],[4_5],[4_5_6],[3_7_9_11_13_15_20],[3_6_8_10_12_14_19]
595,附近 还 有 一 个 特别 大 的 森林 公园 ， 叫 frick park ， 我 夏天 经常 到 那里 去 和 朋友 散步 ， 也 在 大 草坪 上 飞 遥控 飞机 。,附近 还 有 一 个 特别 大 的 森林 公园 ， 叫 福瑞克 公园 ， 我 夏天 经常 到 那里 去 和 朋友 散步 ， 也 在 大 草坪 上 飞 遥控 飞机 。,[],[12_13_14],[12],[10_14_24_33],[10_14_24_33]
597,卫生间 ： 卫生间 是 跟 一 个 住 小 卧室 的 男生 share 。,卫生间 ： 卫生间 是 跟 一 个 住 小 卧室 的 男生 共用 。,[],[12_13],[12_13],[1_13],[1_13]
598,房间 里面 的 现有 queen size 的 大 床 ， 书桌 ， 书架 ， 衣柜 ， 穿衣镜 ， 完全 的 拎包 入住 。,房间 里面 的 现有 标准 双人 的 大 床 ， 书桌 ， 书架 ， 衣柜 ， 穿衣镜 ， 完全 的 拎包 入住 。,[],[4_5],[4_5],[9_11_13_15_17_22],[9_11_13_15_17_22]
600,里面 一 层 是 客厅 、 餐厅 、 厨房 和 一 个 half bathroom ， 厨房 通向 一 个 小 patio 和 后院 ；,里面 一 层 是 客厅 、 餐厅 、 厨房 和 一 个 盥洗室 ， 厨房 通向 一 个 小 露台 和 后院 ；,[],[12_13_14_20],[12_13_19],[5_7_14_23],[5_7_13_22]
601,我 在 其中 一 处 住 将近 三 年 ， 附近 治安 良好 ， 房东 很 nice ， 有 事 会 提前 通知 住户 。,我 在 其中 一 处 住 将近 三 年 ， 附近 治安 良好 ， 房东 很 好 ， 有 事 会 提前 通知 住户 。,[],[16_17],[16_17],[9_13_17_24],[9_13_17_24]
603,有意 者 请 发 apt 信息 至 em@37,有 意 者 请 发 公寓 信息 至 em@37,[],[4],[0_1_5],[7],[8]
604,前面 打算 租房 的 学生 ， 因 签证 check ， 无法 确定 入住 时间 。,前面 打算 租房 的 学生 ， 因 签证 审查 ， 无法 确定 入住 时间 。,[],[8_9],[8_9],[5_9_14],[5_9_14]
606,两 层 house ， 卧室 两 个 ， 一 大 一 小 ， 现在 出租 大 卧室 。,两 层 房子 ， 卧室 两 个 ， 一 大 一 小 ， 现在 出租 大 卧室 。,[],[2_3],[2_3],[3_7_12_17],[3_7_12_17]
608,房型 是 一 室 一 厅 （ 包括 bath 和 kitchen ， 全 独立 ） 。,房型 是 一 室 一 厅 （ 包括 浴室 和 厨房 ， 全 独立 ） 。,[],[8_10_11],[8_10_11],[6_11_14_15],[6_11_14_15]
610,update ： 已 租 ， 谢谢 ！,更新 ： 已 租 ， 谢谢 ！,[],[0_1],[0_1],[1_4_6],[1_4_6]
611,两 层 house ， 卧室 两 个 ， 一 大 一 小 。,两 层 房子 ， 卧室 两 个 ， 一 大 一 小 。,[],[2_3],[2_3],[3_7_12],[3_7_12]
614,house 另 一 户 内 还有 大小 房间 可 供 选择 。,房子 另 一 户 内 还有 大小 房间 可 供 选择 。,[],[0],[0],[11],[11]
615,出租 客厅 / 卧室 ， 房间 面积 大 采光 好 ， floor plan 非常 好 ， 卧室 客厅 无 连通 互 不 影响 。,出租 客厅 / 卧室 ， 房间 面积 大 采光 好 ， 户型 非常 好 ， 卧室 客厅 无 连通 互 不 影响 。,[],[11_12],[11],[2_4_10_15_23],[2_4_10_14_22]
616,有 valet parking 。,有 代客 泊车 。,[],[1_2_3],[1_2_3],[3],[3]
618,rooms : 家居 齐全 。,房子 : 家居 齐全 。,[],[0_1],[0_1],[1_4],[1_4]
619,有意 向 的 请 联系 我 ， email ： em@38,有意 向 的 请 联系 我 ， 邮箱 ： em@38,[],[7_8_9],[7_8_9],[6_8_9],[6_8_9]
621,房子 布局 ， 我们 是 unit a,房子 布局 ， 我们 是 A 单元,[],[5_6],[5_6],[2],[2]
623,greenfield 好 房 短 租 。,绿地 好 房 短 租 。,[],[0],[0],[5],[5]
624,价格 里 包括 水 ， sewage ， gas ， heating ， maintenance 。,价格 里 包括 水 ， 污水 处理 ， 气 。 暖气 ， 保养费 。,[],[5_6_7_8_9_10_11_12],[5_6_7_8_9_10_11_12],[4_6_8_10_12],[4_7_9_11]
626,所有 家具 用品 都 包 ， 包括 paper napkin ， paper towel ， 厨房 用具 ， 洗浴 永平 随便 用 。,所有 家具 用品 都 包 ， 包括 纸巾 ， 卷纸 厨房 用具 ， 洗浴 永平 随便 用 。,[],[7_8_9_10_11_12],[7_8_9],[5_9_12_15_20],[5_8_12_17]
628,有意 请 email 房东 至 em@39,有意 请 发 邮件 房东 至 em@39,[],[2],[2_3],[5],[6]
629,毕竟 共 用 bathroom ， 还是 同性 的 方便 点 。,毕竟 共 用 浴室 ， 还是 同性 的 方便 点 。,[],[3_4],[3_4],[4_10],[4_10]
632,地点 ： 可 google map ， 小区 位 于 非 主 干道 ， 安静 。,地点 ： 可 用 谷歌 地图 ， 小 区 位 于 非 主 干道 ， 安静 。,[],[3_4_5],[3_4_5_6_7_8],[1_5_12_14],[1_6_14_16]
633,apt 比 house 的 好处 就是 有 任何 问题 公寓 公司 都 可以 负责 维修 ， 更 快捷 省心 。,公寓 比 房子 的 好处 就是 有 任何 问题 公寓 公司 都 可以 负责 维修 ， 更 快捷 省心 。,[],[0_2],[2],[15_19],[15_19]
637,本人 女生 ， 匹 大 mater 毕业 ， 在 匹兹堡 工作 。,本人 女生 ， 匹 大 硕士 毕业 ， 在 匹兹堡 工作 。,[],[5],[5],[2_7_11],[2_7_11]
638,房东 是 台湾 姐姐 ， 人 非常 nice ！,房东 是 台湾 姐姐 ， 人 非常 好 ！,[],[7_8],[7_8],[4_8],[4_8]
639,地点 最 好在 squirrel hill ( 也 可以 是 别的 地方 ） 。,地点 最 好在 松鼠山 ( 也 可以 是 别的 地方 ） 。,[],[3_4_5],[3_4],[5_11_12],[4_10_11]
640,联系 方式 ： email : em@40,联系 方式 ： 邮箱 : em@40,[],[3_4_5],[3_4_5],[2_4_5],[2_4_5]
643,university center 操场 旁边 。,学校 中心 操场 旁边 。,[],[0_1],[0_1],[4],[4]
644,是 一 个 house 里面 的 卧室 。,是 一 个 房子 里面 的 卧室 。,[],[3],[3],[7],[7]
645,多 个 卧室 出租 ： 价格 ： 900-1250 / month 。,多 个 卧室 出租 ： 价格 ： 900-1250 / 每 月 。,[],[9_10],[9_10_11],[4_6_8_10],[4_6_7_8_11]
646,照片 太 多 太 大 ， 这里 放 不了 ， 就 索性 不 放 了 ， please email for more photos .,照片 太 多 太 大 ， 这里 放 不了 ， 就 索性 不 放 了 ， 需要 更多 照片 ， 请 发送 邮件 、 。,[],[16_17_18_19_20_21],[16_17_20_21_22_23],[5_9_15_21],[5_9_15_19_23]
647,房子 是 三 层 的 house ， 一 层 客厅 ， 厨房 和 餐厅 。,房子 是 三 层 的 房子 ， 一 层 客厅 ， 厨房 和 餐厅 。,[],[5_6],[5_6],[6_10_14],[6_10_14]
652,（ forbes 上 有 61a，61 b 车站 。,（ 福布斯 上 有 61a，61 b 车站 。,[b],[0_1_5],[0_1_5],[0_7],[0_4_7]
653,一 张 full size 的 床上 ， 被褥 床单 都 是 新 的 。,一 张 单人 的 床上 ， 被褥 床单 都 是 新 的 。,[],[2_3],[2],[6_13],[5_12]
654,house 我们 住 了 一 年 ， 性价比 非常 高 ， 上学 ， 吃饭 ， 逛街 都 非常 方便 。,房子 我们 住 了 一 年 ， 性价比 非常 高 ， 上学 ， 吃饭 ， 逛街 都 非常 方便 。,[],[0],[0],[6_10_12_14_19],[6_10_12_14_19]
655,有 一 个 后院 ， 两 个 车库 share ， 不过 街 pa 最 方便 。,有 一 个 后院 ， 共用 两 个 车库 ， 不过 沿街 停车 最 方便 。,[],[8_9_12],[5_11_12],[4_9_15],[4_9_15]
656,原 房东 post 的 帖子 ：,原 房东 发布 的 帖子 ：,[],[2],[2],[5],[5]
661,apartment 的 名字 叫 royal plaza ， 可以 上 他们 的 网站 上看 ， 我们 住 一 层 。,公寓 的 名字 叫 皇家 广场 ， 可以 上 他们 的 网站 上看 ， 我们 住 一 层 。,[],[0_4_5_6],[0_4_5_6],[6_13_18],[6_13_18]
662,另外 一 个 卧室 也 希望 能 半价 出售 queen size 的 床 ， 价钱 好 商量 。,另外 一 个 卧室 也 希望 能 半价 出售 标准 双人 床 ， 价钱 好 商量 。,[],[9_10],[9_10],[13_17],[12_16]
663,对于 不 在 pittsburgh 的 ， 我 有 时间 之后 就 拍照 之后 集中 发给 你们 。,对于 不 在 匹兹堡 的 ， 我 有 时间 之后 就 拍照 之后 集中 发给 你们 。,[],[3],[3],[5_16],[5_16]
664,是 apartment building ， 有 很 好 的 管理 公司 。,是 公寓楼 ， 有 很 好 的 管理 公司 。,[],[1_2_3],[1_2],[3_10],[2_9]
665,路口 有 carnegie 图书馆 ， 学习 方便 。,路口 有 卡内基 图书馆 ， 学习 方便 。,[],[2],[2],[4_7],[4_7]
666,走到 murry 上 还 有 更 多 选择 。,走到 梅瑞 大道 上 还 有 更 多 选择 。,[],[1],[1_2],[8],[9]
668,房子 有 三 个 洗手间 ， 二 楼 三 人 share 一 个 大 洗手间 ， 有 猫 脚 浴缸 。,房子 有 三 个 洗手间 ， 二 楼 三 人 共用 一 个 大 洗手间 ， 有 猫 脚 浴缸 。,[],[10],[10],[5_15_20],[5_15_20]
669,好 房 出租 （ house for rent .,好 房 出租 （ 房子 供 出租 。,[],[4_5_6_7],[4_5_6_7],[3_7],[3_7]
671,$ 1100一月 所有 utilities 全 包 ， 价格 可 商议 。,$ 1100一月 所有 服务费 全 包 ， 价格 可 商议 。,[],[0_1_3],[0_1_3],[0_6_10],[0_6_10]
673,- 地下室 有 洗衣机 ， house 里 有 厨房 ， 洗手间 .,- 地下室 有 洗衣机 ， 房子 里 有 厨房 ， 洗手间 。,[],[0_5],[0_5],[0_4_9_11],[0_4_9_11]
674,人 当然 都 很 nice 啦,人 当然 都 很 好啦,[],[4],[4],[],[]
676,我 是 女生 ， 可见 他们 有 多 nice !,我 是 女生 ， 可见 他们 有 多好 !,[],[8_9],[7_8],[3_9],[3_8]
677,治安 很 好 ， 不用 担心 安全 问题 ， 邻居 都 很 nice 。,治安 很 好 ， 不用 担心 安全 问题 ， 邻居 都 很 善良 。,[],[12_13],[12_13],[3_8_13],[3_8_13]
679,租房 联系 方式 ： email : em@41,租房 联系 方式 ： 邮箱 : em@41,[],[4_5_6],[4_5_6],[3_5_6],[3_5_6]
680,这个 apt 是 pitts university 负责 管理 的 ， 附近 也 基本 没有 安全 问题 。,这个 公寓 是 匹兹堡 大学 负责 管理 的 ， 附近 也 基本 没有 安全 问题 。,[],[1_3_4],[1_3_4],[8_15],[8_15]
