SentenceID,CodeSwitchedSentence,NumberOfCodeSwitching,CodeSwitch1,Translation1,CodeSwitch2,Translation2,CodeSwitch3,Translation3,CodeSwitch4,Translation4,CodeSwitch5,Translation5,CodeSwitch6,Translation6,ChineseWordCount,EnglishWordCount,PunctuationCount,IndicesOfChineseWord,IndicesOfCodeSwitchedWord,IndicesOfPunctuation
180,选择 standard shipping 即 可 免 运费 。,1,standard shipping,,,,,,,,,,,,5,2,1,[0_3_4_5_6],[1_2],[7]
181,因 太太 准备 开车 ， 不 习惯 开 suv ， 所以 正在 购买 新车 中 。,1,suv,,,,,,,,,,,,12,1,3,[0_1_2_3_5_6_7_10_11_12_13_14],[8],[4_9_15]
182,成色 不错 啊 ， 是 clean title 吗,1,clean title,,,,,,,,,,,,5,2,1,[0_1_2_4_7],[5_6],[3]
183,一 个 是 独立 房 ， 一 个 是 condo .,1,condo,,,,,,,,,,,,8,1,2,[0_1_2_3_4_6_7_8],[9],[5_10]
184,utility : 自理 （ 约 70-100 / 月 ）,1,utility,,,,,,,,,,,,3,1,5,[2_4_7],[0],[1_3_5_6_8]
185,个人 平时 比较 宅 ， 不 开 party 。,1,party,,,,,,,,,,,,6,1,2,[0_1_2_3_5_6],[7],[4_8]
186,有意 请 email 至 em197,2,email,,em197,,,,,,,,,,3,1,0,[0_1_3],[2_4],
187,啊 不 好意思 我 已经 update 了 联系 方式 了,1,update,,,,,,,,,,,,9,1,0,[0_1_2_3_4_6_7_8_9],[5],
188,现在 还 available,1,available,,,,,,,,,,,,2,1,0,[0_1],[2],
189,south oakland 独立 一 室 一 厅 公寓 出租 ！,1,south oakland,,,,,,,,,,,,7,2,1,[2_3_4_5_6_7_8],[0_1],[9]
190,该 公寓 是 匹兹堡 最 火 的 公寓 ， 口碑 物业 meyers 旗下 最 受 中国 学生 欢迎 的 公寓 ， 性价比 高 。,1,meyers,,,,,,,,,,,,20,1,3,[0_1_2_3_4_5_6_7_9_10_12_13_14_15_16_17_18_19_21_22],[11],[8_20_23]
191,） 公寓 情况 ： mozart 是 匹兹堡 的 大 物业 ， arlington 是 mozart 的 物业 总部 ， 物业 维修 都 很 方便 。,3,mozart,,arlington,,mozart,,,,,,,,16,3,5,[1_2_5_6_7_8_9_12_14_15_16_18_19_20_21_22],[4_11_13],[0_3_10_17_23]
192,精装 修 、 家具 全 、 free 无线 上网 !,1,free,,,,,,,,,,,,6,1,3,[0_1_3_4_7_8],[6],[2_5_9]
193,oakland 的 干净 精致 好 房 您 不 能 错过 ！,1,oakland,,,,,,,,,,,,9,1,1,[1_2_3_4_5_6_7_8_9],[0],[10]
194,精装 修 家具 全 free 无线 上网 !,1,free,,,,,,,,,,,,6,1,1,[0_1_2_3_5_6],[4],[7]
195,地点 ： central oakland,1,central oakland,,,,,,,,,,,,1,2,1,[0],[2_3],[1]
196,环境 ： 住宅 街区 ， street parking 。,1,street parking,,,,,,,,,,,,3,2,3,[0_2_3],[5_6],[1_4_7]
197,房型 ： house,1,house,,,,,,,,,,,,1,1,1,[0],[2],[1]
198,欢迎 email 咨询,1,email,,,,,,,,,,,,2,1,0,[0_2],[1],
199,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,,downtown,,,,,,,,,,7,2,2,[0_1_3_4_5_7_8],[2_9],[6_10]
200,本人 ： 男 ， 第二 年 pitt phd 。,1,pitt phd,,,,,,,,,,,,4,2,3,[0_2_4_5],[6_7],[1_3_8]
201,house 一 楼 是 餐厅 客厅 和 厨房 二 楼 是 三 个 房间 share 卫生间 。,2,house,,share,,,,,,,,,,14,2,1,[1_2_3_4_5_6_7_8_9_10_11_12_13_15],[0_14],[16]
202,四 个 房间 租金 分别 为 390，420，460，490 usd / 月 。,1,usd,,,,,,,,,,,,7,1,3,[0_1_2_3_4_5_9],[7],[6_8_10]
203,四 个 房间 租金 分别 为 390，420，460，490 usd / 月 。,1,usd,,,,,,,,,,,,7,1,3,[0_1_2_3_4_5_9],[7],[6_8_10]
204,位置 ： north oakland/shadyside,1,north,,,,,,,,,,,,1,1,2,[0],[2],[1_3]
205,有 pet 可以 商量,1,pet,,,,,,,,,,,,3,1,0,[0_2_3],[1],
206,欢迎 email 联系 咨询 。,1,email,,,,,,,,,,,,3,1,1,[0_2_3],[1],[4]
207,( 由于 可 接受 的 附件 大 小 太 小 放 不 下 我 的 照片 ， 请 点击 以下 google drive 的 link 观看 照片 ， 谢谢 ！,2,google drive,,link,,,,,,,,,,22,3,4,[1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_17_18_19_22_24_25_27],[20_21_23],[0_16_26_28]
208,有 pet 可以 商量,1,pet,,,,,,,,,,,,3,1,0,[0_2_3],[1],
209,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,,downtown,,,,,,,,,,7,2,2,[0_1_3_4_5_7_8],[2_9],[6_10]
210,如果 感 兴趣 ， 请 通过 email 联系 em202,2,email,,em202,,,,,,,,,,6,1,1,[0_1_2_4_5_7],[6_8],[3]
211,house 共 两 个 卧室 ， 一 个 阁楼 。,1,house,,,,,,,,,,,,7,1,2,[1_2_3_4_6_7_8],[0],[5_9]
212,阁楼 有 一 个 living room 和 一 个 bedroom 。,2,living room,,bedroom,,,,,,,,,,7,3,1,[0_1_2_3_6_7_8],[4_5_9],[10]
213,house 厨房 ， 厕所 宽敞 明亮 。,1,house,,,,,,,,,,,,4,1,2,[1_3_4_5],[0],[2_6]
214,本人 男 ， 今年 去 pitt 读 master ， 8.,2,pitt,,master,,,,,,,,,,5,2,3,[0_1_3_4_6],[5_7],[2_8_9]
215,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,,downtown,,,,,,,,,,7,2,2,[0_1_3_4_5_7_8],[2_9],[6_10]
216,要求 ： security deposit ， 爱 干净,1,security deposit,,,,,,,,,,,,3,2,2,[0_5_6],[2_3],[1_4]
217,小区 居民 是 学生 和 年轻 学者 ， 学校 的 shuttle,1,shuttle,,,,,,,,,,,,9,1,1,[0_1_2_3_4_5_6_8_9],[10],[7]
218,联系 电话 : pn91 ， email : em204,1,pn91 ， email : em204,,,,,,,,,,,,2,1,3,[0_1],[3_5_7],[2_4_6]
219,这时 living room 的 图片 ， 比 卧室 要 大 。,1,living room,,,,,,,,,,,,7,2,2,[0_3_4_6_7_8_9],[1_2],[5_10]
220,house 共 两 个 卧室 ， 一 个 阁楼 。,1,house,,,,,,,,,,,,7,1,2,[1_2_3_4_6_7_8],[0],[5_9]
221,house 厨房 ， 厕所 宽敞 明亮 。,1,house,,,,,,,,,,,,4,1,2,[1_3_4_5],[0],[2_6]
222,户型 ： 一 楼 是 超大 living room ， dining room 及 厨房 ；,1,living room ， dining room,,,,,,,,,,,,7,4,3,[0_2_3_4_5_11_12],[6_7_9_10],[1_8_13]
223,二 楼 是 三 间 卧室 和 一 个 full 卫生间 ；,1,full,,,,,,,,,,,,10,1,1,[0_1_2_3_4_5_6_7_8_10],[9],[11]
224,长 租 all gone ！,1,all gone,,,,,,,,,,,,2,2,1,[0_1],[2_3],[4]
225,room a$600 ( 双 人大 床 ） 已 租 ！,1,room,,,,,,,,,,,,5,1,4,[3_4_5_7_8],[0],[1_2_6_9]
226,价格 ： $400 / 月 ( 包 所有 utilities 费用 ) 。,1,utilities,,,,,,,,,,,,5,1,6,[0_4_6_7_9],[8],[1_2_3_5_10_11]
227,update : 房间 皆 已 出租,1,update,,,,,,,,,,,,4,1,1,[2_3_4_5],[0],[1]
228,精装 修 家具 全 free 无线 上网 !,1,free,,,,,,,,,,,,6,1,1,[0_1_2_3_5_6],[4],[7]
229,精装 修 、 家具 全 、 free 无线 上网 !,1,free,,,,,,,,,,,,6,1,3,[0_1_3_4_7_8],[6],[2_5_9]
230,oakland 的 干净 精致 好 房 您 不 能 错过 ！,1,oakland,,,,,,,,,,,,9,1,1,[1_2_3_4_5_6_7_8_9],[0],[10]
231,附近 有 cvs 等 超市 。,1,cvs,,,,,,,,,,,,4,1,1,[0_1_3_4],[2],[5]
232,可以 直接 签 lease ， 无 押金 ， 需要 预付 第一 个 月 房租 。,1,lease,,,,,,,,,,,,11,1,3,[0_1_2_5_6_8_9_10_11_12_13],[3],[4_7_14]
233,utility : 自理 （ 约 60-100 / 月 ）,1,utility,,,,,,,,,,,,3,1,5,[2_4_7],[0],[1_3_5_6_8]
234,要求 爱 干净 ， 没有 不良 习惯 ， 喜欢 孩子 ， 女生 优先 ， christian 优先 。,1,christian,,,,,,,,,,,,11,1,5,[0_1_2_4_5_6_8_9_11_12_15],[14],[3_7_10_13_16]
235,房子 介绍 ： 两 室 两 厅 ， 一 个 full bathroom ， 明亮 宽敞 ， 两 室 两 厅 房 ， 拎包 入住 。,1,full bathroom,,,,,,,,,,,,17,2,6,[0_1_3_4_5_6_8_9_13_14_16_17_18_19_20_22_23],[10_11],[2_7_12_15_21_24]
236,房子 介绍 ： 两 室 两 厅 ， 一 个 full bathroom ， 明亮 宽敞 ， 两 室 两 厅 房 ， 拎包 入住 。,1,full bathroom,,,,,,,,,,,,17,2,6,[0_1_3_4_5_6_8_9_13_14_16_17_18_19_20_22_23],[10_11],[2_7_12_15_21_24]
237,出门 走 一 分钟 不到 就 有 81-83 bus 。,1,bus,,,,,,,,,,,,7,1,2,[0_1_2_3_4_5_6],[8],[7_9]
238,leasing office 就 在 lobby ， 员工 也 非常 好 ， 有 什么 问题 随时 可以 找 他们 沟通 解决 。,2,leasing office,,lobby,,,,,,,,,,15,3,3,[2_3_6_7_8_9_11_12_13_14_15_16_17_18_19],[0_1_4],[5_10_20]
239,② 离 各 大 超市 近 （ giant eagle ；,1,giant eagle,,,,,,,,,,,,6,2,2,[0_1_2_3_4_5],[7_8],[6_9]
240,② 离 各 大 超市 近 （ giant eagle ；,1,giant eagle,,,,,,,,,,,,6,2,2,[0_1_2_3_4_5],[7_8],[6_9]
241,户型 ： 一 楼 是 超大 living room ， dining room 及 厨房 ；,1,living room ， dining room,,,,,,,,,,,,7,4,3,[0_2_3_4_5_11_12],[6_7_9_10],[1_8_13]
242,二 楼 是 三 间 卧室 和 一 个 full 卫生间 ；,1,full,,,,,,,,,,,,10,1,1,[0_1_2_3_4_5_6_7_8_10],[9],[11]
243,room a$600 ( 双 人大 床 ） 已 租 ！,1,room,,,,,,,,,,,,5,1,4,[3_4_5_7_8],[0],[1_2_6_9]
244,） 公寓 情况 ： mozart 是 匹兹堡 的 大 物业 ， arlington 是 mozart 的 物业 总部 ， 物业 维修 都 很 方便 。,3,mozart,,arlington,,mozart,,,,,,,,16,3,5,[1_2_5_6_7_8_9_12_14_15_16_18_19_20_21_22],[4_11_13],[0_3_10_17_23]
245,或 发 邮件 联系 ： [ url = ] em215,2,url,,em215,,,,,,,,,,4,1,4,[0_1_2_3],[6_9],[4_5_7_8]
246,环境 安静 ， apartments 评分 9.,1,apartments,,,,,,,,,,,,3,1,2,[0_1_4],[3],[2_5]
247,运动 方面 参加 pitt 射箭 队 ， 以及 会 一点 羽毛球 。,1,pitt,,,,,,,,,,,,9,1,2,[0_1_2_4_5_7_8_9_10],[3],[6_11]
248,［ 治安 ］ 附近 治安 好 ， 公寓 有 doorman ， 收发 快递 也 方便 。,1,doorman,,,,,,,,,,,,10,1,5,[1_3_4_5_7_8_11_12_13_14],[9],[0_2_6_10_15]
249,房子 在 bloom field bridge 旁边 。,1,bloom field bridge,,,,,,,,,,,,3,3,1,[0_1_5],[2_3_4],[6]
250,lebanon ， 该 区 高中 在 滨州 公立 排名 第九 。,1,lebanon,,,,,,,,,,,,8,1,2,[2_3_4_5_6_7_8_9],[0],[1_10]
251,物业 ： walnut 专人 负责 各 种 维修 ， 非常 安心 ；,1,walnut,,,,,,,,,,,,8,1,3,[0_3_4_5_6_7_9_10],[2],[1_8_11]
252,优点 ： 我 的 卧室 是 整 个 house 最 大 的 卧室 ， 两 扇 窗 采光 好 ， 冬天 暖气 也 很 足 ， 家具 齐全 ， 拎包 入住 ；,1,house,,,,,,,,,,,,25,1,6,[0_2_3_4_5_6_7_9_10_11_12_14_15_16_17_18_20_21_22_23_24_26_27_29_30],[8],[1_13_19_25_28_31]
253,房租 lease 到 7.,1,lease,,,,,,,,,,,,2,1,1,[0_2],[1],[3]
254,地址 位 于 beacon st.,1,beacon,,,,,,,,,,,,3,1,1,[0_1_2],[3],[4]
255,后院 有 私家 车库 ， beacon st .,1,beacon st,,,,,,,,,,,,4,2,2,[0_1_2_3],[5_6],[4_7]
256,二 楼 是 三 间 卧室 和 一 个 full 的 卫生间 。,1,full,,,,,,,,,,,,11,1,1,[0_1_2_3_4_5_6_7_8_10_11],[9],[12]
257,三 楼 是 一 卧 一 卫 的 studio 。,1,studio,,,,,,,,,,,,8,1,1,[0_1_2_3_4_5_6_7],[8],[9]
258,up up up 顶 一下 。,1,up up up,,,,,,,,,,,,2,3,1,[3_4],[0_1_2],[5]
259,八月 开始 可 签 一 年 lease 。,1,lease,,,,,,,,,,,,6,1,1,[0_1_2_3_4_5],[6],[7]
260,性格 非常 nice 好 相处 ， 绝对 不 会 打扰 你 。,1,nice,,,,,,,,,,,,9,1,2,[0_1_3_4_6_7_8_9_10],[2],[5_11]
261,有 pet 可以 商量,1,pet,,,,,,,,,,,,3,1,0,[0_2_3],[1],
262,walnut street 步行 15-20 mins ， 逛街 吃饭 超 方便,2,walnut street,,mins,,,,,,,,,,5,3,2,[2_6_7_8_9],[0_1_4],[3_5]
263,house 里 现 住 有 六 人 ， 三 个 是 匹 大 研究生 .,1,house,,,,,,,,,,,,12,1,2,[1_2_3_4_5_6_8_9_10_11_12_13],[0],[7_14]
264,房东 非常 nice ， 有 需要 和 修理 会 马上 处理 。,1,nice,,,,,,,,,,,,9,1,2,[0_1_4_5_6_7_8_9_10],[2],[3_11]
265,地处 squirrel hill ， 社区 安全 ， 步行 距离 可 达 中国 超市 ， 中国 餐馆 ， 超市 ， 方便 没有 车 的 同学 和 朋友 。,1,squirrel hill,,,,,,,,,,,,19,2,6,[0_4_5_7_8_9_10_11_12_14_15_17_19_20_21_22_23_24_25],[1_2],[3_6_13_16_18_26]
266,物业 ： walnut 专人 负责 各 种 维修 ， 非常 安心 ；,1,walnut,,,,,,,,,,,,8,1,3,[0_3_4_5_6_7_9_10],[2],[1_8_11]
267,联系 电话 or text ： 412-6518342 jane,2,or text,,jane,,,,,,,,,,2,3,2,[0_1],[2_3_6],[4_5]
268,有 attached 车库 可 用 。,1,attached,,,,,,,,,,,,4,1,1,[0_2_3_4],[1],[5]
269,安装 有 智能 panel ， 可以 远程 手机 调控 暖气 温度 和 开关 。,1,panel,,,,,,,,,,,,11,1,2,[0_1_2_5_6_7_8_9_10_11_12],[3],[4_13]
270,【 车库 】 ： attached 车库 。,1,attached,,,,,,,,,,,,2,1,4,[1_5],[4],[0_2_3_6]
271,【 bonus 】 : 房东 在 google 工作 ， 可以 内 推 加 mock interview,3,bonus,,google,,mock interview,,,,,,,,7,4,4,[4_5_7_9_10_11_12],[1_6_13_14],[0_2_3_8]
272,长 租 ： all gone,1,all gone,,,,,,,,,,,,2,2,1,[0_1],[3_4],[2]
273,后院 《 ——————————————————————————————— 》 deck,1,deck,,,,,,,,,,,,1,1,3,[0],[4],[1_2_3]
274,【 学习 娱乐 】 ： finished basement .,1,finished basement,,,,,,,,,,,,2,2,4,[1_2],[5_6],[0_3_4_7]
275,【 bonus 】 : 房东 在 google 工作 ， 可以 内 推 加 mock interview,3,bonus,,google,,mock interview,,,,,,,,7,4,4,[4_5_7_9_10_11_12],[1_6_13_14],[0_2_3_8]
276,main floor 格局 《 ——————————————————————————— 》 走廊,1,main floor,,,,,,,,,,,,2,2,3,[2_6],[0_1],[3_4_5]
277,水晶 吊灯 《 —————————————————————— 》 楼梯 to downstairs,1,to downstairs,,,,,,,,,,,,3,2,3,[0_1_5],[6_7],[2_3_4]
278,材料 是 cedar 。,1,cedar,,,,,,,,,,,,2,1,1,[0_1],[2],[3]
279,地下室 《 game room and study room 》 《 ———————————— 》 外观,1,game room and study room,,,,,,,,,,,,2,5,5,[0_11],[2_3_4_5_6],[1_7_8_9_10]
280,每个 房间 都 有 closet ， 图 中 黄色 部分 是 closet .,2,closet,,closet,,,,,,,,,,9,2,2,[0_1_2_3_6_7_8_9_10],[4_11],[5_12]
281,房东 在 google 工作 ， 可以 内 推 加 mock interview,2,google,,mock interview,,,,,,,,,,7,3,1,[0_1_3_5_6_7_8],[2_9_10],[4]
282,如果 感 兴趣 ， 请 通过 email 联系 em202,2,email,,em202,,,,,,,,,,6,1,1,[0_1_2_4_5_7],[6_8],[3]
283,如果 感 兴趣 ， 请 通过 email 联系 em202,2,email,,em202,,,,,,,,,,6,1,1,[0_1_2_4_5_7],[6_8],[3]
284,小区 居民 是 学生 和 年轻 学者 ， 学校 的 shuttle 从 门前 经过 ， 而且 很多 。,1,shuttle,,,,,,,,,,,,14,1,3,[0_1_2_3_4_5_6_8_9_11_12_13_15_16],[10],[7_14_17]
285,出门 走 一 分钟 不到 就 有 81-83 bus 。,1,bus,,,,,,,,,,,,7,1,2,[0_1_2_3_4_5_6],[8],[7_9]
286,leasing office 就 在 lobby ， 员工 也 非常 好 ， 有 什么 问题 随时 可以 找 他们 沟通 解决 。,2,leasing office,,lobby,,,,,,,,,,15,3,3,[2_3_6_7_8_9_11_12_13_14_15_16_17_18_19],[0_1_4],[5_10_20]
287,地点 ： oakland ;,1,oakland,,,,,,,,,,,,1,1,2,[0],[2],[1_3]
288,联系 方式 : email : em213,1,email : em213,,,,,,,,,,,,2,1,2,[0_1],[3_5],[2_4]
289,该 公寓 是 匹兹堡 最 火 的 公寓 ， 口碑 物业 meyers 旗下 最 受 中国 学生 欢迎 的 公寓 ， 性价比 高 。,1,meyers,,,,,,,,,,,,20,1,3,[0_1_2_3_4_5_6_7_9_10_12_13_14_15_16_17_18_19_21_22],[11],[8_20_23]
290,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,,downtown,,,,,,,,,,7,2,2,[0_1_3_4_5_7_8],[2_9],[6_10]
291,公寓 门口 可以 street parking 。,1,street parking,,,,,,,,,,,,3,2,1,[0_1_2],[3_4],[5]
292,lebanon ， 该 区 高中 在 滨州 公立 排名 第九 。,1,lebanon,,,,,,,,,,,,8,1,2,[2_3_4_5_6_7_8_9],[0],[1_10]
293,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,,downtown,,,,,,,,,,7,2,2,[0_1_3_4_5_7_8],[2_9],[6_10]
294,装修 好 的 single family house 在 forest hills ， 小区 环境 优美 ， 步行 3-5 分钟 有 两 个 公园 。,2,single family house,,forest hills,,,,,,,,,,13,5,4,[0_1_2_6_10_11_12_14_16_17_18_19_20],[3_4_5_7_8],[9_13_15_21]
295,有意 请 email ： em231,1,email ： em231,,,,,,,,,,,,2,1,1,[0_1],[2_4],[3]
296,地处 greenfield ， 周围 环境 安静 ， 邻里 和睦 ， 非常 安全,1,greenfield,,,,,,,,,,,,8,1,3,[0_3_4_5_7_8_10_11],[1],[2_6_9]
297,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,,downtown,,,,,,,,,,7,2,2,[0_1_3_4_5_7_8],[2_9],[6_10]
298,价格 ： $300 / 月 + utilities 费用 。,1,utilities,,,,,,,,,,,,3,1,5,[0_4_7],[6],[1_2_3_5_8]
299,rich neighborhood ， 非常 安全 ， 旁边 就 是 公园 ， 环境 很 好 很 安静 。,1,rich neighborhood,,,,,,,,,,,,11,2,4,[3_4_6_7_8_9_11_12_13_14_15],[0_1],[2_5_10_16]
300,trader joe's 和 target 更 是 在 步行 范围 内 。,2,trader,,target,,,,,,,,,,7,2,2,[2_4_5_6_7_8_9],[0_3],[1_10]
301,非常 便利 的 位置 ， 适合 summer,1,summer,,,,,,,,,,,,5,1,1,[0_1_2_3_5],[6],[4]
302,【 吃 货 福音 】 附近 有 sichuan gourmet ， 台湾 味 ， every day noodle ， 各 种 小吃 ， 以及 中 超 panda ， giant eagle 。,3,sichuan gourmet,,every day noodle,,panda ， giant eagle,,,,,,,,13,8,8,[1_2_3_5_6_10_11_17_18_19_21_22_23],[7_8_13_14_15_24_26_27],[0_4_9_12_16_20_25_28]
303,物业 是 mozart ， 房间 维修 处理 非常 及时 。,1,mozart,,,,,,,,,,,,7,1,2,[0_1_4_5_6_7_8],[2],[3_9]
304,utility : 自理 （ 约 70-100 / 月 ）,1,utility,,,,,,,,,,,,3,1,5,[2_4_7],[0],[1_3_5_6_8]
305,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,,downtown,,,,,,,,,,7,2,2,[0_1_3_4_5_7_8],[2_9],[6_10]
306,有意 者 可 联系 ， 电话 pn102 或 pn103 ， email ： em238,2,pn102,,pn103 ， email ： em238,,,,,,,,,,6,1,3,[0_1_2_3_5_7],[6_8_10_12],[4_9_11]
307,附近 有 giant eagle ， trader joe ' s 以及 target ， 步行 十 分钟 便 可 到达 ， 生活 上 也 十分 方便 。,2,giant eagle ， trader joe ' s,,target,,,,,,,,,,14,6,5,[0_1_9_12_13_14_15_16_17_19_20_21_22_23],[2_3_5_6_8_10],[4_7_11_18_24]
308,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,,downtown,,,,,,,,,,7,2,2,[0_1_3_4_5_7_8],[2_9],[6_10]
309,简单 介绍 一下 oak hill apt ！,1,oak hill apt,,,,,,,,,,,,3,3,1,[0_1_2],[3_4_5],[6]
310,apt 隶属 franklin west 旗下 ， 物业 管理 良好 ， 有 任何 问题 能 快速 免费 解决 。,2,apt,,franklin west,,,,,,,,,,12,3,3,[1_4_6_7_8_10_11_12_13_14_15_16],[0_2_3],[5_9_17]
311,附近 超市 有 whole foods ， target ， giant eagle ， trader joe ， 都 是 走路 十 分钟 左右 。,1,whole foods ， target ， giant eagle ， trader joe,,,,,,,,,,,,9,7,5,[0_1_2_14_15_16_17_18_19],[3_4_6_8_9_11_12],[5_7_10_13_20]
312,还有 很多 知名 餐厅 ， 例如 noodle head ， spoon 等等 ， 吃喝 不 愁 。,1,noodle head ， spoon,,,,,,,,,,,,9,3,4,[0_1_2_3_5_10_12_13_14],[6_7_9],[4_8_11_15]
313,manager 非常 好 说话 ；,1,manager,,,,,,,,,,,,3,1,1,[1_2_3],[0],[4]
314,现在 房间 还 是 available,1,available,,,,,,,,,,,,4,1,0,[0_1_2_3],[4],
315,欢迎 查询 ： email : em241,1,email : em241,,,,,,,,,,,,2,1,2,[0_1],[3_5],[2_4]
316,有 pet 可以 商量,1,pet,,,,,,,,,,,,3,1,0,[0_2_3],[1],
317,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,,downtown,,,,,,,,,,7,2,2,[0_1_3_4_5_7_8],[2_9],[6_10]
318,大家 一起 share 厨房 。,1,share,,,,,,,,,,,,3,1,1,[0_1_3],[2],[4]
319,我 是 刚 毕业 没 多久 的 young professional ， 安静 好 相处 ， 会 居家 也 爱 出去 浪 。,1,young professional,,,,,,,,,,,,16,2,3,[0_1_2_3_4_5_6_10_11_12_14_15_16_17_18_19],[7_8],[9_13_20]
320,房间 full size 床 非常 舒适 。,1,full size,,,,,,,,,,,,4,2,1,[0_3_4_5],[1_2],[6]
321,租户 仅限 gg mm 不 可以,1,gg mm,,,,,,,,,,,,4,2,0,[0_1_4_5],[2_3],
322,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,,downtown,,,,,,,,,,7,2,2,[0_1_3_4_5_7_8],[2_9],[6_10]
323,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,,downtown,,,,,,,,,,7,2,2,[0_1_3_4_5_7_8],[2_9],[6_10]
324,如果 感 兴趣 ， 请 通过 email 联系 em202,2,email,,em202,,,,,,,,,,6,1,1,[0_1_2_4_5_7],[6_8],[3]
325,房型 ： 非常 新 的 house,1,house,,,,,,,,,,,,4,1,1,[0_2_3_4],[5],[1]
326,有 pet 可以 商量,1,pet,,,,,,,,,,,,3,1,0,[0_2_3],[1],
327,从 「 现在 」 开始 租 ， 直接 和 manager 签 合同 ！,1,manager,,,,,,,,,,,,8,1,4,[0_2_4_5_7_8_10_11],[9],[1_3_6_12]
328,地处 greenfield ， 周围 环境 安静 ， 邻里 和睦 ， 非常 安全,1,greenfield,,,,,,,,,,,,8,1,3,[0_3_4_5_7_8_10_11],[1],[2_6_9]
329,有意 者 可 联系 ， 电话 pn102 或 pn103 ， email ： em238,2,pn102,,pn103 ， email ： em238,,,,,,,,,,6,1,3,[0_1_2_3_5_7],[6_8_10_12],[4_9_11]
330,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,,downtown,,,,,,,,,,7,2,2,[0_1_3_4_5_7_8],[2_9],[6_10]
331,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,,downtown,,,,,,,,,,7,2,2,[0_1_3_4_5_7_8],[2_9],[6_10]
332,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,,downtown,,,,,,,,,,7,2,2,[0_1_3_4_5_7_8],[2_9],[6_10]
333,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,,downtown,,,,,,,,,,7,2,2,[0_1_3_4_5_7_8],[2_9],[6_10]
334,up up up 保持 关注 哦,1,up up up,,,,,,,,,,,,3,3,0,[3_4_5],[0_1_2],
335,房型 ： house,1,house,,,,,,,,,,,,1,1,1,[0],[2],[1]
336,有 pet 可以 商量,1,pet,,,,,,,,,,,,3,1,0,[0_2_3],[1],
337,房东 也 很 nice 。,1,nice,,,,,,,,,,,,3,1,1,[0_1_2],[3],[4]
338,房子 共 三 层 ， 出租 的 是 二 楼 的 bedroom ， 二 楼 有 独立 厨房 和 卫生间 。,1,bedroom,,,,,,,,,,,,17,1,3,[0_1_2_3_5_6_7_8_9_10_13_14_15_16_17_18_19],[11],[4_12_20]
339,五 分钟 步行 到 54，71ac 车站 ， 周边 有 giant eagle ， cvs ， dollar general ， whole foods 等 超市 ， 生活 条件 便利 。,1,giant eagle ， cvs ， dollar general ， whole foods,,,,,,,,,,,,12,7,7,[0_1_2_3_5_7_8_19_20_22_23_24],[9_10_12_14_15_17_18],[4_6_11_13_16_21_25]
340,房租 是 $500 ， 包 水电 暖 网 以及 你 能 想到 的 一切 ， 房东 夫妇 人 非常 nice ， 有 什么 问题 随时 可以 给 他们 打 电话 求助 。,1,nice,,,,,,,,,,,,26,1,5,[0_1_4_5_6_7_8_9_10_11_12_13_15_16_17_18_21_22_23_24_25_26_27_28_29_30],[19],[2_3_14_20_31]
341,房子 离 frick park 仅 两 个 block ， 去 公园 里 运动 非常 方便 。,2,frick park,,block,,,,,,,,,,11,3,2,[0_1_4_5_6_9_10_11_12_13_14],[2_3_7],[8_15]
342,简单 介绍 一下 oak hill apt ！,1,oak hill apt,,,,,,,,,,,,3,3,1,[0_1_2],[3_4_5],[6]
343,地处 greenfield ， 周围 环境 安静 ， 邻里 和睦 ， 非常 安全,1,greenfield,,,,,,,,,,,,8,1,3,[0_3_4_5_7_8_10_11],[1],[2_6_9]
344,距离 cvs 5-10 分钟 ；,1,cvs,,,,,,,,,,,,2,1,2,[0_3],[1],[2_4]
345,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,2,bus,,downtown,,,,,,,,,,7,2,2,[0_1_3_4_5_7_8],[2_9],[6_10]
346,楼层 高度 适中 ， 背 对 north craig st 。,1,north craig st,,,,,,,,,,,,5,3,2,[0_1_2_4_5],[6_7_8],[3_9]
347,晚上 ， 有 学校 escort 直达 门口 。,1,escort,,,,,,,,,,,,5,1,2,[0_2_3_5_6],[4],[1_7]
