SentenceID,CodeSwitchedSentence,NumberOfCodeSwitching,CodeSwitch1,Translation1,CodeSwitch2,Translation2,CodeSwitch3,Translation3,CodeSwitch4,Translation4,CodeSwitch5,Translation5,CodeSwitch6,Translation6,ChineseWordCount,EnglishWordCount,PunctuationCount,IndicesOfChineseWord,IndicesOfCodeSwitchedWord,IndicesOfPunctuation
508,我 的 联系 方式 ： email : em386,1,email : em386,,,,,,,,,,,,4,1,2,[0_1_2_3],[5_7],[4_6]
509,我 的 email : em392,1,email : em392,,,,,,,,,,,,2,1,1,[0_1],[2_4],[3]
510,打包 free ！,1,free,,,,,,,,,,,,1,1,1,[0],[1],[2]
511,拍照 free !,1,free,,,,,,,,,,,,1,1,1,[0],[1],[2]
512,更新 条件 为 到 ist building 近 一点 ， 公交 频率 高 一点 。,1,ist building,,,,,,,,,,,,10,2,2,[0_1_2_3_6_7_9_10_11_12],[4_5],[8_13]
513,不 包含 各 种 utilities 。,1,utilities,,,,,,,,,,,,4,1,1,[0_1_2_3],[4],[5]
514,floor plan 如下 ：,1,floor plan,,,,,,,,,,,,1,2,1,[2],[0_1],[3]
515,请 联系 email : em43,1,email : em43,,,,,,,,,,,,2,1,1,[0_1],[2_4],[3]
516,代 八月 来 这儿 的 一 个 phd 朋友 发 的 。,1,phd,,,,,,,,,,,,10,1,1,[0_1_2_3_4_5_6_8_9_10],[7],[11]
517,要求 爱 干净 ， 不 要 party prince ， 不 养 宠物 。,1,party prince,,,,,,,,,,,,8,2,3,[0_1_2_4_5_9_10_11],[6_7],[3_8_12]
518,请 联系 微 信 ： rodin_9403 注明 ride,1,ride,,,,,,,,,,,,5,1,2,[0_1_2_3_6],[7],[4_5]
519,up ， lease 至 明年 暑假,1,up ， lease,,,,,,,,,,,,3,2,1,[3_4_5],[0_2],[1]
520,maintenance 大部分 都 在 bmw dealership 。,2,maintenance,,bmw dealership,,,,,,,,,,3,3,1,[1_2_3],[0_4_5],[6]
521,没 问题 ， 这 车 是 我 出差 nyc 和 dc 的 主力 。,2,nyc,,dc,,,,,,,,,,10,2,2,[0_1_3_4_5_6_7_9_11_12],[8_10],[2_13]
522,房子 到 bus 站 一 分钟 就 能 走到 ， 去 学校 非常 方便 ；,1,bus,,,,,,,,,,,,12,1,2,[0_1_3_4_5_6_7_8_10_11_12_13],[2],[9_14]
523,所以 all in all 每 个 月 花费 只 约 六百 刀 搞定 。,1,all in all,,,,,,,,,,,,10,3,1,[0_4_5_6_7_8_9_10_11_12],[1_2_3],[13]
524,具体 lease 时间 2017.,1,lease,,,,,,,,,,,,2,1,1,[0_2],[1],[3]
525,park forest villas 一 室 一 厅 。,1,park forest villas,,,,,,,,,,,,4,3,1,[3_4_5_6],[0_1_2],[7]
526,ie = utf8&psc=1 站 内 或者 联系 candy em311,2,ie,,candy em311,,,,,,,,,,4,2,2,[3_4_5_6],[0_7_8],[1_2]
527,可以 直接 送到 world trade center 吗 ？,1,world trade center,,,,,,,,,,,,4,3,1,[0_1_2_6],[3_4_5],[7]
528,可以 直接 送到 world trade center 吗 ？,1,world trade center,,,,,,,,,,,,4,3,1,[0_1_2_6],[3_4_5],[7]
529,填 ds-2019 表 信息 的 网页 上 ， 好像 说 的 是 ， 只要 满足 各 种 赔付 额 条件 的 保险 都 可以 申请 waiver,1,waiver,,,,,,,,,,,,22,1,3,[0_2_3_4_5_6_8_9_10_11_13_14_15_16_17_18_19_20_21_22_23_24],[25],[1_7_12]
530,女生 phd ， 请 问 房子 还 可以 租 吗 ？,1,phd,,,,,,,,,,,,8,1,2,[0_3_4_5_6_7_8_9],[1],[2_10]
531,里程 数 ： 60，000 mile 左右 。,1,mile,,,,,,,,,,,,3,1,3,[0_1_5],[4],[2_3_6]
532,bose 音响 。,1,bose,,,,,,,,,,,,1,1,1,[1],[0],[2]
533,不 走 gift 。,1,gift,,,,,,,,,,,,2,1,1,[0_1],[2],[3]
534,邮件 已 回 ~ 不 知道 这个 bbs 怎么 点 回复 啊 。,1,bbs,,,,,,,,,,,,10,1,2,[0_1_2_4_5_6_8_9_10_11],[7],[3_12]
535,有偿 求 ride ， 可以 一起 租车 走 ！,1,ride,,,,,,,,,,,,6,1,2,[0_1_4_5_6_7],[2],[3_8]
536,求 ride ， 非常 感谢,1,ride,,,,,,,,,,,,3,1,1,[0_3_4],[1],[2]
537,短信 我 eight one four eight eight zero-four five six eight,1,eight one four eight eight zero-four five six eight,,,,,,,,,,,,2,8,1,[0_1],[2_3_4_5_6_8_9_10],[7]
538,） 岁 以上 跟 学校 的 差不多 价格 ， 大概 是 $300 / month,1,month,,,,,,,,,,,,9,1,4,[1_2_3_4_5_6_7_9_10],[13],[0_8_11_12]
539,再者 waiver 填 表格 麻烦 吗 ？,1,waiver,,,,,,,,,,,,5,1,1,[0_2_3_4_5],[1],[6]
540,欢迎 站 内 或 联系 candy em311,1,candy em311,,,,,,,,,,,,5,1,0,[0_1_2_3_4],[5_6],
541,如 标题 ， 求 几 天 短 租用 来 寻 个 住处 在 我 两 个 房屋 lease 之间 过渡 。,1,lease,,,,,,,,,,,,18,1,2,[0_1_3_4_5_6_7_8_9_10_11_12_13_14_15_16_18_19],[17],[2_20]
542,欢迎 站 内 或 联系 candy em311,1,candy em311,,,,,,,,,,,,5,1,0,[0_1_2_3_4],[5_6],
543,有偿 求 ride 。,1,ride,,,,,,,,,,,,2,1,1,[0_1],[2],[3]
544,学校 后面 的 lion surplus 里面 有 很多 ， 非常 划算 。,1,lion surplus,,,,,,,,,,,,8,2,2,[0_1_2_5_6_7_9_10],[3_4],[8_11]
545,打包 free ！,1,free,,,,,,,,,,,,1,1,1,[0],[1],[2]
546,拍照 free !,1,free,,,,,,,,,,,,1,1,1,[0],[1],[2]
547,如果 有 喜欢 狗 狗 的 朋友 愿意 帮忙 照看 lucio ， 我 愿意 付 合适 的 酬劳 ， 并且 提供 狗 粮 、 狗 玩具 等 用品 。,1,lucio,,,,,,,,,,,,24,1,4,[0_1_2_3_4_5_6_7_8_9_12_13_14_15_16_17_19_20_21_22_24_25_26_27],[10],[11_18_23_28]
548,国内 ota 行业 no.,1,ota,,,,,,,,,,,,2,1,1,[0_2],[1],[3]
549,你 要 去 nyc 还是 哪 啊 ？,1,nyc,,,,,,,,,,,,6,1,1,[0_1_2_4_5_6],[3],[7]
550,你 要 去 nyc 还是 哪 啊 ？,1,nyc,,,,,,,,,,,,6,1,1,[0_1_2_4_5_6],[3],[7]
551,你 要 去 nyc 还是 哪 啊 ？,1,nyc,,,,,,,,,,,,6,1,1,[0_1_2_4_5_6],[3],[7]
552,你 要 去 nyc 还是 哪 啊 ？,1,nyc,,,,,,,,,,,,6,1,1,[0_1_2_4_5_6],[3],[7]
553,距离 学校 开车 十 分钟 ， 也 有 公交 和 学校 的 shuttle ， 距离 超市 （ giant ） 非常 近 走路 可以 到 。,2,shuttle,,giant,,,,,,,,,,18,2,5,[0_1_2_3_4_6_7_8_9_10_11_14_15_19_20_21_22_23],[12_17],[5_13_16_18_24]
554,交通 方便 ， 小区 有 hp ， vn ， nv 线 。,1,hp ， vn ， nv,,,,,,,,,,,,5,3,4,[0_1_3_4_10],[5_7_9],[2_6_8_11]
555,clubhouse 有 免费 彩印 ， 复印 服务 。,1,clubhouse,,,,,,,,,,,,5,1,2,[1_2_3_5_6],[0],[4_7]
556,各位 师兄 师姐 ， 我 找 了 一 圈 房子 ， 最后 看到 imperial tower 还 可以 申请 ， 就 发 邮件 申请 了 。,1,imperial tower,,,,,,,,,,,,19,2,4,[0_1_2_4_5_6_7_8_9_11_12_15_16_17_19_20_21_22_23],[13_14],[3_10_18_24]
557,车 是 自动 挡 automatic transmission 的 。,1,automatic transmission,,,,,,,,,,,,5,2,1,[0_1_2_3_6],[4_5],[7]
558,价格 8200$ ， cash only ， 当天 办理 title 转让 手续 。,2,cash only,,title,,,,,,,,,,5,3,4,[0_6_7_9_10],[3_4_8],[1_2_5_11]
559,帮忙 发 帖子 ~ 非常 好 的 房子 欢迎 联系 lease ： 7/14/2017 to 7/31/2018 .,2,lease,,to,,,,,,,,,,9,2,5,[0_1_2_4_5_6_7_8_9],[10_13],[3_11_12_14_15]
560,不过 这个 区域 是 不 太 适合 家庭 有 孩子 的 ， 我 在 state college 住 了 好 几 年 的 感觉 。,1,state college,,,,,,,,,,,,20,2,2,[0_1_2_3_4_5_6_7_8_9_10_12_13_16_17_18_19_20_21_22],[14_15],[11_23]
561,office 人 很 好 。,1,office,,,,,,,,,,,,3,1,1,[1_2_3],[0],[4]
562,出租 的 房间 是 二 层 两 个 bedroom 其中 的 一 间 。,1,bedroom,,,,,,,,,,,,12,1,1,[0_1_2_3_4_5_6_7_9_10_11_12],[8],[13]
563,最好 是 男生 ， 如果 是 女生 需要 跟 另 一 个 男生 share 一 个 bathroom 。,2,share,,bathroom,,,,,,,,,,14,2,2,[0_1_2_4_5_6_7_8_9_10_11_12_14_15],[13_16],[3_17]
564,小区 提供 visitor parking 。,1,visitor parking,,,,,,,,,,,,2,2,1,[0_1],[2_3],[4]
565,还有 健身房 和 泳池 在 clubhouse 附近 。,1,clubhouse,,,,,,,,,,,,6,1,1,[0_1_2_3_4_6],[5],[7]
566,顺便 说 ： office 的 人 很 nice 的 ～,2,office,,nice,,,,,,,,,,6,2,2,[0_1_4_5_6_8],[3_7],[2_9]
567,最近 找 房 看 了 一 圈 ， 表示 villas 往返 学校 的 交通 太 不 便利 了 ， 必须 得 有 车 ， 而且 客厅 和 房间 都 比较 小 。,1,villas,,,,,,,,,,,,27,1,4,[0_1_2_3_4_5_6_8_10_11_12_13_14_15_16_17_19_20_21_22_24_25_26_27_28_29_30],[9],[7_18_23_31]
568,可以 一起 租车 去 jfk ！,1,jfk,,,,,,,,,,,,4,1,1,[0_1_2_3],[4],[5]
569,hi 同学 ， 你 找到 ride 了 吗 ？,2,hi,,ride,,,,,,,,,,5,2,2,[1_3_4_6_7],[0_5],[2_8]
570,hi 同学 ， 你 找到 ride 了 吗 ？,2,hi,,ride,,,,,,,,,,5,2,2,[1_3_4_6_7],[0_5],[2_8]
571,hi 同学 ， 你 找到 ride 了 吗 ？,2,hi,,ride,,,,,,,,,,5,2,2,[1_3_4_6_7],[0_5],[2_8]
572,crest terrace 是 state college 性价比 最高 的 小区 。,2,crest terrace,,state college,,,,,,,,,,5,4,1,[2_5_6_7_8],[0_1_3_4],[9]
573,hello 大家 好 ， 本人 男 ， 由于 新 apartment 要 到 8.,2,hello,,apartment,,,,,,,,,,8,2,3,[1_2_4_5_7_8_10_11],[0_9],[3_6_12]
574,况且 park forest 这么 抢手 的 小区 不用 担心 租 不 出去 。,1,park forest,,,,,,,,,,,,10,2,1,[0_3_4_5_6_7_8_9_10_11],[1_2],[12]
575,或者 有 定期 去 state college ymca 游泳 的 ， 可以 结伴 一起 。,1,state college ymca,,,,,,,,,,,,9,3,2,[0_1_2_3_7_8_10_11_12],[4_5_6],[9_13]
576,毕业 出售 full size mattress and box ， queen size box ， 饭桌 ， 学习 桌 ， 转椅 ， 立地 灯 ， 椅子 ， 儿童 自行车,1,full size mattress and box ， queen size box,,,,,,,,,,,,11,8,7,[0_1_12_14_15_17_19_20_22_24_25],[2_3_4_5_6_8_9_10],[7_11_13_16_18_21_23]
577,有的 小区 不 需要 permit ， 可以 直接 停 在 那里 吧,1,permit,,,,,,,,,,,,10,1,1,[0_1_2_3_6_7_8_9_10_11],[4],[5]
578,有的 小区 不 需要 permit ， 可以 直接 停 在 那里 吧,1,permit,,,,,,,,,,,,10,1,1,[0_1_2_3_6_7_8_9_10_11],[4],[5]
579,还有 club house ！,1,club house,,,,,,,,,,,,1,2,1,[0],[1_2],[3]
580,（ 仅限 研究生 ） furnished !,1,furnished,,,,,,,,,,,,2,1,3,[1_2],[4],[0_3_5]
581,（ 禁止 吸烟 ） no pets !,1,no pets,,,,,,,,,,,,2,2,3,[1_2],[4_5],[0_3_6]
582,（ 不 能 养 宠物 ） not on a bus route !,1,not on a bus route,,,,,,,,,,,,4,5,3,[1_2_3_4],[6_7_8_9_10],[0_5_11]
583,（ 附近 没有 公交 站点 ） kitchen and bathroom are shared .,1,kitchen and bathroom are shared,,,,,,,,,,,,4,5,3,[1_2_3_4],[6_7_8_9_10],[0_5_11]
584,（ 共用 厨房 和 卫生间 ） in the house ， there are two other tenants and an owner.,1,in the house ， there are two other tenants and an,,,,,,,,,,,,4,10,4,[1_2_3_4],[6_7_8_10_11_12_13_14_15_16],[0_5_9_17]
585,更新 ： 已经 决定 坐 bus 了 ， 谢谢 大家 ！,1,bus,,,,,,,,,,,,7,1,3,[0_2_3_4_6_8_9],[5],[1_7_10]
586,因为 现在 租 的 房子 和 下 学年 的 房子 lease 之间 有 个 gap ， 大概 一 个 月 时间 ， 所以 希望 能 租 一 个 短期 的 房间 。,2,lease,,gap,,,,,,,,,,27,2,3,[0_1_2_3_4_5_6_7_8_9_11_12_13_16_17_18_19_20_22_23_24_25_26_27_28_29_30],[10_14],[15_21_31]
587,本人 男 ， 在 读 phd ， 对 具体 的 房间 没有 要求 ， 床 和 桌子 我 自己 也 可以 带 过去 ， 所以 只 希望 有 个 能 睡觉 的 房间 就 好 。,1,phd,,,,,,,,,,,,30,1,5,[0_1_3_4_7_8_9_10_11_12_14_15_16_17_18_19_20_21_22_24_25_26_27_28_29_30_31_32_33_34],[5],[2_6_13_23_35]
588,printer / 打印机,1,printer,,,,,,,,,,,,1,1,1,[2],[0],[1]
589,fan / 风扇,1,fan,,,,,,,,,,,,1,1,1,[2],[0],[1]
590,vacuum cleaner / 吸尘器,1,vacuum cleaner,,,,,,,,,,,,1,2,1,[3],[0_1],[2]
591,我 这里 有 一 个 copper beech 的 房子 。,1,copper beech,,,,,,,,,,,,7,2,1,[0_1_2_3_4_7_8],[5_6],[9]
592,hi ， 如 题 ， 往返 boston ， 6.,2,hi,,boston,,,,,,,,,,3,2,4,[2_3_5],[0_6],[1_4_7_8]
593,park crest terrace 是 state college 性价比 最高 的 小区 。,2,park crest terrace,,state college,,,,,,,,,,5,5,1,[3_6_7_8_9],[0_1_2_4_5],[10]
594,beech 房子 ， 带 独立 卫生间 ， 拎包 入住 。,1,beech,,,,,,,,,,,,6,1,3,[1_3_4_5_7_8],[0],[2_6_9]
595,位置 ： copper beech,1,copper beech,,,,,,,,,,,,1,2,1,[0],[2_3],[1]
596,如有 需要 ， 请 联系 联系 方式 ： email ： em346,1,email ： em346,,,,,,,,,,,,6,1,3,[0_1_3_4_5_6],[8_10],[2_7_9]
597,房东 是 杨 太太 ， 人 非常 nice 。,1,nice,,,,,,,,,,,,6,1,2,[0_1_2_3_5_6],[7],[4_8]
598,房东 是 杨 太太 ， 人 非常 nice 。,1,nice,,,,,,,,,,,,6,1,2,[0_1_2_3_5_6],[7],[4_8]
599,有 兴趣 租 fall semester .,1,fall semester,,,,,,,,,,,,3,2,1,[0_1_2],[3_4],[5]
600,二 楼 有 厨房 ， 餐厅 ， 客厅 ， 两 个 卧室 ， 浴室 ( full bath ) 。,1,full bath,,,,,,,,,,,,10,2,7,[0_1_2_3_5_7_9_10_11_13],[15_16],[4_6_8_12_14_17_18]
601,leasing office 有 健身房 和 游泳池 。,1,leasing office,,,,,,,,,,,,4,2,1,[2_3_4_5],[0_1],[6]
602,本人 在 penn state 做 博 后 。,1,penn state,,,,,,,,,,,,5,2,1,[0_1_4_5_6],[2_3],[7]
603,park forest apartment 的 两 室 一 厅 ， 时间 很 合适 ， 请 联系 我 ， 我 给 你 发 邮件 显示 错误 。,1,park forest apartment,,,,,,,,,,,,18,3,4,[3_4_5_6_7_9_10_11_13_14_15_17_18_19_20_21_22_23],[0_1_2],[8_12_16_24]
604,小区 在 w cherry ln ， 环境 很 好 ， 很 安静 ， 各 种 交通 通行 方便 。,1,w cherry ln,,,,,,,,,,,,12,3,4,[0_1_6_7_8_10_11_13_14_15_16_17],[2_3_4],[5_9_12_18]
605,两 层 ， 五 个 卧室 ， 两 个 full 卫生间 ( 都 有 浴缸 ) 。,1,full,,,,,,,,,,,,11,1,5,[0_1_3_4_5_7_8_10_12_13_14],[9],[2_6_11_15_16]
606,group lease 可以 优惠 。,1,group lease,,,,,,,,,,,,2,2,1,[2_3],[0_1],[4]
607,我 最近 还 开车 去 了 趟 华盛顿 和 pittsburgh .,1,pittsburgh,,,,,,,,,,,,9,1,1,[0_1_2_3_4_5_6_7_8],[9],[10]
608,还 有 一些 台灯 啥 的 ～ free,1,free,,,,,,,,,,,,6,1,1,[0_1_2_3_4_5],[7],[6]
609,小区 有 健身房 ， bus 卡 。,1,bus,,,,,,,,,,,,4,1,2,[0_1_2_5],[4],[3_6]
610,希望 男生 phd 入住 。,1,phd,,,,,,,,,,,,3,1,1,[0_1_3],[2],[4]
611,update : 已 出租 至 九月 末 。,1,update,,,,,,,,,,,,5,1,2,[2_3_4_5_6],[0],[1_7]
612,小区 门口 就 有 bus ， 却 学校 方便 。,1,bus,,,,,,,,,,,,7,1,2,[0_1_2_3_6_7_8],[4],[5_9]
613,方便 提供 ride 的 同学 ， 请 联系 电话 pn153 ， 感谢 ！,2,ride,,pn153,,,,,,,,,,8,1,3,[0_1_3_4_6_7_8_11],[2_9],[5_10_12]
614,欢迎 站 内 信 或 email ： em427,1,email ： em427,,,,,,,,,,,,5,1,1,[0_1_2_3_4],[5_7],[6]
615,二 楼 living room （ 带 一 个 卫生间 ） ， kitchen ， dining room 。,2,living room,,kitchen ， dining room,,,,,,,,,,6,5,5,[0_1_5_6_7_8],[2_3_11_13_14],[4_9_10_12_15]
616,有意 向 者 ， 请 发 英文 简历 （ resume ） 及 职位 申请书 （ cover letter ） 到,2,resume,,cover letter,,,,,,,,,,11,3,5,[0_1_2_4_5_6_7_11_12_13_18],[9_15_16],[3_8_10_14_17]
617,college court 一 室 一 厅 ， 家具 ， 水 ， 电 ， 网 ， 全 包 ： $690 / month ， 六月 中旬 拎包 入住 。,2,college court,,month,,,,,,,,,,14,3,10,[2_3_4_5_7_9_11_13_15_16_22_23_24_25],[0_1_20],[6_8_10_12_14_17_18_19_21_26]
618,打包 free ！,1,free,,,,,,,,,,,,1,1,1,[0],[1],[2]
619,拍照 free !,1,free,,,,,,,,,,,,1,1,1,[0],[1],[2]
620,具体 联系 方式 : email : em468,1,email : em468,,,,,,,,,,,,3,1,2,[0_1_2],[4_6],[3_5]
621,小区 有 自己 的 住户 网站 ， 所有 request 都 可以 在 网上 完成 ， 或者 打 电话 。,1,request,,,,,,,,,,,,15,1,3,[0_1_2_3_4_5_7_9_10_11_12_13_15_16_17],[8],[6_14_18]
622,入住 时间 是 年 ， lease 的 期限 是 一 年 到 。,1,lease,,,,,,,,,,,,10,1,2,[0_1_2_3_6_7_8_9_10_11],[5],[4_12]
623,为了 证明 本 帖 不 是 骗子 ， 我们 可以 给 有 兴趣 的 同学 看 lease 文件 ( x2 ： 我 的 和 要 转 的 同学 的 ) ， 成交 之后 的 社区 网络 账号 啥 的 也 都 会 转交 给 你 。,2,lease,,x2,,,,,,,,,,38,2,6,[0_1_2_3_4_5_6_8_9_10_11_12_13_14_15_17_21_22_23_24_25_26_27_28_31_32_33_34_35_36_37_38_39_40_41_42_43_44],[16_19],[7_18_20_29_30_45]
624,二 楼 living room （ 带 一 个 卫生间 ） ， kitchen ， dining room 。,2,living room,,kitchen ， dining room,,,,,,,,,,6,5,5,[0_1_5_6_7_8],[2_3_11_13_14],[4_9_10_12_15]
625,伦敦 furniture and household goods 低价 转让 ， 部.,1,furniture and household goods,,,,,,,,,,,,3,4,2,[0_5_6],[1_2_3_4],[7_8]
626,全 真 mock interviews,1,mock interviews,,,,,,,,,,,,2,2,0,[0_1],[2_3],
627,简历 修改 ， 建立 职业 profile,1,profile,,,,,,,,,,,,4,1,1,[0_1_3_4],[5],[2]
628,全 真 mock interviews,1,mock interviews,,,,,,,,,,,,2,2,0,[0_1],[2_3],
629,简历 修改 ， 建立 职业 profile,1,profile,,,,,,,,,,,,4,1,1,[0_1_3_4],[5],[2]
630,要求 安静 ， 安静 ， 安静 不 开 party ， 干净 。,1,party,,,,,,,,,,,,7,1,4,[0_1_3_5_6_7_10],[8],[2_4_9_11]
631,house 和 apartment 都 可以 。,2,house,,apartment,,,,,,,,,,3,2,1,[1_3_4],[0_2],[5]
632,你 好 ， 你 是 penn state great valley school of graduate professional studies 的 吗 ？,1,penn state great valley school of graduate professional studies,,,,,,,,,,,,6,9,2,[0_1_3_4_14_15],[5_6_7_8_9_10_11_12_13],[2_16]
633,queen size 床 一 个 。,1,queen size,,,,,,,,,,,,3,2,1,[2_3_4],[0_1],[5]
634,mattress ， box spring ， bed frame 三 样 都 齐全 。,1,mattress ， box spring ， bed frame,,,,,,,,,,,,4,5,3,[7_8_9_10],[0_2_3_5_6],[1_4_11]
635,the pointe 其中 一 间 最大 暑假 短 租 房间 带 家具 拎包 入住 。,1,the pointe,,,,,,,,,,,,12,2,1,[2_3_4_5_6_7_8_9_10_11_12_13],[0_1],[14]
636,不 养 宠物 ， 不 开 party,1,party,,,,,,,,,,,,5,1,1,[0_1_2_4_5],[6],[3]
637,租房 时 没 注意 ， 发现 orientation 比 lease 要 早 一 周 ， 所以 找 一 个 带 独立 卫浴 的 房间 过渡 这 一 周 。,2,orientation,,lease,,,,,,,,,,23,2,3,[0_1_2_3_5_7_9_10_11_12_14_15_16_17_18_19_20_21_22_23_24_25_26],[6_8],[4_13_27]
638,所有 保养 均 在 nissan dealer ， 车况 良好 。,1,nissan dealer,,,,,,,,,,,,6,2,2,[0_1_2_3_7_8],[4_5],[6_9]
639,一 楼 living room ， kitchen ， dining room ， 一 个 卫生间 .,1,living room ， kitchen ， dining room,,,,,,,,,,,,5,5,4,[0_1_10_11_12],[2_3_5_7_8],[4_6_9_13]
640,可 步行 去 各 种 超市 如 giant ，,1,giant,,,,,,,,,,,,7,1,1,[0_1_2_3_4_5_6],[7],[8]
641,一 个 大 箱子 ， 求 ride ！,1,ride,,,,,,,,,,,,5,1,2,[0_1_2_3_5],[6],[4_7]
642,希望 全 是 女生 roommates 。,1,roommates,,,,,,,,,,,,4,1,1,[0_1_2_3],[4],[5]
643,office 人 很 好 。,1,office,,,,,,,,,,,,3,1,1,[1_2_3],[0],[4]
644,目前 针对 学生 需要 打包 用 的 箱子 全部 free 哦 ！,1,free,,,,,,,,,,,,10,1,1,[0_1_2_3_4_5_6_7_8_10],[9],[11]
645,打包 free ！,1,free,,,,,,,,,,,,1,1,1,[0],[1],[2]
646,拍照 free !,1,free,,,,,,,,,,,,1,1,1,[0],[1],[2]
647,小区 提供 visitor parking 。,1,visitor parking,,,,,,,,,,,,2,2,1,[0_1],[2_3],[4]
648,如果 我 签 一 年 的 合同 ， 是 和 你 签 还是 和 officer 签 。,1,officer,,,,,,,,,,,,14,1,2,[0_1_2_3_4_5_6_8_9_10_11_12_13_15],[14],[7_16]
649,提供 ride ， 5.,1,ride,,,,,,,,,,,,1,1,2,[0],[1],[2_3]
650,因为 本人 要 参加 一 个 summer institute ， 所以 将 自己 的 卧室 短 租 出去 一 个 半 月 ， 有 家具 。,1,summer institute,,,,,,,,,,,,20,2,3,[0_1_2_3_4_5_9_10_11_12_13_14_15_16_17_18_19_20_22_23],[6_7],[8_21_24]
651,来 state college 将近 一 年 时间 ， 考察 了 多个 小区 以后 选中 the view 小区 。,2,state college,,the view,,,,,,,,,,12,4,2,[0_3_4_5_6_8_9_10_11_12_13_16],[1_2_14_15],[7_17]
652,二 层 是 三 间 卧室 和 两 个 full bathrooms 。,1,full bathrooms,,,,,,,,,,,,9,2,1,[0_1_2_3_4_5_6_7_8],[9_10],[11]
653,最好 能 在 stratford dr .,1,stratford dr,,,,,,,,,,,,3,2,1,[0_1_2],[3_4],[5]
654,安静 、 不 开 party 、 作息 规律 。,1,party,,,,,,,,,,,,5,1,3,[0_2_3_6_7],[4],[1_5_8]
655,或 email ： em479,1,email ： em479,,,,,,,,,,,,1,1,1,[0],[1_3],[2]
656,求 ride 去 纽约 ！,1,ride,,,,,,,,,,,,3,1,1,[0_2_3],[1],[4]
657,bus 要 十 多 分钟,1,bus,,,,,,,,,,,,4,1,0,[1_2_3_4],[0],
658,房屋 北面 是 orchard park 公园 。,1,orchard park,,,,,,,,,,,,4,2,1,[0_1_2_5],[3_4],[6]
659,全新 lease 8/5/2017-7/31/2018 。,1,lease,,,,,,,,,,,,1,1,2,[0],[1],[2_3]
660,转 bus pass，$45 有效期 至 june 30/2017 站 短,2,bus,,june,,,,,,,,,,5,2,2,[0_3_4_7_8],[1_5],[2_6]
661,目前 针对 学生 需要 打包 用 的 箱子 全部 free 哦 ！,1,free,,,,,,,,,,,,10,1,1,[0_1_2_3_4_5_6_7_8_10],[9],[11]
662,所以 这些 东西 全部 都 送给 要 续签 这个 lease 的 人 。,1,lease,,,,,,,,,,,,11,1,1,[0_1_2_3_4_5_6_7_8_10_11],[9],[12]
663,目前 下 学期 貌似 copper beech 会 安排 两 个 男生 过来 。,1,copper beech,,,,,,,,,,,,10,2,1,[0_1_2_3_6_7_8_9_10_11],[4_5],[12]
664,group lease 可以 优惠 。,1,group lease,,,,,,,,,,,,2,2,1,[2_3],[0_1],[4]
665,已经 有 一 位 可以 加入 group lease .,1,group lease,,,,,,,,,,,,6,2,1,[0_1_2_3_4_5],[6_7],[8]
666,有意 向 者 ， 请 发 英文 简历 （ resume ） 及 职位 申请书 （ cover letter ） 到,2,resume,,cover letter,,,,,,,,,,11,3,5,[0_1_2_4_5_6_7_11_12_13_18],[9_15_16],[3_8_10_14_17]
667,该 房子 位于 parkway plaza 小区 的 logan house ， 性价比 极高 。,2,parkway plaza,,logan house,,,,,,,,,,7,4,2,[0_1_2_5_6_10_11],[3_4_7_8],[9_12]
668,小区 概况 ： 该 小区 在 penn state 南边 ， 生活 和 学习 都 很 方便 ， 而且 ， 小区 非常 安全 。,1,penn state,,,,,,,,,,,,16,2,5,[0_1_3_4_5_8_10_11_12_13_14_15_17_19_20_21],[6_7],[2_9_16_18_22]
669,药店 ： rite aid pharmacy ；,1,rite aid pharmacy,,,,,,,,,,,,1,3,2,[0],[2_3_4],[1_5]
670,你 好 ， 我 认识 一 个 姐姐 是 这里 的 real estate agent ， 你 可以 联系 她 看看 。,1,real estate agent,,,,,,,,,,,,15,3,3,[0_1_3_4_5_6_7_8_9_10_15_16_17_18_19],[11_12_13],[2_14_20]
671,房间 很 大 ， 每 个 人 独立 的 bedroom 和 bathroom ， utility 基本 全 包 ， furnished ， 免费 停车 。,3,bedroom,,bathroom ， utility,,furnished,,,,,,,,14,4,5,[0_1_2_4_5_6_7_8_10_14_15_16_20_21],[9_11_13_18],[3_12_17_19_22]
672,离 学校 很 近 ， 有 bus pass 。,1,bus pass,,,,,,,,,,,,5,2,2,[0_1_2_3_5],[6_7],[4_8]
673,king size 的 床 。,1,king size,,,,,,,,,,,,2,2,1,[2_3],[0_1],[4]
674,我们 move out 前 会 把 一切 打扫 干净 ， 各 种 家具 齐全 可 拎包 入 ！,1,move out,,,,,,,,,,,,14,2,2,[0_3_4_5_6_7_8_10_11_12_13_14_15_16],[1_2],[9_17]
675,the pointe 四 人间 其中 的 一 间 ， 独立 卫浴 ， 非常 隐私 。,1,the pointe,,,,,,,,,,,,10,2,3,[2_3_4_5_6_7_9_10_12_13],[0_1],[8_11_14]
676,在 lion's gate apartment,1,gate apartment,,,,,,,,,,,,1,2,1,[0],[2_3],[1]
677,从 state college 去 纽约,1,state college,,,,,,,,,,,,3,2,0,[0_3_4],[1_2],
678,无 party 嗜好 。,1,party,,,,,,,,,,,,2,1,1,[0_2],[1],[3]
679,我 的 email em488,1,email em488,,,,,,,,,,,,2,1,0,[0_1],[2_3],
