SentenceID,CodeSwitchedSentence,NumberOfCodeSwitching,CodeSwitch1,Translation1,CodeSwitch2,Translation2,CodeSwitch3,Translation3,CodeSwitch4,Translation4,CodeSwitch5,Translation5,CodeSwitch6,Translation6,ChineseWordCount,EnglishWordCount,PunctuationCount,IndicesOfChineseWord,IndicesOfCodeSwitchedWord,IndicesOfPunctuation
444,这 是 one bedroom apartment .,1,one bedroom apartment,,,,,,,,,,,,2,3,1,[0_1],[2_3_4],[5]
445,ding 我 顶 我 再 顶,1,ding,,,,,,,,,,,,5,1,0,[1_2_3_4_5],[0],
446,五 分钟 步行 到 murray ave ， 这 条 路 上 有 各 种 餐馆 和 超市 ， 生活 十分 方便 。,1,murray ave,,,,,,,,,,,,17,2,3,[0_1_2_3_7_8_9_10_11_12_13_14_15_16_18_19_20],[4_5],[6_17_21]
447,地下室 有 洗衣机 和 干 衣 机  kitchen with electric stove ， oven ， fridge ， freezer,1,kitchen with electric stove ， oven ， fridge ， freezer,,,,,,,,,,,,7,7,4,[0_1_2_3_4_5_6],[8_9_10_11_13_15_17],[7_12_14_16]
448,步行 可 达 四 大 超市 whole foods ， targets ， trader joe's 和 giant eagles （ 五 分钟 距离 ） ， 周围 各 种 餐馆 ， 生活 便利 。,2,whole foods ， targets ， trader,,giant eagles,,,,,,,,,,16,6,8,[0_1_2_3_4_5_13_17_18_19_22_23_24_25_27_28],[6_7_9_11_14_15],[8_10_12_16_20_21_26_29]
449,现有 两 匹 大 男生 ， 一 master 一 phd ， 很 好 相处 。,2,master,,phd,,,,,,,,,,10,2,3,[0_1_2_3_4_6_8_11_12_13],[7_9],[5_10_14]
450,整个 house 不 单独 租 一 个 卧室 ， 希望 同学 结伴 租 整 个 house 。,2,house,,house,,,,,,,,,,13,2,2,[0_2_3_4_5_6_7_9_10_11_12_13_14],[1_15],[8_16]
451,希望 是 yearly lease starting june 1.,1,yearly lease starting june,,,,,,,,,,,,2,4,1,[0_1],[2_3_4_5],[6]
452,海湾 和 远山 ， space needle ， fantastic 夜景 。,1,space needle ， fantastic,,,,,,,,,,,,4,3,3,[0_1_2_8],[4_5_7],[3_6_9]
453,最好 是 studio ， 一 室 一 厅 或者 独立 卧室 。,1,studio,,,,,,,,,,,,9,1,2,[0_1_4_5_6_7_8_9_10],[2],[3_11]
454,单独 饭厅 ， 后院 可 免费 停车 ， 包 utility ， 全 套 家具 .,1,utility,,,,,,,,,,,,10,1,4,[0_1_3_4_5_6_8_11_12_13],[9],[2_7_10_14]
455,管理 公司 是 口碑 很 好 的 meyers management 。,1,meyers management,,,,,,,,,,,,7,2,1,[0_1_2_3_4_5_6],[7_8],[9]
456,p1&p2 去 downtown 玩耍 。,1,downtown,,,,,,,,,,,,2,1,2,[1_3],[2],[0_4]
457,很多 房子 都 是 shuttle 或者 escort 只 能 到 其一 ， 我们 的 家 是 可以 选择 两 个 的 ～ 喜欢 在 学校 熬夜 学习 的 同学 一定 要 考虑 ！,2,shuttle,,escort,,,,,,,,,,28,2,3,[0_1_2_3_5_7_8_9_10_12_13_14_15_16_17_18_19_20_22_23_24_25_26_27_28_29_30_31],[4_6],[11_21_32]
458,sp = sharing 已 租,1,sp = sharing,,,,,,,,,,,,2,2,1,[3_4],[0_2],[1]
459,物业 为 meyer management ， 属于 匹兹堡 地区 老牌 物业 ， 服务 周到 。,1,meyer management,,,,,,,,,,,,9,2,3,[0_1_5_6_7_8_9_11_12],[2_3],[4_10_13]
460,sp = sharing 联系 方式,1,sp = sharing,,,,,,,,,,,,2,2,1,[3_4],[0_2],[1]
461,加 的 时候 请 备注 租房 ， 谢谢 ~ ~ up up,1,up up,,,,,,,,,,,,7,2,3,[0_1_2_3_4_5_7],[10_11],[6_8_9]
462,美国 请 联系 王 哥 pn68 （ 美国 电话 ） ， email ： em265,2,pn68,,email ： em265,,,,,,,,,,7,1,4,[0_1_2_3_4_7_8],[5_11_13],[6_9_10_12]
463,走到 duquesne 大学 非常 近 。,1,duquesne,,,,,,,,,,,,4,1,1,[0_2_3_4],[1],[5]
464,匹 大 shuttle 站 ， 直达 匹 大 ；,1,shuttle,,,,,,,,,,,,6,1,2,[0_1_3_5_6_7],[2],[4_8]
465,up^^up up up 有 兴趣 的 可以 联系 看 房 ， 租金 可以 商量 ！,1,up up,,,,,,,,,,,,10,2,3,[3_4_5_6_7_8_9_11_12_13],[1_2],[0_10_14]
466,房子 还 在 ， 欢迎 预约 看 房 ding 原 房租 $ 637.,1,ding,,,,,,,,,,,,9,1,3,[0_1_2_4_5_6_7_9_10],[8],[3_11_12]
467,room/house ： 可以 单独 租 一 个 卧室 （ 家具 齐全 ） ， 也 可以 同学 结伴 租 整 个 house 。,1,house,,,,,,,,,,,,15,1,6,[2_3_4_5_6_7_9_10_13_14_15_16_17_18_19],[20],[0_1_8_11_12_21]
468,整个 house 的 是 yearly lease .,2,house,,yearly lease,,,,,,,,,,3,3,1,[0_2_3],[1_4_5],[6]
469,补充 ： 如果 几 个 同学 一 起 租 整 个 house ， 麻烦 告知 具体 要求 。,1,house,,,,,,,,,,,,14,1,3,[0_2_3_4_5_6_7_8_9_10_13_14_15_16],[11],[1_12_17]
470,整 栋 house 的 最早 2017/6/1 开始 入住 。,1,house,,,,,,,,,,,,6,1,2,[0_1_3_4_6_7],[2],[5_8]
471,安全 环境 好 ， 物业 超 nice 。,1,nice,,,,,,,,,,,,5,1,2,[0_1_2_4_5],[6],[3_7]
472,周围 有 giant eagle ， whole food ， trader joe ’ s ， target 四 大 超市 ， 都 在 步行 范围 内 。,1,giant eagle ， whole food ， trader joe ’ s ， target,,,,,,,,,,,,10,8,6,[0_1_14_15_16_18_19_20_21_22],[2_3_5_6_8_9_11_13],[4_7_10_12_17_23]
473,cathedral mansion large studio 春季 招租 。,1,cathedral mansion large studio,,,,,,,,,,,,2,4,1,[4_5],[0_1_2_3],[6]
474,离 craig 上 各 种 餐厅 一 步 之 遥 。,1,craig,,,,,,,,,,,,9,1,1,[0_2_3_4_5_6_7_8_9],[1],[10]
475,如 有 需要 ， 请 email 联系 （ em275,2,email,,em275,,,,,,,,,,5,1,2,[0_1_2_4_6],[5_8],[3_7]
476,并且 bus stop 的 位置 距离 公寓 只 需 四 分钟 的 时间 。,1,bus stop,,,,,,,,,,,,11,2,1,[0_3_4_5_6_7_8_9_10_11_12],[1_2],[13]
477,房租 交付 方式 为 check 。,1,check,,,,,,,,,,,,4,1,1,[0_1_2_3],[4],[5]
478,也 可以 email ： em4,1,email ： em4,,,,,,,,,,,,2,1,1,[0_1],[2_4],[3]
479,escort 红 黄 线 均 可 到达 。,1,escort,,,,,,,,,,,,6,1,1,[1_2_3_4_5_6],[0],[7]
480,房间 是 house 当中 最 大 的 一 间 ， 向阳 ， 整个 house 有 两 个 卫生间 ， 所以 不 会 有 洗漱 冲突 的 问题 。,2,house,,house,,,,,,,,,,22,2,4,[0_1_3_4_5_6_7_8_10_12_14_15_16_17_19_20_21_22_23_24_25_26],[2_13],[9_11_18_27]
481,north oakland centre ave 豪宅 出租 .,1,north oakland centre ave,,,,,,,,,,,,2,4,1,[4_5],[0_1_2_3],[6]
482,走 五 分钟 过 一 个 街区 就 是 forbes 和 murray ave ， 各 种 餐馆 ， 超市 都 能 找到 。,2,forbes,,murray ave,,,,,,,,,,17,3,3,[0_1_2_3_4_5_6_7_8_10_14_15_16_18_19_20_21],[9_11_12],[13_17_22]
483,附近 有 很多 餐馆 ， 可 逛街 吃饭 的 walnut street 也 在 步行 范围 内 。,1,walnut street,,,,,,,,,,,,13,2,2,[0_1_2_3_5_6_7_8_11_12_13_14_15],[9_10],[4_16]
484,手头 没有 floor plan ， 所以 自己 画 了 张 。,1,floor plan,,,,,,,,,,,,7,2,2,[0_1_5_6_7_8_9],[2_3],[4_10]
485,north oakland centre ave 豪宅 出租 .,1,north oakland centre ave,,,,,,,,,,,,2,4,1,[4_5],[0_1_2_3],[6]
486,邮寄 的 包裹 不用 担心 丢失 ， 会 有 doorman 代为 签收 保管 ；,1,doorman,,,,,,,,,,,,11,1,2,[0_1_2_3_4_5_7_8_10_11_12],[9],[6_13]
487,出门 就 是 center ave ，,1,center ave,,,,,,,,,,,,3,2,1,[0_1_2],[3_4],[5]
488,房东 美国 老头 ， 非常 nice .,1,nice,,,,,,,,,,,,4,1,2,[0_1_2_4],[5],[3_6]
489,公司 是 john cr kelly realty inc 。,1,john cr kelly realty inc,,,,,,,,,,,,2,5,1,[0_1],[2_3_4_5_6],[7]
490,周围 有 很多 餐馆 ， pizza 店 以及 很多 亚洲 食物 ；,1,pizza,,,,,,,,,,,,9,1,2,[0_1_2_3_6_7_8_9_10],[5],[4_11]
491,周围 有 很多 餐馆 ， pizza 店 以及 很多 亚洲 食物 ；,1,pizza,,,,,,,,,,,,9,1,2,[0_1_2_3_6_7_8_9_10],[5],[4_11]
492,目前 客厅 住 的 是 ece 的 phd ， 人 非常 好 也 很 安静 。,2,ece,,phd,,,,,,,,,,12,2,2,[0_1_2_3_4_6_9_10_11_12_13_14],[5_7],[8_15]
493,oakland 的 好 房 您 不 能 错过 ！,1,oakland,,,,,,,,,,,,7,1,1,[1_2_3_4_5_6_7],[0],[8]
494,物业 为 meyer management ， 属于 匹兹堡 地区 老牌 物业 ， 服务 周到 。,1,meyer management,,,,,,,,,,,,9,2,3,[0_1_5_6_7_8_9_11_12],[2_3],[4_10_13]
495,出门 一 分钟 giant eagle 超市 ;,1,giant eagle,,,,,,,,,,,,4,2,1,[0_1_2_5],[3_4],[6]
496,周围 有 很多 餐馆 ， pizza 店 以及 很多 亚洲 食物 ；,1,pizza,,,,,,,,,,,,9,1,2,[0_1_2_3_6_7_8_9_10],[5],[4_11]
497,house 内部 精心 装修 过 ， 因此 住 得 非常 舒服 。,1,house,,,,,,,,,,,,9,1,2,[1_2_3_4_6_7_8_9_10],[0],[5_11]
498,步行 一 分钟 即 可 到达 公交 车站 ， 方便 去 中国 超市 ， market district ， whole foods 等 。,1,market district ， whole foods,,,,,,,,,,,,13,4,4,[0_1_2_3_4_5_6_7_9_10_11_12_19],[14_15_17_18],[8_13_16_20]
499,附近 有 giant eagle 、 target 和 trader joe's 。,2,giant eagle 、 target,,trader,,,,,,,,,,3,4,3,[0_1_6],[2_3_5_7],[4_8_9]
500,house 在 白人 养老 社区 ， 环境 十分 幽静 ， 治安 很 好 。,1,house,,,,,,,,,,,,10,1,3,[1_2_3_4_6_7_8_10_11_12],[0],[5_9_13]
501,up up 房租 可以 商议 。,1,up up,,,,,,,,,,,,3,2,1,[2_3_4],[0_1],[5]
502,总之 家 里 非常 宽敞 ， 可以 开 party 。,1,party,,,,,,,,,,,,7,1,2,[0_1_2_3_4_6_7],[8],[5_9]
503,和 wilkins st .,1,wilkins st,,,,,,,,,,,,1,2,1,[0],[1_2],[3]
504,家 对面 就是 一 个 cvs ， 食物 ， 药品 ， 和 一些 生活 用品 采购 很 方便 。,1,cvs,,,,,,,,,,,,14,1,4,[0_1_2_3_4_7_9_11_12_13_14_15_16_17],[5],[6_8_10_18]
505,escort 红 黄 线 均 可 到达 。,1,escort,,,,,,,,,,,,6,1,1,[1_2_3_4_5_6],[0],[7]
506,north oakland centre ave 豪宅 出租 .,1,north oakland centre ave,,,,,,,,,,,,2,4,1,[4_5],[0_1_2_3],[6]
507,厨房 卫生间 ： 可能 与 另 一 个 房间 的 人 share ， 另 一 个 房间 是 女生 ， 匹 大学生 ， 人 很 nice ， 很 爱 干净 。,2,share,,nice,,,,,,,,,,23,2,6,[0_1_3_4_5_6_7_8_9_10_13_14_15_16_17_18_20_21_23_24_27_28_29],[11_25],[2_12_19_22_26_30]
508,周边 ： 附近 有 bar 和 餐厅 ， 还 有 小 超市 。,1,bar,,,,,,,,,,,,9,1,3,[0_2_3_5_6_8_9_10_11],[4],[1_7_12]
509,房间 格局 ： 一 室 一 厅 一 厨 一 卫 ， 很 适合 一 个 人 或 couple 入住 ， 房间 的 隔音 效果 很 好 。,1,couple,,,,,,,,,,,,23,1,4,[0_1_3_4_5_6_7_8_9_10_12_13_14_15_16_17_19_21_22_23_24_25_26],[18],[2_11_20_27]
510,可以 直接 签 一 年 ， 也 可以 接 现在 的 lease 然后 续签 。,1,lease,,,,,,,,,,,,12,1,2,[0_1_2_3_4_6_7_8_9_10_12_13],[11],[5_14]
511,- 招租 有 家具 示意图 的 客厅 ， 完全 独立 密闭 空间 ， 且 有 closet 。,1,closet,,,,,,,,,,,,12,1,4,[1_2_3_4_5_6_8_9_10_11_13_14],[15],[0_7_12_16]
512,- 步行 五 分钟 有 giant eagle 超市 。,1,giant eagle,,,,,,,,,,,,5,2,2,[1_2_3_4_7],[5_6],[0_8]
513,房租 加上 utility 费用 一共 每 月 $1086 。,1,utility,,,,,,,,,,,,6,1,2,[0_1_3_4_5_6],[2],[7_8]
514,north oakland centre ave 豪宅 出租 .,1,north oakland centre ave,,,,,,,,,,,,2,4,1,[4_5],[0_1_2_3],[6]
515,联系 方式 ： email : andy.,1,email,,,,,,,,,,,,2,1,3,[0_1],[3],[2_4_5]
516,名称 ： aberdeen apartment .,1,aberdeen apartment,,,,,,,,,,,,1,2,2,[0],[2_3],[1_4]
517,门口 有 cvs 很 方便 。,1,cvs,,,,,,,,,,,,4,1,1,[0_1_3_4],[2],[5]
518,卧室 在 house 二 楼 。,1,house,,,,,,,,,,,,4,1,1,[0_1_3_4],[2],[5]
519,从 公寓 步行 五 分钟 就 可以 到 大型 超市 giant eagle ， whole foods 。,1,giant eagle ， whole foods,,,,,,,,,,,,10,4,2,[0_1_2_3_4_5_6_7_8_9],[10_11_13_14],[12_15]
520,价格 the lower the better 。,1,the lower the better,,,,,,,,,,,,1,4,1,[0],[1_2_3_4],[5]
521,价格 the lower the better 。,1,the lower the better,,,,,,,,,,,,1,4,1,[0],[1_2_3_4],[5]
522,html 如果 有 兴趣 欢迎 和 我 联系 ！,1,html,,,,,,,,,,,,7,1,1,[1_2_3_4_5_6_7],[0],[8]
523,可以 在 网上 看 这个 apartment 的 介绍 。,1,apartment,,,,,,,,,,,,7,1,1,[0_1_2_3_4_6_7],[5],[8]
524,公寓 的 详细 信息 和 图片 可以 在 union 的 网站 上 看到 。,1,union,,,,,,,,,,,,12,1,1,[0_1_2_3_4_5_6_7_9_10_11_12],[8],[13]
525,因为 靠近 walnut street （ 大概 走路 五 分钟 ？,1,walnut street,,,,,,,,,,,,6,2,2,[0_1_5_6_7_8],[2_3],[4_9]
526,若 有 兴趣 请 发 email 到 em310,2,email,,em310,,,,,,,,,,6,1,0,[0_1_2_3_4_6],[5_7],
527,停车 ： 充裕 的 免费 的 on-street parking ， 或者 45/month off-street parking 。,2,parking,,parking,,,,,,,,,,6,2,6,[0_2_3_4_5_9],[7_12],[1_6_8_10_11_13]
528,公寓 也 是 pet friendly 的 。,1,pet friendly,,,,,,,,,,,,4,2,1,[0_1_2_5],[3_4],[6]
529,学校 的 escort 亦 可 送达 。,1,escort,,,,,,,,,,,,5,1,1,[0_1_3_4_5],[2],[6]
530,超市 ： giant eagle 超市 步行 5~10 分钟 。,1,giant eagle,,,,,,,,,,,,4,2,3,[0_4_5_7],[2_3],[1_6_8]
531,去 giant eagle ， whole food 等 超市 特别 方便 。,1,giant eagle ， whole food,,,,,,,,,,,,5,4,2,[0_6_7_8_9],[1_2_4_5],[3_10]
532,三 人 公用 一 个 bathroom 。,1,bathroom,,,,,,,,,,,,5,1,1,[0_1_2_3_4],[5],[6]
533,希望 有意 租房 的 同学 可以 一起 去 公寓 的 管理 公司 franklin west 签 正式 的 lease 。,2,franklin west,,lease,,,,,,,,,,15,3,1,[0_1_2_3_4_5_6_7_8_9_10_11_14_15_16],[12_13_17],[18]
534,请 大家 直接 去 联系 mozart 公司 ， 公司 联系 方式 是 pn81 ， em318,2,mozart,,pn81 ， em318,,,,,,,,,,10,1,2,[0_1_2_3_4_6_8_9_10_11],[5_12_14],[7_13]
535,我们 都 是 匹 大学生 ， 租房 请 直接 联系 mozart 。,1,mozart,,,,,,,,,,,,9,1,2,[0_1_2_3_4_6_7_8_9],[10],[5_11]
536,可以 在 网上 看 这个 apartment 的 介绍 。,1,apartment,,,,,,,,,,,,7,1,1,[0_1_2_3_4_6_7],[5],[8]
537,或者 email : em4,1,email : em4,,,,,,,,,,,,1,1,1,[0],[1_3],[2]
538,客厅 和 厨房 大家 共用 ， 卫生间 两 个 女生 share 一 个 ， 两 个 男生 share 另 一 个 。,2,share,,share,,,,,,,,,,17,2,3,[0_1_2_3_4_6_7_8_9_11_12_14_15_16_18_19_20],[10_17],[5_13_21]
539,自己 顶 ， 房间 依然 available 自己 顶 ， still available 已 发送 邮件 询问 ~ ！,2,available,,still available,,,,,,,,,,10,3,4,[0_1_3_4_6_7_11_12_13_14],[5_9_10],[2_8_15_16]
540,此 房间 位于 三 层 楼 的 house 的 二 楼 一 间 ， 一 楼 是 客厅 、 厨房 和 厕所 。,1,house,,,,,,,,,,,,19,1,3,[0_1_2_3_4_5_6_8_9_10_11_12_14_15_16_17_19_20_21],[7],[13_18_22]
541,north oakland centre ave 豪宅 出租 .,1,north oakland centre ave,,,,,,,,,,,,2,4,1,[4_5],[0_1_2_3],[6]
542,社区 安全 安静 ： 是 house .,1,house,,,,,,,,,,,,4,1,2,[0_1_2_4],[5],[3_6]
543,lease 如果 是 夏天 may-july 夏天 结束 都 可以 。,1,lease,,,,,,,,,,,,7,1,2,[1_2_3_5_6_7_8],[0],[4_9]
544,lease 从 八月 开始 ， 具体 日期 可以 商量 。,1,lease,,,,,,,,,,,,7,1,2,[1_2_3_5_6_7_8],[0],[4_9]
545,house 一共 有 两 层 + 地下室 。,1,house,,,,,,,,,,,,5,1,2,[1_2_3_4_6],[0],[5_7]
546,一共 有 两 个 可以 洗澡 的 bathroom 。,1,bathroom,,,,,,,,,,,,7,1,1,[0_1_2_3_4_5_6],[7],[8]
547,生活 & 购物 & 娱乐 ： highland street ， ellsworth ave ， bakery square 和 walnut street 都 在 步行 范围 内 。,2,highland street ， ellsworth ave ， bakery square,,walnut street,,,,,,,,,,9,8,6,[0_2_4_14_17_18_19_20_21],[6_7_9_10_12_13_15_16],[1_3_5_8_11_22]
548,客厅 和 厨房 大家 共用 ， 卫生间 两 个 女生 share 一 个 ， 两 个 男生 share 另 一 个 。,2,share,,share,,,,,,,,,,17,2,3,[0_1_2_3_4_6_7_8_9_11_12_14_15_16_18_19_20],[10_17],[5_13_21]
549,地处 bloomfield little italy 。,1,bloomfield little italy,,,,,,,,,,,,1,3,1,[0],[1_2_3],[4]
550,html 目前 只有 两 间 卧室 招租 ， 随时 入住 。,1,html,,,,,,,,,,,,8,1,2,[1_2_3_4_5_6_8_9],[0],[7_10]
551,有意 收留 者 请 联系 sunny em329,1,sunny em329,,,,,,,,,,,,5,1,0,[0_1_2_3_4],[5_6],
552,这个 房子 的 短 租 没有 联系 email : em4,1,email : em4,,,,,,,,,,,,7,1,1,[0_1_2_3_4_5_6],[7_9],[8]
553,联系 email : em4,1,email : em4,,,,,,,,,,,,1,1,1,[0],[1_3],[2]
554,去 waterfront 特别 方便 。,1,waterfront,,,,,,,,,,,,3,1,1,[0_2_3],[1],[4]
555,有 兴趣 者 ， 请 email 短信 介绍 一下 自己 情况 。,1,email,,,,,,,,,,,,9,1,2,[0_1_2_4_6_7_8_9_10],[5],[3_11]
556,房子 的 大致 floor plan,1,floor plan,,,,,,,,,,,,3,2,0,[0_1_2],[3_4],
557,离 超市 giant eagle 近 。,1,giant eagle,,,,,,,,,,,,3,2,1,[0_1_4],[2_3],[5]
558,html 优先 整 租 。,1,html,,,,,,,,,,,,3,1,1,[1_2_3],[0],[4]
559,公寓 旁边 mellon park ， 周末 锻炼 休闲 的 好 去处 。,1,mellon park,,,,,,,,,,,,8,2,2,[0_1_5_6_7_8_9_10],[2_3],[4_11]
560,走进 房子 就 觉得 房子 是 一 个 happy house ！,1,happy house,,,,,,,,,,,,8,2,1,[0_1_2_3_4_5_6_7],[8_9],[10]
561,html 欢迎 联系 。,1,html,,,,,,,,,,,,2,1,1,[1_2],[0],[3]
562,我 有 一 个 房子 出租 ， 坐落 在 greenfield 。,1,greenfield,,,,,,,,,,,,8,1,2,[0_1_2_3_4_5_7_8],[9],[6_10]
563,---- update ， 租 到 啦,1,update,,,,,,,,,,,,3,1,2,[3_4_5],[1],[0_2]
564,联系 方式 ： email : em333,1,email : em333,,,,,,,,,,,,2,1,2,[0_1],[3_5],[2_4]
565,租 一 个 房间 或者 一 个 house 都 可以 。,1,house,,,,,,,,,,,,9,1,1,[0_1_2_3_4_5_6_8_9],[7],[10]
566,html 随时 入住 ！,1,html,,,,,,,,,,,,2,1,1,[1_2],[0],[3]
567,联系 方式 email : em4,1,email : em4,,,,,,,,,,,,2,1,1,[0_1],[2_4],[3]
568,在 highland park 附近 。,1,highland park,,,,,,,,,,,,2,2,1,[0_3],[1_2],[4]
569,还有 个别 house 和 个别 单独 的 房间 招租 。,1,house,,,,,,,,,,,,8,1,1,[0_1_3_4_5_6_7_8],[2],[9]
570,房间 位 于 house 三 层 楼 的 第三 层 。,1,house,,,,,,,,,,,,9,1,1,[0_1_2_4_5_6_7_8_9],[3],[10]
571,， squirrel hill 公交 ：,1,squirrel hill,,,,,,,,,,,,1,2,2,[3],[1_2],[0_4]
572,整个 house 家具 齐全 ， 出租 卧室 家具 齐全 ， 可以 打包 低价 转让 ， 方便 拎包 入住 。,1,house,,,,,,,,,,,,14,1,4,[0_2_3_5_6_7_8_10_11_12_13_15_16_17],[1],[4_9_14_18]
573,不 包括 utilities .,1,utilities,,,,,,,,,,,,2,1,1,[0_1],[2],[3]
574,update on 7-27/2016-- 还有 两 个 卧室 招租 ， 欢迎 联系 。,1,update on,,,,,,,,,,,,7,2,3,[3_4_5_6_7_9_10],[0_1],[2_8_11]
575,cindy wrote : update on 7-27/2016-- 还有 两 个 卧室 招租 ， 欢迎 联系 。,1,cindy wrote : update on,,,,,,,,,,,,7,4,4,[6_7_8_9_10_12_13],[0_1_3_4],[2_5_11_14]
576,去 waterfront 特别 方便 。,1,waterfront,,,,,,,,,,,,3,1,1,[0_2_3],[1],[4]
577,有 兴趣 者 ， 请 email 短信 介绍 一下 自己 情况 。,1,email,,,,,,,,,,,,9,1,2,[0_1_2_4_6_7_8_9_10],[5],[3_11]
578,具体 信息 如下 ： eldridge house : rent : 700-750 / month/bedroom.,1,eldridge house : rent,,,,,,,,,,,,3,3,6,[0_1_2],[4_5_7],[3_6_8_9_10_11]
579,可以 租 整 个 house ， 也 可以 租 单独 一 个 两 个 卧室 。,1,house,,,,,,,,,,,,13,1,2,[0_1_2_3_6_7_8_9_10_11_12_13_14],[4],[5_15]
580,如果 没有 简单 介绍 ， 我 会 认为 很 可能 是 scam 。,1,scam,,,,,,,,,,,,10,1,2,[0_1_2_3_5_6_7_8_9_10],[11],[4_12]
581,有 兴趣 者 ， 请 email 短信 介绍 一下 自己 情况 。,1,email,,,,,,,,,,,,9,1,2,[0_1_2_4_6_7_8_9_10],[5],[3_11]
582,去 waterfront 特别 方便 。,1,waterfront,,,,,,,,,,,,3,1,1,[0_2_3],[1],[4]
583,有 兴趣 者 ， 请 email 短信 介绍 一下 自己 情况 。,1,email,,,,,,,,,,,,9,1,2,[0_1_2_4_6_7_8_9_10],[5],[3_11]
584,ps : 中国 房东 ， 特别 nice .,2,ps,,nice,,,,,,,,,,3,2,3,[2_3_5],[0_6],[1_4_7]
585,college garden 公寓 属于 pitt 学校 资产 并由 学校 负责 管理 与 维护 。,2,college garden,,pitt,,,,,,,,,,10,3,1,[2_3_5_6_7_8_9_10_11_12],[0_1_4],[13]
586,联系 的 时候 麻烦 告知 the length of your lease ， lease starting date ， etc .,1,the length of your lease ， lease starting date ， etc,,,,,,,,,,,,5,9,3,[0_1_2_3_4],[5_6_7_8_9_11_12_13_15],[10_14_16]
587,房东 只 给 了 一 张 house 外 观照 ， 比较 irrelevant 我 就 不 po 了 。,3,house,,irrelevant,,po,,,,,,,,13,3,2,[0_1_2_3_4_5_7_8_10_12_13_14_16],[6_11_15],[9_17]
588,目前 只有 两 个 房间 available .,1,available,,,,,,,,,,,,5,1,1,[0_1_2_3_4],[5],[6]
589,附近 的 初中 jefferson middle school 和 高中 mt.,1,jefferson middle school,,,,,,,,,,,,5,3,1,[0_1_2_6_7],[3_4_5],[8]
590,步行 可 达 四 大 超市 whole foods ， targets ， trader joe's 和 giant eagles （ 五 分钟 距离 ） ， 周围 各 种 餐馆 ， 生活 便利 。,2,whole foods ， targets ， trader,,giant eagles,,,,,,,,,,16,6,8,[0_1_2_3_4_5_13_17_18_19_22_23_24_25_27_28],[6_7_9_11_14_15],[8_10_12_16_20_21_26_29]
591,如果 感 兴趣 ， 请 通过 email 联系 em87,2,email,,em87,,,,,,,,,,6,1,1,[0_1_2_4_5_7],[6_8],[3]
592,求 在 此 期间 一 周 短 租 ， 最 好在 squirrel hill/shadyside 地区 。,1,squirrel,,,,,,,,,,,,11,1,3,[0_1_2_3_4_5_6_7_9_10_13],[11],[8_12_14]
593,html 邮箱 em331,2,html,,em331,,,,,,,,,,1,1,0,[1],[0_2],
594,由于 妹子 已经 租 好 north oakland 的 房子 ， 所以 我 也 想 租 那 附近 的 。,1,north oakland,,,,,,,,,,,,15,2,2,[0_1_2_3_4_7_8_10_11_12_13_14_15_16_17],[5_6],[9_18]
595,gone gone gone 你 好像 同时 发 了 很多 公寓 的 广告 ， 能 澄清 一下 ？,1,gone gone gone,,,,,,,,,,,,12,3,2,[3_4_5_6_7_8_9_10_11_13_14_15],[0_1_2],[12_16]
596,去 学校 或者 waterfront 都 非常 方便 。,1,waterfront,,,,,,,,,,,,6,1,1,[0_1_2_4_5_6],[3],[7]
597,确实 email 过 我 啊 ， em356,2,email,,em356,,,,,,,,,,4,1,1,[0_2_3_4],[1_6],[5]
598,整个 house 的 结构 ： 一 楼 是 客厅 、 餐厅 和 厨房 （ 厨房 很 好 ， 夏天 可以 打开 后门 到 阳台 ） 。,1,house,,,,,,,,,,,,19,1,6,[0_2_3_5_6_7_8_10_11_12_14_15_16_18_19_20_21_22_23],[1],[4_9_13_17_24_25]
599,地处 squirrel hill 中心 地带 ， 但 非常 安静 。,1,squirrel hill,,,,,,,,,,,,6,2,2,[0_3_4_6_7_8],[1_2],[5_9]
600,紧邻 murry ave ， 美食 购物 都 非常 方便 。,1,murry ave,,,,,,,,,,,,6,2,2,[0_4_5_6_7_8],[1_2],[3_9]
601,到 超市 giant eagle 和 餐厅 走路 几 分钟 。,1,giant eagle,,,,,,,,,,,,7,2,1,[0_1_4_5_6_7_8],[2_3],[9]
602,html 谢谢 。,1,html,,,,,,,,,,,,1,1,1,[1],[0],[2]
603,html 感兴趣 的 同学 请 直接 邮件 联系 房东 哦 。,1,html,,,,,,,,,,,,9,1,1,[1_2_3_4_5_6_7_8_9],[0],[10]
604,希望 房子 是 在 squirrel hill 或者 greenfield ， 其他 地方 也 可以 考虑 。,2,squirrel hill,,greenfield,,,,,,,,,,10,3,2,[0_1_2_3_6_9_10_11_12_13],[4_5_7],[8_14]
605,lu ( landlord ) 顶,1,lu ( landlord,,,,,,,,,,,,1,2,2,[4],[0_2],[1_3]
606,周边 ： 附近 有 bar 和 餐厅 ， 还 有 小 超市 。,1,bar,,,,,,,,,,,,9,1,3,[0_2_3_5_6_8_9_10_11],[4],[1_7_12]
607,html 感兴趣 的 同学 请 直接 邮件 联系 房东 哦 。,1,html,,,,,,,,,,,,9,1,1,[1_2_3_4_5_6_7_8_9],[0],[10]
