SentenceID,CodeSwitchedSentence,TranslatedSentence,UntranslatedWord,IndicesOfCodeSwitchedWord,IndicesOfCodeSwitchedWordInTranslation,IndicesOfPunctuation,IndicesOfPunctuationInTranslation
1106,房子 离 学校 很 近 ， 可以 在 google map 看到  。,房子 离 学校 很 近 ， 可以 在 谷歌 地图 看到  。,[],[8_9],[8_9],[5_11],[5_11]
1109,apartment 在 elwood 上 ， 安静 ， 安全 ， 公交 方便  。,公寓 在 埃尔 伍德 上 ， 安静 ， 安全 ， 公交 方便  。,[],[0_2],[0_2_3],[4_6_8_11],[5_7_9_12]
1110,html 好 房子 啊 ！,网址 l 好 房子 啊 ！,[l],[0],[0_1],[4],[5]
1111,公寓 在 一 个 三 层 house 的 两 楼  。,公寓 在 一 个 三 层 房子 的 两 楼  。,[],[6],[6],[10],[10]
1112,位 于 beacon st  。,位 于 贝肯街  。,[],[2_3_4],[2_3],[4],[3]
1113,临近 giant eagle 超市  。,临近 捷安特 鹰 超市  。,[],[1_2],[1_2],[4],[4]
1114,apt 是 三 居室 ， 住 的 都 是 女生  。,公寓 是 三 居室 ， 住 的 都 是 女生  。,[],[0],[0],[4_10],[4_10]
1115,自 顶 此 公寓 仍然 available !,自 顶 此 公寓 仍然 空缺 !,[],[5_6],[5_6],[6],[6]
1116,utilities 全 包 哦 ！,配到 设施 全 包 哦 ！,[],[0],[0_1],[4],[5]
1117,两 个 超大 walk-in closets ;,两 个 超大 步入 式 衣柜 ;,[],[4_5],[3_4_5_6],[5],[6]
1118,周围 几 个 block 住 的 都 是 传统 犹太 家庭 ， 邻里 和睦 ， 安全 有 保障  。,周围 几 个 街区 住 的 都 是 传统 犹太 家庭 ， 邻里 和睦 ， 安全 有 保障  。,[],[3],[3],[11_14_18],[11_14_18]
1119,两 室 两 厅 apartment ， 房间 巨大 ， 宽敞 明亮  。,两 室 两 厅 公寓 ， 房间 巨大 ， 宽敞 明亮  。,[],[4_5],[4_5],[5_8_11],[5_8_11]
1120,离 murray 的 giant eagle 非常 近 ， 周围 生活 设施 齐全  。,离 默里 的 捷安特 鹰 非常 近 ， 周围 生活 设施 齐全  。,[],[1_3_4],[1_3_4],[7_12],[7_12]
1121,而 college ave 上 没有 公交 经过 ， 所以 比较 安静  。,而 大学 街上 没有 公交 经过 ， 所以 比较 安静  。,[],[1_2],[1_2],[7_11],[6_10]
1122,空 依然 有效 up up,空 依然 有效 帕克 分校,[],[3_4],[3_4],,
1123,自己 是 女生 ， 平时 比较 爱 干净 ， 所以 房间 很 整洁 ， 有意 向 的 ， 可以 向 我 要 房子 的 照片 ， 这个 链接 是 apartment 的 房子 信息 ， 户型 就是 照片 上 一模一样  。,自己 是 女生 ， 平时 比较 爱 干净 ， 所以 房间 很 整洁 ， 有意 向 的 ， 可以 向 我 要 房子 的 照片 ， 这个 链接 是 公寓 的 房子 信息 ， 户型 就是 照片 上 一模一样  。,[],[29],[29],[3_8_13_17_25_33_39],[3_8_13_17_25_33_39]
1124,离 murray 的 giant eagle 非常 近 ， 周围 生活 设施 齐全  。,离 默里 的 捷安特 鹰 非常 近 ， 周围 生活 设施 齐全  。,[],[1_3_4],[1_3_4],[7_12],[7_12]
1125,附近 超市 有 giant eagle 和 cvs  。,附近 超市 有 捷安特 鹰 和 西维斯  。,[],[3_4_6_7],[3_4_6_7],[7],[7]
1126,html up ， up 今年 的 难道 不 景气 么·····很好 的 房子 呢 ·····,帕克 分校 今年 的 难道 不 景气 么·····很好 的 房子 呢 ·····,[],[0_1_2_3],[0_1],[2],[7_11]
1127,距离 south craig st .,距离 南 克莱格 街 .,[],[1_2_3_4],[1_2_3_4],[4],[4]
1128,步行 到 craig st .,步行 到 克莱格 街 .,[],[2_3_4],[2_3_4],[4],[4]
1129,有 兴趣 ， 想 看 照片 请 联系 ili em@45,有 兴趣 ， 想 看 照片 请 联系 人名 简写,[],[8_9],[8_9],[2_9],[2]
1130,晚间 亦 可 乘坐 escort 回家 ， 且 周围 环境 安静 ， 治安 良好  。,晚间 亦 可 乘坐 护送 回家 ， 且 周围 环境 安静 ， 治安 良好  。,[],[4],[4],[6_11_14],[6_11_14]
1131,家 附近 还 有 giant eagle ， 走路 大概 五 分钟 ， 生活 购物 轻松 方便  。,家 附近 还有 捷安特 鹰 ， 走路 大概 五 分钟 ， 生活 购物 轻松 方便  。,[],[4_5_6],[2_3_4_5],[6_11_16],[5_10_15]
1132,另外 ， 房东 超级 nice ！,另外 ， 房东 超级 很好 ！,[],[4_5],[4_5],[1_5],[1_5]
1133,公寓 交通 方便 有 61c/d 直达 学校 ， 也 在 学校 escort 范围 内 ， 附近 治安 良好  。,公寓 交通 方便 有 61c/d 直达 学校 ， 也 在 学校 通勤 范围 内 ， 附近 治安 良好  。,[],[11],[11],[7_14_18],[4_7_14_18]
1134,公寓 地址  ：  5840-2 alderson street ， 租金  ：  $655/人  。,公寓 地址  ：  5840-2 阿尔德森街 ， 租金  ：  $655/人  。,[],[4_5_6],[4_5],[2_6_8_10],[2_3_5_7_8_9]
1135,escort 覆盖  。,护送 覆盖  。,[],[0],[0],[2],[2]
1136,联系 方式  ：  ping an  <  ping .,联系 方式  ：  平安,[],[3_4_5_6_7],[3],[2_5_7],[2]
1137,该 house 目前 三 女 两 男  。,该 房子 目前 三 女 两 男  。,[],[1],[1],[7],[7]
1138,而且 地理 位置 非常 安全 ， 就 在 s craig st .,而且 地理 位置 非常 安全 ， 就 在 南克莱格 街 .,[],[8_9_10_11],[8_9_10],[5_11],[5_10]
1139,房子 里 都 是 etc 的 学生 ， 很 和谐  。,房子 里 都 是 etc 大学 的 学生 ， 很 和谐  。,[etc],[4],[4_5],[7_10],[8_11]
1140,房子  ：  是 一 个 house ， 不 是 apt ， 所以 有 住 house 的 各 种 好处 ， 一 楼 是 客厅 餐厅 和 厨房  。,房子  ：  是 一 个 独栋 ， 不 是 公寓 ， 所以 有 住 独 栋 的 各 种 好处 ， 一 楼 是 客厅 餐厅 和 厨房  。,[],[5_6_9_10_14],[5_6_9_10_14_15],[1_6_10_19_27],[1_6_10_20_28]
1141,卧室  ：  all private bedroom .,卧室  ：  单人 房间 .,[],[2_3_4_5],[2_3_4],[1_5],[1_4]
1142,周围 是 squirrel hill 偏 北部 的 富人 区 ， 非常 安全 和 安静  。,周围 松鼠山 偏 北部 的 富人 区 ， 非常 安全 和 安静  。,[],[2_3],[1],[9_14],[7_12]
1143,house 一 层  。,房子 一 层  。,[],[0],[0],[3],[3]
1144,另 一 间 是 front room ， 采光 超 好 ， 除了 没有 门 （ 有 帘子 ） 之外 ， 其他 设备 都 很 全  。,另 一 间 是 主卧 ， 采光 超 好 ， 除了 没有 门 （ 有 帘子 ） 之外 ， 其他 设备 都 很 全  。,[],[4_5_6],[4_5],[6_10_14_17_19_25],[5_9_13_16_18_24]
1145,lease 是 一 年 的 ， 到 07/31/2015  。,租期 是 一 年 的 ， 到 07/31/2015  。,[],[0],[0],[5_8],[5_7_8]
1146,你 既 可以 和 我 睡 一 间 bedroom （ 中间 可用 隔断 ， 价格 $555+网费 ） ， 也 可以 睡 客厅 （ $490 所有 费用 都 包括 ）  。,你 既 可以 和 我 睡 一 间 房间 （ 中间 可用 隔断 ， 价格 $555+网费 ） ， 也 可以 睡 客厅 （ $490 所有 费用 都 包括 ）  。,[],[8_9],[8_9],[9_13_16_17_22_28_29],[9_13_15_16_17_22_23_28_29]
1147,另外 ， 厨房 和 客厅 的 家具 ， 我们 都 已经 买好 了 ， 花 了 很多 money  。,另外 ， 厨房 和 客厅 的 家具 ， 我们 都 已经 买好 了 ， 花 了 很多 钱  。,[],[17_18],[17_18],[1_7_13_18],[1_7_13_18]
1148,附近 有 cvs 和 giant eagle ；,附近 有 西 维斯 和 捷安特鹰 ；,[],[2_4_5_6],[2_3_5_6],[6],[6]
1149,大家 可以 查 去年 公布 的 crime alert .,大家 可以 查 去年 公布 的 犯罪 警报 .,[],[6_7_8],[6_7_8],[8],[8]
1150,现有 greenfield$20006br 大 house 招租 啦 ！,现有 greenfield$20006br 大 独 栋 别墅 招租 啦 ！,[],[3],[3_4_5],[6],[1_8]
1151,我们 人 都 很 nice 啦 生活 也 都 很 规律  。,我们 人 都 很 很 好 啦 生活 也 都 很 规律  。,[],[4],[5],[11],[12]
1152,生活 很 便利 四五 分钟 可 步行 至 giant eagle  。,生活 很 便利 四五 分钟 可 步行 至 。 捷安特 鹰,[],[8_9_10],[9_10],[10],[8]
1153,当然 也 可 直达 waterfront ， 购物 超级 方便 ！,当然 也 可 直达 前水 ， 购物 超级 方便 ！,[],[4_5],[4_5],[5_9],[5_9]
1154,而 college ave 上 没有 公交 经过 ， 所以 特别 安静  。,而 大学 街 上 没有 公交 经过 ， 所以 特别 安静  。,[],[1_2],[1_2],[7_11],[7_11]
1155,卧室 本 已 出租 ， 但 因为 这个 可怜 的 姑娘 签证 被 check 两 个 多 月 了 ， 不 能 保证 入住 ， 所以 现在 再 招租  。,卧室 本 已 出租 ， 但 因为 这个 可怜 的 姑娘 签证 被 耽搁 两 个 多 月 了 ， 不 能 保证 入住 ， 所以 现在 再 招租  。,[],[13],[13],[4_19_24_29],[4_19_24_29]
1156,目前 出租 house 里面 一 个 非常 容易 隔断 的 客厅 ， 地方 很 大 ， 而且 有 自己 的 half bathroom  。,目前 出租 独 栋 里面 一 个 非常 容易 隔断 的 客厅 ， 地方 很 大 ， 而且 有 自己 的 单人间 不带 卫浴  。,[],[2_20_21_22],[2_3_21_22_23_24],[11_15_22],[12_16_24]
1157,shady and darlington 客厅 出租  。,采光 不 好 客厅 出租  。,[],[0_1_2],[0_1_2],[5],[5]
1158,在 house 的 一 层 ， 和 bedroom 几乎 没有 分别  。,在 独栋 的 一 层 ， 和 房间 几乎 没有 分别  。,[],[1_7],[1_7],[5_11],[5_11]
1159,我 人 在 国内 ， 但 签 lease 也 很 顺利  。,我 人 在 国内 ， 但 签 租期 也 很 顺利  。,[],[7],[7],[4_11],[4_11]
1160,请 问 还有 房间 吗 目前 还有 ， 有意 请 速 与 我 email 联系  。,请 问 还有 房间 吗 目前 还有 ， 有意 请 速 与 我 邮件 联系  。,[],[13],[13],[7_15],[7_15]
1161,房租 不 包括 utilities 水 / 电 / 气 / 垃圾 费  。,房租 不 包括 配套 设施 水 / 电 / 气 / 垃圾 费  。,[],[3],[3_4],[5_7_9_12],[6_8_10_13]
1162,oakland 的 好 房 您 不 能 错过 ！,奥克兰 的 好 房 您 不 能 错过 ！,[],[0],[0],[8],[8]
1163,html 欢迎 联系  。,联系 方式 欢迎 联系  。,[],[0],[1],[3],[4]
1164,另外  ：  房子 是 一 个 house 的 底层  。,另外  ：  房子 是 一 个 独 栋 的 底层  。,[],[6],[6_7],[1_9],[1_10]
1165,匹兹堡 独 栋 house 两 间 卧室 出租  。,匹兹堡 独 栋 独 栋 两 间 卧室 出租  。,[],[3],[],[8],[9]
1166,house 地处 squirrel hill ， 这个 区域 非常 安全  。,独栋 地处 松鼠山 ， 这个 区域 非常 安全  。,[],[0_2_3_4],[0_2_3],[4_9],[3_8]
1167,house 门口 免费 停车  。,独 栋 门口 免费 停车  。,[],[0],[0_1],[4],[5]
1168,上 的 house 出租 三 楼 的 一 间  。,上 的 独栋 出租 三 楼 的 一 间  。,[],[2],[2],[9],[9]
1169,联系 方式 text  ：  pn-13 mail  :,联系 方式 短信  ：  pn-13 邮件  :,[],[2_3_4_5_6],[2_3_4_5_6],[3_4_6],[3_4_6]
1170,可以 放 queen size 的 床  。,可以 放 较 大 号的 的 床  。,[],[2_3],[2_3_4],[6],[7]
1171,一 楼 有 宽敞 方便 的 客厅  、  餐厅 ， 和 厨房 ， 还有 半 个 卫生间 （ powder room  )   。,一 楼 有 宽敞 方便 的 客厅  、  餐厅 ， 和 厨房 ， 还有 半 个 卫生间 （ 化妆 间  )   。,[],[18_19_20_21],[18_19_20_21],[7_9_12_17_20_21],[7_9_12_17_20_21]
1172,一 楼 有 宽敞 方便 的 客厅  、  餐厅 ， 和 厨房 ， 还有 半 个 卫生间 （ powder room  )   。,一 楼 有 宽敞 方便 的 客厅  、  餐厅 ， 和 厨房 ， 还有 半 个 卫生间 （ 化妆 间  )   。,[],[18_19_20_21],[18_19_20_21],[7_9_12_17_20_21],[7_9_12_17_20_21]
1173,匹兹堡 独 栋 house 两 间 卧室 出租  。,匹兹堡 独 栋 house 两 间 卧室 出租  。,[house],[3],[3],[8],[8]
1174,house 地处 squirrel hill ， 这个 区域 非常 安全  。,独栋 地处 松鼠山 ， 这个 区域 非常 安全  。,[],[0_2_3_4],[0_2_3],[4_9],[3_8]
1175,house 门口 免费 停车  。,独 栋 门口 免费 停车  。,[],[0],[0_1],[4],[5]
1176,lease 从 8 .,租房 协议 从 8 .,[],[0],[0_1_3_4],[3],[4]
1177,房间 available 详 聊 请 email  :  em@46,房间 闲置 的 详 聊 请 邮件  :  em@46,[],[1_5_6_7],[1_2_6_7_8],[6_7],[7_8]
1178,apartments 本人 为 etc 今年 秋季 入学 的 新生 ， 没有 不良 爱好  。,公寓 本人 为 etc 大学 今年 秋季 入学 的 新生 ， 没有 不良 爱好  。,[etc],[0_3],[0_3_4],[9_13],[10_14]
1179,离 walnut 商业 街区 仅 一 街 之 隔  。,离 坚果 商业 街区 仅 一 街 之 隔  。,[],[1],[1],[9],[9]
1180,king edward 是 比较 高大 上 的 公寓 ， 大家 可以 google 看看 公寓 环境 啥 的  。,王 · 爱德华 是 比较 高大 上 的 公寓 ， 大家 可以 谷歌 看看 公寓 环境 啥 的  。,[],[0_1_11],[0_1_2_12],[8_17],[9_18]
1181,旁边 有 cvs 和 几 个 小 超市 ， 生活 很 方便  。,旁边 有 西 维斯 和 几 个 小 超市 ， 生活 很 方便  。,[],[2],[2_3],[8_12],[9_13]
1182,生活 非常 方便 ~ up up,生活 非常 方便 支持 支持,[],[4_5],[3_4],[3],
1183,一 楼 有 客厅  、  餐厅  、  厨房  、  半 个 卫生间  (  powder room  )   。,一 楼 有 客厅  、  餐厅  、  厨房  、  半 个 卫生间  (  化妆 间  )   。,[],[13_14_15_16],[13_14_15_16],[4_6_8_12_15_16],[4_6_8_12_15_16]
1184,lease  ：  8/15/14-7/31/15 （ moving in date 可以 适当 提前 一点 ， meyers 最近 会 通知 我 具体 可以 提前 到 什么 时候 ）  。,租房 协议  ：  8/15/14-7/31/15 （ 搬进 日期 可以 适当 提前 一点 ， 麦耶斯 （ 人名 ） 最近 会 通知 我 具体 可以 提前 到 什么 时候 ）  。,[],[0_1_2_3_4_5_6_12],[0_1_2_3_4_5_6_12_13_14_15],[1_3_11_23_24],[2_3_4_11_13_15_26_27]
1185,如果 想 拎包 入住 ， furniture 都 好 商量  。,如果 想 拎包 入住 ， 家具 都 好 商量  。,[],[5],[5],[4_9],[4_9]
1186,联系 方式  ：  louisa em@47,联系 方式  ：  路 易莎 em@47,[],[3_4],[3_4_5],[2_4],[2_5]
1187,escort 覆盖  。,护送 覆盖  。,[],[0],[0],[2],[2]
1188,neighborhood 环境 很 好 ， 房子 非常 安静  。,邻里 环境 很 好 ， 房子 非常 安静  。,[],[0],[0],[4_8],[4_8]
1189,请 问 still available 吗 ？,请 问 有 位置 吗 ？,[],[2_3],[2_3],[5],[5]
1190,我 想 麻烦 问 一下 这 是 哪 一 家 的 management ？,我 想 麻烦 问 一下 这 是 哪 一 家 的 房源 ？,[],[11_12],[11_12],[12],[12]
1191,优先 一 年 的 yearly lease ， 特殊 情况 可以 考虑 半 年 租 的  。,优先 一 年 的 年租 ， 特殊 情况 可以 考虑 半 年 租 的  。,[],[4_5_6],[4_5],[6_15],[5_14]
1192,html 请 联系 邮箱  ：  jingyu .,电联 l 请 联系 邮箱  ：  jingyu .,[l],[0],[0_1_6_7],[4_6],[5_7]
1193,在 s pacific 上 的 house  。,在 南大 西洋 上 的 房子  。,[],[1_2_5_6],[1_2_5_6],[6],[6]
1194,出入 apartment 需要 专门 的 钥匙 ， 所以 非常 安全  。,出入 公寓 需要 专门 的 钥匙 ， 所以 非常 安全  。,[],[1],[1],[6_10],[6_10]
1195,超大 living room 出租 ， 有 一 个 很 大 的 窗户 ， 通风 明亮 ， 对面 就是 教堂 ， 风景 和 采光 都 是 一流  。,超大 客厅 出租 ， 有 一 个 很 大 的 窗户 ， 通风 明亮 ， 对面 就是 教堂 ， 风景 和 采光 都 是 一流  。,[],[1_2],[1],[4_12_15_19_26],[3_11_14_18_25]
1196,bathroom 淋浴 暖气 齐全  。,淋浴 间 淋浴 暖气 齐全  。,[],[0],[1],[4],[5]
1197,欢迎 有 兴趣 的 同学 联系 和 留言 ， 请 留下 电话 和 email  。,欢迎 有 兴趣 的 同学 联系 和 留言 ， 请 留下 电话 和 邮件  。,[],[13_14],[13_14],[8_14],[8_14]
1198,有 兴趣 的 同学 随时 email 或者 留言 ， 谢谢  。,有 兴趣 的 同学 随时 邮件 或者 留言 ， 谢谢  。,[],[5],[5],[8_10],[8_10]
1199,up ~ up -- 房子 暑假 后 开始 available 了 ， 于是 edit 后 再 贴  。,帕克 分校 -- 房子 暑假 后 开始 闲置 了 ， 于是 编辑 后 再 贴  。,[],[0_1_2_3_8_12],[0_1_2_7_11],[1_10_16],[2_9_15]
1200,email 联系 ， em@48 企鹅 .,邮件 联系 ， em@48 企鹅 .,[],[0],[0],[2_3_5],[2_3_5]
1201,a  ：  由于 bed room 很大 ， 所以 两 个 share bedroom 刚刚 好  。,房主  ：  由于 房间 很 大 ， 所以 两 个 共 住 一 间 刚刚 好  。,[],[0_1_3_4_10_11],[0_1_3_4_5_6_10_11_12_13],[1_6_14],[1_6_16]
1202,q  ：  两 个 人 share bedroom 隐私 啊 ， 噪音 啊 什么 的 怎么 办 ？,租客 ：  两 个 人 共享 房间 隐私 啊 ， 噪音 啊 什么 的 怎么 办 ？,[],[0_1_5_6],[0_1_5_6],[1_9_16],[1_9_16]
1203,下面 有 floor plan 的 图 ， 我 家 正好 是 左右 反 一 反 ， 然后 bedroom 顶上 还 有 一 面 窗  。,下面 有 户型 图 的 图 ， 我 家 正好 是 左右 反 一 反 ， 然后 房间 顶上 还 有 一 面 窗  。,[],[2_3_17],[2_17],[6_15_24],[6_15_24]
1204,from = page_100505&mod = tab#place 感兴趣 的 可以 给 我 发 邮件 或者 短信  ：  em@49,从 = page_100505&mod = tab#place 感兴趣 的 可以 给 我 发 邮件 或者 短信  ：  em@49,[],[0_1_2_3_4],[0_1_2_3_4],[1_3_14_15],[1_2_3_4_14_15]
1205,house 里 有 washer dryer dishwasher  。,房子 里 有 洗衣机 ， 烘干机 ， 洗碗机  。,[],[0_3_4_5_6],[0_3_4_5_6_7_8],[6],[4_6_8]
1206,房间 环境  ：  很 大 ， 现在 里面 放 了 一 个 queen bed 依旧 很 宽敞  。,房间 环境  ：  很 大 ， 现在 里面 放 了 一 个 较 大号 床 依旧 很 宽敞  。,[],[12_13],[12_13_14],[2_5_17],[2_5_18]
1207,escort 属于 蓝 线 区域  。,护送 属于 蓝 线 区域  。,[],[0],[0],[5],[5]
1208,如果 在 阳台 可以 看到 university center 旁边 的 操场  。,如果 在 阳台 可以 看到 大学 中心 旁边 的 操场  。,[],[5_6],[5_6],[10],[10]
1209,出租 的 是 house 里面 的 几 个 卧室 ， 有 家具  。,出租 的 是 房子 里面 的 几 个 卧室 ， 有 家具  。,[],[3],[3],[9_12],[9_12]
1210,基本 可以 算是 oakland 附近 价格 最 优惠 的 了  。,基本 可以 算是 奥克兰 附近 价格 最 优惠 的 了  。,[],[3],[3],[10],[10]
1211,usp = sharing 联络 方式 主要 是 邮箱  ：  em@50,联系 方式 联络 方式 主要 是 邮箱  ：  em@50,[],[0_1_2],[0],[1_8_9],[7_8]
1212,房子  ：  是 一 个 house  。,房子  ：  是 一 个 房子  。,[],[5_6],[],[1_6],[1_6]
1213,地下室 是 dryer washer ， 以及 储藏 空间  。,地下室 是 烘干机 ， 洗衣机 ， 以及 储藏 空间  。,[],[2_3_4],[2_3_4_5],[4_8],[3_5_9]
1214,目前 有 两 间 卧室 可以 出租 ， yearly lease preferred  。,目前 有 两 间 卧室 可以 出租 ， 年 租 优先  。,[],[8_9_10_11],[8_9_10_11],[7_11],[7_11]
1215,washer and dryer  (  free to use  )  ， 大量 储藏 空间  。,免费 使用 洗衣机 ， 烘干机 )  ， 大量 储藏 空间  。,[],[0_1_2_3_4_5_6_7_8],[0_1_2_3_4_5_6],[3_7_8_12],[3_5_6_10]
1216,后院 是 deck .,后院 是 小楼 .,[],[2_3],[2_3],[3],[3]
1217,房型  ：  是 一 个 house ， 里面 有 四 个 卧室  。,房型  ：  是 一 个 房子 ， 里面 有 四 个 卧室  。,[],[5_6],[5_6],[1_6_12],[1_6_12]
1218,washer dryer 在 地下室 ， 免费 实用 ；,洗衣机 ， 烘干机 在 地下室 ， 免费 实用 ；,[],[0_1],[0_1_2],[4_7],[1_5_8]
1219,要求  ：  no smoking ， no pets ， no noisy parties .,要求  ： 禁烟 ， 不 能 有 宠物 ， 不 能 有 嗨 趴,[],[2_3_4_5_6_7_8_9_10_11],[2_3_4_5_6_7_8_9_10_11_12_13],[1_4_7_11],[1_3_8]
1220,也 可以 email 联系  。,也 可以 邮件 联系  。,[],[2],[2],[4],[4]
1221,我 也 可以 pm 把 email 给 您  。,我 也 可以 下午 把 邮件 给 您  。,[],[3_5],[3_5],[8],[8]
1223,好 的 ， 我 pm 把 email 给 你  。,我 也 可以 下午 把 邮件 给 您  。,[],[4_6],[1_2_3_5_7_8],[2_9],[8]
1224,好的 ， 我 pm 把 email 给 你  。,我 也 可以 下午 把 邮件 给 您  。,[],[3_5],[1_2_3_5_7_8],[1_8],[8]
1225,匹兹堡 独 栋 house 两 间 卧室 出租  。,匹兹堡 独 栋 房子 两 间 卧室 出租  。,[],[3],[3],[8],[8]
1226,house 地处 squirrel hill ， 这个 区域 非常 安全  。,房子 地处 松鼠山 ， 这个 区域 非常 安全  。,[],[0_2_3_4],[0_2_3],[4_9],[3_8]
1227,house 门口 免费 停车  。,房子 门口 免费 停车  。,[],[0],[0],[4],[4]
1228,topic  :  出租 客厅 ！,招租  :  出租 客厅 ！,[],[0_1],[0_1],[1_4],[1_4]
1229,房子 全 地毯 ， 客厅 有 暖气 ， 有 窗户 ， 有 大 closet ， 不 临街  。,房子 全 地毯 ， 客厅 有 暖气 ， 有 窗户 ， 有 大 衣橱 ， 不 临街  。,[],[13_14],[13_14],[3_7_10_14_17],[3_7_10_14_17]
1230,因为 两 个 房间 离 客厅 都 很 远 ， 中间 隔 有 dining room ， kitchen 还有 bathroom 相隔 ， 所以 互相 干扰 不 大  。,因为 两 个 房间 离 客厅 都 很 远 ， 中间 隔 有 餐厅 ， 厨房 还有 淋浴 间 相隔 ， 所以 互相 干扰 不 大  。,[],[13_14_15_16_18],[13_14_15_17_18],[9_15_20_26],[9_14_20_26]
1231,现 一 卧室 住 pitt 本科 女生 ， 另 一 卧室 住 pitt phd 男生  。,现 一 卧室 住 匹兹堡 本科 女生 ， 另 一 卧室 住 匹兹堡 在读 博士生 男生  。,[],[4_12_13],[4_12_13_14],[7_15],[7_16]
1232,是 apartment building ， 有 很 好 的 管理 公司  。,是 公寓 ， 有 很 好 的 管理 公司  。,[],[1_2_3],[1_2],[3_10],[2_9]
1233,路口 有 carnegie 图书馆 ， 学习 方便  。,路口 有 卡内基 图书馆 ， 学习 方便  。,[],[2],[2],[4_7],[4_7]
1234,房间 不 大 但是 很 cozy with big closet  。,房间 不 大 但是 很 紧凑 ， 大衣橱,[],[5_6_7_8_9],[5_6_7],[9],[6]
1235,， 是 一 栋 house ， 三 个 房间 加 一 个 阁楼 ， 两 个 bathroom  。,， 是 一 栋 房子 ， 三 个 房间 加 一 个 阁楼 ， 两 个 厕所  。,[],[0_4_5_16_17],[0_4_5_16_17],[0_5_13_17],[0_5_13_17]
1236,已 租 up up available up !,已 租 空闲,[],[2_3_4_5_6],[2],[6],
1237,有 一 个 closet 是 完全 给 你 用 的  。,有 一 个 衣橱 是 完全 给 你 用 的  。,[],[3],[3],[10],[10]
1238,o  (  ∩_∩  )  o 谢谢 ！,谢谢 ！,[],[0_1_2_3_4],[],[1_3_6],[1]
1239,而 college ave 上 没有 公交 经过 ， 所以 特别 安静  。,而 大学 街 上 没有 公交 经过 ， 所以 特别 安静  。,[],[1_2],[1_2],[7_11],[7_11]
1240,联系 方式  :  email  :  em@51,联系 方式  :  邮件  :  em@51,[],[3_4_5],[3_4_5],[2_4_5],[2_4_5]
1241,超大 living room 出租 ， 有 一 个 很 大 的 窗户 ， 通风 明亮 ， 对面 就是 教堂 ， 风景 和 采光 都 是 一流  。,超大 客厅 出租 ， 有 一 个 很 大 的 窗户 ， 通风 明亮 ， 对面 就是 教堂 ， 风景 和 采光 都 是 一流  。,[],[1_2],[1],[4_12_15_19_26],[3_11_14_18_25]
1242,bathroom 淋浴 暖气 齐全  。,厕所 淋浴 暖气 齐全  。,[],[0],[0],[4],[4]
1243,绝对 是 squirrel hill 最 好 的 house 了 ， 没有 之一 ！,绝对 是 松鼠山 最 好 的 房子 了 ， 没有 之一 ！,[],[2_3_7],[2_6],[9_12],[8_11]
1244,暑假 要 来 pittsburgh 实习 ， 从 5 .,暑假 要 来 匹兹堡 实习 ， 从 5 .,[],[3],[3_7_8],[5_8],[5_8]
1245,本人 是 cfa 的 研究生 ， 项目 为 一 年 半  。,本人 是 大学 名称 的 研究生 ， 项目 为 一 年 半  。,[],[2],[2_3],[5_11],[6_12]
1246,有 dish washer ， oven .,有 洗碗机 ， 微波炉 .,[],[1_2_3_4_5],[1_2_3_4],[3_5],[2_4]
1247,床 是 double size  。,床 是 双人床  。,[],[2_3_4],[2_3],[4],[3]
1248,email 联系 em@52,邮件 联系 em@52,[],[0],[0],[2],[2]
1249,交通 方便 ， 学校 shuttle 站 就 位于 公寓 门口 ， 步行 不 需 一 分钟 .,交通 方便 ， 学校 通勤 公交 站 就 位于 公寓 门口 ， 步行 不 需 一 分钟 .,[],[4],[4_5],[2_10_16],[2_11_17]
1250,晚上 escort 直接 送到 公寓 门口 .,晚上 护送 直接 送到 公寓 门口 .,[],[1],[1],[6],[6]
1251,步行 五 分钟 可 到 giant eagle ， 步行 十 分钟 可 到 target ， trader joe ' s .,步行 五 分钟 可 到 捷安特 鹰 ， 步行 十 分钟 可 到 塔吉特 ， 乔,[],[5_6_7_13_14_15_16_17_18_19],[5_6_7_13_14_15],[7_14_17_19],[7_14]
1252,如果 有 兴趣 ， 请 用 以下 方式 与 我 联系  ：  email  :  em@53,如果 有 兴趣 ， 请 用 以下 方式 与 我 联系  ：  邮件  :  em@53,[],[12_13_14],[12_13_14],[3_11_13_14],[3_11_13_14]
1253,三 个 closet ， 衣服 肯定 够 放  。,三 个 衣橱 ， 衣服 肯定 够 放  。,[],[2_3],[2_3],[3_8],[3_8]
1254,地下室 有 洗衣机 dryer 免费 实用  。,地下室 有 洗衣机 烘干机 免费 实用  。,[],[3],[3],[6],[6]
1255,你 是 一 个 同学 租 ， 还是 跟 几 个 同学 一起 把 house 租 下来 呢 ？,你 是 一 个 同学 租 ， 还是 跟 几 个 同学 一 起 把 房子 租 下来 呢 ？,[],[14],[13_15],[6_18],[6_19]
1256,抱歉 是 no pets no smoking 的 policy .,抱歉 是 不要 宠物 禁言 的 政策 .,[],[2_3_4_5_7_8],[2_3_4_6_7],[8],[7]
1257,html 不 是 病毒,短讯 不 是 病毒,[],[0],[0],,
1258,出门 就 是 cvs ， 很 方便  。,出门 就 是 西 维斯 ， 很 方便  。,[],[3_4],[3_4_5],[4_7],[5_8]
