Word Index,Word Form,Surprisal
3,试车,6.235564
4,。,0.7872672
,,
CMU,6103,
0,舒适,5.688997
1,也,3.887461
2,有,1.162919
3,<unk>,Infinity
4,支撑,4.789075
5,。,0.9956233
,,
CMU,6105,
0,风扇,5.688997
1,购,5.848297
2,于,1.977438
3,今年,3.912206
4,五月,2.848242
5,原价,7.330131
6,<unk>,Infinity
,,
CMU,6106,
0,赶紧,7.042348
1,入手,6.087576
2,吧,5.44788
3,！,0.6196361
,,
CMU,6107,
0,新人,5.415995
1,报到,6.149523
2,！,4.705871
,,
CMU,6108,
0,求购,6.600883
1,二手,5.740359
2,自行车,3.252351
3,请,4.786037
4,联系,3.53085
,,
CMU,6109,
0,车,4.722855
1,按时,4.940695
2,保养,5.682628
3,，,1.069421
4,因此,1.98208
5,车况,7.0208
6,良好,2.122359
7,，,0.7904912
8,动力,4.773722
9,充足,3.880353
10,，,0.617817
11,油耗,5.622184
12,较低,2.144725
13,，,0.726807
14,驾驶,4.780644
15,体验,3.110558
16,舒适,4.287147
17,。,0.9437078
,,
CMU,6110,
0,欢迎,5.269867
1,询问,6.030622
2,。,1.595741
,,
CMU,6111,
0,请,4.366777
1,详见,2.253146
2,附件,3.229846
3,实物,5.861282
4,图,4.549478
5,.,3.46659
,,
CMU,6112,
0,详情,5.114965
1,请,5.182603
2,联系,3.53085
,,
CMU,6113,
0,有,2.715695
1,要,4.879385
2,回国,3.834924
3,的,1.203928
4,同学,4.035213
5,愿意,4.966702
6,换,5.274507
7,人民币,3.587102
8,吗,5.92717
9,？,0.1054398
,,
CMU,6114,
0,注,3.268628
1,名,4.486274
2,买,4.962257
3,家具,3.324211
,,
CMU,6119,
0,哑铃,5.804013
1,组,4.615513
2,已,3.362125
3,出,3.356338
4,。,1.291725
,,
CMU,6120,
0,八月,4.302052
1,中旬,2.317872
2,以后,2.869981
3,交易,5.06566
4,。,1.035468
,,
CMU,6121,
0,麻烦,7.042348
1,备注,6.540045
2,一下,6.182573
3,：,2.150976
4,买,4.933878
5,家具,3.331374
6,<unk>,Infinity
,,
CMU,6122,
0,功能,4.678273
1,非常,3.294082
2,齐全,3.96613
3,的,0.6687721
4,微波炉,6.034417
5,<unk>,Infinity
,,
CMU,6123,
0,精美,6.100998
1,玻璃,5.481118
2,桌,4.230506
3,（,2.017497
4,拆卸,6.714579
5,非常,4.478082
6,方便,2.645809
7,）,4.128895
8,<unk>,Infinity
,,
CMU,6124,
0,熨斗,5.637844
1,套装,5.759371
2,。,1.105155
,,
CMU,6125,
0,价格,5.177113
1,可以,2.604747
2,商议,5.850836
,,
CMU,6126,
0,赠送,6.527233
1,小,2.815132
2,餐桌,7.004041
3,。,1.416825
,,
CMU,6127,
0,要,3.616195
1,墨盒,7.308769
2,的,0.9079973
3,送,5.363048
4,打印机,6.03779
5,。,1.13234
,,
CMU,6128,
0,坐标,5.230359
1,<unk>,Infinity
2,.,3.135041
,,
CMU,6130,
0,价格,5.177113
1,<unk>,Infinity
2,。,1.427697
,,
CMU,6131,
0,已,3.881124
1,出,3.598791
2,~~~,9.197123
,,
CMU,6132,
0,已,3.881124
1,出,3.598791
2,谢谢,6.220423
3,请问,6.832892
4,图片,5.23446
5,上,1.906551
6,的,0.552842
7,家具,4.732643
8,还,3.208355
9,在,1.192875
10,嘛,6.434515
11,？,2.058505
,,
CMU,6133,
0,声音,4.813935
1,小,4.691107
2,，,1.34525
3,非常,4.097416
4,适合,5.525841
5,放在,2.905751
6,卧室,5.850831
7,。,0.9010747
,,
CMU,6134,
0,其他,3.199917
1,物品,3.214664
2,：,2.607678
3,微波炉,5.507379
4,可用,5.307621
5,玻璃,3.606041
6,盘,3.447084
7,两,2.267346
8,个,0.8293038
9,，,2.264818
,,
CMU,6138,
0,使用,3.265751
1,一,2.247155
2,年,2.064832
3,半,1.541552
4,，,0.7563964
5,较,3.722968
6,新,3.028548
7,，,0.7269987
8,具体,4.127677
9,图片,5.519565
10,见,4.732194
11,链接,4.744375
12,。,0.934168
,,
CMU,6141,
0,可以,3.535944
1,小刀,7.291126
2,。,1.407314
,,
CMU,6142,
0,已,3.881124
1,出,3.598791
2,已,3.824205
3,出,3.297641
4,<unk>,Infinity
,,
CMU,6143,
0,具体,4.317929
1,信息,2.397483
2,请,3.383424
3,点,4.137627
4,链接,3.992168
5,。,1.156029
,,
CMU,6144,
0,部分,3.588195
1,家具,4.446175
2,已,3.244165
3,出,3.308549
4,，,0.9797242
5,链接,4.672785
6,内容,4.363778
7,已,2.788643
8,更新,3.569475
9,。,1.367264
,,
CMU,6145,
0,折叠,6.258925
1,衣架,7.315817
2,-,3.033402
3,<unk>,Infinity
,,
CMU,6146,
0,餐桌,6.258925
1,-,3.334173
2,<unk>,Infinity
,,
CMU,6147,
0,转椅,7.405363
1,-,2.94866
2,<unk>,Infinity
,,
CMU,6148,
0,键盘,5.060607
1,-,3.858443
2,<unk>,Infinity
,,
CMU,6149,
0,对于,2.858729
1,住,4.723953
2,客厅,6.088745
3,或者,4.423868
4,想,3.560757
5,用来,3.549405
6,遮挡,3.885141
7,一下,5.675069
8,的,1.805742
9,人,2.369944
10,来说,2.250006
11,非常,2.510999
12,好,2.034627
13,，,0.5531858
14,很,2.922842
15,轻,6.252382
16,很,4.392554
17,大,3.383542
18,很,4.563359
19,方便,2.424523
20,。,0.7383841
,,
CMU,6150,
0,可以,3.535944
1,满足,3.348284
2,家居,5.798802
3,健身,5.658766
4,的,1.39678
5,基本,3.300251
6,需求,2.368625
7,。,0.5517549
,,
CMU,6151,
0,体重,4.910845
1,计,6.049735
2,。,1.098891
,,
CMU,6152,
0,电风扇,6.527233
1,，,0.7185656
2,非常,3.970408
3,新,4.17708
4,。,3.108528
,,
CMU,6153,
0,火锅,6.258925
1,神器,6.117356
2,，,0.9577252
3,专业,4.506542
4,煮,6.230416
5,火锅,2.534562
6,的,1.111411
7,工具,3.616218
8,。,0.4688856
,,
CMU,6154,
0,微波炉,6.100998
1,，,1.130334
2,功能,4.561198
3,齐全,6.738969
4,。,0.8237057
,,
CMU,6155,
0,玻璃,4.523901
1,桌,4.363086
2,，,0.9303469
3,可,2.79129
4,拆卸,4.419612
5,。,0.9820795
,,
CMU,6157,
0,需要,3.98786
1,搬家,5.354416
2,，,0.7678009
3,有,2.370285
4,很多,2.066634
5,以前,3.504685
6,买,5.422267
7,多,2.844944
8,的,1.544403
9,东西,2.967614
10,，,0.5892994
11,很多,3.749231
12,都,1.607157
13,很,2.443347
14,新,3.768696
15,。,0.930927
,,
CMU,6158,
0,希望,4.628299
1,家具,5.773458
2,状态,4.68605
3,较好,3.292216
4,！,5.261453
,,
CMU,6159,
0,因为,2.896955
1,要,2.792041
2,回国,3.854094
3,，,1.203928
4,所有,3.484743
5,<unk>,Infinity
6,车辆,4.11817
7,转让,4.168701
8,，,1.276739
9,转让,5.538733
10,价,5.416465
11,为,1.696865
12,<unk>,Infinity
13,.,3.135041
,,
CMU,6160,
0,也,3.370151
1,可以,1.017816
2,给,3.062448
3,我,1.883705
4,发,3.987361
5,邮件,5.771267
6,，,1.045707
7,我,3.201011
8,可以,2.068863
9,给,2.10583
10,您,3.591496
11,发车,5.719192
12,的,1.101231
13,照片,3.632159
14,。,0.7291858
,,
CMU,6161,
0,准备,5.001022
1,离开,2.183985
2,匹兹堡,5.149142
3,，,1.281196
4,留下,4.015578
5,一,1.32933
6,大,6.812857
7,堆,5.194051
8,家具,5.535843
9,。,1.201446
,,
CMU,6162,
0,联系,5.688997
1,时,3.055747
2,，,0.1249387
3,请,3.440493
4,注明,4.797632
5,：,1.561242
6,买,5.097846
7,家具,3.331374
8,。,1.317173
,,
CMU,6163,
0,非常,4.495176
1,干净,3.669101
2,和,2.042356
3,新,3.02227
4,。,3.132488
,,
CMU,6164,
0,原价,7.042348
1,<unk>,Infinity
2,。,1.427697
,,
CMU,6165,
0,一直,3.994391
1,使用,2.643988
2,至今,1.072062
3,，,0.7146826
4,没有,2.902668
5,出,3.824688
6,过,5.514795
7,任何,2.286361
8,问题,2.648474
9,。,0.4332158
,,
CMU,6166,
0,车况,6.636354
1,非常,3.98888
2,好,1.782907
3,。,0.7249983
,,
CMU,6168,
0,<unk>,Infinity
1,出,3.469297
2,。,1.859587
,,
CMU,6169,
0,无,3.563109
1,事故,5.1181
2,。,1.004669
,,
CMU,6170,
0,价钱,6.527233
1,已,2.621563
2,更新,3.662967
3,，,1.335499
4,希望,3.356725
5,大家,2.084258
6,关注,2.757811
7,。,1.408048
,,
CMU,6171,
0,毕业,3.007416
1,卖,7.391824
2,家具,3.023556
3,！,4.614175
,,
CMU,6172,
0,很,4.322574
1,干净,3.791988
2,价格,3.726219
3,随意,5.854189
4,。,1.785567
,,
CMU,6173,
0,<unk>,Infinity
1,，,1.197862
2,几乎,3.480196
3,没有,1.149919
4,使用,2.26998
5,。,1.317599
,,
CMU,6174,
0,书桌,7.042348
1,，,0.8406437
2,台灯,7.604123
,,
CMU,6175,
0,书桌,7.042348
1,等,2.437033
2,？,6.112389
,,
CMU,6176,
0,很,4.322574
1,干净,3.791988
2,。,0.9248334
,,
CMU,6177,
0,具体,4.317929
1,<unk>,Infinity
2,。,1.427697
,,
CMU,6178,
0,不,3.59865
1,能,2.937391
2,传,3.783507
3,太,4.81354
4,多,3.952621
5,太,5.730742
6,大,3.952621
7,的,1.571222
8,图,4.275922
9,，,1.081082
10,有意,4.729609
11,者,4.026566
12,我,4.075558
13,可,3.569053
14,传,5.178611
15,图片,3.604155
16,至,2.990248
17,您,5.967788
18,邮箱,6.370024
19,。,1.087781
,,
CMU,6179,
0,价格,5.177113
1,随意,5.895499
2,。,1.785567
,,
CMU,6180,
0,谢谢,5.637844
1,搅拌机,7.177779
2,已经,3.807553
3,出售,3.646178
4,。,1.090253
,,
CMU,6181,
0,可以,3.535944
1,把,1.880051
2,所有,2.048895
3,猫,4.526716
4,的,0.994151
5,相关,3.450282
6,物品,3.677756
7,一起,3.749193
8,送给,4.260966
9,你,1.999195
10,。,0.9749005
,,
CMU,6182,
0,可以,3.535944
1,提供,2.669672
2,她,3.740627
3,的,1.021743
4,所有,3.114291
5,文件,2.660956
6,，,1.123631
7,疫苗,5.694636
8,证明,4.814284
9,，,0.9492806
10,以及,2.49375
11,她,2.662494
12,的,0.4818164
13,用品,5.709427
14,。,0.5481846
,,
CMU,6183,
0,原价,7.042348
1,<unk>,Infinity
2,，,1.197862
3,<unk>,Infinity
4,.,3.135041
,,
CMU,6184,
0,这,2.328403
1,应该,3.984397
2,是,0.262685
3,全,3.295863
4,版,2.821377
5,最,4.625178
6,低价,5.007462
7,？,4.375484
,,
CMU,6185,
0,绝对,4.705596
1,是,1.505352
2,代步,6.854325
3,好,4.909723
4,车,3.293584
5,.,3.724263
,,
CMU,6186,
0,请,4.366777
1,回复,5.550465
2,联系,4.077627
3,.,4.016349
,,
CMU,6187,
0,怎么,6.527233
1,卖,3.823725
2,？,3.663987
,,
CMU,6188,
0,<unk>,Infinity
1,是,2.025023
2,<unk>,Infinity
,,
CMU,6189,
0,近期,4.35909
1,换,5.275565
2,过,3.995109
3,四,2.586403
4,个,0.9274493
5,轮胎,3.359314
6,。,1.307039
,,
CMU,6191,
0,毕业,3.007416
1,搬出,8.62512
2,匹兹堡,5.584603
3,，,1.281196
4,出售,4.675901
5,家具,5.680673
6,。,1.201446
,,
CMU,6192,
0,如果,2.949325
1,大家,3.332406
2,有,2.673447
3,喜欢,4.516579
4,价格,4.897987
5,都,2.270525
6,好,3.728271
7,商量,1.709078
8,！,4.50893
,,
CMU,6193,
0,小,3.094466
1,桌子,3.950533
2,.,3.75625
,,
CMU,6197,
0,加,3.602192
1,的,3.017731
2,时候,2.665801
3,注明,6.123024
4,:,3.888645
5,显示器,5.732897
,,
CMU,6198,
0,状态,4.968837
1,良好,2.487659
2,。,0.7124725
,,
CMU,6199,
0,送,5.144928
1,头盔,5.791928
2,，,0.7365862
3,锁,5.318172
4,等,2.485229
5,小,3.675275
6,配件,4.232144
7,。,0.7751436
,,
CMU,6200,
0,音箱,6.100998
1,低音,5.668508
2,颤音,6.501049
3,延迟,5.47136
4,效果,3.942882
5,非常,2.397506
6,棒,3.242918
7,，,0.6173
8,适合,4.153256
9,家庭,3.107018
10,联系,3.117316
11,以及,3.016506
12,小型,3.578532
13,演出,2.804494
14,。,0.6786942
,,
CMU,6201,
0,<unk>,Infinity
1,音箱,6.050694
2,链接,4.904301
3,（,1.974547
4,原价,5.78552
5,$,1.410221
6,<unk>,Infinity
,,
CMU,6202,
0,可以,3.535944
1,的,3.491177
2,，,0.5964561
3,你,2.944668
4,要,1.625452
5,什么,2.649013
6,？,1.47322
,,
CMU,6203,
0,顶,4.495176
1,一,3.133663
2,个,5.405366
3,顶,4.93294
4,一,2.926736
5,个,5.405366
6,已,3.366383
7,更新,3.768997
,,
CMU,6204,
0,车,4.722855
1,款式,4.157271
2,<unk>,Infinity
3,，,1.197862
4,颜色,4.243237
5,为,0.893591
6,银,4.894283
7,/,4.018792
8,蓝色,4.192177
9,。,1.322879
,,
CMU,6205,
0,一共,4.509301
1,<unk>,Infinity
2,，,1.197862
3,不,2.902905
4,单,3.955374
5,卖,5.710516
6,。,1.561523
,,
CMU,6206,
0,毕业,3.007416
1,甩卖,10.16642
2,：,2.692144
,,
CMU,6207,
0,盘子,7.042348
1,碗,5.413884
2,一,2.665968
3,整,6.435258
4,套,4.948865
,,
CMU,6208,
0,剩余,4.938874
1,物品,3.804825
2,已,3.162226
3,更新,3.671227
4,！,4.8007
,,
CMU,6209,
0,已,3.881124
1,更新,3.790677
2,！,4.8007
,,
CMU,6210,
0,请,4.366777
1,备注,6.398234
2,一下,6.182573
3,哦,6.293798
,,
CMU,6211,
0,求购,6.600883
1,一切,4.406203
2,家具,4.586506
3,谢谢,6.412203
4,。,1.227244
,,
CMU,6212,
0,<unk>,Infinity
1,欢迎,4.519535
2,光临,7.10593
3,！,2.467295
,,
CMU,6213,
0,你,3.991114
1,好,3.577481
2,，,1.413318
3,请,3.100019
4,问,4.282516
5,怎么,4.308136
6,联系,4.775194
7,你,4.628891
8,呢,3.101836
9,？,0.3174204
,,
CMU,6214,
0,衣架,7.042348
1,还有,3.929441
2,吗,4.931459
3,你,5.61085
4,好,3.387072
5,，,1.413318
6,空调,5.31107
7,还,2.005561
8,有,2.608525
9,吗,5.783107
10,？,0.328867
,,
CMU,6215,
0,可,3.501123
1,不,4.224113
2,可以,2.302736
3,麻烦,5.89137
4,给,3.701413
5,张,3.462362
6,照片,2.132278
7,~,5.504019
8,~,3.452109
,,
CMU,6216,
0,赠送,6.527233
1,二手,5.945979
2,<unk>,Infinity
,,
CMU,6217,
0,搬运,5.592087
1,及,2.699852
2,储存,4.048809
3,事宜,5.441726
4,请,4.047847
5,自行,2.935104
6,处理,4.594461
7,，,0.9849623
8,谢谢,5.425778
9,。,0.7998705
,,
CMU,6218,
0,三,2.927257
1,个,1.338494
2,月,1.09466
3,内,1.293506
4,换,5.230604
5,过,3.995109
6,新,3.586403
7,轮胎,4.351819
8,。,1.22162
,,
CMU,6219,
0,整体,4.379899
1,车况,7.462422
2,非常,3.98888
3,好,1.782907
4,。,0.7249983
,,
CMU,6220,
0,如果,2.949325
1,你,1.886886
2,上门,6.710998
3,取,4.640477
4,可以,4.060269
5,。,2.890892
,,
CMU,6221,
0,我,3.527254
1,是,1.29398
2,诚心,6.538312
3,想,4.281509
4,买,5.408489
5,的,1.21779
6,。,1.253257
,,
CMU,6222,
0,想要,5.023885
1,大,4.337793
2,一,3.074322
3,点,5.075235
4,的,1.257224
5,书桌,5.75964
6,，,0.9585102
7,结构,4.285806
8,简单,1.506329
9,的,0.9242793
10,好,3.975231
11,求,5.123463
12,椅子,5.770967
13,，,0.90309
14,舒服,6.757556
15,一点,2.411131
16,的,1.224726
17,；,3.705335
,,
CMU,6223,
0,价格,5.177113
1,好,4.486372
2,商量,4.039603
3,，,0.5925668
4,谢谢,5.339561
5,！,1.941651
,,
CMU,6224,
0,尺寸,5.194147
1,如何,3.583381
2,？,2.080437
,,
CMU,6225,
0,随时,5.976814
1,可取,6.404765
2,。,0.8339258
,,
CMU,6226,
0,两,3.065489
1,个,0.6650633
2,吹风,7.502359
3,已经,3.639777
4,出,3.257012
5,啦,5.731427
6,。,1.480813
,,
CMU,6227,
0,手推车,7.042348
1,还,3.569562
2,在,1.192875
3,。,2.53302
,,
CMU,6228,
0,不行,7.042348
1,哦,6.842155
2,，,0.4021361
3,可以,2.926983
4,考虑,2.761218
5,先,4.103953
6,拿,2.967932
7,了,2.035201
8,放,4.7325
9,同学,5.494308
10,那,4.190466
,,
CMU,6229,
0,大家,4.683601
1,好,2.369944
2,，,0.3212334
,,
CMU,6230,
0,祝,5.129689
1,大家,1.946125
2,一切,5.320668
3,顺利,4.996825
4,！,3.806369
,,
CMU,6231,
0,毕业,3.007416
1,出售,7.179004
2,家具,5.690403
3,。,1.201446
,,
CMU,6233,
0,需要,3.98786
1,的,1.835958
2,请,5.626534
3,联系,3.59882
4,微,5.275205
5,信,4.723318
6,<unk>,Infinity
7,。,1.427697
,,
CMU,6234,
0,要求,4.813935
1,：,2.389885
2,大,3.433372
3,。,1.92652
,,
CMU,6235,
0,出售,5.637844
1,物品,3.497771
2,的,1.02622
3,图片,4.046601
4,和,1.452029
5,价钱,5.418718
6,都,2.339452
7,在,1.517215
8,链接,5.245212
9,里,3.943416
10,：,3.205408
,,
CMU,6236,
0,所有,3.213507
1,家具,4.031432
2,<unk>,Infinity
,,
CMU,6237,
0,搬家,6.527233
1,-,3.603559
2,<unk>,Infinity
,,
CMU,6238,
0,搬家,6.527233
1,-,3.603559
2,<unk>,Infinity
,,
CMU,6239,
0,驾驶,5.035784
1,视线,3.83434
2,和,2.248954
3,乘坐,5.036324
4,感,4.148835
5,很,4.206441
6,好,3.559633
7,。,1.655329
,,
CMU,6240,
0,安全,4.449072
1,舒适,3.419902
2,，,1.05752
3,性价比,6.328165
4,很,4.06636
5,高,3.62658
6,！,3.888248
,,
CMU,6241,
0,继续,4.785907
1,求,5.43399
2,~,4.735181
,,
CMU,6242,
0,毕业,3.007416
1,搬家,8.389076
2,，,0.7678009
3,甩卖,7.707732
4,各,3.668869
5,种,4.132708
6,家具,5.099996
7,，,1.12282
8,使用,3.1474
9,不满,4.676198
10,一,2.388192
11,年,0.2304489
12,。,1.093286
,,
CMU,6243,
0,楼主,6.527233
1,毕业,3.982101
2,低价,7.086029
3,卖,2.789452
4,车,4.472456
5,。,1.132511
,,
CMU,6244,
0,按时,5.76191
1,保养,5.682628
2,更换,5.052859
3,机油,2.861468
4,。,1.834715
,,
CMU,6246,
0,所以,3.657084
1,基本上,3.664844
2,和,1.997841
3,全新,4.448292
4,的,0.2304489
5,没,5.479184
6,什么,3.22564
7,区别,2.513692
8,。,0.3781959
,,
CMU,6247,
0,所有,3.213507
1,家具,4.031432
2,已,3.18581
3,出,3.308549
4,。,1.291725
,,
CMU,6248,
0,回国,4.379899
1,卖,6.783067
2,车,4.472456
3,。,1.132511
,,
CMU,6249,
0,要,3.616195
1,离开,2.879894
2,匹,4.514025
3,村,4.380959
4,了,4.267626
5,急,5.112743
6,处理,4.624207
7,一下,4.115096
8,。,1.059058
,,
CMU,6250,
0,（,2.636784
1,已,3.676016
2,出,3.077443
3,）,2.998941
4,毕业,3.519928
5,出,4.811417
6,一,1.727515
7,把,2.414346
8,吉他,1.712088
9,。,0.9898604
,,
CMU,6251,
0,本来,4.204697
1,想,1.762589
2,带,2.87545
3,回国,3.148797
4,，,0.4357286
5,但是,2.689611
6,上,3.956443
7,飞机,3.869035
8,有点,6.03241
9,麻烦,2.957763
10,。,0.5476359
,,
CMU,6252,
0,毕业,3.007416
1,了,4.158857
2,，,0.49485
3,家具,5.609992
4,甩卖,8.128373
5,。,1.404504
,,
CMU,6253,
0,洗衣,5.415995
1,篓,7.225348
2,<unk>,Infinity
,,
CMU,6255,
0,平时,4.662668
1,都,1.472956
2,停,4.085698
3,车库,6.326997
4,，,0.8785416
5,外观,4.288877
6,也,1.595286
7,看起来,5.390011
8,很,1.219162
9,新,3.959692
10,。,0.930927
,,
CMU,6258,
0,从,2.541127
1,购买,4.545339
2,到,2.13263
3,现在,2.535769
4,没有,2.443893
5,出现,2.237702
6,过,1.047992
7,任何,2.669082
8,问题,2.648474
9,。,0.4332158
,,
CMU,6259,
0,微,4.103536
1,信,4.90489
2,<unk>,Infinity
3,（,2.104872
4,去掉,5.292611
5,*,5.366318
6,号,2.055901
7,）,2.21558
,,
CMU,6260,
0,至今,3.99659
1,没有,2.31621
2,出,3.641075
3,过,5.514795
4,任何,2.286361
5,事故,3.567245
6,！,5.20876
,,
CMU,6261,
0,虽然,2.585877
1,只有,2.830118
2,<unk>,Infinity
,,
CMU,6262,
0,顶,4.495176
1,，,1.357491
2,降价,7.684893
3,！,4.366781
,,
CMU,6263,
0,没有,3.923701
1,停放,5.747526
2,在,2.611901
3,室外,4.36547
4,过,3.927015
5,，,1.399267
6,在家,4.900262
7,都,3.747087
8,放在,3.344751
9,地下室,4.389386
10,，,0.7214034
11,在,1.627735
12,学校,3.016042
13,都,3.352942
14,放在,3.459082
15,办公室,3.151051
16,。,1.178777
,,
CMU,6265,
0,非常,4.495176
1,适合,5.640717
2,通勤,5.349471
3,。,1.912566
,,
CMU,6266,
0,所以,3.657084
1,经验,5.577502
2,告诉,4.528573
3,我们,1.572035
4,热,5.256713
5,的,1.384513
6,时候,2.097392
7,在,2.268775
8,买,4.948594
9,空调,5.202249
10,就,4.027207
11,晚,5.194236
12,啦,6.028629
13,！,1.060173
,,
CMU,6267,
0,车子,5.357115
1,图片,5.175648
2,如下,4.055782
3,！,5.240252
,,
CMU,6269,
0,<unk>,Infinity
1,现场,4.248365
2,另,4.170578
3,有,3.864539
4,小,3.10633
5,物品,3.981563
6,赠送,4.111959
7,！,4.342585
,,
CMU,6270,
0,联系,5.688997
1,方式,4.478161
2,:,3.260532
,,
CMU,6272,
0,鱼,4.667807
1,鱼,5.039072
2,<unk>,Infinity
3,刀,4.681479
,,
CMU,6273,
0,圆形,4.938874
1,<unk>,Infinity
2,刀,4.681479
,,
CMU,6274,
0,价格,5.177113
1,<unk>,Infinity
2,.,3.135041
,,
CMU,6275,
0,电话,4.575053
1,：,0.5698753
2,<unk>,Infinity
,,
CMU,6276,
0,定期,5.023885
1,保养,2.188685
2,。,1.177005
,,
CMU,6278,
0,本人,5.073573
1,在,1.430376
2,实验室,3.783599
3,，,1.701568
4,电话,5.007392
5,如果,4.481365
6,不通,6.131759
7,。,0.9415115
,,
CMU,6279,
0,<unk>,Infinity
1,原价,6.334691
2,<unk>,Infinity
,,
CMU,6280,
0,使用,3.265751
1,起来,3.508522
2,相当,3.018765
3,方便,2.996781
4,。,0.2218488
,,
CMU,6281,
0,见,4.579249
1,照片,3.884887
2,。,1.254004
,,
CMU,6282,
0,<unk>,Infinity
1,刀,4.681479
2,。,1.197489
,,
CMU,6283,
0,款式,5.234002
1,与,1.844002
2,下面,4.485894
3,链接,3.893203
4,中,2.38952
5,的,3.007783
6,相同,4.529288
7,，,1.026942
8,只是,1.86692
9,我,2.619232
10,的,0.3921105
11,颜色,3.79595
12,搭配,3.120799
13,现在,3.917571
14,没有,2.872188
15,了,1.89116
16,。,1.102895
,,
CMU,6284,
0,我,3.527254
1,的,0.7929906
2,颜色,3.79595
3,是,1.246848
4,整体,4.809097
5,黑色,4.513179
6,，,0.8899159
7,抽屉,6.792626
8,白色,5.01199
9,。,1.166958
,,
CMU,6285,
0,一,2.791026
1,只,1.827933
2,脚,1.831299
3,的,0.9378521
4,加热,4.943878
5,功能,2.319602
6,似乎,4.545569
7,坏,5.780008
8,了,1.126896
9,。,0.847909
,,
CMU,6286,
0,<unk>,Infinity
1,，,1.197862
2,台灯,7.604123
3,。,1.199107
,,
CMU,6287,
0,有,2.715695
1,你,3.190595
2,想要,3.109829
3,的,0.5245459
4,东西,1.071604
5,就,2.314394
6,不要,3.330729
7,错过,2.952911
8,啦,5.713486
9,。,1.480813
,,
CMU,6288,
0,出,4.41311
1,一,1.71194
2,个,5.781305
3,鸳鸯,6.279323
4,电,4.678192
5,火锅,6.430503
6,，,0.8303748
7,去年,5.045678
8,购买,4.592052
9,，,1.314749
10,用,3.27489
11,过,2.950608
12,两,2.291528
13,次,0.3342198
14,，,1.18428
15,非常,4.181309
16,新,4.17708
17,。,3.108528
,,
CMU,6289,
0,<unk>,Infinity
1,实物,5.290272
2,图,4.549478
3,:,3.664395
,,
CMU,6290,
0,同事,5.976814
1,短期,5.116769
2,访,4.138058
3,学,1.677201
4,，,0.8293038
5,即日,5.044765
6,离开,2.318598
7,美国,2.246613
8,。,1.183917
,,
CMU,6291,
0,以下,2.510343
1,是,0.6131006
2,他,2.362566
3,的,0.5425866
4,一些,2.69315
5,小,2.331452
6,家电,5.129776
7,，,1.834178
8,几乎,3.533781
9,全新,4.375886
10,，,3.474208
11,因,2.654835
12,时间,3.322936
13,仓促,1.571972
14,，,0.08297423
15,因此,2.296839
16,所有,2.717831
17,物品,3.473814
18,一律,4.305134
19,<unk>,Infinity
20,折,4.793256
21,转让,5.712976
22,。,1.316703
,,
CMU,6292,
0,有意,5.512905
1,购买,2.163007
2,，,1.319421
3,请,3.724096
4,联系,3.301296
5,:,4.016349
6,<unk>,Infinity
,,
CMU,6293,
0,只,3.260659
1,摆,5.676255
2,出来,4.540212
3,一,3.02444
4,次,1.4141
5,大约,3.850044
6,两,2.417616
7,星期,6.819522
8,。,1.021579
,,
CMU,6294,
0,因为,2.896955
1,搬家,5.017592
2,后,1.795845
3,新,3.422706
4,家,4.353488
5,没有,3.277144
6,地方,3.378387
7,放,4.249487
8,所以,4.055019
9,出售,5.228014
10,。,0.908639
,,
CMU,6295,
0,中型,4.836212
1,越野,3.010911
2,，,2.393779
3,四,3.46958
4,驱,6.921509
5,，,1.471711
6,五,3.696725
7,速,2.906142
8,自动,1.478727
9,挡,7.093178
10,，,1.079181
11,可,2.805307
12,远程,4.882767
13,启动,2.733962
14,。,1.059141
,,
CMU,6296,
0,因为,2.896955
1,要,2.792041
2,回国,3.854094
3,所以,4.613378
4,低价,5.228014
5,处理,4.317348
6,家具,5.594822
7,。,1.201446
,,
CMU,6297,
0,几乎,4.088296
1,全新,4.834284
2,。,3.474208
,,
CMU,6298,
0,如果,2.949325
1,有,1.728947
2,兴趣,3.90522
3,可以,3.434638
4,邮件,6.235291
5,进一步,4.691485
6,联系,4.16799
7,。,0.6328061
,,
CMU,6299,
0,四,3.20292
1,驱,6.906707
2,性能,4.85006
3,在,2.2401
4,匹兹堡,4.462045
5,的,0.8985423
6,冬天,4.577476
7,也,1.939688
8,更加,3.423022
9,安全,2.264291
10,。,0.5211381
,,
CMU,6300,
0,平时,4.662668
1,小心,5.464064
2,使用,1.935549
3,。,0.6944149
,,
CMU,6301,
0,原,3.459507
1,包装,5.328795
2,。,1.239429
,,
CMU,6302,
0,彩色,5.035784
1,打印,2.715612
2,，,1.370284
3,扫描,5.575585
4,等,2.280939
5,。,0.7207134
,,
CMU,6303,
0,原件,6.527233
1,$,5.048661
2,<unk>,Infinity
,,
CMU,6304,
0,椅子,5.886802
1,（,2.119338
2,可,3.487941
3,升降,4.230927
4,）,3.014851
5,：,2.395643
6,$,3.260135
7,<unk>,Infinity
,,
CMU,6305,
0,单,4.050508
1,买,5.781155
2,<unk>,Infinity
3,件,4.162599
4,，,0.9278623
5,打包,6.205792
6,<unk>,Infinity
7,套,4.178043
8,。,1.51567
,,
CMU,6306,
0,随机,4.806756
1,附,4.068681
2,变压器,5.778859
3,一,3.101576
4,个,5.279712
5,。,1.987141
,,
CMU,6307,
0,过,4.134205
1,两,2.36431
