SentenceID,CodeSwitchedSentence,NumberOfCodeSwitching,CodeSwitch1,Translation1,CodeSwitch2,Translation2,CodeSwitch3,Translation3,CodeSwitch4,Translation4,CodeSwitch5,Translation5,TranslatedSentence
280,所以 我们 office 能 在 公司 连续 多 年 获得 legion of honor 等 荣誉 。,2,office,,legion of honor,,,,,,,,
281,我 是 访 学 ， 周围 很多 老师 都 在 anna 那 买 的 保险 。,1,anna,,,,,,,,,,
282,所以 我 也 找 的 anna 。,1,anna,,,,,,,,,,
283,再次 谢谢 anna 给 我们 的 帮忙 。,1,anna,,,,,,,,,,
284,选择 什么 ， 就是 多少 coverage 。,1,coverage,,,,,,,,,,
285,agents 也 要 遵循 policy 。,2,agents,,policy,,,,,,,,
286,声明 ： anna 不 是 my agent ！,2,anna,,my agent,,,,,,,,
287,因为 要 租房 上 bbs 一 游 。,1,bbs,,,,,,,,,,
288,否则 没 理由 这么 点 保单 和 理赔 的 问题 需要 到 bbs 上 而 不 去 人家 办公室 谈 。,1,bbs,,,,,,,,,,
289,full size 超 舒服 床 ！,1,full size,,,,,,,,,,
290,可以 到 cleveland 或 columbus 或 indianapolis,3,cleveland,,columbus,,indianapolis,,,,,,
291,房间 内 有 全套 家具 （ 书桌 、 queen,1,queen,,,,,,,,,,
292,可以 和 office 签 下 学年 租约 。,1,office,,,,,,,,,,
293,你 需要 的 所有 超市 都 在 bus 线上 。,1,bus,,,,,,,,,,
294,o ( ∩_∩ ) o 谢谢 。,2,o,,o,,,,,,,,
295,坐标 南边 imperial tower 附近,1,imperial tower,,,,,,,,,,
296,还 可以 免费 送 bus pass ！,1,bus pass,,,,,,,,,,
297,可以 和 office 续签 下 学年 租约 。,1,office,,,,,,,,,,
298,房子 对面 是 ymca 。,1,ymca,,,,,,,,,,
299,车 牌号 或 vin 号 。,1,vin,,,,,,,,,,
300,您 的 email 邮箱 。,1,email,,,,,,,,,,
301,updated ： 二 楼 是 一些 房子 的 具体 信息 。,1,updated,,,,,,,,,,
302,有 衣帽间 ， 两 人 share 一 个 卫生间 。,1,share,,,,,,,,,,
303,the pointe 的 有 兴趣 吗 明年 一月 就 可以 开始 租 。,1,the pointe,,,,,,,,,,
304,有意 向 者 ， 请 发 英文 简历 （ resume ） 及 职位 申请书 （ cover letter ） 到,2,resume,,cover letter,,,,,,,,
305,heights 是 penn state 周边 性价比 最高 的 小区 之一 ， 优点 是 安静 ， 离 学校 近 ， 免费 公交 pass 。,3,heights,,penn state,,pass,,,,,,
306,park crest$480一 个 月 。,1,park,,,,,,,,,,
307,沿途 在 virginia tech 过夜,1,virginia tech,,,,,,,,,,
308,地理 位置 ： 房子 位于 presidents drive 上 ， hp 沿线 ， hp 和 nv ， vn 都 到 。,5,presidents drive,,hp,,hp,,nv,,vn,,
309,个人 背景 ： gpa ： 3.,1,gpa,,,,,,,,,,
310,跟 pivot 老师 聊 过 之后 首先 是 从 思路 上 明确 了 ， 几 月份 应该 做 什么 、 怎么 做 。,1,pivot,,,,,,,,,,
311,构思 cv 和 ps 的 时候 ， 老师 也 给 我 提供 了 一些 思路 ， 我 自己 再 进行 思考 就 比较 有 头绪 。,2,cv,,ps,,,,,,,,
312,最后 ， 不 要 期待 说 如果 你 去 某 一 个 学校 做 过 暑期 科研 或者 交换 、 交流 ， 而且 在 那 成绩 非常 好 ， 这个 学校 就 一定 会 给 你 发 offer 。,1,offer,,,,,,,,,,
313,copper beech 的 房子 都 是 一 年 一 签 哦,1,copper beech,,,,,,,,,,
314,今天 遇到 一 个 骗子 ， 它 的 email 地址 是 nrose1@stu.,1,email,,,,,,,,,,
315,我 有 token 需要 吗 ？,1,token,,,,,,,,,,
316,有 backyard 。,1,backyard,,,,,,,,,,
317,ie = utf8&condition = all ) 短信 联系 ： 814-777 - one five five zero,3,ie,,all,,one five five zero,,,,,,
318,小区 office 如何 ？,1,office,,,,,,,,,,
319,last question ， 所以 你 朋友 推荐 去 那里 住 吗 ？,1,last question,,,,,,,,,,
320,二 楼 有 厨房 ， 餐厅 ， 客厅 ， 两 个 卧室 ， 浴室 ( full bath ) 。,1,full bath,,,,,,,,,,
321,离 ist building 有 多 远 ？,1,ist building,,,,,,,,,,
322,park ， 是 健身 锻炼 好 地方 。,1,park,,,,,,,,,,
323,小区 提供 visitor,1,visitor,,,,,,,,,,
324,$100 / 周 具体 时间 可 商议 仅限 女生 安静 爱 干净 不 开 party 有意 请 联系 wl.,1,party,,,,,,,,,,
325,红 轴 cherry 机械 键盘 mx 6.,2,cherry,,mx,,,,,,,,
326,我 家 房子 有 房间 出租 ， 性价比 比 height 高 很多 很多 。,1,height,,,,,,,,,,
327,park forest apartment 两 室 一 厅 的 一 间 卧室 出租 。,1,park forest apartment,,,,,,,,,,
328,现有 park forest apartment 两 室 一 厅 的 一 间 卧室 出租 。,1,park forest apartment,,,,,,,,,,
329,可以 提供 去 这 两 个 地方 的 ride .,1,ride,,,,,,,,,,
330,胶片 相机 canon,1,canon,,,,,,,,,,
331,saturn v 已 出 。,1,saturn v,,,,,,,,,,
332,小区 提供 visitor parking 。,1,visitor parking,,,,,,,,,,
333,本人 phd ， 男 。,1,phd,,,,,,,,,,
334,爱 干净 ， 不 吵闹 ， 不 开 party 。,1,party,,,,,,,,,,
335,联系 方式 ： email ： kzhou7kzhou7@gmail.,1,email,,,,,,,,,,
336,非常 赞成 ： no pets please.,1,no pets,,,,,,,,,,
337,决定 叫 uber 去 了 可 带 一 个 人,1,uber,,,,,,,,,,
338,谢谢 ~ b ) b ),2,b,,b,,,,,,,,
339,仅 去年 一 年 ， immigration daily 发布 了 近 1500+ 专业 法律 移民 文章 。,1,immigration daily,,,,,,,,,,
340,打包 free ！,1,free,,,,,,,,,,
341,拍照 free !,1,free,,,,,,,,,,
342,是 circle wood 小区 ？,1,circle wood,,,,,,,,,,
343,你 好 ， 我 可以 提供 ride 。,1,ride,,,,,,,,,,
344,其次 是 要 准备 两 份 能 证明 你 住址 的 材料 （ utility bill ， 银行 statement ， 驾照 上 的 地址 ， 租房 lease ） 。,3,utility bill,,statement,,lease,,,,,,
345,points 可以 换钱 。,1,points,,,,,,,,,,
346,我 想 问 下 你 这个 的 model 是 啥 ？,1,model,,,,,,,,,,
347,我 是 第二 任 车主 ， 第一 任 是 penn state fleet operations 。,1,penn state fleet operations,,,,,,,,,,
348,现在 车 有 一 个 intermittent problem 。,1,intermittent problem,,,,,,,,,,
349,各 种 usb 3.,1,usb,,,,,,,,,,
350,车 是 suv ， 所以 空间 足够 。,1,suv,,,,,,,,,,
351,我们 building 旁边 就 是 个 公园 可以 跑步 散步 。,1,building,,,,,,,,,,
352,v/ve/nv/n/vn/nv 线 的 bus pass 要 吗 ？,1,bus pass,,,,,,,,,,
353,v/ve/nv/n/vn/nv 线 的 bus pass 要 吗 ？,1,bus pass,,,,,,,,,,
354,地方 : the pointe,1,the pointe,,,,,,,,,,
355,有 free wi-fi 联系 方式 ： anna lau484-855-9706 微 信 ： miss_annalau,2,free,,anna,,,,,,,,
356,洗衣 房 在 basement ；,1,basement,,,,,,,,,,
357,apartment 有 停车场 ， parking is free ；,2,apartment,,parking is free,,,,,,,,
358,building 还有 自行车 室 停放 自行车 。,1,building,,,,,,,,,,
359,jpeg mixer 的 图片,1,jpeg mixer,,,,,,,,,,
360,下面 是 amazon 上 的 价格 。,1,amazon,,,,,,,,,,
361,期望 share 的 男生 是 学生 或 访问 学者 ， 爱好 卫生 ， 作息 规律 。,1,share,,,,,,,,,,
362,这个 小区 环境 很 好 ， 很 安静 ， 非常 适合 young couple 居住 。,1,young couple,,,,,,,,,,
363,我 是 penn state 的 访问 学者 ， 每 周 只有 工作日 在 state college 住 3-4 晚 。,2,penn state,,state college,,,,,,,,
364,有意 向 者 ， 请 发 英文 简历 （ resume ） 及 职位 申请书 （ cover letter ） 到,2,resume,,cover letter,,,,,,,,
365,篝火 晚会 、 pizza party 、 篮球 比赛 想 来 就 来 。,1,pizza party,,,,,,,,,,
366,我 自己 问 过 了 hertz ， 价格 爆炸 ；,1,hertz,,,,,,,,,,
367,你 收购 bus pass 吗 ？,1,bus pass,,,,,,,,,,
368,门口 有 n ， ne ， nv ， vn 等 多 条 公交 线路 。,4,n,,ne,,nv,,vn,,,,
369,parking 免费 。,1,parking,,,,,,,,,,
370,车身 重 ， 动力 足 ， 噪音 小 ， 高速 稳 ， 宝马 suv ， 驾驶 安全 有 保障,1,suv,,,,,,,,,,
371,紧邻 high school ， ymca 等 运动 场所 。,2,high school,,ymca,,,,,,,,
372,替 一 个 phd 女生 朋友 问 （ 外国 女生 ） 。,1,phd,,,,,,,,,,
373,下面 是 amazon 上 的 价格 。,1,amazon,,,,,,,,,,
374,mil 第二 次 亮 之后 ， 去 honda dealer 修 。,2,mil,,honda dealer,,,,,,,,
375,我 的 困惑 ： 懂 车 的 同学 是否 知道 什么 地方 能够 检查 throttle body 和 它 的 wires .,2,throttle body,,wires,,,,,,,,
376,state college 去 dc ， 提供 ride ， 可以 送到 目的地 。,3,state college,,dc,,ride,,,,,,
377,求 ride ！,1,ride,,,,,,,,,,
378,沙发 是 知名 的 ethan allen 家 的 ， 在 国内 买 过 美 克 美 家 的 同志 应该 知晓 的 一 个 牌子 。,1,ethan allen,,,,,,,,,,
379,图片 详见 google docs 的 文件 分享 。,1,google docs,,,,,,,,,,
380,紧邻 high school ， ymca 等 运动 场所 。,2,high school,,ymca,,,,,,,,
381,5'' 口径 的 rack 。,1,rack,,,,,,,,,,
382,park crest terrace 是 state college 性价比 最高 的 小区 。,2,park crest terrace,,state college,,,,,,,,
383,求 ride !,1,ride,,,,,,,,,,
384,具体 产品 信息 可以 参考 amazon .,1,amazon,,,,,,,,,,
385,更正 联系 信息 ： 请 发送 email 至 jyzamanda@gmail.,1,email,,,,,,,,,,
386,heights 小区 健身房 ， 游泳池 隔壁 。,1,heights,,,,,,,,,,
387,circle 社区 ( stratford,2,circle,,stratford,,,,,,,,
388,very good condition ， clean title ， no accident history ， pa inspected ， 报价 $7，000 ， 可以 议价 。,4,very good condition,,clean title,,no accident history,,pa inspected,,,,
389,american eagle 全 新 时尚 墨镜 。,1,american eagle,,,,,,,,,,
390,可 代为 与 office 联系 并 争取 ！,1,office,,,,,,,,,,
391,可 代为 与 office 联系 并 争取 ！,1,office,,,,,,,,,,
392,bryn 房间 出租,1,bryn,,,,,,,,,,
393,有偿 求 ride ， 7.,1,ride,,,,,,,,,,
394,ding ， ， 顶 ， 顶,1,ding,,,,,,,,,,
395,两 个 人 去 harrisburg 考 托福 ， 计划 9.,1,harrisburg,,,,,,,,,,
396,求 组团 求 ride 。,1,ride,,,,,,,,,,
397,小区 环境 优美 安静 ， 物业 非常 nice 。,1,nice,,,,,,,,,,
398,本人 是 一 个 安静 整洁 无 不良 习惯 不 开 party 的 女生 。,1,party,,,,,,,,,,
399,usp = sharing 详见 图片,2,usp,,sharing,,,,,,,,
400,toaster ， monitor 已 出,2,toaster,,monitor,,,,,,,,
401,【 the one 智能 电子琴 】 已 出,1,the one,,,,,,,,,,
402,usp = sharing 多 买 价格 可 议 。,2,usp,,sharing,,,,,,,,
403,绝大多数 得到 心仪 offer 的 同学 ， 都 赢 在 了 起跑线 上 。,1,offer,,,,,,,,,,
404,每 周 工作 5~10hr ， 远程 工作 ， 完全 flexible 。,1,flexible,,,,,,,,,,
405,有 没 有 同学 在 这个 online data analytics degree program-business option 这个 program 的 ？,3,online data analytics degree,,option,,program,,,,,,
406,可以 给 我 email : jug61@psu.,1,email,,,,,,,,,,
407,你 是 full time 学生 吗 ？,1,full time,,,,,,,,,,
408,是 不 是 都 是 team projects ?,1,team projects,,,,,,,,,,
409,full size 床 ！,1,full size,,,,,,,,,,
410,内容 不难 ， 但是 一 周 三 个 作业 三 个 quiz ， 两 周 一 个 exam ， 建议 在 暑假 这 种 比较 清闲 的 学期 上 。,2,quiz,,exam,,,,,,,,
411,打包 free ！,1,free,,,,,,,,,,
412,拍照 free !,1,free,,,,,,,,,,
413,闲暇 之 余 考 了 pa 的 property&casualty 和 life 的 保险 执照 。,2,pa,,life,,,,,,,,
414,一 年 lease 。,1,lease,,,,,,,,,,
415,送 king size 床 ~ 所有 家具 全 送 。,1,king size,,,,,,,,,,
416,请 问 j2 能 申请 penn state id card 吗 ？,2,j2,,penn state id card,,,,,,,,
417,还 有 一 个 优点 就 是 这里 很 安静 ， 有些 混 住 的 旁边 美国人 喜欢 开 party 的 ， 周末 很 吵 。,1,party,,,,,,,,,,
418,强烈 不 建议 的 ， 有 monroe ， pep boy 。,2,monroe,,pep boy,,,,,,,,
419,你 楼 贴 里面 说 的 那个 jp pro 其实 还 可以 ， 人 踏实 ， 就是 收费 高 。,1,jp pro,,,,,,,,,,
420,强烈 不 建议 的 ， 有 monroe ， pep boy 。,2,monroe,,pep boy,,,,,,,,
421,你 楼 贴 里面 说 的 那个 jp pro 其实 还 可以 ， 人 踏实 ， 就是 收费 高 。,1,jp pro,,,,,,,,,,
422,一 楼 一 个 卧室 ， 三 楼 两 个 卧室 ， 二 层 （ 公用 ） 是 living room ， 厨房 ， 1/2 卫生间 ， 阳台 。,1,living room,,,,,,,,,,
423,小区 以 professional 住户 为主 。,1,professional,,,,,,,,,,
424,具体 户型 可 参考 如下 图片 中 的 two bedroom traditional 。,1,two bedroom traditional,,,,,,,,,,
425,park crest terrace 是 state college 性价比 最高 的 小区 。,2,park crest terrace,,state college,,,,,,,,
426,因为 是 新 lease ， 所以 房子 非常 干净 。,1,lease,,,,,,,,,,
427,访 学 男 老师 ， 十月 初 左右 到 penn state 。,1,penn state,,,,,,,,,,
428,即使 iso 可以 通过 ， 强烈 建议 不 要 购买 iso ， 几乎 跟 没 保 一样,2,iso,,iso,,,,,,,,
429,车 一直 在 dealer 保养 （ 有 票据 ） ， 四月 底 才 保养 过 。,1,dealer,,,,,,,,,,
430,打包 free ！,1,free,,,,,,,,,,
431,拍照 free !,1,free,,,,,,,,,,
432,地址 ： west cherry lane ， state college 附近 环境 ： 离 东方 超市 ， giant 超市 步行 五 分钟 距离 。,3,west cherry lane,,state college,,giant,,,,,,
433,可以 办 学校 的 ride pass .,1,ride pass,,,,,,,,,,
434,lease 可以 在 入住 后 去 房东 那里 签 。,1,lease,,,,,,,,,,
435,今天 起 available ， 到 明年 8.,1,available,,,,,,,,,,
436,赠送 gre 书,1,gre,,,,,,,,,,
437,已经 打算 入手 他们 medium soft 的 了 。,1,medium soft,,,,,,,,,,
438,我 有 prime 所以 没有 邮费 。,1,prime,,,,,,,,,,
439,停车 免费 ， 不 需要 注册 随便 停 ， 朋友 开车 来 visit 也 不用 担心 没有 地方 停车 。,1,visit,,,,,,,,,,
440,bonus ： 因 现 住户 需要 回国 ， 如 确认 签约 ， 大部分 家具 免费 附送 （ 总 价值 逾 千 刀 ） 。,1,bonus,,,,,,,,,,
441,just dance 是 什么 意思 ？,1,just dance,,,,,,,,,,
442,the heights 后面 住宅 小区 的 single house.,2,the heights,,single,,,,,,,,
443,坐 bus 到 学校 要 多久 啊 ？,1,bus,,,,,,,,,,
444,降价 ， ding ~,1,ding,,,,,,,,,,
445,屋内 其余 两 位 都 是 女 phd ， 离开 的 这 位 也 是 phd ， 所以 房屋 环境 安静 ， 适合 学习 。,2,phd,,phd,,,,,,,,
446,deal 的 有 链接 吗 ？,1,deal,,,,,,,,,,
447,求 8/17 早上 去 纽约 的 ride ， 需要 三 个 位置 ， 愿意 付 全部 的 toll and gas 。,2,ride,,toll and gas,,,,,,,,
448,求 村里 短 租 一 个 bedroom ， 时间 8.,1,bedroom,,,,,,,,,,
449,各 种 折扣 theme,1,theme,,,,,,,,,,
450,各 种 show,1,show,,,,,,,,,,
451,du soleil ， las vegas 好多 城市 的,2,du soleil,,las vegas,,,,,,,,
452,（ 原价 ： gate price = $ 74.,1,gate price,,,,,,,,,,
453,token 已 出,1,token,,,,,,,,,,
454,harman/kardon sound 音响 系统,1,sound,,,,,,,,,,
455,navigation system 导航,1,navigation system,,,,,,,,,,
456,有 整 套 洗车 工具 ， 只要 不 是 final 期间 特别 忙 的 时候 ， 不 能 说 一尘不染 但 绝 不 会 有 肉眼 可 见 的 污点 。,1,final,,,,,,,,,,
457,从 车 到手 一直 是 state farm 全 保,1,state farm,,,,,,,,,,
458,附近 有 东方 超市 和 giant .,1,giant,,,,,,,,,,
459,求购 一 枚 modem ， 俗称 猫 ， 最好 是 cable 3.,2,modem,,cable,,,,,,,,
460,pass 还 在 吗 ？,1,pass,,,,,,,,,,
461,刚刚 google 一下 “ nrose1@stu.,1,google,,,,,,,,,,
462,联系 candy 10203040@gmail.,1,candy,,,,,,,,,,
463,the heights 后面 住宅 小区 的 single house .,2,the heights,,single house,,,,,,,,
464,联系 电话 814-360-2308 ， email qzxu@hotmail.,1,email,,,,,,,,,,
465,因 搬到 furnished 公寓 带 了 家具 ， 出售 自用 家具 。,1,furnished,,,,,,,,,,
466,搬家 出售 一 张 木质 书桌 ， 有 三 个 大 抽屉 ， size : 43.,1,size,,,,,,,,,,
467,无 事故 ， 保养 换 了 新 电池 ， 火花塞 ， valve cover gasket 。,1,valve cover gasket,,,,,,,,,,
468,请教 个 问题 哈 ， 你们 小区 （ lions gate ） 拖车 吗 ？,1,lions gate,,,,,,,,,,
469,请教 个 问题 哈 ， 你们 小区 （ lions gate ） 拖车 吗 ？,1,lions gate,,,,,,,,,,
470,请教 个 问题 哈 ， 你们 小区 （ lions gate ） 拖车 吗 ？,1,lions gate,,,,,,,,,,
471,请教 个 问题 哈 ， 你们 小区 （ lions gate ） 拖车 吗 ？,1,lions gate,,,,,,,,,,
472,请教 个 问题 哈 ， 你们 小区 （ lions gate ） 拖车 吗 ？,1,lions gate,,,,,,,,,,
473,guest parking 还 需要 permit 吗 ？,2,guest parking,,permit,,,,,,,,
474,请教 个 问题 哈 ， 你们 小区 （ lions gate ） 拖车 吗 ？,1,lions gate,,,,,,,,,,
475,guest parking 还 需要 permit 吗 ？,2,guest parking,,permit,,,,,,,,
476,刚刚 收到 邮件 通知 j-1 新 一 年 的 保险 要求 ， 不 清楚 还有 没 有 性价比 较 高 的 校外 保险 可 做 waive 。,1,waive,,,,,,,,,,
477,小区 parkway plaza ， 一 室 一 厅 ， 2017.,1,parkway plaza,,,,,,,,,,
478,附近 ymca 健身 中心 ；,1,ymca,,,,,,,,,,
479,目前 住 有 两 名 访问 学者 ( 男生 ) ， 人 都 很 nice ， 平时 可 一起 出行 购物 ， 周末 一起 出游 娱乐 。,1,nice,,,,,,,,,,
480,usp = sharing full-size 床$100 : mattress+box [ 硬度 : firm ;,3,usp,,sharing,,firm,,,,,,
481,rc ， 到 学校 和 downtown 非常 方便 。,2,rc,,downtown,,,,,,,,
482,printer / 打印机,1,printer,,,,,,,,,,
483,以下 是 amazon 的 介绍 网页 。,1,amazon,,,,,,,,,,
484,二 层 是 三 间 卧室 和 两 个 full bathrooms 。,1,full bathrooms,,,,,,,,,,
485,我 找 不 到 房子 的 floor plan 。,1,floor plan,,,,,,,,,,
486,两 名 physics phd 男生 ， 行李 不多 ， 没有 什么 家具 ， 一切 都 好 商量 ， 希望 有 多余 房间 的 同学 能 提供 一下 住处 。,1,physics phd,,,,,,,,,,
487,可以 一起 租车 开 回来 或者 有偿 求 ride ， 可以 帮忙 开 。,1,ride,,,,,,,,,,
488,因 本人 的 新 lease 8.,1,lease,,,,,,,,,,
489,只是 前提 是 你 需要 在 bank of america ( boa ) 的 checking account 里 存款 达到 一定 数额 。,3,bank of america,,boa,,checking account,,,,,,
490,接下来 amex 会 email 给 你 一 个 电话 号码 ， 打 过去 之后 把 你 的 护照 号 报 上去 就 可以 了 。,2,amex,,email,,,,,,,,
491,只是 前提 是 你 需要 在 bank of america ( boa ) 的 checking account 里 存款 达到 一定 数额 。,3,bank of america,,boa,,checking account,,,,,,
492,chase 5/24 在 拿到 第一 张 卡 并且 信用 记录 长度 足够 之后 ， 理论 上 来讲 就 可以 随便 申 卡 了 。,1,chase,,,,,,,,,,
493,但是 chase 一部分 很 好 的 信用卡 受到 一 个 特殊 规则 的 影响 ： 两 年 五 卡 政策 （ 5/24 rule ） 。,2,chase,,rule,,,,,,,,
494,这个 新 账户 的 定义 不仅仅 包含 chase 自家 的 信用卡 ， 而是 包含 所有 信用卡 。,1,chase,,,,,,,,,,
495,其中 比较 推荐 申请 几 张 如下 ： chase freedom 在 这个 阶段 不要 太 心急 ， 花 几 个 月 的 时间 慢慢 申 就好 ， 否则 很 容易 被 拒 。,1,chase freedom,,,,,,,,,,
496,如果 ur 点数 用来 转为 ua 的 航空 里程 ， 价值 约为 1.,2,ur,,ua,,,,,,,,
497,如果 点数 用来 转为 hyatt 的 酒店 点数 ， 价值 约为 1.,1,hyatt,,,,,,,,,,
498,我 找 了 很久 floor plan ， 但是 真的 真的 没有 找到 。,1,floor plan,,,,,,,,,,
499,要求 ： graduate student 及 以上 优先 。,1,graduate student,,,,,,,,,,
500,undergraduate 学生 能 满足 物业 条件 也 可以 。,1,undergraduate,,,,,,,,,,
501,lease 8/1 开始 到 明年 7/31一 年 。,1,lease,,,,,,,,,,
502,不 接受 其他 lease 。,1,lease,,,,,,,,,,
503,state college 价钱 可 商量 ， 有 兴趣 请 联系 ！,1,state college,,,,,,,,,,
504,lease 是 单独 签 这 一 间 卧室 ， 不 跟 别人 搅和 。,1,lease,,,,,,,,,,
505,卧室 里 配 的 是 queen size 的 床 （ 相当于 国内 1.,1,queen size,,,,,,,,,,
506,啊 勘误 ， queen size 的 床 是 一 米 五 的 ！,1,queen size,,,,,,,,,,
507,第二 年 开始 ， 是否 继续 ta 要看 导师 有 没 有 funding 给 你 付 工资 和 学费 ， 很少 有 五 年 都 ta 的 人 ， 也 很 少 有 五 年 都 ra 的 人,4,ta,,funding,,ta,,ra,,,,
508,我 的 联系 方式 ： email : uni00011011@gmail.,1,email,,,,,,,,,,
509,我 的 email : 1007690922@qq.,1,email,,,,,,,,,,
510,打包 free ！,1,free,,,,,,,,,,
511,拍照 free !,1,free,,,,,,,,,,
512,更新 条件 为 到 ist building 近 一点 ， 公交 频率 高 一点 。,1,ist building,,,,,,,,,,
513,不 包含 各 种 utilities 。,1,utilities,,,,,,,,,,
514,floor plan 如下 ：,1,floor plan,,,,,,,,,,
515,请 联系 email : zjz5083@psu.,1,email,,,,,,,,,,
516,代 八月 来 这儿 的 一 个 phd 朋友 发 的 。,1,phd,,,,,,,,,,
517,要求 爱 干净 ， 不 要 party prince ， 不 养 宠物 。,1,party prince,,,,,,,,,,
518,请 联系 微 信 ： rodin_9403 注明 ride,1,ride,,,,,,,,,,
519,up ， lease 至 明年 暑假,2,up,,lease,,,,,,,,
520,maintenance 大部分 都 在 bmw dealership 。,2,maintenance,,bmw dealership,,,,,,,,
521,没 问题 ， 这 车 是 我 出差 nyc 和 dc 的 主力 。,2,nyc,,dc,,,,,,,,
522,房子 到 bus 站 一 分钟 就 能 走到 ， 去 学校 非常 方便 ；,1,bus,,,,,,,,,,
523,所以 all in all 每 个 月 花费 只 约 六百 刀 搞定 。,1,all in all,,,,,,,,,,
524,具体 lease 时间 2017.,1,lease,,,,,,,,,,
525,park forest villas 一 室 一 厅 。,1,park forest villas,,,,,,,,,,
526,ie = utf8&psc=1 站 内 或者 联系 candy 10203040@gmail.,2,ie,,candy,,,,,,,,
527,可以 直接 送到 world trade center 吗 ？,1,world trade center,,,,,,,,,,
528,可以 直接 送到 world trade center 吗 ？,1,world trade center,,,,,,,,,,
529,填 ds-2019 表 信息 的 网页 上 ， 好像 说 的 是 ， 只要 满足 各 种 赔付 额 条件 的 保险 都 可以 申请 waiver,1,waiver,,,,,,,,,,
530,女生 phd ， 请 问 房子 还 可以 租 吗 ？,1,phd,,,,,,,,,,
531,里程 数 ： 60，000 mile 左右 。,1,mile,,,,,,,,,,
532,bose 音响 。,1,bose,,,,,,,,,,
533,不 走 gift 。,1,gift,,,,,,,,,,
534,邮件 已 回 ~ 不 知道 这个 bbs 怎么 点 回复 啊 。,1,bbs,,,,,,,,,,
535,有偿 求 ride ， 可以 一起 租车 走 ！,1,ride,,,,,,,,,,
536,求 ride ， 非常 感谢,1,ride,,,,,,,,,,
537,短信 我 eight one four eight eight zero-four five six eight,2,eight one four eight eight,,five six eight,,,,,,,,
538,） 岁 以上 跟 学校 的 差不多 价格 ， 大概 是 $300 / month,1,month,,,,,,,,,,
539,再者 waiver 填 表格 麻烦 吗 ？,1,waiver,,,,,,,,,,
540,欢迎 站 内 或 联系 candy 10203040@gmail.,1,candy,,,,,,,,,,
541,如 标题 ， 求 几 天 短 租用 来 寻 个 住处 在 我 两 个 房屋 lease 之间 过渡 。,1,lease,,,,,,,,,,
542,欢迎 站 内 或 联系 candy 10203040@gmail.,1,candy,,,,,,,,,,
543,有偿 求 ride 。,1,ride,,,,,,,,,,
544,学校 后面 的 lion surplus 里面 有 很多 ， 非常 划算 。,1,lion surplus,,,,,,,,,,
545,打包 free ！,1,free,,,,,,,,,,
546,拍照 free !,1,free,,,,,,,,,,
547,如果 有 喜欢 狗 狗 的 朋友 愿意 帮忙 照看 lucio ， 我 愿意 付 合适 的 酬劳 ， 并且 提供 狗 粮 、 狗 玩具 等 用品 。,1,lucio,,,,,,,,,,
548,国内 ota 行业 no.,1,ota,,,,,,,,,,
549,你 要 去 nyc 还是 哪 啊 ？,1,nyc,,,,,,,,,,
550,你 要 去 nyc 还是 哪 啊 ？,1,nyc,,,,,,,,,,
551,你 要 去 nyc 还是 哪 啊 ？,1,nyc,,,,,,,,,,
552,你 要 去 nyc 还是 哪 啊 ？,1,nyc,,,,,,,,,,
553,距离 学校 开车 十 分钟 ， 也 有 公交 和 学校 的 shuttle ， 距离 超市 （ giant ） 非常 近 走路 可以 到 。,2,shuttle,,giant,,,,,,,,
554,交通 方便 ， 小区 有 hp ， vn ， nv 线 。,3,hp,,vn,,nv,,,,,,
555,clubhouse 有 免费 彩印 ， 复印 服务 。,1,clubhouse,,,,,,,,,,
556,各位 师兄 师姐 ， 我 找 了 一 圈 房子 ， 最后 看到 imperial tower 还 可以 申请 ， 就 发 邮件 申请 了 。,1,imperial tower,,,,,,,,,,
557,车 是 自动 挡 automatic transmission 的 。,1,automatic transmission,,,,,,,,,,
558,价格 8200$ ， cash only ， 当天 办理 title 转让 手续 。,2,cash only,,title,,,,,,,,
559,帮忙 发 帖子 ~ 非常 好 的 房子 欢迎 联系 lease ： 7/14/2017 to 7/31/2018 .,2,lease,,to,,,,,,,,
560,不过 这个 区域 是 不 太 适合 家庭 有 孩子 的 ， 我 在 state college 住 了 好 几 年 的 感觉 。,1,state college,,,,,,,,,,
561,office 人 很 好 。,1,office,,,,,,,,,,
562,出租 的 房间 是 二 层 两 个 bedroom 其中 的 一 间 。,1,bedroom,,,,,,,,,,
563,最好 是 男生 ， 如果 是 女生 需要 跟 另 一 个 男生 share 一 个 bathroom 。,2,share,,bathroom,,,,,,,,
564,小区 提供 visitor parking 。,1,visitor parking,,,,,,,,,,
565,还有 健身房 和 泳池 在 clubhouse 附近 。,1,clubhouse,,,,,,,,,,
566,顺便 说 ： office 的 人 很 nice 的 ～,2,office,,nice,,,,,,,,
567,最近 找 房 看 了 一 圈 ， 表示 villas 往返 学校 的 交通 太 不 便利 了 ， 必须 得 有 车 ， 而且 客厅 和 房间 都 比较 小 。,1,villas,,,,,,,,,,
568,可以 一起 租车 去 jfk ！,1,jfk,,,,,,,,,,
569,hi 同学 ， 你 找到 ride 了 吗 ？,2,hi,,ride,,,,,,,,
570,hi 同学 ， 你 找到 ride 了 吗 ？,2,hi,,ride,,,,,,,,
571,hi 同学 ， 你 找到 ride 了 吗 ？,2,hi,,ride,,,,,,,,
