SentenceID,CodeSwitchedSentence,NumberOfCodeSwitching,CodeSwitch1,Translation1,CodeSwitch2,Translation2,CodeSwitch3,Translation3,CodeSwitch4,Translation4,CodeSwitch5,Translation5,TranslatedSentence
498,附近 有 giant eagle 、 target 和 trader joe's 。,3,giant eagle,,target,,trader,,,,,,
499,house 在 白人 养老 社区 ， 环境 十分 幽静 ， 治安 很 好 。,1,house,,,,,,,,,,
500,up up 房租 可以 商议 。,1,up up,,,,,,,,,,
501,总之 家 里 非常 宽敞 ， 可以 开 party 。,1,party,,,,,,,,,,
502,和 wilkins st .,1,wilkins st,,,,,,,,,,
503,家 对面 就是 一 个 cvs ， 食物 ， 药品 ， 和 一些 生活 用品 采购 很 方便 。,1,cvs,,,,,,,,,,
504,escort 红 黄 线 均 可 到达 。,1,escort,,,,,,,,,,
505,north oakland centre ave 豪宅 出租 .,1,north oakland centre ave,,,,,,,,,,
506,厨房 卫生间 ： 可能 与 另 一 个 房间 的 人 share ， 另 一 个 房间 是 女生 ， 匹 大学生 ， 人 很 nice ， 很 爱 干净 。,2,share,,nice,,,,,,,,
507,周边 ： 附近 有 bar 和 餐厅 ， 还 有 小 超市 。,1,bar,,,,,,,,,,
508,房间 格局 ： 一 室 一 厅 一 厨 一 卫 ， 很 适合 一 个 人 或 couple 入住 ， 房间 的 隔音 效果 很 好 。,1,couple,,,,,,,,,,
509,可以 直接 签 一 年 ， 也 可以 接 现在 的 lease 然后 续签 。,1,lease,,,,,,,,,,
510,- 招租 有 家具 示意图 的 客厅 ， 完全 独立 密闭 空间 ， 且 有 closet 。,1,closet,,,,,,,,,,
511,- 步行 五 分钟 有 giant eagle 超市 。,1,giant eagle,,,,,,,,,,
512,房租 加上 utility 费用 一共 每 月 $1086 。,1,utility,,,,,,,,,,
513,north oakland centre ave 豪宅 出租 .,1,north oakland centre ave,,,,,,,,,,
514,联系 方式 ： email : andy.,1,email,,,,,,,,,,
515,名称 ： aberdeen apartment .,1,aberdeen apartment,,,,,,,,,,
516,门口 有 cvs 很 方便 。,1,cvs,,,,,,,,,,
517,卧室 在 house 二 楼 。,1,house,,,,,,,,,,
518,从 公寓 步行 五 分钟 就 可以 到 大型 超市 giant eagle ， whole foods 。,2,giant eagle,,whole foods,,,,,,,,
519,价格 the lower the better 。,1,the lower the better,,,,,,,,,,
520,价格 the lower the better 。,1,the lower the better,,,,,,,,,,
521,html 如果 有 兴趣 欢迎 和 我 联系 ！,1,html,,,,,,,,,,
522,可以 在 网上 看 这个 apartment 的 介绍 。,1,apartment,,,,,,,,,,
523,公寓 的 详细 信息 和 图片 可以 在 union 的 网站 上 看到 。,1,union,,,,,,,,,,
524,因为 靠近 walnut street （ 大概 走路 五 分钟 ？,1,walnut street,,,,,,,,,,
525,若 有 兴趣 请 发 email 到 xudanbai@gmail.,1,email,,,,,,,,,,
526,停车 ： 充裕 的 免费 的 on-street parking ， 或者 45/month off-street parking 。,2,parking,,parking,,,,,,,,
527,公寓 也 是 pet friendly 的 。,1,pet friendly,,,,,,,,,,
528,学校 的 escort 亦 可 送达 。,1,escort,,,,,,,,,,
529,超市 ： giant eagle 超市 步行 5~10 分钟 。,1,giant eagle,,,,,,,,,,
530,去 giant eagle ， whole food 等 超市 特别 方便 。,2,giant eagle,,whole food,,,,,,,,
531,三 人 公用 一 个 bathroom 。,1,bathroom,,,,,,,,,,
532,希望 有意 租房 的 同学 可以 一起 去 公寓 的 管理 公司 franklin west 签 正式 的 lease 。,2,franklin west,,lease,,,,,,,,
533,请 大家 直接 去 联系 mozart 公司 ， 公司 联系 方式 是 412-682-7000 ， info@mozartrents.,1,mozart,,,,,,,,,,
534,我们 都 是 匹 大学生 ， 租房 请 直接 联系 mozart 。,1,mozart,,,,,,,,,,
535,可以 在 网上 看 这个 apartment 的 介绍 。,1,apartment,,,,,,,,,,
536,或者 email : cmuhousing@gmail.,1,email,,,,,,,,,,
537,客厅 和 厨房 大家 共用 ， 卫生间 两 个 女生 share 一 个 ， 两 个 男生 share 另 一 个 。,2,share,,share,,,,,,,,
538,自己 顶 ， 房间 依然 available 自己 顶 ， still available 已 发送 邮件 询问 ~ ！,2,available,,still available,,,,,,,,
539,此 房间 位于 三 层 楼 的 house 的 二 楼 一 间 ， 一 楼 是 客厅 、 厨房 和 厕所 。,1,house,,,,,,,,,,
540,north oakland centre ave 豪宅 出租 .,1,north oakland centre ave,,,,,,,,,,
541,社区 安全 安静 ： 是 house .,1,house,,,,,,,,,,
542,lease 如果 是 夏天 may-july 夏天 结束 都 可以 。,1,lease,,,,,,,,,,
543,lease 从 八月 开始 ， 具体 日期 可以 商量 。,1,lease,,,,,,,,,,
544,house 一共 有 两 层 + 地下室 。,1,house,,,,,,,,,,
545,一共 有 两 个 可以 洗澡 的 bathroom 。,1,bathroom,,,,,,,,,,
546,生活 & 购物 & 娱乐 ： highland street ， ellsworth ave ， bakery square 和 walnut street 都 在 步行 范围 内 。,4,highland street,,ellsworth ave,,bakery square,,walnut street,,,,
547,客厅 和 厨房 大家 共用 ， 卫生间 两 个 女生 share 一 个 ， 两 个 男生 share 另 一 个 。,2,share,,share,,,,,,,,
548,地处 bloomfield little italy 。,1,bloomfield little italy,,,,,,,,,,
549,html 目前 只有 两 间 卧室 招租 ， 随时 入住 。,1,html,,,,,,,,,,
550,有意 收留 者 请 联系 sunny 721330@gmail.,1,sunny,,,,,,,,,,
551,这个 房子 的 短 租 没有 联系 email : cmuhousing@gmail.,1,email,,,,,,,,,,
552,联系 email : cmuhousing@gmail.,1,email,,,,,,,,,,
553,去 waterfront 特别 方便 。,1,waterfront,,,,,,,,,,
554,有 兴趣 者 ， 请 email 短信 介绍 一下 自己 情况 。,1,email,,,,,,,,,,
555,房子 的 大致 floor plan,1,floor plan,,,,,,,,,,
556,离 超市 giant eagle 近 。,1,giant eagle,,,,,,,,,,
557,html 优先 整 租 。,1,html,,,,,,,,,,
558,公寓 旁边 mellon park ， 周末 锻炼 休闲 的 好 去处 。,1,mellon park,,,,,,,,,,
559,走进 房子 就 觉得 房子 是 一 个 happy house ！,1,happy house,,,,,,,,,,
560,html 欢迎 联系 。,1,html,,,,,,,,,,
561,我 有 一 个 房子 出租 ， 坐落 在 greenfield 。,1,greenfield,,,,,,,,,,
562,---- update ， 租 到 啦,1,update,,,,,,,,,,
563,联系 方式 ： email : mouwenlong99@163.,1,email,,,,,,,,,,
564,租 一 个 房间 或者 一 个 house 都 可以 。,1,house,,,,,,,,,,
565,html 随时 入住 ！,1,html,,,,,,,,,,
566,联系 方式 email : cmuhousing@gmail.,1,email,,,,,,,,,,
567,在 highland park 附近 。,1,highland park,,,,,,,,,,
568,还有 个别 house 和 个别 单独 的 房间 招租 。,1,house,,,,,,,,,,
569,房间 位 于 house 三 层 楼 的 第三 层 。,1,house,,,,,,,,,,
570,， squirrel hill 公交 ：,1,squirrel hill,,,,,,,,,,
571,整个 house 家具 齐全 ， 出租 卧室 家具 齐全 ， 可以 打包 低价 转让 ， 方便 拎包 入住 。,1,house,,,,,,,,,,
572,不 包括 utilities .,1,utilities,,,,,,,,,,
573,update on 7-27/2016-- 还有 两 个 卧室 招租 ， 欢迎 联系 。,1,update on,,,,,,,,,,
574,cindy wrote : update on 7-27/2016-- 还有 两 个 卧室 招租 ， 欢迎 联系 。,2,cindy wrote,,update on,,,,,,,,
575,去 waterfront 特别 方便 。,1,waterfront,,,,,,,,,,
576,有 兴趣 者 ， 请 email 短信 介绍 一下 自己 情况 。,1,email,,,,,,,,,,
577,具体 信息 如下 ： eldridge house : rent : 700-750 / month/bedroom.,2,eldridge house,,rent,,,,,,,,
578,可以 租 整 个 house ， 也 可以 租 单独 一 个 两 个 卧室 。,1,house,,,,,,,,,,
579,如果 没有 简单 介绍 ， 我 会 认为 很 可能 是 scam 。,1,scam,,,,,,,,,,
580,有 兴趣 者 ， 请 email 短信 介绍 一下 自己 情况 。,1,email,,,,,,,,,,
581,去 waterfront 特别 方便 。,1,waterfront,,,,,,,,,,
582,有 兴趣 者 ， 请 email 短信 介绍 一下 自己 情况 。,1,email,,,,,,,,,,
583,ps : 中国 房东 ， 特别 nice .,2,ps,,nice,,,,,,,,
584,college garden 公寓 属于 pitt 学校 资产 并由 学校 负责 管理 与 维护 。,2,college garden,,pitt,,,,,,,,
585,联系 的 时候 麻烦 告知 the length of your lease ， lease starting date ， etc .,3,the length of your lease,,lease starting date,,etc,,,,,,
586,房东 只 给 了 一 张 house 外 观照 ， 比较 irrelevant 我 就 不 po 了 。,3,house,,irrelevant,,po,,,,,,
587,目前 只有 两 个 房间 available .,1,available,,,,,,,,,,
588,附近 的 初中 jefferson middle school 和 高中 mt.,1,jefferson middle school,,,,,,,,,,
589,步行 可 达 四 大 超市 whole foods ， targets ， trader joe's 和 giant eagles （ 五 分钟 距离 ） ， 周围 各 种 餐馆 ， 生活 便利 。,4,whole foods,,targets,,trader,,giant eagles,,,,
590,如果 感 兴趣 ， 请 通过 email 联系 azhou66@yahoo.,1,email,,,,,,,,,,
591,求 在 此 期间 一 周 短 租 ， 最 好在 squirrel hill/shadyside 地区 。,1,squirrel,,,,,,,,,,
592,html 邮箱 may89518@gmail.,1,html,,,,,,,,,,
593,由于 妹子 已经 租 好 north oakland 的 房子 ， 所以 我 也 想 租 那 附近 的 。,1,north oakland,,,,,,,,,,
594,gone gone gone 你 好像 同时 发 了 很多 公寓 的 广告 ， 能 澄清 一下 ？,1,gone gone gone,,,,,,,,,,
595,去 学校 或者 waterfront 都 非常 方便 。,1,waterfront,,,,,,,,,,
596,确实 email 过 我 啊 ， chaojingduan@hotmail.,1,email,,,,,,,,,,
597,整个 house 的 结构 ： 一 楼 是 客厅 、 餐厅 和 厨房 （ 厨房 很 好 ， 夏天 可以 打开 后门 到 阳台 ） 。,1,house,,,,,,,,,,
598,地处 squirrel hill 中心 地带 ， 但 非常 安静 。,1,squirrel hill,,,,,,,,,,
599,紧邻 murry ave ， 美食 购物 都 非常 方便 。,1,murry ave,,,,,,,,,,
600,到 超市 giant eagle 和 餐厅 走路 几 分钟 。,1,giant eagle,,,,,,,,,,
601,html 谢谢 。,1,html,,,,,,,,,,
602,html 感兴趣 的 同学 请 直接 邮件 联系 房东 哦 。,1,html,,,,,,,,,,
603,希望 房子 是 在 squirrel hill 或者 greenfield ， 其他 地方 也 可以 考虑 。,2,squirrel hill,,greenfield,,,,,,,,
604,lu ( landlord ) 顶,2,lu,,landlord,,,,,,,,
605,周边 ： 附近 有 bar 和 餐厅 ， 还 有 小 超市 。,1,bar,,,,,,,,,,
606,html 感兴趣 的 同学 请 直接 邮件 联系 房东 哦 。,1,html,,,,,,,,,,
607,卧室 大 ， 含 full size 床 ， 以及 公司 准备 的 桌子 和 转椅 （ 这 是 我 特别 和 公司 协商 的 他们 可以 提供 ） ， 真正 做到 拎包 入住 ！,1,full size,,,,,,,,,,
608,缺点 是 三 个 人 share 一 个 full bathroom ， 但 考虑 到 距离 和 utilities 和 家具 全 包 等 条件 ， 这 绝对 是 个 特别 好的 选择,3,share,,full bathroom,,utilities,,,,,,
609,房子 ： 是 一 个 house ， 有 中央 空调 。,1,house,,,,,,,,,,
610,出租 时间 和 租金 ： 7/31/2016 ~ 6/30/2016，$300 / month .,1,month,,,,,,,,,,
611,ldingid=121b1b 的 户型 ， 顶层 ， 客厅 view 超级 好 。,1,view,,,,,,,,,,
612,房租 已 包含 所有 utility .,1,utility,,,,,,,,,,
613,位置 在 fifth ave and shady ave .,1,fifth ave and shady ave,,,,,,,,,,
614,欢迎 联系 sunny 721330@gmail.,1,sunny,,,,,,,,,,
615,有 合适 房子 的 各位 请 联系 sunny 721330@gmail.,1,sunny,,,,,,,,,,
616,有 合适 的 请 联系 sunny 721330@gmail.,1,sunny,,,,,,,,,,
617,一楼 有 doorman ， 负责 人员 进出 管理 以及 收发 包裹 ， 所以 不用 担心 安全 问题 以及 包裹 丢失 。,1,doorman,,,,,,,,,,
618,有 indoor 和 outdoor 的 停车场 ， 而且 周围 的 街区 都 可以 免费 街 pa 。,3,indoor,,outdoor,,pa,,,,,,
619,如果 感 兴趣 ， 请 通过 email 联系 azhou66@yahoo.,1,email,,,,,,,,,,
620,现有 northumberland house 一 枚 ， 5b/3b ， 暑期 出租 。,1,northumberland house,,,,,,,,,,
621,卧室 内 一 个 closet ， 客厅 另 有 一 个 closet 。,2,closet,,closet,,,,,,,,
622,因为 是 学校 的 房产 ， 住户 基本 均 为 匹 大 的 faculty 和 学生 ， 很 安全 而且 维修 管理 服务 便利 。,1,faculty,,,,,,,,,,
623,bedroom 个数 至少 两 个 及 以上 ；,1,bedroom,,,,,,,,,,
624,apt 或者 house 都 可以 。,2,apt,,house,,,,,,,,
625,经常 去 downtown 的 同学 可以 坐 p1 系列 公交 专线 直达 downtown ， 绝 对比 uber 经济 实惠 。,4,downtown,,p1,,downtown,,uber,,,,
626,门口 有 cvs ， 购物 十分 方便 。,1,cvs,,,,,,,,,,
627,布局 ： 该 house 有 四 室 两 卫 ， 三 间 卧室 在 二 楼 ， 一 间 在 三 楼 ， 一 间 卫生间 在 二 楼 一 间 在 一 楼 。,1,house,,,,,,,,,,
628,本 卧室 空间 较大 ， 可 放置 两 张 full size 床 。,1,full size,,,,,,,,,,
629,停车 ： 有 off street parking .,1,off street parking,,,,,,,,,,
630,如果 感 兴趣 ， 请 通过 email 联系 azhou66@yahoo.,1,email,,,,,,,,,,
631,短期 的 summer lease 也 可 考虑 。,1,summer lease,,,,,,,,,,
632,无线 网络 和 utility 全部 办好 了 ， 不 需要 自己 花 时间 交 押金 申请 ， 只 需要 share 就 可以 。,2,utility,,share,,,,,,,,
633,如果 有 兴趣 ， 各位 同学 可以 站 内 留言 或者 email ， 告诉 我 对 房子 的 要求 。,1,email,,,,,,,,,,
634,也 可以 直接 email : cmuhousing@gmail.,1,email,,,,,,,,,,
635,town house ， 四 卧室 。,1,town house,,,,,,,,,,
636,电话 ： 412-367-1920 ， email,1,email,,,,,,,,,,
637,具体 floor plan :,1,floor plan,,,,,,,,,,
638,lease 从 八月 开始 ， 具体 日期 可以 商量 。,1,lease,,,,,,,,,,
639,house 一共 有 两 层 + 地下室 。,1,house,,,,,,,,,,
640,一共 有 两 个 可以 洗澡 的 bathroom 。,1,bathroom,,,,,,,,,,
641,地下室 洗衣 房 有 washer and dryer.,1,washer and,,,,,,,,,,
642,具体 email 沟通 bbs4wanwan@gmail.,1,email,,,,,,,,,,
643,town house ， 四 卧室 。,1,town house,,,,,,,,,,
644,一楼 有 doorman ， 负责 人员 进出 管理 以及 收发 包裹 ， 所以 不用 担心 安全 问题 以及 包裹 丢失 。,1,doorman,,,,,,,,,,
645,有 indoor 和 outdoor 的 停车场 ， 而且 周围 的 街区 都 可以 免费 街 pa 。,3,indoor,,outdoor,,pa,,,,,,
646,about apt ： 两 室 一 厅 ， 一 个 卫生间 ， 空间 很大 ， 朝向 为 南 ， 所以 有 充足 的 阳光 。,1,about apt,,,,,,,,,,
647,still available ， 有 问题 发 邮件 给 我 ， 可以 传 照片 给 你 看,1,still available,,,,,,,,,,
648,位置 在 chesterfield 。,1,chesterfield,,,,,,,,,,
649,see new ad 能 麻烦 您 介绍 的 具体 一点 嘛 ？,1,see new ad,,,,,,,,,,
650,房子 房型 图 ： 周围 有 一 个 大型 超市 ， 距离 购物 街 walnut street 也 很 近 。,1,walnut street,,,,,,,,,,
651,学校 提供 的 夜间 escort 也 路过 这个 公寓 ， 如果 在 学校 熬夜 学习 后半夜 回家 也 很 方便 。,1,escort,,,,,,,,,,
652,f=4&t=6841&p=13029#p13029 图片 请 右键 在 新 tab 打开 。,1,tab,,,,,,,,,,
653,房子 价格 加上 所有 设施 ， 人均 每 月 大概 在 $580~$650 （ 费用 因 gas 包 不 包含 heat 而 变化 ） 。,2,gas,,heat,,,,,,,,
654,lobby 照片 ， 安全 有 保障,1,lobby,,,,,,,,,,
655,去 超市 也 很 方便 ， giant eagle ， target ， trader joe ' s 均 公交 直达 。,4,giant eagle,,target,,trader joe,,s,,,,
656,更多 问题 ， 欢迎 email 我 : c.,1,email,,,,,,,,,,
657,对面 是 giant eagle 超市 ， 步行 一 个 路口 到 whole foods 超市 ， 买 东西 很 方便 。,2,giant eagle,,whole foods,,,,,,,,
658,交通 便利 ， shuttle ， escort ， 公交 都 有 经过 ；,2,shuttle,,escort,,,,,,,,
659,这 房子 实在 是 大 到 没 朋友 ， 要 不 是 我 有 lease 在 身 我 都 想 搬 进去 。,1,lease,,,,,,,,,,
660,房东 包 除 网 以外 所有 utility 。,1,utility,,,,,,,,,,
661,f=3&t=5864&p=10727&hilit = bartlett#p10727 自 顶 up up if you are interested in the house beginning from august ， you may contact the landlord mr ping an through his gmail.,2,up up if you are interested in the house beginning from august,,you may contact the landlord mr ping an through his,,,,,,,,
662,步行 到 giant eagle ， target ， trader joe 十 分钟 以内 。,3,giant eagle,,target,,trader joe,,,,,,
663,距离 murry 上 的 餐馆 、 超市 都 是 步行 的 距离 。,1,murry,,,,,,,,,,
664,this message is expired ， 图 中 所有 家具 家电 都 免费 使用,1,this message is expired,,,,,,,,,,
665,去 超市 也 很 方便 ， giant eagle ， target ， trader joe ' s 均 公交 直达 。,4,giant eagle,,target,,trader joe,,s,,,,
666,是 house 的 一 楼 ， 一共 三 间 房 + 厨房 + 客厅 + 卫生间 。,1,house,,,,,,,,,,
667,地下室 免费 washer and dryer.,1,washer and,,,,,,,,,,
668,sp = sharing 谢谢 ～ ！,2,sp,,sharing,,,,,,,,
669,近 学校 shuttle 站 。,1,shuttle,,,,,,,,,,
670,联系 方式 ： call : 412-901-7283e-mail : tomngtoo@msn.,1,call,,,,,,,,,,
671,整个 house 家具 齐全 。,1,house,,,,,,,,,,
672,购物 : 附近 就是 giant eagle ， 离 center 很 近 ， 吃饭 也 很 方便 .,2,giant eagle,,center,,,,,,,,
673,进出 lobby 需要 门禁 钥匙 ， 所以 非常 安全 。,1,lobby,,,,,,,,,,
674,公寓 may flower 是 匹 大学 校 的 房子 ， 主要 是 提供 给 研究生 的 ， 价钱 比 商业 公寓 便宜 。,1,may flower,,,,,,,,,,
675,购物 ： 附近 就是 giant eagle ， 离 center 很 近 ， 吃饭 也 很 方便 .,2,giant eagle,,center,,,,,,,,
676,ding ding 顶 ding,2,ding ding,,ding,,,,,,,,
677,步行 到 匹 大 课室 、 图书馆 和 cafeteria 都 只 需 几 分钟 。,1,cafeteria,,,,,,,,,,
678,时间 不用 完全 match ， 咱们 商量 着 来 。,1,match,,,,,,,,,,
679,由于 刚刚 换 了 lease ， 整 套 房间 设施 都 很 新 ， 家具 齐全 ， 拎包 入住 无 烦恼 ， 楼层 好 视野 好 ～ ～ 。,1,lease,,,,,,,,,,
680,prefer 女生 ～～～,1,prefer,,,,,,,,,,
681,感 兴趣 可以 email 或 预约 看 房 email ： chengcheng0521@gmail.,2,email,,email,,,,,,,,
682,周边 环境 很 好 ， 距离 各 大 超市 giant eagle ， audi ， dollar general.,3,giant eagle,,audi,,dollar,,,,,,
683,由于 房子 utility 都 是 房东 负责 的 ， 所以 完全 不 用 费心 每 个 月 付 水电 网 费 的 问题 。,1,utility,,,,,,,,,,
684,from = feed&loc = avatar 欢迎 介绍 房客 ， 如果 成功 会 给 50-100 刀 提成 ， 根据 房间 size 决定 up up,4,from,,avatar,,size,,up up,,,,
685,college garden 公寓 属于 pitt 学校 资产 并由 学校 负责 管理 与 维护 。,2,college garden,,pitt,,,,,,,,
686,房子 floor plan 和 照片 如下 。,1,floor plan,,,,,,,,,,
687,整个 house 家具 齐全 。,1,house,,,,,,,,,,
688,出租 大 house 里 的 一 间 房 ， 可以 拎包 入住 。,1,house,,,,,,,,,,
689,这个 studio 在 三 楼 ， 不 面向 大 马路 ， 不 吵 ， 很 安静 。,1,studio,,,,,,,,,,
690,公寓 是 两 室 一 厅 ， 两 位 匹 大 master 女生 住 卧室 ， 我 住 客厅 。,1,master,,,,,,,,,,
691,公寓 是 两 室 一 厅 ， 两 位 匹 大 master 女生 住 卧室 ， 我 住 客厅 。,1,master,,,,,,,,,,
692,usp = sharing 国内 的 同学 如果 看 不 到 图片 可以 发 邮件 问 房东 要 图片 still available,3,usp,,sharing,,still available,,,,,,
693,门口 有 doorman ， 特别 安全 。,1,doorman,,,,,,,,,,
694,位置 ： 房子 位于 squirrel hill north ， 具体 地址 shady ave.,2,squirrel hill north,,shady,,,,,,,,
695,sp = sharing 一 .,2,sp,,sharing,,,,,,,,
696,独立 卫生间 ， 独立 大 衣帽间 ， 基本 可以 算是 一 个 没有 厨房 的 studio 。,1,studio,,,,,,,,,,
697,本人 四月 毕业 ， lease 签到 五月 底 。,1,lease,,,,,,,,,,
698,apartment 水电 暖 全 包 ， 两 人 住 的 话 人均 467.,1,apartment,,,,,,,,,,
699,贺 同学 email : sophiaheli2013@gmail.,1,email,,,,,,,,,,
700,附近 更 有 越南 餐厅 和 印度 buffet 给 时间 时间 紧张 的 你 提供 便利 。,1,buffet,,,,,,,,,,
701,咨询 顾问 ： andy,1,andy,,,,,,,,,,
702,apartment 水电 暖 全 包 ， 两 人 住 的 话 人均 467.,1,apartment,,,,,,,,,,
703,apartment 水电 暖 全 包 ， 两 人 住 的 话 人均 467.,1,apartment,,,,,,,,,,
704,停车 有 很 大 的 室内 garage 。,1,garage,,,,,,,,,,
705,在 forbes 附近 。,1,forbes,,,,,,,,,,
706,大家 好 ， 本人 phd 男生 ， 无 不良 嗜好 。,1,phd,,,,,,,,,,
707,up up up 继续 寻找 等待 中 .,1,up up up,,,,,,,,,,
708,出门 走 一 分钟 不到 就 有 81-83 bus 。,1,bus,,,,,,,,,,
709,leasing office 就 在 lobby ， 员工 也 非常 好 ， 有 什么 问题 随时 可以 找 他们 沟通 解决 。,2,leasing office,,lobby,,,,,,,,
710,在 forbes 附近 。,1,forbes,,,,,,,,,,
711,whole foods 是 我 去 的 最 频繁 的 超市 ， 因为 里边 只 卖 有机 食品 ， 质量 有 保证 。,1,whole foods,,,,,,,,,,
712,路由器 是 dual band ！,1,dual band,,,,,,,,,,
713,这 是 之前 的 长 租 post 。,1,post,,,,,,,,,,
714,可以 随时 联系 我 来看 房 和 商量 事宜 ： email : haoxuany@andrew.,1,email,,,,,,,,,,
715,在 forbes 附近 。,1,forbes,,,,,,,,,,
716,单独 房间 ， 和 两 个 人 share 一 个 洗手间 ， （ 不过 暑假 可能 有 人 回家 就 人 少 了 。,1,share,,,,,,,,,,
717,独立 卫生间 ， 独立 大 衣柜 ， 基本 可以 算是 一 个 没有 厨房 的 studio 。,1,studio,,,,,,,,,,
718,现在 的 住户 下 一 个 lease 年 都 会 搬到 其它 地方 去 ， 所以 你 还 可以 跟 management 商量 签 下 一 年 的 lease ！,3,lease,,management,,lease,,,,,,
719,这个 giant eagle 是 匹 村 最 大 最 全 的 。,1,giant eagle,,,,,,,,,,
720,pdf 如果 感兴趣 请 联系 : joenasonzeng24@gmail.,1,pdf,,,,,,,,,,
721,在 这里 住 过 的 人 都 拿到 了 很 好 的 工作 offer 如 有 兴趣 可 email : yjzjasmine@gmail.,2,offer,,email,,,,,,,,
722,周围 有 各 类 参观 ， 出门 就 是 车站 ， 坐 公交 到 downtown 或者 中 超 都 很 方便 。,1,downtown,,,,,,,,,,
723,如果 你们 同学 结伴 而来 ， 愿意 租 整 个 house ( 里面 可能 2-5 个 卧室 的 都 有 ) ， 也 可以 。,1,house,,,,,,,,,,
724,因为 地段 都 是 上 好 地段 （ top 1% ） ， 房子 都 是 上 好 的 房子 ( top 5% ) ， 所以 价格 也 不 是 最 便宜 ( top 10-20% ) ， 性价比 高 。,3,top,,top,,top,,,,,,
725,欢迎 联系 并 告知 租房 要求 （ 简单 自我 介绍 ， 告知 入住 时间 ， 人数 ， 房间 or house 离 学校 远近 ， 预算 ） 。,1,or house,,,,,,,,,,
726,house 有 四 个 房间 一 个 客厅 外加 一 个 阁楼 ， 平时 住 非常 宽敞 ， toc/eoc 的 时候 还 可以 住 客人 ， 完全 不 会 拥挤 。,1,house,,,,,,,,,,
727,到 giant eagle ， lotus 可以 坐 门口 的 公交 ， 我 有时 也 会 开车 去 。,2,giant eagle,,lotus,,,,,,,,
728,走 5-7 分钟 ， 即 可 到达 giant eagle ， 府 河 人家 。,1,giant eagle,,,,,,,,,,
729,college garden 公寓 属于 pitt 学校 资产 并由 学校 负责 管理 与 维护 。,2,college garden,,pitt,,,,,,,,
730,便利 店 ： 走 一 个 block 就 到 韩国 超市 ；,1,block,,,,,,,,,,
731,餐饮 ： 走 一 个 block 就 到 餐馆 最 多 的 craig 。,2,block,,craig,,,,,,,,
732,地处 squirrel hill 偏 北部 的 富人 区 ， 非常 安全 和 安静 。,1,squirrel hill,,,,,,,,,,
733,available now 顶 ！,1,available now,,,,,,,,,,
734,带 家具 ， 拎包 入住 uu p up up up up up up up up,1,uu p up up up up up up up up,,,,,,,,,,
735,旁边 有 murray ， 有 很多 餐厅 。,1,murray,,,,,,,,,,
736,周围 各 种 商铺 餐馆 ( 老 四川 ， 府 河 等 ) ， giant eagle 超市 ， rite aid 药店 ， 生活 非常 方便 。,2,giant eagle,,rite aid,,,,,,,,
737,如果 有 符合 的 条件 的 麻烦 请 联系 一下 以下 的 email .,1,email,,,,,,,,,,
738,非常 方便 ， center 上 就 有 个 giant eagle .,2,center,,giant eagle,,,,,,,,
739,the price : $600一 个 月 ， 包 水 煤气 暖气 。,1,the price,,,,,,,,,,
740,同时 也 靠近 fifth ave ， 交通 十分 方便 。,1,fifth ave,,,,,,,,,,
741,是 house 的 一 楼 ， 一共 三 间 房 + 厨房 + 客厅 + 卫生间 。,1,house,,,,,,,,,,
742,走 5-7 分钟 ， 即 可 到达 giant eagle ， 府 河 人家 。,1,giant eagle,,,,,,,,,,
743,房东 公司 是 walnut capital ， 听说 还有 免费 班车 去 学校 （ 不过 本人 没 坐 过 ） 。,1,walnut capital,,,,,,,,,,
744,公寓 的 侧面 是 租车 公司 herz ， 便于 租车 旅行 。,1,herz,,,,,,,,,,
745,生活 便利 ： giant eagle 0.,1,giant eagle,,,,,,,,,,
746,trader joe's ， whole foods ， target 都 不 远 ， 并且 公交 可达,3,trader,,whole foods,,target,,,,,,
747,生活 便利 ： giant eagle 0.,1,giant eagle,,,,,,,,,,
748,trader joe's ， whole foods ， target 都 不 远 ， 并且 公交 可达,3,trader,,whole foods,,target,,,,,,
749,rt 最好 是 north oakland 也 最好 是 sherwood 的 。,3,rt,,north oakland,,sherwood,,,,,,
750,家具 柜子 ， 书桌 ， 饭桌 ， 椅子 ， 台灯 ， queen size bed ， 配置 齐全 ， 拎包 入住 。,1,queen size bed,,,,,,,,,,
751,公寓 may flower 是 匹 大学 校 的 房子 ， 主要 是 提供 给 研究生 的 ， 价钱 比 商业 公寓 便宜 。,1,may flower,,,,,,,,,,
752,客厅 有 个 比较 紧凑 的 dining area 一起 用 。,1,dining area,,,,,,,,,,
753,不 包 utility 。,1,utility,,,,,,,,,,
754,户型 为 liszt 。,1,liszt,,,,,,,,,,
755,地址 在 bayard st.,1,bayard,,,,,,,,,,
756,本 房间 在 三 楼 ， 居民 邻居 多 是 学生 和 老人 ， leasing office 希望 保持 公寓 居住 环境 ， 所以 不 吵 不 闹 。,1,leasing office,,,,,,,,,,
757,从 building 进门 开始 全 是 地毯 。,1,building,,,,,,,,,,
758,giant eagle 超市 就 隔 两 个 block 。,2,giant eagle,,block,,,,,,,,
759,步行 十 分钟 内 到 trader joe/s ， giant eagle 和 target （ 食品 及 日用品 超市 ） 。,3,trader,,giant eagle,,target,,,,,,
760,doorman service 帮忙 收取 快递 信件 。,1,doorman service,,,,,,,,,,
761,地毯 刚刚 deep clean 过 。,1,deep clean,,,,,,,,,,
