SentenceID,NonCodeSwitchedSentence,ChineseWordCount,PunctuationCount,IndicesOfChineseWord,IndicesOfPunctuation
1319,欢迎 联系 我 看 房,5,0,[0_1_2_3_4],
1320,轮胎 较 新 ， 两 个 去年 更换 ， 一 个 因 扎 胎 今年 更换 ， 另 一 个 也 很 好 ， 所以 未 换 ；,23,5,[0_1_2_4_5_6_7_9_10_11_12_13_14_15_17_18_19_20_21_22_24_25_26],[3_8_16_23_27]
1321,本人 为 第二 任 车主 ， 与 前任 车主 一样 很 注意 车 的 保养 ， 定期 换 机油 、 检修 ， 并 前后 置换 轮胎 等 ；,23,5,[0_1_2_3_4_6_7_8_9_10_11_12_13_14_16_17_18_20_22_23_24_25_26],[5_15_19_21_27]
1322,人文 环境 好 ： 物业 态度 好 、 服务 及时 ；,8,3,[0_1_2_4_5_6_8_9],[3_7_10]
1323,邻居 友善 、 和谐 ；,3,2,[0_1_3],[2_4]
1324,附近 有 高质量 小学 、 幼儿园 ；,5,2,[0_1_2_3_5],[4_6]
1325,空间 很 足 ， 独立 卫浴 。,5,2,[0_1_2_4_5],[3_6]
1326,没有 三 楼 ， 应该 是 地下室 一 个 房间 ， 一 楼 是 厨房 ， 二 楼 是 两 个 卧室,19,3,[0_1_2_4_5_6_7_8_9_11_12_13_14_16_17_18_19_20_21],[3_10_15]
1327,卫生 条件 很 好 ， 平时 经常 用 吸尘器 打扫 卫生 。,10,2,[0_1_2_3_5_6_7_8_9_10],[4_11]
1328,厨房 超大 ， 共用 ， 有 电冰箱 和 烤箱 ， 还有 聚会 吃饭 的 长 桌子 。,13,4,[0_1_3_5_6_7_8_10_11_12_13_14_15],[2_4_9_16]
1329,有 兴趣 请 短信 联系,5,0,[0_1_2_3_4],
1330,家具 ： 卧室 现有 1.,3,2,[0_2_3],[1_4]
1331,欢迎 联系 ~,2,1,[0_1],[2]
1332,已 出 ， 谢谢 大家 。,4,2,[0_1_3_4],[2_5]
1333,环境 优美 ， 附近 就 有 个 小 公园 ， 夏天 可以 打球 跑步 。,12,3,[0_1_3_4_5_6_7_8_10_11_12_13],[2_9_14]
1334,环境 优美 ， 附近 就 有 个 小 公园 ， 夏天 可以 打球 跑步 。,12,3,[0_1_3_4_5_6_7_8_10_11_12_13],[2_9_14]
1335,有 三 个 卫生间 。,4,1,[0_1_2_3],[4]
1336,房租 $450 每 月 。,3,2,[0_2_3],[1_4]
1337,公用 家具 齐全 ， 卧室 家具 可 赠送 。,7,2,[0_1_2_4_5_6_7],[3_8]
1338,租房 的 帖子 是 真的 ！,5,1,[0_1_2_3_4],[5]
1339,附近 就 有 个 小 公园 ， 环境 优美 ， 夏天 可以 打球 跑步 。,12,3,[0_1_2_3_4_5_7_8_10_11_12_13],[6_9_14]
1340,小区 情况 ： 小区 十分 安全 ， 物业 也 相当 给 力 。,10,3,[0_1_3_4_5_7_8_9_10_11],[2_6_12]
1341,基本 上午 保修 下午 就 来 人 了 。,8,1,[0_1_2_3_4_5_6_7],[8]
1342,如 感 兴趣 ， 欢迎 咨询 。,5,2,[0_1_2_4_5],[3_6]
1343,本人 男 教师 。,3,1,[0_1_2],[3]
1344,房子 已经 找到 。,3,1,[0_1_2],[3]
1345,提供 考 驾照 陪练 指导 。,5,1,[0_1_2_3_4],[5]
1346,车辆 年份 和 型号 。,4,1,[0_1_2_3],[4]
1347,现在 因为 个人 原因 想 出手 ， 感兴趣 的 请 联系 我 。,11,2,[0_1_2_3_4_5_7_8_9_10_11],[6_12]
1348,联系 方式 ： 微 信号,4,1,[0_1_3_4],[2]
1349,更新 ： 木头 抽屉 ， 是 两 个 抽屉 。,7,3,[0_2_3_5_6_7_8],[1_4_9]
1350,（ 白天 较 忙 ， 主要 晚上 回复 。,6,3,[1_2_3_5_6_7],[0_4_8]
1351,更新 物品 售卖 清单,4,0,[0_1_2_3],
1352,有 同好 请 速 联系 。,5,1,[0_1_2_3_4],[5]
1353,准备 在 11.,2,1,[0_1],[2]
1354,非常 感谢 ~ ~,2,2,[0_1],[2_3]
1355,家具 、 厨具 及 各 种 生活 用品 齐全 ， 拎包 入住 。,10,3,[0_2_3_4_5_6_7_8_10_11],[1_9_12]
1356,小区 环境 也 非常 安静 ， 很 适合 居住 。,8,2,[0_1_2_3_4_6_7_8],[5_9]
1357,家具 齐全 。,2,1,[0_1],[2]
1358,可 看 房 ！,3,1,[0_1_2],[3]
1359,另 ： 若 有 车 同时 出租 更 佳 。,8,2,[0_2_3_4_5_6_7_8],[1_9]
1360,本 屋 一 楼 餐厅 厨房 客厅 ， 家具 厨具 一 应 齐全 。,12,2,[0_1_2_3_4_5_6_8_9_10_11_12],[7_13]
1361,（ 现在 的 住户 可以 留下 更 多 家具 ， 可以 联系 商量 。,11,3,[1_2_3_4_5_6_7_8_10_11_12],[0_9_13]
1362,小区 业主 是 一 位 和善 的 大娘 。,8,1,[0_1_2_3_4_5_6_7],[8]
1363,房屋 修缮 非常 及时 到位 。,5,1,[0_1_2_3_4],[5]
1364,这 间 房子 在,4,0,[0_1_2_3],
1365,分钟 ） 。,1,2,[0],[1_2]
1366,理想 条件 ： 和善 、 清洁 、 安静,5,3,[0_1_3_5_7],[2_4_6]
1367,限制 ： 不 养 宠物 ；,4,2,[0_2_3_4],[1_5]
1368,不 在 室内 存放 自行车 。,5,1,[0_1_2_3_4],[5]
1369,电气 费 一 个 月 20-30 刀 。,6,2,[0_1_2_3_4_6],[5_7]
1370,房间 我 会 打扫 好 ， 非常 干净 。,7,2,[0_1_2_3_4_6_7],[5_8]
1371,非常 感谢 ！,2,1,[0_1],[2]
1372,同时 我 可以 把 所有 的 家具 都 免费 送给 你,11,0,[0_1_2_3_4_5_6_7_8_9_10],
1373,两 室 一 厅 。,4,1,[0_1_2_3],[4]
1374,交通 很 方便 。,3,1,[0_1_2],[3]
1375,两 室 一 厅 整 套 一 个 月 多少 钱 ？,11,1,[0_1_2_3_4_5_6_7_8_9_10],[11]
1376,全职 留学 顾问 ， 工作 地点 ： 新泽西 爱迪生 或 北京,9,2,[0_1_2_4_5_7_8_9_10],[3_6]
1377,因为 是 三 楼 阁楼 ， 所以 也 非常 安静 。,9,2,[0_1_2_3_4_6_7_8_9],[5_10]
1378,另外 还 有 被子 毯子,5,0,[0_1_2_3_4],
1379,还有 没 有 ？,3,1,[0_1_2],[3]
1380,显示器 是 什么 型号 的 ？,5,1,[0_1_2_3_4],[5]
1381,显示器 还 卖 吗 ？,4,1,[0_1_2_3],[4]
1382,你 的 号码 联系 不 上,6,0,[0_1_2_3_4_5],
1383,能否 再 给 个 联系 方式 ， 号码 无效,8,1,[0_1_2_3_4_5_7_8],[6]
1384,想 请问 下 你 的 联系 方式 ？,7,1,[0_1_2_3_4_5_6],[7]
1385,难受 ， 长短 租 均 可 ， 最好 最近 能 入住,9,2,[0_2_3_4_5_7_8_9_10],[1_6]
1386,有 车库 ， 能 停 两 辆 车 ， 车库 门口 也 可以 停 两 辆 。,14,3,[0_1_3_4_5_6_7_9_10_11_12_13_14_15],[2_8_16]
1387,请 问 找到 了 吗 ？,5,1,[0_1_2_3_4],[5]
1388,还有 保鲜 盒 ， 小 桌子 等,6,1,[0_1_2_4_5_6],[3]
1389,都 便宜 了,3,0,[0_1_2],
1390,含 所有 基础 设施 和 家具 。,6,1,[0_1_2_3_4_5],[6]
1391,前言 ： 申请 之前 对 自己 不是 很 有 信心 ， 所以 想 找 一 家 咨询 公司 辅助 研究生 的 申请 。,20,3,[0_2_3_4_5_6_7_8_9_11_12_13_14_15_16_17_18_19_20_21],[1_10_22]
1392,申请 学校 的 时候 我 主要 看重 的 这个 学校 有 没 有 我 感兴趣 的 方向 。,17,1,[0_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16],[17]
1393,比如说 我 个人 想 学 的 方向 是 几何 与 拓扑 ， 所以 我 当时 考虑 伯克利 会 有 这个 原因 ；,20,2,[0_1_2_3_4_5_6_7_8_9_10_12_13_14_15_16_17_18_19_20],[11_21]
1394,同时 我 觉得 自己 可能 会 从事 表示 论 这个 方向 ， 所以 当时 也 申 了 耶鲁 等等 其他 一些 学校 。,21,2,[0_1_2_3_4_5_6_7_8_9_10_12_13_14_15_16_17_18_19_20_21],[11_22]
1395,总之 ， 我 主要 看重 的 是 专业 方向 的 一 个 选择 。,12,2,[0_2_3_4_5_6_7_8_9_10_11_12],[1_13]
1396,另外 ， 我 还 明确 了 讨论 班 一般 会 如何 进行 ， 比如 一般 如何 找 老师 、 跟 老师 约 时间 等等 。,21,4,[0_2_3_4_5_6_7_8_9_10_11_13_14_15_16_17_19_20_21_22_23],[1_12_18_24]
1397,然后 大概 每 周 或 每 两 周 就 跟 导师 见 一 次 面 ， 问 他 一些 问题 ， 他 除了 解答 我们 的 问题 也 会 进一步 推荐 一些 书目 、 论文 等等 。,33,4,[0_1_2_3_4_5_6_7_8_9_10_11_12_13_14_16_17_18_19_21_22_23_24_25_26_27_28_29_30_31_32_34_35],[15_20_33_36]
1398,通过 参加 这个 讨论 班 首先 也 是 收获 了 非常 多 的 知识 ， 然后 收获 了 一些 演讲 的 经验 。,21,2,[0_1_2_3_4_5_6_7_8_9_10_11_12_13_15_16_17_18_19_20_21],[14_22]
1399,申请 有时候 跟 找 工作 差不多 ， 就是 有 一 种 门当户对 的 概念 ， 学校 在 选择 的 时候 会 考虑 招 进来 的 这个 学生 是 要 学 什么 方向 的 ， 当然 它 是 希望 自己 最 强 的 方向 能 有 很多 学生 学 ， 所以 可能 会 有 这 方面 的 考虑 。,53,5,[0_1_2_3_4_5_7_8_9_10_11_12_13_15_16_17_18_19_20_21_22_23_24_25_26_27_28_29_30_31_32_34_35_36_37_38_39_40_41_42_43_44_45_46_47_49_50_51_52_53_54_55_56],[6_14_33_48_57]
1400,当然 这些 也 不 是 绝对 的 ， 只是 说 可能 会 有 这 种 情况 。,15,2,[0_1_2_3_4_5_6_8_9_10_11_12_13_14_15],[7_16]
1401,实际上 这些 事 在 他们 决策 里边 都 是 独立 的 ， 他们 不 会 特殊 地 去 考虑 这些 。,19,2,[0_1_2_3_4_5_6_7_8_9_10_12_13_14_15_16_17_18_19],[11_20]
1402,最后 祝愿 大家 都 能 申请 到 理想 的 学校 ！,10,1,[0_1_2_3_4_5_6_7_8_9],[10]
1403,目前 住 的 两 位 都 是 男生 。,8,1,[0_1_2_3_4_5_6_7],[8]
1404,我 在 出手 一 个 椅子,6,0,[0_1_2_3_4_5],
1405,我 在 出手 一 个 椅子,6,0,[0_1_2_3_4_5],
1406,不 包 网 电 。,4,1,[0_1_2_3],[4]
1407,厨房 很 宽敞 。,3,1,[0_1_2],[3]
1408,便宜 甩卖 ， 价格 可 议 ~ ~,5,3,[0_1_3_4_5],[2_6_7]
1409,是 这 周五 还是 下 周五 呀 ？,7,1,[0_1_2_3_4_5_6],[7]
1410,要 能 吃 ！,3,1,[0_1_2],[3]
1411,竟然 那么 久 了 都 没有 找到 .,7,1,[0_1_2_3_4_5_6],[7]
1412,刚 扫 码 的 ， 结果 忘记 点 加 好友 了 。,10,2,[0_1_2_3_5_6_7_8_9_10],[4_11]
1413,刚 扫 码 的 ， 结果 忘记 点 加 好友 了 。,10,2,[0_1_2_3_5_6_7_8_9_10],[4_11]
1414,请 问 还 出租 吗 ？,5,1,[0_1_2_3_4],[5]
1415,你 是 要 手动 的 还是 电动 的 ？,8,1,[0_1_2_3_4_5_6_7],[8]
1416,最早 十二月 能 租 可以 吗,6,0,[0_1_2_3_4_5],
1417,离 小区 物业 所在地 远 吗 ？,6,1,[0_1_2_3_4_5],[6]
1418,可以 咨询 ， 有 更 多 图片 信息,7,1,[0_1_3_4_5_6_7],[2]
1419,但是 这个 小区 有点 低调 ， 相关 信息 太少 ， 有 没 有 住 过 的 人 ， 感觉 如何 ？,17,4,[0_1_2_3_4_6_7_8_10_11_12_13_14_15_16_18_19],[5_9_17_20]
1420,哦 哦 多谢 ！,3,1,[0_1_2],[3]
1421,室外 小 山坡,3,0,[0_1_2],
1422,我 种 了 一些 小花 。,5,1,[0_1_2_3_4],[5]
1423,租约 长 租,3,0,[0_1_2],
1424,房子 在 什么 位置 ？,4,1,[0_1_2_3],[4]
1425,小区 环境 非常 好 ， 周边 环境 幽静 ， 宜 生活 和 学习 。,11,3,[0_1_2_3_5_6_7_9_10_11_12],[4_8_13]
1426,顶 一 顶 ~,3,1,[0_1_2],[3]
1427,继续 顶 ~,2,1,[0_1],[2]
1428,多谢 多谢 。,2,1,[0_1],[2]
1429,求购 羽毛球 ， 并 寻找 羽毛球 友 ， 可以 定期 一起 打球 。,10,3,[0_1_3_4_5_6_8_9_10_11],[2_7_12]
1430,本人 去 机场 ， 可 开车 。,5,2,[0_1_2_4_5],[3_6]
1431,含 所有 基础 设施 和 家具 。,6,1,[0_1_2_3_4_5],[6]
1432,学期 结束 后 拎包 入住 。,5,1,[0_1_2_3_4],[5]
1433,惹 错别字 好多,3,0,[0_1_2],
1434,顶 一 个,3,0,[0_1_2],
1435,无意 抄袭 啊 ， 抱歉 ！,4,2,[0_1_2_4],[3_5]
1436,怎么 一直 在 新 老生 交流 ？,6,1,[0_1_2_3_4_5],[6]
1437,怎么 一直 在 新 老生 交流 ？,6,1,[0_1_2_3_4_5],[6]
1438,机械 键盘 。,2,1,[0_1],[2]
1439,游戏 十五 刀 一 张 。,5,1,[0_1_2_3_4],[5]
1440,不知 时间 是否 合适 ？,4,1,[0_1_2_3],[4]
1441,靠近 公交 线路 ， 最好 小区 有 健身 设施 。,8,2,[0_1_2_4_5_6_7_8],[3_9]
1442,联系 微 信号 a_bing_2015,3,1,[0_1_2],[3]
1443,附近 有 高质量 小学 、 幼儿园 ；,5,2,[0_1_2_3_5],[4_6]
1444,你 好 ， 请 问 您 房子 租 到 了 吗 ？,10,2,[0_1_3_4_5_6_7_8_9_10],[2_11]
1445,你 好 ， 请 问 您 房子 租 到 了 吗 ？,10,2,[0_1_3_4_5_6_7_8_9_10],[2_11]
1446,附近 有 高质量 小学 、 幼儿园 ；,5,2,[0_1_2_3_5],[4_6]
1447,要 毕业 啦 。,3,1,[0_1_2],[3]
1448,一 间 房 住 两 个 人 都 没 问题 ， 适合 情侣 住 。,13,2,[0_1_2_3_4_5_6_7_8_9_11_12_13],[10_14]
1449,沿途 会 经过 克利夫兰 。,4,1,[0_1_2_3],[4]
1450,可以 接 电脑 电视 。,4,1,[0_1_2_3],[4]
1451,( 个 _ 个 ),2,3,[1_3],[0_2_4]
1452,随时 入住 ， 和 房东 直接 签约 。,6,2,[0_1_3_4_5_6],[2_7]
1453,小区 环境 非常 好 ， 周边 环境 幽静 ， 宜 生活 和 学习 。,11,3,[0_1_2_3_5_6_7_9_10_11_12],[4_8_13]
1454,平时 很 爱护 车 ， 所以 开 的 很 少 。,9,2,[0_1_2_3_5_6_7_8_9],[4_10]
1455,所有 保养 记录 档案 都 在 本人 ， 随时 欢迎 查看 。,10,2,[0_1_2_3_4_5_6_8_9_10],[7_11]
1456,现房 中 地下室 出租 ， 有 家具 ， 有 独立 卫生间 。,9,3,[0_1_2_3_5_6_8_9_10],[4_7_11]
1457,可 共享 一 楼 厨房 ( 低 油烟 ） 和 客厅 。,9,3,[0_1_2_3_4_6_7_9_10],[5_8_11]
1458,有 个 人 衣帽间 ， 结构 很 棒 。,7,2,[0_1_2_3_5_6_7],[4_8]
1459,不 临近 马路 ， 晚上 比较 安静 。,6,2,[0_1_2_4_5_6],[3_7]
1460,房租 $685/month .,1,2,[0],[1_2]
1461,本人 有 车 ， 如果 新 同学 来 可以 帮忙 带 买 菜 。,12,2,[0_1_2_4_5_6_7_8_9_10_11_12],[3_13]
1462,联系 方式 ？,2,1,[0_1],[2]
1463,陶瓷 罐 饼干 罐,4,0,[0_1_2_3],
1464,陶瓷 罐 饼干 罐,4,0,[0_1_2_3],
1465,干净 好 房,3,0,[0_1_2],
1466,帮 顶 一下,3,0,[0_1_2],
1467,最好 早上 走,3,0,[0_1_2],
1468,另外 有 其他 返 现 活动 。,6,1,[0_1_2_3_4_5],[6]
1469,距离 学校 走路 十 分钟 。,5,1,[0_1_2_3_4],[5]
1470,家具 全 包 ， 可 拎包 入住 。,6,2,[0_1_2_4_5_6],[3_7]
1471,镜头 是 前后 caps+pouch + 遮光 罩 ！,5,3,[0_1_2_5_6],[3_4_7]
1472,诚挚 邀请 大家 参与 我们 研究 项目 的 问卷 调查 ！,10,1,[0_1_2_3_4_5_6_7_8_9],[10]
1473,谢谢 各位 支持 ！,3,1,[0_1_2],[3]
1474,这个 用来 收藏 或者 改装 。,5,1,[0_1_2_3_4],[5]
1475,以及 数百 位 学术界 人士 和 新闻 媒体 。,8,1,[0_1_2_3_4_5_6_7],[8]
1476,房子 卧室 干净 整洁 、 家具 齐全 、 拎包 入住 。,8,3,[0_1_2_3_5_6_8_9],[4_7_10]
1477,除了 家具 ， 基本 设备 （ 吸尘器 、 盘 碗 等 ） 都 可以 留下 使用 。,12,5,[0_1_3_4_6_8_9_10_12_13_14_15],[2_5_7_11_16]
1478,希望 有 车位 ， 有 独立 房间 ， 卫生间 可以 共用 。,9,3,[0_1_2_4_5_6_8_9_10],[3_7_11]
1479,你 大概 什么 时间 入住 ？,5,1,[0_1_2_3_4],[5]
1480,你 大概 什么 时间 入住 ？,5,1,[0_1_2_3_4],[5]
1481,谢谢 你 回复 ， 最后 我 决定 住 朋友 家 了 。,10,2,[0_1_2_4_5_6_7_8_9_10],[3_11]
1482,八 达 通 快递 ， 专注 美国 - 中国 ， 中国 - 美国 ， 美国 - 香港 的 快递 业务 。,14,7,[0_1_2_3_5_6_8_10_12_14_16_17_18_19],[4_7_9_11_13_15_20]
1483,家具 齐全 。,2,1,[0_1],[2]
1484,目前 開價$7000 .,1,2,[0],[1_2]
1485,小区 地理 位置 方便 ， 靠近 各 大 超市 。,8,2,[0_1_2_3_5_6_7_8],[4_9]
1486,女士 优先 。,2,1,[0_1],[2]
1487,已 出租 ~,2,1,[0_1],[2]
1488,已 出售 ， 谢谢 大家 关注 ！,5,2,[0_1_3_4_5],[2_6]
1489,空间 很 足 ， 独立 卫浴 。,5,2,[0_1_2_4_5],[3_6]
1490,有 没 有 小 餐桌 ？,5,1,[0_1_2_3_4],[5]
1491,房间 急 出 房租 可 议,6,0,[0_1_2_3_4_5],
1492,想要 桌子 ， 请 问 是 在 什么 小区 ？,8,2,[0_1_3_4_5_6_7_8],[2_9]
1493,想要 桌子 ， 请 问 是 在 什么 小区 ？,8,2,[0_1_3_4_5_6_7_8],[2_9]
1494,入住 时间 可以 商量 ， 也 可 提前 入住 。,8,2,[0_1_2_3_5_6_7_8],[4_9]
1495,房间 内 家具 齐全 ， 全部 免费 赠送 ， 可 直接 拎包 入住 。,11,3,[0_1_2_3_5_6_7_9_10_11_12],[4_8_13]
1496,最好 上午 能 走 ！,4,1,[0_1_2_3],[4]
1497,(・ω・) ノ 11.,1,2,[1],[0_2]
1498,第一 张 卡 越 早 申请 越好 。,7,1,[0_1_2_3_4_5_6],[7]
1499,能 不 能 把 model# 发给 我 ？,6,2,[0_1_2_3_5_6],[4_7]
1500,车 有 一 个 问题 要 说明 一下 。,8,1,[0_1_2_3_4_5_6_7],[8]
1501,我 打算 以 一 个 比较 优惠 的 价格 把 车 出售 。,12,1,[0_1_2_3_4_5_6_7_8_9_10_11],[12]
1502,我 的 报价 是 14405.,4,1,[0_1_2_3],[4]
1503,餐桌 椅子 已 出 。,4,1,[0_1_2_3],[4]
1504,挂 烫 机 已 出 。,5,1,[0_1_2_3_4],[5]
1505,部分 家具 已 出 ， 谢谢,5,1,[0_1_2_3_5],[4]
1506,部分 家具 已 出 ， 谢谢,5,1,[0_1_2_3_5],[4]
1507,我 可 发 图 给 您,6,0,[0_1_2_3_4_5],
1508,餐桌 椅子 已 出 。,4,1,[0_1_2_3],[4]
1509,磅秤 和 电子 称 还 在 吗 ？,7,1,[0_1_2_3_4_5_6],[7]
1510,请 问 如何 联系 留 学生 会 主席 或 干事 ？,10,1,[0_1_2_3_4_5_6_7_8_9],[10]
1511,有 人 10.,2,1,[0_1],[2]
1512,另外 如果 还 有 周六 的 返程 更 好 。,9,1,[0_1_2_3_4_5_6_7_8],[9]
1513,步行 到 学校 半 小时 。,5,1,[0_1_2_3_4],[5]
1514,原价 $ 25.,1,2,[0],[1_2]
1515,$20 转 .,1,2,[1],[0_2]
1516,怎么 联系 你,3,0,[0_1_2],
1517,怎么 联系 你,3,0,[0_1_2],
1518,里程 几乎 都 是 跑 高速 ， 去 了 纽约 费城 华盛顿 。,11,2,[0_1_2_3_4_5_7_8_9_10_11],[6_12]
1519,目前 开 的 价格 是 $18700 .,5,2,[0_1_2_3_4],[5_6]
1520,本人 活泼 开朗 好 相处 。,5,1,[0_1_2_3_4],[5]
1521,请问 ， 你 找到 房子 了 吗 ？,6,2,[0_2_3_4_5_6],[1_7]
1522,东方 超市 3-5 分钟 路程 ；,4,2,[0_1_3_4],[2_5]
1523,房型 ： 位于 第二 层 ， 光线 超级 好 ；,7,3,[0_2_3_4_6_7_8],[1_5_9]
1524,不要 在 小事 上 计较 太 多 ， 如果 你 属于 事 比较 多 的 人 请 绕道 走 ；,18,2,[0_1_2_3_4_5_6_8_9_10_11_12_13_14_15_16_17_18],[7_19]
1525,希望 不 要 经常 招待 别人 过夜 。,7,1,[0_1_2_3_4_5_6],[7]
1526,您 好 ， 请 问 还 招租 嘛 ~ 已 发 短信,10,2,[0_1_3_4_5_6_7_9_10_11],[2_8]
1527,仍 在 等待 中 ， ， ，,4,3,[0_1_2_3],[4_5_6]
1528,卡 还有 么 ？,3,1,[0_1_2],[3]
1529,麻烦 问 下 ， 是 男生 还是 女生 ？,7,2,[0_1_2_4_5_6_7],[3_8]
1530,有 自己 的 房间 和 浴室,6,1,[1_2_3_4_5_6],[0]
1531,有 学习 c++programming 的 吗 ？,4,2,[0_1_3_4],[2_5]
1532,是 你 吗 ？,3,1,[0_1_2],[3]
1533,拎包 入住 ， 家里 需要 的 都 有 了 。,8,2,[0_1_3_4_5_6_7_8],[2_9]
1534,您 好 可以 留 微 信 或者 邮箱 等 联系 方式 吗,12,0,[0_1_2_3_4_5_6_7_8_9_10_11],
1535,我们 一 个 是 在 读 博士 ， 两 个 是 访 学 博士 。,13,2,[0_1_2_3_4_5_6_8_9_10_11_12_13],[7_14]
1536,希望 不 要 有 宠物 。,5,1,[0_1_2_3_4],[5]
1537,希望 不 要 有 宠物 。,5,1,[0_1_2_3_4],[5]
1538,现在 $300 转让 。,2,2,[0_2],[1_3]
1539,已经 找到 房屋,3,0,[0_1_2],
1540,您 是否 在 学习 劳累 之 余 想 学习 一些 乐器 ， 陶冶 情操 ， 放松 自己 ？,15,3,[0_1_2_3_4_5_6_7_8_9_10_12_13_15_16],[11_14_17]
1541,衣架 已 出,3,0,[0_1_2],
1542,您 好 ， 你 是 男生 ？,5,2,[0_1_3_4_5],[2_6]
1543,价格 可 议 。,3,1,[0_1_2],[3]
1544,十一月 中旬 或 之后 可 搬入 。,6,1,[0_1_2_3_4_5],[6]
1545,小区 门口 就 有 公交 车站 。,6,1,[0_1_2_3_4_5],[6]
1546,顺便 求购 个 手机 。,4,1,[0_1_2_3],[4]
1547,便宜 点 的 。,3,1,[0_1_2],[3]
1548,立 灯 （ 含 灯泡 ） ： $ 512.,4,5,[0_1_3_4],[2_5_6_7_8]
1549,惠普 打印机 $2514 .,2,2,[0_1],[2_3]
1550,各 种 餐具 ， 盘 ， 杯子 ， 连 卖 代 送$517 .,8,5,[0_1_2_4_6_8_9_10],[3_5_7_11_12]
1551,各 种 长度 的 插排$219 .,4,2,[0_1_2_3],[4_5]
1552,您 在 哪个 小区 ， 有 餐桌 吗,7,1,[0_1_2_3_5_6_7],[4]
1553,发 邮件 也 没 人 回 。,6,1,[0_1_2_3_4_5],[6]
1554,查 了 一下 bupt.,3,1,[0_1_2],[3]
1555,总之 ， 还是 提醒 大家 不要 尝试 登录 邮件 里 的 网址 。,11,2,[0_2_3_4_5_6_7_8_9_10_11],[1_12]
1556,发 邮件 也 没 人 回 。,6,1,[0_1_2_3_4_5],[6]
1557,查 了 一下 bupt.,3,1,[0_1_2],[3]
1558,总之 ， 还是 提醒 大家 不要 尝试 登录 邮件 里 的 网址 。,11,2,[0_2_3_4_5_6_7_8_9_10_11],[1_12]
1559,哪里 有 链接 ？,3,1,[0_1_2],[3]
1560,你 好 ！,2,1,[0_1],[2]
1561,每 间 卧室 都 有 独立 卫生间 吗 ？,8,1,[0_1_2_3_4_5_6_7],[8]
1562,希望 不 要 有 宠物 。,5,1,[0_1_2_3_4],[5]
1563,限 女生 ！,2,1,[0_1],[2]
1564,家具 齐全 ， 可 拎包 入住 。,5,2,[0_1_3_4_5],[2_6]
1565,全职 留学 顾问 ， 工作 地点 ： 新泽西 爱迪生 或 北京,9,2,[0_1_2_4_5_7_8_9_10],[3_6]
1566,可 议价 。,2,1,[0_1],[2]
1567,联系 微 信 ： kristy__z,3,2,[0_1_2],[3_4]
1568,微波炉 已 卖 ！,3,1,[0_1_2],[3]
1569,佳能 打印机 已 买 ！,4,1,[0_1_2_3],[4]
1570,你 在 哪个 小区,4,0,[0_1_2_3],
1571,你 在 哪个 小区,4,0,[0_1_2_3],
1572,可以 邮件 或 短信 联系 。,5,1,[0_1_2_3_4],[5]
1573,可以 去 priceline.,2,1,[0_1],[2]
1574,仅限 女生 。,2,1,[0_1],[2]
1575,十月 中旬 或 之后 可 搬入 。,6,1,[0_1_2_3_4_5],[6]
1576,离 学校 1.,2,1,[0_1],[2]
1577,完全 可以 拎包 入住 。,4,1,[0_1_2_3],[4]
1578,你 好 ， 你 这个 房子 可以 短 租 吗 ？,9,2,[0_1_3_4_5_6_7_8_9],[2_10]
1579,你 这个 可以 短 租 一 个 月 吗 ？,9,1,[0_1_2_3_4_5_6_7_8],[9]
1580,房子 已 租,3,0,[0_1_2],
1581,车辆 功能 配置 ：,3,1,[0_1_2],[3]
1582,数字 自动 空调,3,0,[0_1_2],
1583,自动 雨 刮 （ 根据 雨量 自动 调节 快慢 ）,8,2,[0_1_2_4_5_6_7_8],[3_9]
1584,需要 可 联系 。,3,1,[0_1_2],[3]
1585,随时 看 房 。,3,1,[0_1_2],[3]
1586,请 问 出租 了 吗 ？,5,1,[0_1_2_3_4],[5]
1587,请 问 出租 了 吗 ？,5,1,[0_1_2_3_4],[5]
1588,请 问 出租 了 吗 ？,5,1,[0_1_2_3_4],[5]
1589,现 需要 一 间 卧室 ， 优先 考虑 学校 北面 。,9,2,[0_1_2_3_4_6_7_8_9],[5_10]
1590,打印机 有点 贵 了 ， 能 便宜 不,7,1,[0_1_2_3_5_6_7],[4]
1591,你 觉得 多少 合适 呢 ？,5,1,[0_1_2_3_4],[5]
1592,有 意向 的 同学 欢迎 咨询 。,6,1,[0_1_2_3_4_5],[6]
1593,v/ve/n/nv/vn线 的 卡 还 需要 吗 ？,5,2,[1_2_3_4_5],[0_6]
1594,我 自己 的 用 不 到 想 转让 ， 价格 面议,10,1,[0_1_2_3_4_5_6_7_9_10],[8]
1595,你 好 ！,2,1,[0_1],[2]
1596,她 因为 博士 论文 收集 数据 ， 需要 回 村 呆 一 个 月 。,13,2,[0_1_2_3_4_5_7_8_9_10_11_12_13],[6_14]
1597,开始 时间 可以 商量 ， 但 希望 能 早 一点 。,9,2,[0_1_2_3_5_6_7_8_9],[4_10]
1598,该 女生 非常 好 相处 ， 人 也 安静 。,8,2,[0_1_2_3_4_6_7_8],[5_9]
1599,请 大家 针对 我 的 两 个 困惑 给出 一些 意见 。,11,1,[0_1_2_3_4_5_6_7_8_9_10],[11]
1600,求 近期 回国 的 朋友 帮忙 带 东西 （ 化妆品 ） ！,9,3,[0_1_2_3_4_5_6_7_9],[8_10_11]
