SentenceID,NonCodeSwitchedSentence,ChineseWordCount,PunctuationCount,IndicesOfChineseWord,IndicesOfPunctuation
905,所以 动力 上 还是 非常 不错 的 。,7,1,[0_1_2_3_4_5_6],[7]
906,价格 可以 再 商量 。,4,1,[0_1_2_3],[4]
907,你 的 联系 方式 ？,4,1,[0_1_2_3],[4]
908,怎么 联系 呢 ？,3,1,[0_1_2],[3]
909,有意 请 联系 ：,3,1,[0_1_2],[3]
910,很 适合 搭配 其他 白色 家具 ， 再 放 几 个 彩色 的 盒子 ， 非常 好看 。,15,3,[0_1_2_3_4_5_7_8_9_10_11_12_13_15_16],[6_14_17]
911,现价 $229 转让 。,2,2,[0_2],[1_3]
912,编号 1-6 的 各 种 物品 ， 现在 就 可 来 拿 （ 买 ） ；,11,5,[0_2_3_4_5_7_8_9_10_11_13],[1_6_12_14_15]
913,图片 都 在 ：,3,1,[0_1_2],[3]
914,可 扫描 、 打印 、 复印 。,4,3,[0_1_3_5],[2_4_6]
915,图片 都 在 ：,3,1,[0_1_2],[3]
916,自己 顶 一下 ：,3,1,[0_1_2],[3]
917,自己 再 顶 一下 ：,4,1,[0_1_2_3],[4]
918,转 闲置 的 东西 ：,4,1,[0_1_2_3],[4]
919,联系 方式 ；,2,1,[0_1],[2]
920,关于 截止 期限 ： 无 截止 期限,6,1,[0_1_2_4_5_6],[3]
921,已 卖 :,2,1,[0_1],[2]
922,一 起 $25 ( 已 卖 ),4,3,[0_1_4_5],[2_3_6]
923,还有 其他 台灯,3,0,[0_1_2],
924,更新 啦 ！,2,1,[0_1],[2]
925,近日 最新 更新 ！,3,1,[0_1_2],[3]
926,原 包装 都 在 。,4,1,[0_1_2_3],[4]
927,匹兹堡 市区 当面 交易 ， 只 接受 现金 。,7,2,[0_1_2_3_5_6_7],[4_8]
928,有 了 它 就 可以 在 家里 的 任何 地方 看 电视 或者 玩 手机 了 ~ 侧面 还 有 放 东西 的 小 袋子 ， 很 方便 。,26,3,[0_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_17_18_19_20_21_22_23_24_26_27],[16_25_28]
929,买 的 多 ， 优惠 多 。,5,2,[0_1_2_4_5],[3_6]
930,电路 基础 charlesk.,2,1,[0_1],[2]
931,宜家 门框 挂钩 已 出,5,0,[0_1_2_3_4],
932,已 更新 衣柜 的 图片 链接,6,0,[0_1_2_3_4_5],
933,平时 我 就是 周末 买 东西 才 开 ， 很 爱惜 这 部 车 ， 车况 保持 的 很 好 。,18,3,[0_1_2_3_4_5_6_7_9_10_11_12_13_15_16_17_18_19],[8_14_20]
934,开价 $4800 ， 可以 合理 议价 。,4,3,[0_3_4_5],[1_2_6]
935,所以 还是 推荐 这个 啦 。,5,1,[0_1_2_3_4],[5]
936,详细 介绍 及 图片 链接 如下 ：,6,1,[0_1_2_3_4_5],[6]
937,实物 图片 ：,2,1,[0_1],[2]
938,有意 请 发 短信 或 邮件 ：,6,1,[0_1_2_3_4_5],[6]
939,持续 更新 ~ 有意 的 同学 尽快 联系 哦 ~,8,2,[0_1_3_4_5_6_7_8],[2_9]
940,均 可 小刀 ~ ~,3,2,[0_1_2],[3_4]
941,买 两 样 以上 可 降价,6,0,[0_1_2_3_4_5],
942,几乎 全新 。,2,1,[0_1],[2]
943,球 已 卖 。,3,1,[0_1_2],[3]
944,可 单 卖 。,3,1,[0_1_2],[3]
945,保养 非常 非常 谨慎 ， 所有 记录 都 有 留存 （ 包括 出厂 信息 ） 。,12,4,[0_1_2_3_5_6_7_8_9_11_12_13],[4_10_14_15]
946,如果 感 兴趣 ， 请 跟 我 联系 。,7,2,[0_1_2_4_5_6_7],[3_8]
947,机油 定期 更换,3,0,[0_1_2],
948,感兴趣 的 请 电邮 hk.,4,1,[0_1_2_3],[4]
949,更新 ， 已 转让,3,1,[0_2_3],[1]
950,已 出 ！,2,1,[0_1],[2]
951,新 添 大量 物品 。,4,1,[0_1_2_3],[4]
952,再次 更新 ！,2,1,[0_1],[2]
953,已 出 ！,2,1,[0_1],[2]
954,自己 顶 一下,3,0,[0_1_2],
955,已 出 ！,2,1,[0_1],[2]
956,链接 如下 ：,2,1,[0_1],[2]
957,不 想 错过 第一 手 信息 ？,6,1,[0_1_2_3_4_5],[6]
958,占 沙发 ！,2,1,[0_1],[2]
959,很 好 的 提醒 ， 已 修改 了 用户 下载 权限,10,1,[0_1_2_3_5_6_7_8_9_10],[4]
960,怎么 下载 ？,2,1,[0_1],[2]
961,好 东西 啊 。,3,1,[0_1_2],[3]
962,【 收 不 到 验证 邮件 ？,5,2,[1_2_3_4_5],[0_6]
963,图片 如 :,2,1,[0_1],[2]
964,新浪 微 博 的 图片 会上 传到 ww1-ww4 几 台 服务器 上 ， 同时 会 生成 几 张 不同 尺寸 的 图片 ， 常 用 的 有 以下 几 种 形式 ：,28,4,[0_1_2_3_4_5_6_8_9_10_11_13_14_15_16_17_18_19_20_21_23_24_25_26_27_28_29_30],[7_12_22_31]
965,发布 虚假 信息 者 以及 收到 警告 两 次 以上 直接 封号 进 小 黑 屋 ， 并不 会 另行 通知 。,20,2,[0_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_17_18_19_20],[16_21]
966,请 大家 务必 遵守 相关 法律 。,6,1,[0_1_2_3_4_5],[6]
967,禁止 多次 发布 重复 内容 。,5,1,[0_1_2_3_4],[5]
968,如有 发现 ， 只 留下 第一 个 帖子 ， 其他 帖子 全部 删除 。,11,3,[0_1_3_4_5_6_7_9_10_11_12],[2_8_13]
969,希望 大家 以 诚 待人 ， 诚信 交易 ！,7,2,[0_1_2_3_4_6_7],[5_8]
970,那 是 另外 一 个 房子 的 招租 帖子 ， 是 完全 不同 类型 的 房子 的 帖子 。,17,2,[0_1_2_3_4_5_6_7_8_10_11_12_13_14_15_16_17],[9_18]
971,那个 帖子 帮 你 恢复 了,6,0,[0_1_2_3_4_5],
972,看到 了 ， 标题 编排 的 非常 简洁 明了 ， 辛苦 了 ！,10,3,[0_1_3_4_5_6_7_8_10_11],[2_9_12]
973,目前 来看 成本 比较 高 ， 未来 会 不断 完善 功能 给 大家 一 个 干净 的 论坛 。,17,2,[0_1_2_3_4_6_7_8_9_10_11_12_13_14_15_16_17],[5_18]
974,位于 奥克兰 ， 近 女子 医院 ， 超级 方便 ， 安静 ， 也 很 安全 ！,11,5,[0_1_3_4_5_7_8_10_12_13_14],[2_6_9_11_15]
975,大 卧房 ： 二 楼 尺寸 ： 15.,5,3,[0_1_3_4_5],[2_6_7]
976,小 卧房 ： 二 楼 尺寸 ： 10.,5,3,[0_1_3_4_5],[2_6_7]
977,联系 方式 ：,2,1,[0_1],[2]
978,自己 房子 ， 非常 爱惜 ， 生活 便利 ， 房子 刚 翻新 ， 可以 拎包 入住 也 可以 自己 添置 家具 。,17,5,[0_1_3_4_6_7_9_10_11_13_14_15_16_17_18_19_20],[2_5_8_12_21]
979,生活 交通 便利 。,3,1,[0_1_2],[3]
980,有 兴趣 的 请 联系,5,0,[0_1_2_3_4],
981,公寓 情况 ：,2,1,[0_1],[2]
982,并且 有 停车 库 ~ ~,4,2,[0_1_2_3],[4_5]
983,如果 不 想 走路 ， 公交 也 可以 直达 .,8,2,[0_1_2_3_5_6_7_8],[4_9]
984,这个 房子 是 匹 大 拥有 的 ， 所以 房子 管理 得很 棒 ！,12,2,[0_1_2_3_4_5_6_8_9_10_11_12],[7_13]
985,并且 壁橱 分 上下 两 层 ， 高度 比例 大概 4：6 （ 上 ： 下 ） .,11,6,[0_1_2_3_4_5_7_8_9_12_14],[6_10_11_13_15_16]
986,客厅 ： 有 壁橱 .,3,2,[0_2_3],[1_4]
987,要求 ： 男士 女士 均可 ， 但是 必须 要求 身份 是 学生 ~ ~ .,10,5,[0_2_3_4_6_7_8_9_10_11],[1_5_12_13_14]
988,需要 找 房子 的 同学 随时 可以 联系 我 ， 我 看到 后 就 会 回复 ~,15,2,[0_1_2_3_4_5_6_7_8_10_11_12_13_14_15],[9_16]
989,即日 起 可 入住 ， 确认 后 可 与 管理 公司 重新 签 租房 合同 加 名字 。,16,2,[0_1_2_3_5_6_7_8_9_10_11_12_13_14_15_16],[4_17]
990,5~3 米 ） 。,1,3,[1],[0_2_3]
991,可能 数字 和 直观 感受 还是 有 距离 ， 有 意向 的 朋友 可以 先 起来 走 两 步 感受 下 大 小 哈 。,23,2,[0_1_2_3_4_5_6_7_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23],[8_24]
992,谢谢 关注 ！,2,1,[0_1],[2]
993,欢迎 预约 看 房 或 入住 。,6,1,[0_1_2_3_4_5],[6]
994,一 个 客厅 和 卧室 在 三 层 ， 可以 一 起 租,12,1,[0_1_2_3_4_5_6_7_9_10_11_12],[8]
995,欢迎 随时 来 看 房,5,0,[0_1_2_3_4],
996,邮箱 : jiaduobao.,1,2,[0],[1_2]
997,出门 过 两 条 街 就 是 新 符合 。,9,1,[0_1_2_3_4_5_6_7_8],[9]
998,整 套 房子 够 近 ， 户型 也 很 好 。,9,2,[0_1_2_3_4_6_7_8_9],[5_10]
999,另 有 全 套 家具 ， 基本 厨具 ， 真正 拎包 入住 ！,10,3,[0_1_2_3_4_6_7_9_10_11],[5_8_12]
1000,厨具 齐全 家 具有 床 沙发 书桌 有 网络,9,0,[0_1_2_3_4_5_6_7_8],
1001,有 需要 的 请 联系 我 ， 谢谢 ！,7,2,[0_1_2_3_4_5_7],[6_8]
1002,还 在 招租 哦 ~,4,1,[0_1_2_3],[4]
1003,请 问 怎么 联系 呢 ？,5,1,[0_1_2_3_4],[5]
1004,帮 自己 送 上去,4,0,[0_1_2_3],
1005,楼 主 本人 是 很 安静 不 会 吵闹 的 。,10,1,[0_1_2_3_4_5_6_7_8_9],[10]
1006,暑期 实习 ？,2,1,[0_1],[2]
1007,国内 家长 来 玩 寻找 合适 住处 ？,7,1,[0_1_2_3_4_5_6],[7]
1008,房租 : 每 月 $2400+ 煤 水电 。,5,3,[0_2_3_5_6],[1_4_7]
1009,请 问 房子 还 在 出租 吗 ？,7,1,[0_1_2_3_4_5_6],[7]
1010,可以 给 一下 微 信号 码 吗 ？,7,1,[0_1_2_3_4_5_6],[7]
1011,房型 ： 一 室 一 厅 ， 独立 卫生间 ， 超大 厨房 ， 单独 一 层 ， 内 生活 用品 齐全 。,16,6,[0_2_3_4_5_7_8_10_11_13_14_15_17_18_19_20],[1_6_9_12_16_21]
1012,此 公寓 由 房东 亲自 管理 ， 维修 服务 非常 及时 。,10,2,[0_1_2_3_4_5_7_8_9_10],[6_11]
1013,公寓 朝向 ： 东南 朝向 （ 采光 很 好 ！,7,3,[0_1_3_4_6_7_8],[2_5_9]
1014,空调 暖气 应有尽有 。,3,1,[0_1_2],[3]
1015,但是 大 一 点 的 一 室 ， 或者 三 室 都 可以 考虑 。,13,2,[0_1_2_3_4_5_6_8_9_10_11_12_13],[7_14]
1016,自己 顶 一下,3,0,[0_1_2],
1017,谢谢 关注 ！,2,1,[0_1],[2]
1018,希望 您 是 单身 的 中国 学生 或 访问 学者 ， 不 吸烟 ， 不 吸毒 ， 不 养 宠物 ， 爱 清洁 ， 寻求 安静 和谐 的 居住 环境 。,25,6,[0_1_2_3_4_5_6_7_8_9_11_12_14_15_17_18_19_21_22_24_25_26_27_28_29],[10_13_16_20_23_30]
1019,来信 请 简单 介绍 一下 您 的 情况 。,8,1,[0_1_2_3_4_5_6_7],[8]
1020,谢谢 关注 ！,2,1,[0_1],[2]
1021,我 可以 电邮 你 房子 清晰 照片 的 截图 。,9,1,[0_1_2_3_4_5_6_7_8],[9]
1022,另外 还 免费 提供 吸尘器 和 蒸汽 拖把 。,8,1,[0_1_2_3_4_5_6_7],[8]
1023,所有 床单 被子 均 是 全新 ！,6,1,[0_1_2_3_4_5],[6]
1024,希望 您 是 单身 的 中国 学生 或 访问 学者 ， 不 吸烟 ， 不 吸毒 ， 不 养 宠物 ， 爱 清洁 ， 寻求 安静 和谐 的 居住 环境 。,25,6,[0_1_2_3_4_5_6_7_8_9_11_12_14_15_17_18_19_21_22_24_25_26_27_28_29],[10_13_16_20_23_30]
1025,来信 请 简单 介绍 一下 您 的 情况 。,8,1,[0_1_2_3_4_5_6_7],[8]
1026,谢谢 关注 ！,2,1,[0_1],[2]
1027,和 房东 签 合同 。,4,1,[0_1_2_3],[4]
1028,房东 特别 好 说话 ， 白人 老头 。,6,2,[0_1_2_3_5_6],[4_7]
1029,公交 大约 四 站 。,4,1,[0_1_2_3],[4]
1030,而且 有 四五 辆 公交 可 达 超市 。,8,1,[0_1_2_3_4_5_6_7],[8]
1031,设备 ： 个人 专用 卧室 。,4,2,[0_2_3_4],[1_5]
1032,厨房 有 冰箱 微波炉 。,4,1,[0_1_2_3],[4]
1033,已 租 ~ ~ 谢谢,3,2,[0_1_4],[2_3]
1034,带 家具 ， 包 水电 和 上网 。,6,2,[0_1_3_4_5_6],[2_7]
1035,拎包 入住 。,2,1,[0_1],[2]
1036,整 租 租金 ： $990 全 包 （ 整个 一 室 一 厅 公寓 ）,11,4,[0_1_2_5_6_8_9_10_11_12_13],[3_4_7_14]
1037,爱 干净 ， 能 保持 公用 地方 整洁 。,7,2,[0_1_3_4_5_6_7],[2_8]
1038,安静 易 相处 ， 无 不良 嗜好 。,6,2,[0_1_2_4_5_6],[3_7]
1039,不 在家 派对 及 带 异性 回家 。,7,1,[0_1_2_3_4_5_6],[7]
1040,房间 会 较 乱 但 公用 地方 一定 会 保持 整洁 。,11,1,[0_1_2_3_4_5_6_7_8_9_10],[11]
1041,超级 方便 ！,2,1,[0_1],[2]
1042,拎包 就 可以 入住 ！,4,1,[0_1_2_3],[4]
1043,先 说 缺点 吧 ： 房子 没有 空调 ， 之前 夏天 我 是 用 一 个 落地 的 移动 小 空调 ， 所以 温度 也 还 算 凉快 。,25,4,[0_1_2_3_5_6_7_9_10_11_12_13_14_15_16_17_18_19_20_22_23_24_25_26_27],[4_8_21_28]
1044,隔音 一般 ， 不过 房间 之间 隔 得 比较 开 。,9,2,[0_1_3_4_5_6_7_8_9],[2_10]
1045,房间 挺 小 的 ， 要 好好 利用 空间 才 能 住 得 比较 舒服 。,14,2,[0_1_2_3_5_6_7_8_9_10_11_12_13_14],[4_15]
1046,公共 空间 充足 ， 厨房 非常 大 ， 客厅 可以 放 东西 。,10,3,[0_1_2_4_5_6_8_9_10_11],[3_7_12]
1047,可以 一 个 人 用 一 个 卫生间 （ 卫生间 不 在 屋内 ） 。,12,3,[0_1_2_3_4_5_6_7_9_10_11_12],[8_13_14]
1048,想要 寄存 东西 的 也 可以 联系 我 地下室 空间 很大 ~,11,1,[0_1_2_3_4_5_6_7_8_9_10],[11]
1049,更新 了 房间 照片 ～,4,1,[0_1_2_3],[4]
1050,公寓 宽敞 面积 大 ， 家具 设施 齐全 ， 可 直接 拎包 入住 。,11,3,[0_1_2_3_5_6_7_9_10_11_12],[4_8_13]
1051,附近 餐馆 美食 众多 ；,4,1,[0_1_2_3],[4]
1052,房型 如图 ：,2,1,[0_1],[2]
1053,联系 方式 ：,2,1,[0_1],[2]
1054,（ 加 好友 请 注明 租房 ）,5,2,[1_2_3_4_5],[0_6]
1055,另 有 单独 后院 草坪 ， 尽 享 私密 空间 ， 衣服 晾晒 非常 方便 。,13,3,[0_1_2_3_4_6_7_8_9_11_12_13_14],[5_10_15]
1056,自然 历史 博物馆 、 艺术 博物馆 、 植物园 步行 十 分钟 左右 。,10,3,[0_1_2_4_5_7_8_9_10_11],[3_6_12]
1057,适合 新生 结伴 入 租 。,5,1,[0_1_2_3_4],[5]
1058,地址 ： bartlett&murray,1,2,[0],[1_2]
1059,家具 ： 齐全 ， 包括 床 ， 桌子 ， 椅子 等,7,4,[0_2_4_5_7_9_10],[1_3_6_8]
1060,治安 非常 良好 ， 安静 的 住宅 街 。,7,2,[0_1_2_4_5_6_7],[3_8]
1061,周围 很多 学生 和 医生 ， 以及 华人 同学 。,8,2,[0_1_2_3_4_6_7_8],[5_9]
1062,客厅 和 卧室 光线 充足 ， 均 连接 了 巨大 的 阳台 ， 每 天 看 着 心情 很 好 ～ 暑假 短 租 的 话 可以 只 租 卧室 ， 也 可以 整 间 出租 。,32,5,[0_1_2_3_4_6_7_8_9_10_11_13_14_15_16_17_18_19_21_22_23_24_25_26_27_28_29_31_32_33_34_35],[5_12_20_30_36]
1063,下面 为 交通 ， 房间 结构 和 房间 的 照片 。,9,2,[0_1_2_4_5_6_7_8_9],[3_10]
1064,您 好 ！,2,1,[0_1],[2]
1065,二 楼 二 个 卧室,5,0,[0_1_2_3_4],
1066,欢迎 入住 。,2,1,[0_1],[2]
1067,价格 可 商量 啊 ！,4,1,[0_1_2_3],[4]
1068,阳光 非常 好 。,3,1,[0_1_2],[3]
1069,治安 非常 良好 ， 安静 的 住宅 街 。,7,2,[0_1_2_4_5_6_7],[3_8]
1070,周围 很多 学生 和 医生 ， 以及 华人 同学 。,8,2,[0_1_2_3_4_6_7_8],[5_9]
1071,还有 几 个 房间 ？,4,1,[0_1_2_3],[4]
1072,谢谢 询问 。,2,1,[0_1],[2]
1073,这个 房子 已 租 完 。,5,1,[0_1_2_3_4],[5]
1074,目前 只有 一 个 房间 在 匹 大 旁边 ， 从 9/30 开始,11,2,[0_1_2_3_4_5_6_7_8_10_12],[9_11]
1075,房型 ： 一 室 一 厅 ， 独立 卫生间 ， 超大 厨房 ， 单独 一 层 ， 内 生活 用品 齐全 。,16,6,[0_2_3_4_5_7_8_10_11_13_14_15_17_18_19_20],[1_6_9_12_16_21]
1076,此 公寓 由 房东 亲自 管理 ， 维修 服务 非常 及时 。,10,2,[0_1_2_3_4_5_7_8_9_10],[6_11]
1077,带 家具 ， 包 水电 和 上网 。,6,2,[0_1_3_4_5_6],[2_7]
1078,拎包 入住 。,2,1,[0_1],[2]
1079,带 家具 ， 包 水电 和 上网 。,6,2,[0_1_3_4_5_6],[2_7]
1080,拎包 入住 。,2,1,[0_1],[2]
1081,房租 : 每 月 $2400+ 煤 水电 。,5,3,[0_2_3_5_6],[1_4_7]
1082,另 有 单独 后院 草坪 ， 尽 享 私密 空间 ， 衣服 晾晒 非常 方便 。,13,3,[0_1_2_3_4_6_7_8_9_11_12_13_14],[5_10_15]
1083,自然 历史 博物馆 、 艺术 博物馆 、 植物园 步行 十 分钟 左右 。,10,3,[0_1_2_4_5_7_8_9_10_11],[3_6_12]
1084,另 有 单独 后院 草坪 ， 尽 享 私密 空间 ， 衣服 晾晒 非常 方便 。,13,3,[0_1_2_3_4_6_7_8_9_11_12_13_14],[5_10_15]
1085,自然 历史 博物馆 、 艺术 博物馆 、 植物园 步行 十 分钟 左右 。,10,3,[0_1_2_4_5_7_8_9_10_11],[3_6_12]
1086,验证 信息 ： 租房,3,1,[0_1_3],[2]
1087,已 租 谢谢 ！,3,1,[0_1_2],[3]
1088,出租 的 是 最 大 的 一 间 卧室 （ 或者 阁楼 ） 。,11,3,[0_1_2_3_4_5_6_7_8_10_11],[9_12_13]
1089,可 拎包 入住 。,3,1,[0_1_2],[3]
1090,如果 想 提早 搬入 时间 可以 商量 。,7,1,[0_1_2_3_4_5_6],[7]
1091,您 好 ， 我 也 是 对 大 卧室 比较 感 兴趣 ， 想 问 一下 二 楼 是 没有 房间 吗,20,2,[0_1_3_4_5_6_7_8_9_10_11_13_14_15_16_17_18_19_20_21],[2_12]
1092,您 好 ， 我 想 问 一下 是 租 满 了 吗 ？,11,2,[0_1_3_4_5_6_7_8_9_10_11],[2_12]
1093,因为 一直 没有 回复 。,4,1,[0_1_2_3],[4]
1094,谢谢 你 告诉 我 ！,4,1,[0_1_2_3],[4]
1095,请 问 还有 几 个 房间 ？,6,1,[0_1_2_3_4_5],[6]
1096,租金 可以 商量 ！,3,1,[0_1_2],[3]
1097,户型 图 如下 ( 卧室 还 有 两 扇 窗户 没 显示 出来 ）,12,2,[0_1_2_4_5_6_7_8_9_10_11_12],[3_13]
1098,带 家具 ， 包 水电 和 上网 。,6,2,[0_1_3_4_5_6],[2_7]
1099,拎包 入住 。,2,1,[0_1],[2]
1100,位置 优越 ， 交通 便利 ， 环境 良好 ， 有 基础 家具 。,9,4,[0_1_3_4_6_7_9_10_11],[2_5_8_12]
1101,价格 和 时间 可 议 。,5,1,[0_1_2_3_4],[5]
1102,房间 的 大小 从 十六 平米 到 十三 平米 不等 ， 一 楼 是 餐厅 ， 客厅 ， 和 厨房 .,17,4,[0_1_2_3_4_5_6_7_8_9_11_12_13_14_16_18_19],[10_15_17_20]
1103,二 楼 四 个 卧室 ， 三 楼 两 个 卧室 .,10,2,[0_1_2_3_4_6_7_8_9_10],[5_11]
1104,房间 宽敞 ， 明亮 ， 安静 ， 独立 ，,5,4,[0_1_3_5_7],[2_4_6_8]
1105,互 不 干扰 。,3,1,[0_1_2],[3]
1106,旁边 是 公园 和 植物园 。,5,1,[0_1_2_3_4],[5]
1107,大街 经过 。,2,1,[0_1],[2]
1108,八月 可以 入住 .,3,1,[0_1_2],[3]
1109,椅子 ， 饭桌 ， 家具 齐全 ， 拎包 入住 。,6,4,[0_2_4_5_7_8],[1_3_6_9]
1110,因为 网络 的 原因 .,4,1,[0_1_2_3],[4]
1111,下面 开始 说 房子 。,4,1,[0_1_2_3],[4]
1112,有 两 部 电梯 ， 不用 等待 。,6,2,[0_1_2_3_5_6],[4_7]
1113,这 是 厨房 的 照片 。,5,1,[0_1_2_3_4],[5]
1114,这 是 从 窗口 看 下去 的 风景 。,8,1,[0_1_2_3_4_5_6_7],[8]
1115,本人 信息 ：,2,1,[0_1],[2]
1116,本人 是 计算 与 信息 学院 的 研究生 ， 没有 不良 嗜好 。,11,2,[0_1_2_3_4_5_6_7_9_10_11],[8_12]
1117,如果 你 是 新生 ， 有 什么 问题 可以 问 我 。,10,2,[0_1_2_3_5_6_7_8_9_10],[4_11]
1118,安静 而且 安全 。,3,1,[0_1_2],[3]
1119,房间 阳光 明媚 ， 干净 整洁 ， 家具 齐全 。,7,3,[0_1_2_4_5_7_8],[3_6_9]
1120,拎包 入住 。,2,1,[0_1],[2]
1121,出租 的 是 最 大 的 一 间 卧室 。,9,1,[0_1_2_3_4_5_6_7_8],[9]
1122,可 拎包 入住 。,3,1,[0_1_2],[3]
1123,入住 时间 依 情况 而 定 。,6,1,[0_1_2_3_4_5],[6]
1124,公寓 特色 ：,2,1,[0_1],[2]
1125,搭乘 公交 非常 方便 ， 详见 下面 。,6,2,[0_1_2_3_5_6],[4_7]
1126,卫生间 设施 干净 、 整洁 、 配置 齐全 且 有 东南 朝向 窗户 （ 容易 保持 通风 、 干燥 ） ；,15,6,[0_1_2_4_6_7_8_9_10_11_12_14_15_16_18],[3_5_13_17_19_20]
1127,招 暑期 短 租,4,0,[0_1_2_3],
1128,本人 访 学 结束 ， 可以 附送 全 套 家具 ， 拎包 入住 。,11,3,[0_1_2_3_5_6_7_8_9_11_12],[4_10_13]
1129,两 个 厕所 ， 不 用 抢 。,6,2,[0_1_2_4_5_6],[3_7]
1130,已 租 ， 谢谢 ~,3,2,[0_1_3],[2_4]
1131,请 联系 我 ！,3,1,[0_1_2],[3]
1132,帮 自己 顶 一下,4,0,[0_1_2_3],
1133,帮 自己 顶,3,0,[0_1_2],
1134,最好 是 男生 .,3,1,[0_1_2],[3]
1135,有意 请 联系 图 中 电话 或者 邮件,8,0,[0_1_2_3_4_5_6_7],
1136,希望 您 是 单身 的 中国 学生 或 访问 学者 ， 不 吸烟 ， 不 吸毒 ， 不 养 宠物 ， 爱 清洁 ， 寻求 安静 和谐 的 居住 环境 。,25,6,[0_1_2_3_4_5_6_7_8_9_11_12_14_15_17_18_19_21_22_24_25_26_27_28_29],[10_13_16_20_23_30]
1137,来信 请 简单 介绍 一下 您 的 情况 。,8,1,[0_1_2_3_4_5_6_7],[8]
1138,谢谢 关注 ！,2,1,[0_1],[2]
1139,谢谢 关注 ！,2,1,[0_1],[2]
1140,我 可以 电邮 你 房子 清晰 照片 的 截图 。,9,1,[0_1_2_3_4_5_6_7_8],[9]
1141,另外 还 免费 提供 吸尘器 和 蒸汽 拖把 。,8,1,[0_1_2_3_4_5_6_7],[8]
1142,所有 床单 被子 均 是 全新 ！,6,1,[0_1_2_3_4_5],[6]
1143,希望 您 是 单身 的 中国 学生 或 访问 学者 ， 不 吸烟 ， 不 吸毒 ， 不 养 宠物 ， 爱 清洁 ， 寻求 安静 和谐 的 居住 环境 。,25,6,[0_1_2_3_4_5_6_7_8_9_11_12_14_15_17_18_19_21_22_24_25_26_27_28_29],[10_13_16_20_23_30]
1144,来信 请 简单 介绍 一下 您 的 情况 。,8,1,[0_1_2_3_4_5_6_7],[8]
1145,谢谢 关注 ！,2,1,[0_1],[2]
1146,公寓 两 个 卧室 大小 基本 一样 都 很大 。,9,1,[0_1_2_3_4_5_6_7_8],[9]
1147,联系 方式 ，,2,1,[0_1],[2]
1148,位于 奥克兰 ， 近 女子 医院 ， 超级 方便 ， 安静 ， 也 很 安全 ！,11,5,[0_1_3_4_5_7_8_10_12_13_14],[2_6_9_11_15]
1149,大 卧房 ： 二 楼 尺寸 ： 15.,5,3,[0_1_3_4_5],[2_6_7]
1150,小 卧房 ： 二 楼 尺寸 ： 10.,5,3,[0_1_3_4_5],[2_6_7]
1151,联系 方式 ：,2,1,[0_1],[2]
1152,位置 优越 ， 交通 便捷 ， 邻居 都 是 常住 白人 家庭 ， 治安 非常 好 。,13,4,[0_1_3_4_6_7_8_9_10_11_13_14_15],[2_5_12_16]
1153,一 楼 为 餐厅 、 客厅 和 厨房 ， 带 洗手间 ；,9,3,[0_1_2_3_5_6_7_9_10],[4_8_11]
1154,二 楼 有 四 个 卧室 和 洗手间 ；,8,1,[0_1_2_3_4_5_6_7],[8]
1155,限 普通 车 。,3,1,[0_1_2],[3]
1156,家具 餐具 齐全 。,3,1,[0_1_2],[3]
1157,全 包 。,2,1,[0_1],[2]
1158,家具 餐具 齐全 。,3,1,[0_1_2],[3]
1159,全 包 。,2,1,[0_1],[2]
1160,公寓 特色 ：,2,1,[0_1],[2]
1161,搭乘 公交 非常 方便 ， 详见 下面 。,6,2,[0_1_2_3_5_6],[4_7]
1162,卫生间 设施 干净 、 整洁 、 配置 齐全 且 有 东南 朝向 窗户 （ 容易 保持 通风 、 干燥 ） ；,15,6,[0_1_2_4_6_7_8_9_10_11_12_14_15_16_18],[3_5_13_17_19_20]
1163,租户 仅限 男生,3,0,[0_1_2],
1164,房租 原价 是 455/月 。,3,2,[0_1_2],[3_4]
1165,时间 从 五月 中旬 到 九月 底 。,7,1,[0_1_2_3_4_5_6],[7]
1166,已 租 已 租 已 租 已 租 已 租 已 租 已 租 已 租,16,0,[0_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15],
1167,搭乘 公交 非常 方便 ， 详见 下面 。,6,2,[0_1_2_3_5_6],[4_7]
1168,卫生间 设施 干净 、 整洁 、 配置 齐全 且 有 东南 朝向 窗户 （ 容易 保持 通风 、 干燥 ） ；,15,6,[0_1_2_4_6_7_8_9_10_11_12_14_15_16_18],[3_5_13_17_19_20]
1169,地下室 装 了 独立 卫浴,5,0,[0_1_2_3_4],
1170,客厅 超大 可 聚会 桌 游 ， 有 后 花园 可以 烧烤 。,11,2,[0_1_2_3_4_5_7_8_9_10_11],[6_12]
1171,三 楼 另外 出租 ， 与 二 楼 互 不 影响 。,10,2,[0_1_2_3_5_6_7_8_9_10],[4_11]
1172,一 楼 有 客厅 跟 厨房 ， 还 有 个 后 花园 可以 烧烤 。,13,2,[0_1_2_3_4_5_7_8_9_10_11_12_13],[6_14]
1173,治安 很 好 。,3,1,[0_1_2],[3]
1174,精装 修 家具 全 免费 无线 上网 ！,7,1,[0_1_2_3_4_5_6],[7]
1175,别墅 设 中央 空调 和 暖气 。,6,1,[0_1_2_3_4_5],[6]
