sent_type,university,sent_id,aligned_to,original_sentence,translation,word_id,first_cs_word_form,first_cs_word_translation,frequency_negative_ln_first_cs_word_trans,surprisal_first_cs_word_trans,pos_tag_first_cs_word_trans,governor_first_cs_word_trans,deprel_first_cs_word_trans,surprisal_values,average_surprisal,bilingual_corpus_frequency_negative_log_first_cs_word,bilingual_corpus_frequency_negative_log_first_cs_word_trans,length_first_cs_word_form,length_first_cs_word_trans,dependency_distance,if_it_is_root,if_previous_word_is_punctuation,surprisal_of_previous_word,25_50_25_percent_location,10_80_10_percent_location,30_40_30_percent_location,first_middle_last_location,translation_sentence_length,entropy_at_cs_point
non-code-switch,CMU,547,CMU_366, ,要求 ： 希望 你 是 个 爱 干净 的 女生 。,7,,爱,36.87838681605734,2.875227,NN,8,nsubj,4.813935 2.389885 4.386343 2.496439 1.687195 1.514235 2.875227 3.373277 0.7994511 4.568612 0.8361432,2.703703845454545,,8.834191318202071,,1,1,0,0,1.514235,2,2,2,2,11,2.5720542017127026
code-switch,CMU,372,CMU_3314,还有 个别 house 和 个别 单独 的 房间 招租 。,还有 个别 房子 和 个别 单独 的 房间 招租 。,3,house,房子,37.40390285781066,5.174943,NN,8,conj,3.674056 3.945385 5.174943 1.724007 4.508081 4.751499 0.7125383 2.891268 7.345696 0.8239087,3.5551381999999996,6.694125154705801,7.084991463392813,5,2,5,0,0,3.945385,2,2,1,2,10,2.4793803248806636
non-code-switch,CMU,3314,CMU_372, ,带 前 后院 和 独立 车库 。,3,,后院,41.03464817953667,4.231148,NN,6,conj,4.192413 3.830455 4.231148 2.634155 3.421778 6.378147 1.034515,3.6746587142857146,,9.44729579108848,,2,3,0,0,3.830455,2,2,2,2,7,1.8386824080461268
code-switch,CMU,373,CMU_4317,房间 位 于 house 三 层 楼 的 第三 层 。,房间 位于 房子 三 层 楼 的 第三 层 。,2,house,位于,37.72210858043054,3.03625,VV,0,root,5.415995 3.03625 5.872913 3.959598 1.949523 3.089462 1.605426 10.51329 3.734745 1.171998,4.03492,6.694125154705801,9.179031804493802,5,2,0,1,0,5.415995,1,2,1,2,10,1.2352211346514232
non-code-switch,CMU,4317,CMU_373, ,也可以 提供 床上 用品 等 。,2,,提供,34.70496616004472,3.413295,VV,0,root,10.51329 3.413295 6.084066 5.671571 1.501402 0.455932,4.606592666666667,,7.869110422158484,,2,0,1,0,10.51329,2,2,2,2,6,2.2895881763319084
code-switch,CMU,375,CMU_5798,整个 house 家具 齐全 ， 出租 卧室 家具 齐全 ， 可以 打包 低价 转让 ， 方便 拎包 入住 。,整个 房子 家具 齐全 ， 出租 卧室 家具 齐全 ， 可以 打包 低价 转让 ， 方便 拎包 入住 。,2,house,房子,37.40390285781066,4.488641,NN,4,nmod:topic,3.732348 4.488641 5.760885 6.166569 0.370216 5.525131 6.347696 5.781268 6.166569 0.370216 2.75564 4.946935 2.996804 2.149022 1.28792 3.941525 10.51329 5.243498 0.9292497,4.182811721052632,6.694125154705801,7.084991463392813,5,2,2,0,0,3.732348,1,2,1,2,19,2.2977514605800473
non-code-switch,CMU,5798,CMU_375, ,此 房 月 租金 月 租金 为 $1100 ， 现出 租 卧室 ， 价格 一揽子 计划 --$500 ， 具体 可 面议 。,2,,房,36.409023174672605,4.727766,NN,4,compound:nn,2.646519 4.727766 2.8762 6.681004 2.879993 6.681004 1.618971 10.51329 1.197862 6.039918 5.217598 6.197446 0.6956164 4.408232 7.606699 0.7781513 10.51329 1.197862 4.058344 2.016337 8.775829 1.635044,4.498317077272727,,8.401327235905793,,1,2,0,0,2.646519,1,1,1,2,22,2.3531657059024917
code-switch,CMU,377,CMU_1589,update on 7-27/2016-- 还有 两 个 卧室 招租 ， 欢迎 联系 。,7-27/2016 的 更新 - 还有 两 个 卧室 招租 ， 欢迎 联系 。,2,update,的,29.817858006796207,1.397776,DEG,1,case,10.51329 1.397776 4.068022 3.760496 5.075048 1.726108 0.4241609 4.601481 7.300645 0.4771213 4.960226 5.068726 0.6328061,3.846608176923077,9.373187818934758,4.90154902557119,6,1,1,0,0,10.51329,1,2,1,2,13,2.2895881763319084
non-code-switch,CMU,1589,CMU_377, ,（ 举个 例子 ， 10：30 的 课 ， 10：10 分 起床 都 来 的 及 。,6,,的,29.817858006796207,1.397776,DEG,5,case,2.636784 10.51329 4.293033 0.8014932 10.51329 1.397776 4.686777 0.6761071 10.51329 3.465894 5.336092 2.941623 3.091783 1.588362 3.768121 1.445085,4.22930001875,,4.90154902557119,,1,1,0,0,10.51329,2,2,2,2,16,2.2895881763319084
code-switch,CMU,380,CMU_2542,可以 租 整 个 house ， 也 可以 租 单独 一 个 两 个 卧室 。,可以 租 整个 房子 ， 也 可以 租 单独 一 个 两 个 卧室 。,3,house,整个,35.35190959697469,4.719745,DT,4,det,3.535944 4.637306 4.719745 4.404688 0.745909 1.722035 1.419058 3.618064 5.306193 1.896322 5.50316 3.985012 0.8847487 4.601481 1.107018,3.205778913333334,6.694125154705801,8.9212026951917,5,2,1,0,0,4.637306,1,2,1,2,15,1.445805028893106
non-code-switch,CMU,2542,CMU_380, ,留学 人员 持有 此 证明 还 可以 享受 购买 国产 汽车 免税 等 多 项 优惠 政策 。,4,,此,34.073491946599376,2.508555,DT,5,det,5.048018 5.140351 5.09306 2.508555 4.015517 3.528862 1.661457 3.680277 4.674664 5.70553 4.543415 6.333677 1.824451 2.109257 0.917717 2.528917 5.042804 0.9421318,3.6277033777777783,,9.239656426310235,,1,1,0,0,5.09306,1,2,1,2,18,1.87295168207205
code-switch,CMU,381,CMU_4830,如果 没有 简单 介绍 ， 我 会 认为 很 可能 是 scam 。,如果 没有 简单 介绍 ， 我 会 认为 很 可能 是 诈骗 。,12,scam,诈骗,39.26405027477425,5.081351,NN,8,ccomp,2.949325 1.803912 3.989205 2.717161 0.9863015 3.205403 3.421826 3.014102 2.579287 0.6572152 0.4842433 5.081351 1.414925,2.4849428461538463,12.012245148550017,10.913632859881908,4,2,4,0,0,0.4842433,3,3,3,2,13,2.3457167581954614
non-code-switch,CMU,4830,CMU_381, ,房间 : 出租 的 是 客厅 .,6,,客厅,39.6219352948563,6.035301,NN,0,root,5.415995 4.274584 5.788536 1.31969 2.298112 6.035301 3.722184,4.122057428571429,,7.630218513876136,,2,0,1,0,2.298112,3,2,3,2,7,1.8544894444498206
code-switch,CMU,382,CMU_4602,ps : 中国 房东 ， 特别 nice .,备注 ： 中国 房东 ， 特别 好 。,1,ps,备注,40.6222322477603,4.088296,NN,7,dep,4.088296 0.09555072 3.290959 6.937638 1.014779 3.162914 3.547571 0.6208094,2.84481464,10.625950787430126,10.625950787430126,2,2,6,0,,,1,2,1,1,8,1.8631269136914448
non-code-switch,CMU,4602,CMU_382, ,条件 ： 女生 ， 爱 干净 。,1,,条件,34.32270266041255,4.893116,NN,5,dep,4.893116 1.753068 5.813908 0.9292351 4.192334 3.09117 1.14178,3.116373014285714,,9.709660055555972,,2,4,0,,,1,2,1,1,7,1.8631269136914448
code-switch,CMU,385,CMU_3175,房东 只 给 了 一 张 house 外 观照 ， 比较 irrelevant 我 就 不 po 了 。,房东 只 给 了 一 张 房子 外 观照 ， 比较 无关紧要 我 就 不 上传 了 。,7,house,房子,37.40390285781066,5.326414,NN,9,compound:nn,6.258925 3.757372 2.573531 0.5249419 2.108275 1.679325 5.326414 2.606247 7.482525 0.8044802 4.031187 6.928494 4.712902 1.957785 1.419859 5.3234 0.8837848 1.749151,3.3404777166666673,6.694125154705801,7.084991463392813,5,2,2,0,0,1.679325,2,2,2,2,18,1.845617824810489
non-code-switch,CMU,3175,CMU_385, ,目前 有 一 个 卧室 出租 ， 随时 入住 都 可以 。,5,,卧室,40.2431744402093,4.559043,NN,6,compound:nn,2.62365 1.570496 1.827231 5.503237 4.559043 5.845293 1.081215 4.578946 4.010216 3.366529 1.575163 2.034903,3.214660166666667,,7.1602148846304,,2,1,0,0,5.503237,2,2,2,2,12,2.494879583153575
code-switch,CMU,386,CMU_2003,目前 只有 两 个 房间 available .,目前 只有 两 个 房间 可 租 。,6,available,可,34.18355738652351,3.590099,VV,7,aux:modal,2.62365 2.212561 1.509914 0.4520073 3.375618 3.590099 5.956112 1.742426,2.6827984125000004,8.323365694436081,7.2500712137522605,9,1,1,0,0,3.375618,3,2,3,2,8,0.7872336192661499
non-code-switch,CMU,2003,CMU_386, ,目前 还 有 两 个 卧室 可以 租 。,7,,可以,33.48917474623972,3.712234,VV,8,aux:modal,2.62365 2.190285 3.168874 2.30995 0.4321387 4.601481 3.712234 4.325171 1.924707,2.8098323,,6.115091280913276,,2,1,0,0,4.601481,3,2,3,2,9,1.1340873716739837
code-switch,CMU,392,CMU_1527,整个 house 的 结构 ： 一 楼 是 客厅 、 餐厅 和 厨房 （ 厨房 很 好 ， 夏天 可以 打开 后门 到 阳台 ） 。,整个 房子 的 结构 ： 一 楼 是 客厅 、 餐厅 和 厨房 （ 厨房 很 好 ， 夏天 可以 打开 后门 到 阳台 ） 。,2,house,房子,37.40390285781066,4.488641,NN,4,nmod:assmod,3.732348 4.488641 1.138269 3.322163 2.001183 2.012969 5.848589 1.85848 6.021773 0.8699647 0.6478175 0.8065234 1.58121 2.295561 5.397918 4.585149 3.559633 1.364868 4.86719 1.965141 3.181872 6.169579 3.248589 4.991018 2.069259 0.9819754,3.038757038461538,6.694125154705801,7.084991463392813,5,2,2,0,0,3.732348,1,1,1,2,26,2.2977514605800473
non-code-switch,CMU,1527,CMU_392, ,此 房 的 主要 优点 是 价格 便宜 ， 交通 便利 ， 家具 设施 齐备 。,2,,房,36.409023174672605,4.727766,NN,5,nmod:assmod,2.646519 4.727766 1.25178 2.54208 2.605844 0.1560742 4.934581 5.840817 0.6155729 4.422471 0.7549214 0.2455528 5.446646 2.980459 3.231516 0.7621061,2.69779415,,8.401327235905793,,1,3,0,0,2.646519,1,2,1,2,16,2.3531657059024917
code-switch,CMU,400,CMU_1453,房子 ： 是 一 个 house ， 有 中央 空调 。,房子 ： 是 一 个 整套 房子 ， 有 中央 空调 。,6,house,整套,38.58763053090518,6.358877,JJ,7,amod,5.512905 4.075258 3.34785 1.00447 6.566783 6.358877 5.147523 0.745909 2.484141 3.77959 5.514458 1.728974,3.8555615,6.694125154705801,10.913632859881908,5,2,1,0,0,6.566783,2,2,2,2,12,2.494879583153575
non-code-switch,CMU,1453,CMU_400, ,关于 房东 ： 房东 在 匹 大 工作 ， 从事 科研 工作 。,7,,大,33.14309949882581,1.027837,JJ,8,amod,3.119623 6.158764 2.840469 6.17768 2.880013 5.406863 1.027837 4.429733 0.5422925 2.700101 2.987514 4.213191 0.6250087,3.316083784615385,,6.9062996746494365,,1,1,0,0,5.406863,2,2,2,2,13,1.210564188647966
code-switch,CMU,401,CMU_5705,出租 时间 和 租金 ： 7/31/2016 ~ 6/30/2016 ， $300 / month .,出租 时间 和 租金 ： 7/31/2016 ~ 6/30/2016 ， $300 每 月 。,11,$300,每,34.589157458592574,3.483315,DT,12,det,5.886802 3.979539 1.850074 4.978769 3.597689 10.51329 4.408527 10.51329 1.197862 10.51329 3.483315 3.653591 2.193077,5.136085769230769,10.913632859881908,8.348683502420371,4,1,1,0,0,10.51329,3,2,3,2,13,2.2895881763319084
non-code-switch,CMU,5705,CMU_401, ,我们 准备 出租 一 楼 的 客厅 和 二 楼 的 一 间 卧室 ， 客厅 480$ 每 月 左右 .,18,,每,34.589157458592574,3.483315,DT,19,det,3.478143 3.658232 4.302691 2.900342 5.542319 1.224531 5.170966 1.372973 3.438191 1.324391 1.001675 1.956168 2.084732 3.260066 0.7366862 5.88328 10.51329 3.483315 3.653591 3.495725 3.502408,3.427795961904762,,8.348683502420371,,1,1,0,0,10.51329,3,2,3,2,21,2.2895881763319084
code-switch,CMU,405,CMU_4834,一 楼 有 doorman ， 负责 人员 进出 管理 以及 收发 包裹 ， 所以 不用 担心 安全 问题 以及 包裹 丢失 。,一 楼 有 门卫 ， 负责 人员 进出 管理 以及 收发 包裹 ， 所以 不用 担心 安全 问题 以及 包裹 丢失 。,4,doorman,门卫,42.62928595636416,5.914914,NN,3,dobj,2.791026 5.695485 2.147275 5.914914 1.079181 3.246245 3.47367 2.999398 4.222725 2.834802 5.761023 5.332074 1.186566 2.529231 3.224381 1.532987 3.341305 0.726807 2.696223 4.820607 6.184783 0.8854789,3.3011903136363627,9.93280360687018,11.319097967990071,7,2,1,0,0,2.147275,1,2,1,2,22,2.161094385759369
non-code-switch,CMU,4834,CMU_405, ,房间 里 有 床 ， 有 桌子 等 所有 生活 必须 家具 ， 所以 完全 可以 拎包 入住 。,4,,床,38.860933817031736,5.286911,NN,3,dobj,5.415995 1.213663 1.195687 5.286911 0.8009059 2.46593 5.698278 1.817345 3.546931 3.847036 4.066018 6.033879 0.9882128 2.502053 3.431507 2.21113 10.51329 5.243498 0.9292497,3.5372378631578947,,7.311764782757601,,1,1,0,0,1.195687,1,2,1,2,19,2.07027757301207
code-switch,CMU,406,CMU_4128,有 indoor 和 outdoor 的 停车场 ， 而且 周围 的 街区 都 可以 免费 街 pa 。,有 室内 和 室外 的 停车场 ， 而且 周围 的 街区 都 可以 免费 沿街 停车 。,2,indoor,室内,38.51760164316801,4.671109,NN,4,conj,2.715695 4.671109 2.146345 0.1856366 0.903634 4.423057 0.6882755 2.88387 3.898997 0.5708259 3.0234 1.897645 1.602715 2.222576 6.882966 5.490226 0.8937365,2.652982911764706,11.319097967990071,10.220485679321962,6,2,2,0,0,2.715695,1,2,1,2,17,2.106714125779868
non-code-switch,CMU,4128,CMU_406, ,网络 都 有 电缆 和 插口 ， 只要 给 网络 公司 打 电话 开通 就 能够 上网 。,4,,电缆,39.804640588634214,6.521395,NN,6,conj,3.936948 3.134081 1.212075 6.521395 1.535912 6.224288 0.795052 3.546153 2.729075 3.776049 3.088416 5.811927 3.741679 5.084439 3.934972 2.488974 4.135755 1.255165,3.497353055555555,,12.012245148550017,,2,2,0,0,1.212075,1,2,1,2,18,2.5022358214952445
code-switch,CMU,409,CMU_4116,卧室 内 一 个 closet ， 客厅 另 有 一 个 closet 。,卧室 内 一 个 衣柜 ， 客厅 另 有 一 个 衣柜 。,5,closet,衣柜,42.19657980739778,6.088486,NN,9,nmod:topic,6.527233 1.467137 2.705628 5.414525 6.088486 1.244165 5.831643 4.122072 3.864539 1.455138 5.503237 6.088486 1.382467,3.9765196923076918,8.08041951582569,9.44729579108848,6,2,4,0,0,5.414525,2,2,2,2,13,2.494879583153575
non-code-switch,CMU,4116,CMU_409, ,三 层 楼 各 有 一 个 卫生间 。,8,,卫生间,40.04856178091467,4.93294,NN,5,dobj,2.927257 2.66483 3.089462 3.395263 0.8859594 0.6812197 5.503237 4.93294 0.966715,2.7829870111111115,,7.694757035013707,,3,3,0,0,5.503237,3,2,3,2,9,2.494879583153575
code-switch,CMU,411,CMU_1604,bedroom 个数 至少 两 个 及 以上 ；,卧室 个数 至少 两 个 及 以上 ；,1,bedroom,卧室,40.2431744402093,6.527233,NN,2,nsubj,6.527233 5.985047 2.982031 1.558535 0.6094479 3.766824 1.155336 2.475764,3.1325272374999997,8.10022214312187,7.1602148846304,7,2,1,0,,,1,2,1,1,8,1.8631269136914448
non-code-switch,CMU,1604,CMU_411, ,价格 可以 再 商量 。,1,,价格,34.939003466192936,5.177113,NN,4,nsubj,5.177113 2.604747 2.821937 5.405442 1.119376,3.425723,,8.323365694436081,,2,3,0,,,1,2,1,1,5,1.8631269136914448
code-switch,CMU,412,CMU_5355,apt 或者 house 都 可以 。,公寓 或者 整 套 房子 都 可以 。,1,apt,公寓,39.049879525011114,4.876083,NN,5,conj,4.876083 4.623792 4.450145 4.948865 2.642203 2.357662 1.540674 2.034903,3.434290875,8.876750932620867,7.358284798392494,3,2,4,0,,,1,2,1,1,8,1.8631269136914448
non-code-switch,CMU,5355,CMU_412, ,价格 和 时间 好 商量 。,1,,价格,34.939003466192936,5.177113,NN,3,conj,5.177113 1.798065 3.437162 5.572437 4.039603 1.119376,3.5239593333333334,,8.323365694436081,,2,2,0,,,1,2,1,1,6,1.8631269136914448
code-switch,CMU,419,CMU_455,短期 的 summer lease 也 可 考虑 。,短期 的 暑期 短 租 也 可 考虑 。,3,summer,暑期,40.54509517181556,5.080124,NN,4,nsubj,5.001022 1.271964 5.080124 4.631908 5.854287 3.815936 1.980057 3.193106 1.510598,3.5932224444444447,9.527338498762017,9.93280360687018,6,2,1,0,0,1.271964,2,2,2,2,9,2.7189287951517014
non-code-switch,CMU,455,CMU_419, ,连续 两 年 的 暑期 短 租 的 房客 评价 都 非常 好 。,5,,暑期,40.54509517181556,3.992095,NN,6,nsubj,4.29983 1.088136 0.3910568 0.9857841 3.992095 4.631908 5.854287 1.484861 5.15557 4.795287 2.375338 1.314389 1.922206 0.7249983,2.7868390142857145,,9.93280360687018,,2,1,0,0,0.9857841,2,2,2,2,14,2.2866522852807747
code-switch,CMU,421,CMU_328,如果 有 兴趣 ， 各位 同学 可以 站 内 留言 或者 email ， 告诉 我 对 房子 的 要求 。,如果 有 兴趣 ， 各位 同学 可以 站 内 留言 或者 发 邮件 ， 告诉 我 对 房子 的 要求 。,12,email,发,34.92896808073729,4.181838,VV,10,conj,2.949325 1.728947 3.90522 0.9000635 5.595215 1.957743 2.977333 3.875201 6.073619 5.033835 3.554407 4.181838 5.67024 1.045707 4.424776 1.78295 2.618915 5.114719 1.341136 3.217248 0.6729832,3.2676867,7.630218513876136,8.716408282545688,5,1,2,0,0,3.554407,2,2,2,2,21,2.5006011355841813
non-code-switch,CMU,328,CMU_421, ,有 专人 负责 开门 和 接受 快递 包裹 。,6,,接受,35.47258401015495,4.103456,VV,4,conj,2.715695 4.54617 0.7067953 4.685607 0.5049582 4.103456 5.151702 2.633247 1.52372,2.952372277777778,,10.625950787430126,,2,2,0,0,0.5049582,2,2,2,2,9,1.4074022527386731
code-switch,CMU,423,CMU_951,town house ， 四 卧室 。,市内 宅邸 ， 四 卧室 。,1,town,市内,40.93234638647976,4.084231,NN,2,nsubj,4.084231 6.373566 0.6664566 3.512119 5.892019 0.9010747,3.5715777166666665,10.625950787430126,,4,2,1,0,,,1,2,1,1,6,1.8631269136914448
non-code-switch,CMU,951,CMU_423, ,图片 如下 ： 卧室 ：,1,,图片,38.375062458606386,5.336814,NN,2,nsubj,5.336814 4.122341 0.2255143 7.429145 3.259821,4.07472706,,9.016512874996026,,2,1,0,,,1,2,1,1,5,1.8631269136914448
code-switch,CMU,425,CMU_7256,具体 floor plan :,具体 户型 ：,2,floor,户型,42.80657013858781,7.403087,NN,0,root,4.317929 7.403087 2.276336,4.665784,8.834191318202071,9.527338498762017,5,2,0,1,0,4.317929,2,2,2,2,3,1.8094990650646114
non-code-switch,CMU,7256,CMU_425, ,好 东西 。,2,,东西,35.386834402729335,2.350056,NN,0,root,4.269867 2.350056 0.9718989,2.5306073000000002,,9.121873390653853,,2,0,1,0,4.269867,2,2,2,2,3,1.7664635031490736
code-switch,CMU,428,CMU_5968,具体 email 沟通 em@26,具体 发 邮件 沟通 em@26,2,email,发,34.92896808073729,4.946085,NN,3,compound:nn,4.317929 4.946085 5.67024 5.178629 10.51329,6.125234600000001,7.630218513876136,8.716408282545688,5,1,1,0,0,4.317929,2,2,2,2,5,1.8094990650646114
non-code-switch,CMU,5968,CMU_428, ,全新 塑料 食品 保鲜 盒 。,2,,塑料,38.42977079635054,4.242445,NN,3,compound:nn,4.867811 4.242445 4.859165 3.333042 5.391539 1.270839,3.994140166666666,,12.012245148550017,,2,1,0,0,4.867811,2,2,2,2,6,1.5570618484927246
code-switch,CMU,432,CMU_6222,see new ad 能 麻烦 您 介绍 的 具体 一点 嘛 ？,看见 新 的 广告 能 麻烦 您 介绍 的 具体 一点 嘛 ？,1,see,看见,36.556233728979606,5.512905,VV,6,dep,5.512905 3.335735 1.909093 3.75326 3.682716 5.862617 3.701413 3.888012 1.512924 3.938799 3.470334 4.49454 1.812899,3.605788230769231,12.012245148550017,11.319097967990071,3,2,5,0,,,1,1,1,1,13,1.8631269136914448
non-code-switch,CMU,6222,CMU_432, ,想要 大 一 点 的 书桌 ， 结构 简单 的 好 求 椅子 ， 舒服 一点 的 ；,1,,想要,44.905510379667135,5.023885,VV,0,root,5.023885 4.337793 3.074322 5.075235 1.257224 5.75964 0.9585102 4.285806 1.506329 0.9242793 3.975231 5.123463 5.770967 0.90309 6.757556 2.411131 1.224726 3.705335,3.448584583333333,,9.93280360687018,,2,0,1,,,1,1,1,1,18,1.8631269136914448
code-switch,CMU,436,CMU_5719,房子 价格 加上 所有 设施 ， 人均 每 月 大概 在 $580~$650 （ 费用 因 gas 包 不 包含 heat 而 变化 ） 。,房子 价格 加上 所有 设施 ， 人均 每 月 大概 在 $580~$650 （ 费用 因 电气 包 不 包含 暖气 而 变化 ） 。,16,gas,电气,38.838388900964716,5.594873,NN,17,compound:nn,5.512905 5.132409 4.445062 3.229773 3.17441 1.04445 4.543419 4.506472 3.653591 6.301638 1.153238 10.51329 2.104872 5.458779 3.986148 5.594873 5.467562 2.94101 2.617819 6.490653 3.217894 3.027295 1.62924 0.5201559,4.011123245833334,9.614349875751646,11.319097967990071,3,2,1,0,0,3.986148,2,2,2,2,24,2.707605492551639
non-code-switch,CMU,5719,CMU_436, ,房间 有 照片 ， 回头 我 可以 给 发 邮件 看 照片 。,9,,发,34.92896808073729,3.839281,NN,10,compound:nn,5.415995 2.305809 4.431805 1.212075 5.699442 3.955786 2.34683 2.10583 3.839281 5.722555 4.773756 3.659483 0.9763366,3.572691046153847,,8.716408282545688,,1,1,0,0,2.10583,2,2,2,2,13,2.3005852157277773
code-switch,CMU,437,CMU_7246,lobby 照片 ， 安全 有 保障,大厅 照片 ， 安全 有 保障,1,lobby,大厅,39.556314438862394,5.144928,NN,2,compound:nn,5.144928 4.944116 0.7388616 4.926589 3.034458 4.233019,3.836995266666667,10.402807236115917,11.319097967990071,5,2,1,0,,,1,2,1,1,6,1.8631269136914448
non-code-switch,CMU,7246,CMU_437, ,白色 陶瓷 盘子 ， 有 大 有 小 。,2,,陶瓷,38.84452261392624,3.636162,NN,3,compound:nn,4.311053 3.636162 6.768381 1.118099 2.386055 2.8525 2.578667 3.442591 1.908345,3.222428111111111,,12.012245148550017,,2,1,0,0,4.311053,1,2,1,2,9,1.6458501939140862
code-switch,CMU,440,CMU_5293,这 房子 实在 是 大 到 没 朋友 ， 要 不 是 我 有 lease 在 身 我 都 想 搬 进去 。,这 房子 实在 是 大 到 没 朋友 ， 要 不 是 我 有 租约 在身 我 都 想 搬 进去 。,15,lease,租约,41.57872850128562,5.77,NN,16,nsubj,2.328403 4.291521 5.692911 0.6873438 2.399232 3.311816 4.619128 4.553383 0.8469239 2.983402 3.705684 2.380342 2.95925 2.898988 5.77 10.51329 3.442602 2.44523 3.072105 5.85961 6.324167 0.659549,3.7156763954545453,7.34880605443795,10.066334999494703,5,2,1,0,0,2.898988,2,2,2,2,22,2.229618697933991
non-code-switch,CMU,5293,CMU_440, ,看看 还 有 没 有 人 要 租 ～ 还 有 人 要 租 吗 ？,12,,人,32.449927172699674,3.086785,NN,14,nsubj,5.976814 3.581068 2.339693 4.214492 2.703747 3.14761 3.185113 5.663001 4.718957 4.738309 2.339693 3.086785 3.185113 5.663001 5.371623 0.1054398,3.751278675,,6.894251336133262,,1,2,0,0,2.339693,3,2,3,2,16,2.5801926818320107
code-switch,CMU,441,CMU_1666,房东 包 除 网 以外 所有 utility 。,房东 包 除 网 以外 所有 服务 费用 。,7,utility,服务,34.468686684265585,3.404197,NN,8,compound:nn,6.258925 4.926103 4.437965 4.876366 3.907812 2.525414 3.404197 3.153434 0.4259687,3.768464966666666,8.041953234997894,9.44729579108848,7,2,1,0,0,2.525414,3,2,3,2,9,2.150449879060843
non-code-switch,CMU,1666,CMU_441, ,客厅 完全 隔离 ， 所有 遮光 布 屏风 窗帘 配备 齐全 。,6,,遮光,45.38860748565989,7.023388,NN,7,compound:nn,6.258925 4.49142 2.890287 0.4685211 2.57438 7.023388 4.622316 6.144299 6.73757 5.019617 2.800442 0.5417352,4.131075025,,12.012245148550017,,2,1,0,0,2.57438,2,2,2,2,12,2.3370649581712106
code-switch,CMU,444,CMU_4518,是 house 的 一 楼 ， 一共 三 间 房 + 厨房 + 客厅 + 卫生间 。,是 房子 的 一 楼 ， 一共 三 间 房 + 厨房 + 客厅 + 卫生间 。,2,house,房子,37.40390285781066,5.538621,NN,5,nmod:assmod,2.675791 5.538621 0.2218488 1.95986 6.492159 0.9246232 3.460004 2.16618 2.232942 3.089932 5.134974 5.905455 4.53357 4.806536 4.582593 6.63795 0.8703222,3.6019624235294114,6.694125154705801,7.084991463392813,5,2,3,0,0,2.675791,1,2,1,2,17,1.612733494575388
non-code-switch,CMU,4518,CMU_444, ,下面 是 公寓 的 房型 和 相关 图片 ， 非 骗子 链接 。,3,,公寓,39.049879525011114,5.360936,NN,5,nmod:assmod,3.547939 0.4281976 5.360936 1.231957 6.256769 2.613137 3.185066 3.403406 0.9759859 3.760828 6.281171 5.013875 0.934168,3.307187346153846,,7.358284798392494,,2,2,0,0,0.4281976,1,2,1,2,13,1.7417206562587728
code-switch,CMU,446,CMU_1912,进出 lobby 需要 门禁 钥匙 ， 所以 非常 安全 。,进出 大堂 需要 门禁 钥匙 ， 所以 非常 安全 。,2,lobby,大堂,41.94620597492194,3.864064,NN,1,dobj,5.804013 3.864064 3.95446 7.012455 5.557035 0.7971349 2.553705 3.306568 3.200032 0.6939341,3.6743400999999998,10.402807236115917,,5,2,1,0,0,5.804013,1,2,1,2,10,1.8683653544019307
non-code-switch,CMU,1912,CMU_446, ,站在 门口 拍 这 间 屋子 ， 就是 这么 大 ！,2,,门口,39.40375453288422,5.088325,NN,1,dobj,10.51329 5.088325 4.983305 3.512433 4.775352 3.393331 0.6786942 3.27581 3.146197 1.532654 4.965694,4.1695532,,8.578257944064871,,2,1,0,0,10.51329,1,2,1,2,11,2.2895881763319084
code-switch,CMU,452,CMU_4994,prefer 女生 ～～～,优先 女生 ～～～,1,prefer,优先,37.121517688647494,5.415995,JJ,2,amod,5.415995 5.726903 10.51329,7.218729333333333,9.527338498762017,9.304194947447806,6,2,1,0,,,2,2,2,1,3,1.8631269136914448
non-code-switch,CMU,4994,CMU_452, ,简易 户型 图 ：,1,,简易,39.18528523882635,5.114965,JJ,2,amod,5.114965 7.120248 4.256519 2.328287,4.70500475,,12.012245148550017,,2,1,0,,,1,2,1,1,4,1.8631269136914448
code-switch,CMU,453,CMU_4454,感兴趣 可以 email 或 预约 看 房 email ： em@28,感兴趣 可以 发 邮件 或 预约 看房 邮箱 ： em@28,3,email,发,34.92896808073729,4.220435,VV,1,conj,7.042348 3.213213 4.220435 5.67024 2.16981 5.894734 8.034815 6.140621 2.933994 10.51329,5.58335,7.630218513876136,8.716408282545688,5,1,2,0,0,3.213213,2,2,1,2,10,2.4720096598708996
non-code-switch,CMU,4454,CMU_453, ,希望 去 学校 和 超市 方便 点 。,2,,去,34.73425612461111,3.196478,VV,6,conj,4.628299 3.196478 2.814762 2.038951 4.848472 4.965979 4.426795 1.00341,3.49039325,,7.267313020186767,,1,4,0,0,4.628299,1,2,1,2,8,2.0594874945609796
code-switch,CMU,456,CMU_1591,房子 floor plan 和 照片 如下 。,房子 户型 和 照片 如下 。,2,floor,户型,42.80657013858781,7.301135,NN,4,conj,5.512905 7.301135 2.510693 4.0256 5.138491 1.436386,4.320868333333333,8.834191318202071,9.527338498762017,5,2,2,0,0,5.512905,2,2,2,2,6,1.381586782826437
