SentenceID,NumberOfWords,AverageSurprisalWithPunct,SurprisalOfTranslationOfFirstCodeSwitchedWord,AverageSurprisalOfTranslationOfSwitchPointWords,AverageSurprisalOfTranslationOfCodeSwitchedWordsWithPunct,AverageSurprisalOfNonCodeSwitchedWordsWithPunct,CorpusName
538,6,4.7005905,5.804013,5.804013,4.959239667,2.220970667,pittcssa
539,21,3.283146919,5.109433,5.109433,5.109433,3.039840586,pittcssa
540,4,3.935903,5.679086,5.679086,5.679086,2.5161315,pittcssa
542,3,5.950142,7.405363,7.405363,5.444542,2.320447333,pittcssa
543,8,3.360249638,5.57337,5.57337,3.21388405,2.556778625,pittcssa
545,27,3.494264607,6.158363,6.158363,4.537664,3.158141348,pittcssa
547,13,2.337568123,4.876083,4.876083,2.9117412,1.889607938,pittcssa
548,13,4.000054585,6.107679,6.107679,6.107679,3.530233123,pittcssa
549,12,3.961523,7.674901,7.674901,4.9664135,3.133787417,pittcssa
550,12,3.961523,7.674901,7.674901,4.9664135,3.133787417,pittcssa
551,7,4.048648829,7.705893,7.705893,7.705893,2.947806971,pittcssa
552,19,3.223538305,5.48145,5.48145,3.148918,2.892073253,pittcssa
553,13,3.549111723,4.876083,4.876083,4.876083,3.174028415,pittcssa
554,6,3.29759845,7.042348,7.042348,7.042348,2.123873783,pittcssa
556,14,3.346394929,5.045893,5.045893,3.721767,2.548873429,pittcssa
557,27,2.67247443,4.270031,4.6604225,2.798278575,2.257914641,pittcssa
558,17,4.005737282,8.22685,8.22685,8.22685,3.521804929,pittcssa
559,7,2.676241757,4.876083,4.876083,4.496908,1.3914109,pittcssa
560,13,3.549221085,6.527233,6.527233,4.796722,2.811263854,pittcssa
561,14,3.27158275,5.003258,5.003258,3.89166275,2.159679107,pittcssa
562,19,3.257622121,5.496131,5.496131,5.496131,2.968352068,pittcssa
563,12,2.794883775,4.263064,4.263064,3.119718667,2.014954108,pittcssa
564,15,3.575395447,6.288294,5.659524,4.101910267,2.755013393,pittcssa
566,9,3.674432556,4.79545,4.79545,4.234705,2.262864222,pittcssa
568,17,3.519287235,2.305829,4.8381785,3.96770275,2.585710118,pittcssa
572,24,4.461011229,7.96483,7.96483,7.96483,4.129143313,pittcssa
573,17,3.519287235,2.305829,4.8381785,3.96770275,2.585710118,pittcssa
575,3,4.385329667,5.804013,5.804013,5.804013,2.450658667,pittcssa
577,20,3.1510953,8.22685,8.22685,4.701433433,2.445880285,pittcssa
579,14,4.012183043,7.96483,7.96483,7.96483,3.443266614,pittcssa
581,6,4.073151,5.242048,5.242048,4.623721,2.531910667,pittcssa
582,4,3.1336365,5.001022,5.001022,5.001022,1.883381,pittcssa
583,3,3.731934967,5.603719,5.603719,5.603719,1.864028633,pittcssa
584,6,3.068442983,4.178074,4.178074,3.80593675,0.531151817,pittcssa
586,20,3.1510953,8.22685,8.22685,4.701433433,2.445880285,pittcssa
587,9,3.402717444,6.17726,6.17726,3.259577333,2.316191667,pittcssa
588,13,2.820275138,4.996511,4.996511,4.996511,2.435928138,pittcssa
590,11,4.291001818,3.699992,5.8220715,5.8220715,3.232443364,pittcssa
591,11,4.291001818,3.699992,5.8220715,5.8220715,3.232443364,pittcssa
594,24,2.986842175,3.274441,3.274441,3.734029,2.675673092,pittcssa
596,5,4.7401666,4.562703,4.1265605,4.518609,2.0290012,pittcssa
597,5,4.7401666,4.562703,4.1265605,4.518609,2.0290012,pittcssa
598,20,2.91347868,5.194147,4.0820725,3.6279465,1.82509473,pittcssa
599,20,3.391191418,4.821235,4.821235,5.6131385,2.829877568,pittcssa
600,11,3.388044436,5.859344,5.859344,3.8277892,1.996121091,pittcssa
601,9,2.519795467,5.959652,5.959652,2.482104625,1.416637856,pittcssa
602,20,2.91347868,5.194147,4.0820725,3.6279465,1.82509473,pittcssa
605,6,4.128280367,6.2687,6.2687,3.6291796,2.918553833,pittcssa
606,14,3.154117071,5.249664,5.249664,5.190842,2.412568214,pittcssa
607,7,4.058305571,4.884516,4.884516,4.2580875,2.841709143,pittcssa
608,6,3.885556,5.535163,5.535163,4.167878,1.801617,pittcssa
610,8,4.070017525,4.184821,4.184821,3.6876002,1.304317375,pittcssa
611,11,3.526318182,3.356558,3.356558,2.977323833,1.902323364,pittcssa
612,12,3.146641183,5.249664,5.249664,2.973649333,2.40322885,pittcssa
613,6,3.0767135,6.17726,6.17726,3.259577333,1.446924833,pittcssa
614,16,2.562064769,4.996511,4.996511,4.996511,2.249782831,pittcssa
615,15,3.02047072,5.249664,5.356168,3.595905,2.06156272,pittcssa
616,14,4.012183043,7.96483,7.96483,7.96483,3.443266614,pittcssa
617,9,3.234175111,3.569181,3.569181,3.435213667,2.089103889,pittcssa
618,6,3.885556,5.535163,5.535163,4.167878,1.801617,pittcssa
620,6,3.885556,5.535163,5.535163,4.167878,1.801617,pittcssa
622,6,3.7428533,2.214314,2.214314,2.214314,3.373800967,pittcssa
624,10,3.18940856,5.313333,4.6642335,3.3835858,2.17433282,pittcssa
625,16,2.6534973,5.249664,5.249664,2.973649333,2.09593805,pittcssa
627,16,3.330990775,5.249664,5.249664,2.973649333,2.773431525,pittcssa
628,8,4.20299495,7.23316,7.23316,4.619862,3.04802945,pittcssa
629,18,3.322812706,3.333362,3.333362,4.458536,2.827419817,pittcssa
630,12,4.596006192,6.820304,6.820304,5.5073585,3.678113108,pittcssa
631,10,4.30381303,5.210648,5.210648,5.210648,3.78274823,pittcssa
632,14,3.483784,5.02604,5.02604,3.772916,2.944796,pittcssa
633,7,3.53791,4.876083,4.876083,4.876083,2.841326714,pittcssa
634,12,4.136716333,5.915307,5.915307,3.057808333,3.37226425,pittcssa
637,8,3.39682025,5.79159,5.79159,3.131020667,2.2226875,pittcssa
638,14,3.5640964,6.731775,6.731775,6.731775,3.083255329,pittcssa
639,16,2.6534973,5.249664,5.249664,2.973649333,2.09593805,pittcssa
640,15,3.004840601,3.115845,3.115845,3.1626444,1.950625801,pittcssa
641,11,3.388044436,5.859344,5.859344,3.8277892,1.996121091,pittcssa
642,8,4.20299495,7.23316,7.23316,4.619862,3.04802945,pittcssa
643,7,3.453946143,6.303509,6.303509,6.303509,2.553444857,pittcssa
644,9,3.944792111,4.79545,4.79545,5.045783667,2.262864222,pittcssa
645,5,2.8636616,3.5058,3.5058,2.831561667,1.1647246,pittcssa
649,7,4.167625357,7.40421,7.40421,7.40421,3.109881071,pittcssa
650,9,4.080424856,6.283286,6.283286,4.0834089,2.719288556,pittcssa
651,8,4.20299495,7.23316,7.23316,4.619862,3.04802945,pittcssa
653,13,3.136131769,5.249664,5.249664,2.973649333,2.449905,pittcssa
656,12,3.692199783,6.224573,6.224573,4.024074,3.021520783,pittcssa
657,5,3.00999486,6.100998,3.9811905,2.8957931,1.272519,pittcssa
658,8,3.464900913,5.249664,5.249664,2.973649333,2.349782413,pittcssa
659,24,2.8959046,5.869904,5.869904,3.157125333,2.501263933,pittcssa
660,8,3.656081288,5.249664,5.249664,2.973649333,2.540962788,pittcssa
661,8,4.20299495,7.23316,7.23316,4.619862,3.04802945,pittcssa
662,24,2.468030046,5.845113,5.845113,3.5641115,2.171020754,pittcssa
663,3,4.297616333,5.976814,5.976814,5.976814,2.305345,pittcssa
664,16,3.09535055,4.270031,4.270031,2.6457405,2.764632988,pittcssa
667,9,3.556812667,4.637844,4.637844,4.637844,3.041496667,pittcssa
668,16,3.035619119,4.637844,4.637844,4.637844,2.745753869,pittcssa
669,7,4.055109571,3.358668,3.0821275,4.076798667,2.307910143,pittcssa
671,13,2.869421708,2.636784,2.636784,2.636784,2.666592169,pittcssa
673,9,3.556812667,4.637844,4.637844,4.637844,3.041496667,pittcssa
674,7,5.262175286,5.001022,5.001022,4.736545333,3.232227286,pittcssa
675,14,3.408240871,6.573559,6.573559,5.7019145,2.593681657,pittcssa
676,19,3.167753568,6.573559,6.573559,5.7019145,2.567552042,pittcssa
677,4,3.35668275,4.631196,4.631196,3.146290333,0.996965,pittcssa
678,7,4.266473143,5.884554,5.884554,5.884554,3.425822571,pittcssa
679,10,3.3295984,6.526099,6.526099,3.980779,2.5334426,pittcssa
682,6,3.0767135,6.17726,6.17726,3.259577333,1.446924833,pittcssa
683,31,3.057707297,4.166455,3.900491,2.64638325,2.71623849,pittcssa
684,13,2.820275138,4.996511,4.996511,4.996511,2.435928138,pittcssa
685,9,3.402717444,6.17726,6.17726,3.259577333,2.316191667,pittcssa
686,13,2.820275138,4.996511,4.996511,4.996511,2.435928138,pittcssa
689,13,4.014145038,4.429983,4.429983,4.2176885,3.365269885,pittcssa
690,11,4.069622736,4.429983,4.429983,4.2176885,3.302770282,pittcssa
691,9,4.113100433,6.918237,7.737681,5.76865325,1.549254544,pittcssa
693,4,3.642357,5.922069,5.922069,3.6336515,1.82553125,pittcssa
694,9,3.556812667,4.637844,4.637844,4.637844,3.041496667,pittcssa
695,11,4.080401545,7.674901,7.674901,7.674901,3.382683273,pittcssa
696,19,3.175917805,5.154819,5.154819,2.972501667,2.706575437,pittcssa
697,5,3.4887272,6.388178,6.388178,3.792992,1.9715304,pittcssa
698,4,3.35668275,4.631196,4.631196,3.146290333,0.996965,pittcssa
699,7,4.266473143,5.884554,5.884554,5.884554,3.425822571,pittcssa
700,4,3.35668275,4.631196,4.631196,3.146290333,0.996965,pittcssa
701,7,4.266473143,5.884554,5.884554,5.884554,3.425822571,pittcssa
702,4,4.805938,6.527233,4.4775255,4.4775255,2.56717525,pittcssa
703,5,2.7550796,6.495736,6.495736,3.129143667,0.8775934,pittcssa
704,11,3.7703232,6.949967,6.949967,6.949967,3.138508018,pittcssa
705,9,2.945211389,5.056295,5.056295,3.4337985,2.182145056,pittcssa
710,13,4.014145038,4.429983,4.429983,4.2176885,3.365269885,pittcssa
711,5,4.03740158,6.850978,6.850978,3.880126967,1.7093254,pittcssa
713,7,3.589708914,5.6266,5.6266,5.6266,2.785908914,pittcssa
714,8,3.920271625,5.26651,5.26651,3.538906,3.035545125,pittcssa
715,7,4.010377571,7.226918,7.226918,7.226918,2.977960714,pittcssa
716,13,2.820275138,4.996511,4.996511,4.996511,2.435928138,pittcssa
717,13,4.004823515,6.969985,6.5292355,3.792888425,2.837780923,pittcssa
719,25,2.863949188,4.041365,4.041365,4.041365,2.702294588,pittcssa
720,36,2.73620405,4.322134,4.467786667,3.00109496,2.319385306,pittcssa
723,6,4.585822333,5.001022,5.001022,4.736545333,2.217549667,pittcssa
724,5,5.336775,7.405363,7.405363,5.444542,3.1589582,pittcssa
728,5,4.7306962,4.637844,4.637844,4.637844,3.8031274,pittcssa
732,6,3.995361,6.850978,6.850978,5.68023,2.101951,pittcssa
733,6,3.704839833,4.637844,4.637844,4.637844,2.931865833,pittcssa
734,22,3.236838677,7.306283,7.306283,7.306283,2.904734905,pittcssa
735,12,3.530034025,3.987991,4.087391,3.591994075,2.332702667,pittcssa
738,10,2.80017776,5.071644,5.071644,5.071644,2.29301336,pittcssa
739,9,3.556812667,4.637844,4.637844,4.637844,3.041496667,pittcssa
741,12,3.961523,7.674901,7.674901,4.9664135,3.133787417,pittcssa
746,4,4.3067675,6.100998,6.100998,6.100998,2.781518,pittcssa
750,5,3.5755262,3.634527,3.634527,2.644928,2.517555,pittcssa
751,16,3.073248419,5.175761,5.175761,5.2401385,2.418231106,pittcssa
752,13,3.186765831,6.547927,4.6961425,4.831171667,2.071880062,pittcssa
753,9,3.439691778,5.202139,5.202139,3.422106,1.918755778,pittcssa
754,6,3.567052333,6.291356,6.291356,3.7653645,2.311930833,pittcssa
755,10,2.80017776,5.071644,5.071644,5.071644,2.29301336,pittcssa
756,22,3.236838677,7.306283,7.306283,7.306283,2.904734905,pittcssa
758,10,3.26059559,4.876083,4.876083,4.876083,2.77298729,pittcssa
759,18,2.835249844,4.031903,4.031903,4.031903,2.611255233,pittcssa
760,17,3.293746041,4.288312,4.288312,2.55827105,2.992772976,pittcssa
763,7,4.819622857,5.984516,5.984516,5.984516,3.964692,pittcssa
764,14,3.516678279,5.249664,5.249664,2.973649333,2.879467707,pittcssa
765,34,3.193797074,4.972803,4.972803,4.972803,3.047538162,pittcssa
768,23,2.858922452,4.0924,3.881958,3.418020667,1.967264887,pittcssa
769,14,3.584314836,6.663203,6.663203,3.70523885,3.054995,pittcssa
770,24,3.723606667,4.02017,4.02017,4.284223,3.366588083,pittcssa
771,15,3.009903907,5.211875,5.5857635,3.6627078,1.789001307,pittcssa
772,11,2.3585983,3.666576,3.666576,2.367903,1.928070482,pittcssa
773,16,2.786904538,1.956393,4.715245333,3.44441002,1.710526406,pittcssa
774,11,3.845973627,5.136436,5.136436,5.136436,3.3790249,pittcssa
775,7,4.055109571,3.358668,3.0821275,4.076798667,2.307910143,pittcssa
776,16,3.035619119,4.637844,4.637844,4.637844,2.745753869,pittcssa
777,13,2.869421708,2.636784,2.636784,2.636784,2.666592169,pittcssa
778,34,3.193797074,4.972803,4.972803,4.972803,3.047538162,pittcssa
779,15,3.347119201,4.925744,4.925744,3.17434425,2.500627401,pittcssa
780,11,3.017510764,5.459806,5.459806,3.4564565,2.389064127,pittcssa
781,13,4.004823515,6.969985,6.5292355,3.792888425,2.837780923,pittcssa
782,25,2.863949188,4.041365,4.041365,4.041365,2.702294588,pittcssa
784,22,2.909989036,3.260066,4.156171,3.6833046,2.072874355,pittcssa
786,11,3.244356545,3.876654,3.876654,3.2427555,2.654764636,pittcssa
787,8,3.627153137,5.592087,5.592087,3.9283097,2.154037,pittcssa
789,13,3.137187462,2.567739,2.567739,2.567739,2.939669077,pittcssa
790,21,3.251865933,2.988035,2.988035,2.988035,3.109578552,pittcssa
791,13,4.3138197,6.907972,6.907972,4.2799636,3.326135792,pittcssa
792,7,4.262494714,7.845258,7.845258,7.845258,3.141743571,pittcssa
793,12,3.354920092,6.356565,6.356565,3.797969,2.721925258,pittcssa
795,10,3.58753792,5.192555,5.192555,3.6786653,2.1160718,pittcssa
796,16,3.25167315,4.606777,4.606777,2.922351,2.886379275,pittcssa
797,10,2.39917702,3.565375,3.565375,2.636863667,1.60811792,pittcssa
798,11,3.127300227,4.161664,3.0997585,3.77408125,1.754907045,pittcssa
799,11,3.127300227,4.161664,3.0997585,3.77408125,1.754907045,pittcssa
800,20,3.8883041,6.640615,6.640615,5.6748525,3.32081885,pittcssa
801,16,3.073248419,5.175761,5.175761,5.2401385,2.418231106,pittcssa
802,12,2.551821392,2.485252,2.485252,1.48835605,2.30376205,pittcssa
803,16,3.160476806,5.228482,5.228482,5.228482,2.833696681,pittcssa
805,7,4.819622857,5.984516,5.984516,5.984516,3.964692,pittcssa
806,5,4.165739846,7.223562,7.223562,5.450185333,0.895628646,pittcssa
808,5,4.165739846,7.223562,7.223562,5.450185333,0.895628646,pittcssa
810,6,5.555541333,6.527233,6.527233,7.104103,3.187507,pittcssa
812,17,3.000290594,5.946935,5.946935,3.182802333,2.438619594,pittcssa
813,16,3.856196988,5.57337,5.57337,5.3848125,3.183095425,pittcssa
814,15,2.709635613,4.876083,5.4822845,3.64151025,1.738566213,pittcssa
815,9,3.586674989,6.25781,4.6301875,4.774026,1.995332989,pittcssa
818,26,3.954484665,6.426612,6.703769667,4.122044622,2.527623065,pittcssa
820,8,3.988761575,4.843208,4.843208,4.198630667,2.414275075,pittcssa
821,10,3.58753792,5.192555,5.192555,3.6786653,2.1160718,pittcssa
822,8,3.36782275,3.544853,3.544853,4.272419,2.299718,pittcssa
825,7,3.411411571,5.033697,5.033697,3.172207,2.505066714,pittcssa
826,13,4.413027308,8.079735,8.079735,6.54724,3.405759615,pittcssa
827,17,4.044673406,5.52434,5.52434,3.041937333,3.507860935,pittcssa
828,3,4.3934922,6.326488,6.326488,3.6018313,1.992271333,pittcssa
829,16,3.549286113,4.139124,4.139124,2.52356065,3.233841031,pittcssa
830,3,5.084358,4.505727,4.505727,5.0434675,1.722046333,pittcssa
831,16,3.467424287,6.499616,6.499616,4.0726705,2.958340475,pittcssa
833,6,4.479069167,4.095041,4.095041,4.494532,0.733625833,pittcssa
834,13,2.562428838,6.802731,6.802731,3.56275225,2.014313108,pittcssa
835,26,2.494130577,5.249664,5.249664,2.973649333,2.151017192,pittcssa
838,26,2.494130577,5.249664,5.249664,2.973649333,2.151017192,pittcssa
840,7,5.084277143,5.44923,5.44923,5.44923,4.305815714,pittcssa
842,24,2.986842175,3.274441,3.274441,3.734029,2.675673092,pittcssa
844,4,3.63306275,3.269805,3.269805,2.333993,2.46606625,pittcssa
845,4,5.715985,6.999409,6.999409,5.8956725,2.76814875,pittcssa
846,13,3.964945331,6.264979,6.264979,4.406043667,2.948166023,pittcssa
847,3,3.214730667,1.861383,1.861383,1.861383,2.594269667,pittcssa
848,9,3.210481156,6.632114,6.632114,5.570798,1.972526044,pittcssa
851,26,3.026249588,5.516693,5.516693,5.516693,2.814069088,pittcssa
853,11,3.295548073,6.275311,6.275311,4.061478,2.557097527,pittcssa
856,11,3.295548073,6.275311,6.275311,4.061478,2.557097527,pittcssa
859,7,2.191982543,4.601481,4.601481,2.8542495,1.376482686,pittcssa
860,18,2.6510941,3.587335,4.0942925,4.484868,1.654456767,pittcssa
861,12,3.59856775,4.191067,4.191067,4.8920055,2.7832335,pittcssa
863,18,3.011246317,4.596109,5.585669,4.3438365,2.045949317,pittcssa
864,7,3.910983186,6.800843,6.800843,6.995128,1.912375186,pittcssa
865,6,3.478001833,6.374888,6.374888,4.777032,1.885657833,pittcssa
866,15,3.1781544,6.21493,6.21493,6.21493,2.763825733,pittcssa
867,6,2.892359583,3.652972,3.652972,3.652972,2.283530917,pittcssa
868,6,3.6681425,2.949325,4.48227,3.4648206,0.780792,pittcssa
869,6,3.6681425,2.949325,4.48227,3.4648206,0.780792,pittcssa
870,3,4.363458333,3.65364,3.65364,4.3268125,1.478916667,pittcssa
871,5,4.5514582,7.337064,7.337064,4.91463,2.5856062,pittcssa
873,7,3.650380443,3.094163,3.094163,3.094163,3.208357157,pittcssa
874,24,2.770580625,5.2011,5.2011,2.385484325,2.372999904,pittcssa
876,5,2.92472812,5.67375,5.67375,3.391443,1.56815092,pittcssa
877,5,4.364216,4.693419,4.693419,4.693419,3.4255322,pittcssa
878,14,3.32025105,4.240284,4.240284,2.978653,2.894729193,pittcssa
879,18,2.9848795,5.14314,4.0014235,4.0014235,2.540276889,pittcssa
880,3,4.918424,5.336814,5.336814,4.918424,0,pittcssa
883,22,4.774729114,5.755764,5.755764,3.931214267,4.238654441,pittcssa
885,12,3.438017158,4.36452,4.36452,4.0478935,2.088719325,pittcssa
886,10,3.31394029,5.0681,5.0681,2.8957931,2.73478167,pittcssa
887,8,4.17103,5.242048,5.242048,4.623721,3.01509975,pittcssa
889,10,3.32234211,3.878581,3.878581,2.37375015,2.84759208,pittcssa
891,12,2.771506892,4.564454,4.564454,2.8500705,2.296495142,pittcssa
892,16,3.380640825,6.137398,6.286283,4.46100725,2.265389012,pittcssa
893,7,4.298933714,2.636784,4.508796,4.508796,3.010706286,pittcssa
895,4,3.7832525,4.294359,4.294359,4.139105,0.67892375,pittcssa
897,8,3.0054755,3.71993,3.71993,3.1564,2.2163755,pittcssa
899,15,3.46818332,5.050814,5.050814,2.95081665,3.0747411,pittcssa
900,6,2.894093767,4.322709,4.322709,2.5311063,2.050391667,pittcssa
902,42,3.419514162,5.976814,5.976814,4.7163595,3.194925614,pittcssa
903,23,3.649796252,5.976814,5.976814,4.7163595,3.239678035,pittcssa
904,6,3.068442983,4.178074,4.178074,3.80593675,0.531151817,pittcssa
906,19,3.178147905,8.420157,8.420157,4.9023505,2.662111011,pittcssa
907,12,3.125675325,5.252966,5.252966,3.161098,2.598825658,pittcssa
908,16,3.323764075,6.141497,6.141497,2.3251074,2.887806438,pittcssa
909,7,2.973664014,4.143856,4.143856,2.49019205,2.262180571,pittcssa
911,15,3.415196053,3.733095,3.733095,3.733095,3.166323053,pittcssa
912,17,2.850991135,5.260672,5.260672,2.81220155,2.520143894,pittcssa
913,14,2.855229693,5.081346,5.081346,5.081346,2.492276407,pittcssa
915,17,3.009241876,3.479455,3.479455,3.0898885,2.463967435,pittcssa
916,12,4.52105975,4.231919,4.231919,4.65363825,2.969847,pittcssa
917,8,4.5173979,9.408533,9.408533,9.408533,3.341331275,pittcssa
918,4,4.1300575,3.680844,3.680844,3.680844,3.2098465,pittcssa
919,35,3.189745483,8.259904,7.7037515,7.7037515,2.749531111,pittcssa
920,12,3.55443825,3.45393,3.45393,3.5157865,2.968473833,pittcssa
921,12,4.421165583,3.559633,3.559633,2.4622505,4.0107905,pittcssa
922,23,3.837469665,5.252966,5.252966,5.252966,3.609079839,pittcssa
923,10,3.660420481,8.005598,8.005598,5.75269,1.934613481,pittcssa
924,8,4.1491697,6.225535,6.225535,5.40103,2.7989122,pittcssa
925,13,3.0394043,5.252966,5.252966,3.161098,2.553081531,pittcssa
926,5,4.0902666,7.276869,7.276869,7.276869,2.6348928,pittcssa
927,26,3.726705927,9.202374,7.9617525,7.9617525,3.114263427,pittcssa
928,7,4.676050429,6.033853,6.033853,5.0222914,1.088699429,pittcssa
929,14,3.233094314,2.586953,2.586953,3.714328,2.171857743,pittcssa
931,3,3.830962667,6.527233,6.527233,6.527233,1.655218333,pittcssa
932,5,5.2094534,5.92669,5.92669,5.59330275,0.7348112,pittcssa
933,9,3.302349811,5.086936,4.752745,4.752745,2.246184256,pittcssa
934,3,4.671260333,5.073573,5.073573,5.073573,2.980069333,pittcssa
935,3,6.148991,5.637844,5.637844,6.082446,2.094027,pittcssa
937,11,4.106277091,3.881646,5.090386333,4.802615375,0.613465909,pittcssa
938,7,3.789018743,4.596451,4.596451,4.596451,3.132382886,pittcssa
939,5,4.3559734,7.98068,7.98068,7.98068,2.7598374,pittcssa
940,18,3.567436733,4.135501,5.735167667,4.9409872,2.194940289,pittcssa
941,16,3.157721519,7.029699,7.029699,5.3701545,2.486452206,pittcssa
942,18,3.028660828,5.388164,5.388164,5.388164,2.729318383,pittcssa
943,26,3.346372304,4.948304,5.689789333,5.00599025,2.191143785,pittcssa
944,4,4.57708275,6.356972,6.356972,6.356972,2.98783975,pittcssa
945,9,5.346504556,6.946724,6.372273,6.372273,3.930443889,pittcssa
949,7,2.871779429,6.288092,4.0389035,4.0389035,1.717807,pittcssa
950,9,3.588042667,7.637783,5.658854,5.658854,2.330519556,pittcssa
951,5,4.317118,3.409071,3.409071,3.666123,2.8506688,pittcssa
952,6,4.381220167,5.688997,4.7100855,4.276414,2.243013167,pittcssa
953,8,3.96748775,3.238109,3.238109,3.238109,3.562724125,pittcssa
955,5,4.2579272,2.092864,2.092864,2.092864,3.8393544,pittcssa
956,12,4.584292558,4.156906,4.156906,3.8806145,3.937523475,pittcssa
958,28,2.863778514,1.632023,2.606102,2.42073675,2.517958979,pittcssa
959,26,2.928767415,2.636784,3.455164333,3.1350664,1.722972646,pittcssa
962,10,2.8167424,4.766012,4.766012,4.766012,2.3401412,pittcssa
964,28,3.628438907,4.349049,4.488223,3.6857078,2.9702768,pittcssa
