SentenceID,NumberOfWords,AverageSurprisalWithPunct,SurprisalOfTranslationOfFirstCodeSwitchedWord,AverageSurprisalOfTranslationOfSwitchPointWords,AverageSurprisalOfTranslationOfCodeSwitchedWordsWithPunct,AverageSurprisalOfNonCodeSwitchedWordsWithPunct,CorpusName
547,23,2.9866002,3.991443,3.991443,3.991443,2.8130592,cmucssa
548,13,3.622971077,3.622745,4.040415,4.582234,1.508093846,cmucssa
549,15,4.164026327,3.830845,3.830845,3.830845,3.90863666,cmucssa
551,24,2.578702042,5.512905,5.512905,5.512905,2.348997667,cmucssa
553,5,4.7562446,5.976814,5.976814,5.976814,3.5608818,cmucssa
554,7,3.1651844,1.861383,1.861383,1.2072844,2.820246,cmucssa
555,15,3.991472467,5.455238,5.455238,6.54412,3.118923133,cmucssa
557,5,4.0179108,6.557508,6.557508,3.408429667,1.972853,cmucssa
558,18,2.830444701,5.134519,5.134519,4.954954333,2.004618978,cmucssa
559,17,3.640573194,6.261847,5.290308,3.343506325,2.853865824,cmucssa
561,4,3.855828,3.559633,3.559633,2.607481,2.5520875,cmucssa
562,22,3.677008682,7.247145,7.247145,5.182956,3.205830864,cmucssa
563,9,3.530050511,5.110065,5.138191,3.715100433,2.2916837,cmucssa
565,24,2.986842175,3.274441,3.274441,3.734029,2.675673092,cmucssa
569,13,3.561794685,5.927095,5.927095,4.5531355,2.8613123,cmucssa
571,10,3.9664967,9.109425,9.109425,4.73477,2.5460657,cmucssa
573,6,3.478001833,6.374888,6.374888,4.777032,1.885657833,cmucssa
574,12,3.37567725,4.206861,4.206861,3.44874,2.80088725,cmucssa
575,7,2.191982543,4.601481,4.601481,2.8542495,1.376482686,cmucssa
576,17,2.589185459,3.587335,4.7229745,4.771058667,1.747233929,cmucssa
577,18,2.830444701,5.134519,5.134519,4.954954333,2.004618978,cmucssa
578,9,3.023072178,3.622745,3.622745,4.363868,2.053323733,cmucssa
579,20,3.681947935,7.055059,6.697508,5.4384784,2.322328335,cmucssa
580,6,4.965814167,6.115328,6.115328,6.115328,3.946592833,cmucssa
581,6,2.892359583,3.652972,3.652972,3.652972,2.283530917,cmucssa
582,19,3.065729563,4.596109,5.585669,4.4311356,1.899641247,cmucssa
583,8,3.602770037,5.659501,5.659501,5.084547333,1.696064788,cmucssa
584,2,5.1150855,5.976814,5.976814,5.976814,2.1266785,cmucssa
586,18,2.9848795,5.14314,4.0014235,4.0014235,2.540276889,cmucssa
587,16,3.531351975,5.589082,5.589082,5.589082,3.18203435,cmucssa
588,9,3.143729144,4.488499,4.488499,4.488499,2.645007033,cmucssa
589,26,3.379932758,6.71441,6.71441,6.71441,3.121686219,cmucssa
590,18,2.830444701,5.134519,5.134519,4.954954333,2.004618978,cmucssa
592,20,5.006788785,4.209426,4.209426,5.492609333,4.182897385,cmucssa
593,6,4.302438367,5.495594,5.495594,6.1354765,2.257279533,cmucssa
594,8,3.268832212,5.512905,5.512905,5.512905,2.579719088,cmucssa
595,34,3.133834074,8.997354,8.997354,8.997354,2.869206015,cmucssa
596,14,3.435146764,5.022952,5.022952,3.786746,2.89418305,cmucssa
599,15,3.565356201,6.414781,6.414781,4.296727,2.706010801,cmucssa
600,23,3.274662765,7.257512,6.119444,4.531974,2.683535722,cmucssa
601,25,2.983869236,3.559633,3.559633,2.4622505,2.786889196,cmucssa
604,15,3.342336,3.604453,3.604453,2.203868,3.048486933,cmucssa
606,18,3.437044583,4.496676,4.496676,2.5008171,3.159176017,cmucssa
608,16,2.616776881,5.665248,3.416017,2.485858367,2.150678438,cmucssa
609,29,3.434799055,5.10751,5.8113505,4.400826333,2.524283262,cmucssa
610,7,3.514878286,4.512905,4.512905,3.0007875,2.657510429,cmucssa
611,13,3.393999269,4.496676,4.496676,2.5008171,3.009258177,cmucssa
612,16,3.290975388,4.495176,4.5667005,4.565382,2.149629887,cmucssa
613,16,3.310588875,5.050814,5.050814,2.289947167,2.881223781,cmucssa
614,12,3.426175933,5.512905,5.512905,5.512905,2.966767183,cmucssa
615,23,3.860998626,6.50072,6.50072,6.50072,3.578358626,cmucssa
616,3,3.326759333,6.229505,6.229505,3.6322915,0.905231667,cmucssa
618,5,4.46647174,5.512905,5.512905,4.8095285,2.54266034,cmucssa
620,13,2.573247054,3.71993,3.71993,4.4367385,1.8906719,cmucssa
621,7,3.536188043,3.774764,3.774764,4.0176335,2.388292757,cmucssa
623,6,4.381878833,5.313333,5.313333,5.313333,3.496323333,cmucssa
624,13,3.897255254,5.716825,5.716825,4.148732787,1.344188923,cmucssa
625,10,4.05026793,5.886802,5.886802,3.852387717,1.7388353,cmucssa
626,18,4.04743205,5.678431,5.678431,4.381404667,3.317197939,cmucssa
629,11,3.723290482,5.705824,5.705824,3.30945515,3.121571364,cmucssa
631,6,3.794271833,2.772477,5.1255035,3.963374,0.491460167,cmucssa
632,17,3.463168425,3.423826,3.423826,3.549587333,2.210372896,cmucssa
633,20,3.463231255,5.318523,5.318523,5.318523,3.197305105,cmucssa
634,21,3.227325952,4.637844,5.2624975,3.756968,2.690616238,cmucssa
635,16,3.310588875,5.050814,5.050814,2.289947167,2.881223781,cmucssa
636,7,4.142597114,6.702332,6.702332,6.12583,2.392359971,cmucssa
637,12,2.90876755,5.050814,5.050814,5.050814,2.487866383,cmucssa
638,9,3.281630311,1.861383,1.861383,2.0647045,2.822807089,cmucssa
641,15,3.742086167,5.063249,5.063249,4.570582,1.913853367,cmucssa
642,10,3.56618388,6.831167,6.831167,4.470848,2.22492948,cmucssa
643,5,3.53801774,3.23301,3.23301,3.905227,1.97592694,cmucssa
644,8,2.955988888,4.638225,4.638225,4.638225,2.376210763,cmucssa
646,24,3.241164754,3.096416,3.477819,2.916181,2.512119504,cmucssa
649,10,4.09988552,7.63964,7.63964,5.9978165,2.90032222,cmucssa
650,12,4.258822533,6.515191,6.515191,6.515191,3.71588995,cmucssa
653,13,3.244468654,4.811299,4.811299,4.811299,2.874368731,cmucssa
654,20,3.08780438,5.512905,5.512905,5.512905,2.81215913,cmucssa
656,5,3.65217742,4.161059,4.161059,4.161059,2.81996562,cmucssa
657,17,3.606699465,6.185962,6.185962,5.8872095,2.914086582,cmucssa
658,6,4.1941125,6.89819,6.89819,6.89819,3.044414167,cmucssa
659,23,2.933551613,7.069631,7.069631,6.6961415,2.351278439,cmucssa
660,7,4.142597114,6.702332,6.702332,6.12583,2.392359971,cmucssa
662,17,3.630525006,4.383199,4.383199,4.4381065,3.108394829,cmucssa
663,17,3.350654724,4.497956,4.497956,4.497956,3.086069076,cmucssa
664,10,2.65401439,6.802841,6.802841,3.7037392,1.91326655,cmucssa
665,8,3.4900655,6.418449,6.418449,6.418449,2.687759375,cmucssa
666,10,3.7092393,6.876736,6.876736,5.9910705,2.5110252,cmucssa
670,5,3.691027,4.932631,5.070845,4.449885667,1.0210956,cmucssa
672,14,3.652022679,6.768113,6.768113,4.463643333,2.695527679,cmucssa
673,12,3.562894167,3.310599,4.2663885,4.2663885,2.851829417,cmucssa
674,5,4.5140976,8.205588,8.205588,8.205588,2.87298,cmucssa
677,14,2.728039186,3.349567,3.349567,2.19625,2.414289186,cmucssa
678,8,3.650208125,5.363602,5.363602,5.031315333,1.763464875,cmucssa
680,16,2.927292169,5.14314,5.114503,4.249599333,2.130492294,cmucssa
681,7,3.590133714,4.421189,4.421189,4.421189,2.958535286,cmucssa
683,8,3.154777375,4.484969,4.484969,2.767227,2.462970625,cmucssa
684,13,3.080474246,6.471485,6.471485,3.33045448,1.799530215,cmucssa
685,10,3.3756176,4.302052,4.302052,4.153897,2.5448382,cmucssa
686,5,4.2590554,3.81869,3.81869,4.510976333,1.5524696,cmucssa
687,23,3.967739739,5.550694,5.4889915,5.549407667,3.243903957,cmucssa
688,6,2.888831883,4.601481,4.601481,2.8542495,1.937415383,cmucssa
689,46,3.278508909,3.179453,3.179453,2.387746,3.174693865,cmucssa
690,12,3.634962625,5.804013,6.6666725,5.1307515,1.924712125,cmucssa
691,12,4.06266875,6.399192,6.019691,4.82038125,2.455875,cmucssa
692,10,3.7493478,6.088486,6.088486,6.088486,3.1404992,cmucssa
693,22,3.047486295,3.977373,3.977373,2.637403,2.807722386,cmucssa
694,11,3.742547364,4.843898,4.843898,4.55968,2.913514636,cmucssa
695,11,3.358428336,5.148231,6.292074,3.534941175,2.072995182,cmucssa
698,17,2.511286347,5.158843,5.158843,2.8732526,2.173256629,cmucssa
699,14,3.147782693,3.559633,3.559633,2.4622505,2.796032621,cmucssa
700,16,3.611434387,5.385402,5.385402,5.385402,3.274846763,cmucssa
701,22,3.177631105,4.811179,4.811179,4.811179,2.95894115,cmucssa
702,20,3.40054706,6.446772,6.721558,6.66250125,2.06804681,cmucssa
703,5,4.48077614,5.415995,5.415995,4.8452895,2.54266034,cmucssa
704,9,4.020908778,6.990497,6.990497,4.406346,1.572938778,cmucssa
705,7,4.911187286,5.589065,5.589065,5.5534485,3.324487714,cmucssa
706,5,4.8872162,6.801254,6.801254,4.949306,1.9176326,cmucssa
707,3,4.740030333,2.824269,2.824269,4.453379,1.771111,cmucssa
709,13,3.108374931,7.004026,7.004026,5.966859,2.190396623,cmucssa
713,13,2.835891338,3.297745,3.297745,1.9971606,2.528635862,cmucssa
714,15,3.70007812,2.98363,2.98363,3.8060275,3.192607787,cmucssa
715,8,3.4817405,5.553582,5.1625265,3.61531175,1.674084625,cmucssa
716,35,3.01670782,7.46629,7.46629,4.3159425,2.770082534,cmucssa
717,10,3.60138295,5.821801,6.2067225,5.104446,1.55960455,cmucssa
718,19,3.247624053,5.512905,5.512905,5.512905,2.957471158,cmucssa
720,5,5.334865,5.512905,5.512905,5.512905,4.232284,cmucssa
721,11,3.083518564,6.610537,6.610537,6.610537,2.482560655,cmucssa
722,20,2.774918005,1.888901,2.0121662,3.1226676,1.838117725,cmucssa
723,10,3.14681419,5.30969,5.30969,5.30969,2.61584519,cmucssa
724,13,3.003243808,4.894916,4.894916,4.894916,2.626711808,cmucssa
725,7,4.099955857,7.405363,7.405363,4.52839925,1.512299143,cmucssa
726,26,3.931268819,4.472295,5.111062,3.875939667,3.036821204,cmucssa
727,18,3.51628225,2.674586,2.674586,3.264739583,2.428035722,cmucssa
728,20,3.054118375,6.277512,6.277512,5.2332765,2.530790725,cmucssa
729,9,2.823838856,4.638225,4.638225,2.5908809,2.248087544,cmucssa
730,12,4.1491545,6.748957,6.03115,4.9270385,2.506808333,cmucssa
731,16,4.163791925,6.876736,6.876736,5.9910705,3.414908113,cmucssa
734,15,3.560277547,6.764964,5.946657,5.807059333,2.39886568,cmucssa
736,14,3.095459421,5.687338,3.763781,4.140328333,1.321032993,cmucssa
737,6,4.175453033,3.822941,3.822941,4.9507635,0.874944033,cmucssa
740,13,3.406965223,3.014365,3.014365,5.2109585,2.6052793,cmucssa
742,8,3.680571375,5.31756,5.31756,5.31756,3.015876375,cmucssa
743,14,3.461058771,5.763121,4.959209333,4.99575825,2.033699271,cmucssa
745,16,3.053918675,6.527233,6.527233,6.527233,2.645966613,cmucssa
746,12,4.308429608,6.617441,5.7470535,5.7470535,3.350587358,cmucssa
748,13,3.406965223,3.014365,3.014365,5.2109585,2.6052793,cmucssa
750,9,4.244283878,6.046668,6.046668,4.3964664,1.801802544,cmucssa
751,12,3.591838817,6.843424,6.843424,4.488747,2.469652067,cmucssa
753,9,3.442989978,4.962552,4.962552,4.5985575,2.421088311,cmucssa
754,10,2.78335992,5.178407,5.178407,5.178407,2.26551922,cmucssa
761,5,3.6657421,4.638225,4.638225,4.2467525,1.9670411,cmucssa
762,4,5.270991,6.89819,6.89819,5.961349,0.79997925,cmucssa
768,21,3.422982667,2.606439,2.606439,4.393569667,2.795329857,cmucssa
769,11,2.902499173,4.662992,4.662992,4.662992,2.478590809,cmucssa
770,11,3.174279182,4.438001,4.438001,4.438001,2.770824545,cmucssa
772,17,3.499460806,5.681326,5.681326,5.681326,3.165265159,cmucssa
773,7,3.488239829,3.223251,3.223251,3.9257395,2.366599971,cmucssa
775,7,4.0417323,3.959629,4.729862,5.58670625,0.849328729,cmucssa
776,9,3.415463,4.624757,4.624757,4.624757,2.901601111,cmucssa
777,13,3.579707385,6.258925,6.687313,6.687313,2.036481308,cmucssa
779,8,3.855195875,6.827687,6.827687,5.8786895,2.3855235,cmucssa
780,11,2.730857227,6.842975,6.842975,4.0268885,1.998695682,cmucssa
781,12,3.591838817,6.843424,6.843424,4.488747,2.469652067,cmucssa
782,17,3.961596082,6.45452,6.077415,5.3883275,2.693754318,cmucssa
783,4,5.16158575,7.786783,7.786783,7.786783,3.21489,cmucssa
784,9,3.442989978,4.962552,4.962552,4.5985575,2.421088311,cmucssa
785,6,4.8042134,6.527233,6.527233,5.7449345,2.889235233,cmucssa
786,19,2.732009511,4.862206,4.862206,4.862206,2.476103932,cmucssa
787,11,4.062873273,8.033293,8.033293,6.194643,2.936574545,cmucssa
789,12,3.265641667,5.261537,5.261537,4.2325635,2.560214417,cmucssa
790,16,3.089501669,5.154819,5.154819,5.154819,2.767325481,cmucssa
792,15,2.806623907,5.512905,5.512905,5.512905,2.439096907,cmucssa
797,27,3.276272859,5.980581,5.980581,3.4295613,3.022231281,cmucssa
798,7,3.728104971,7.238657,7.238657,6.172031,1.964667543,cmucssa
799,16,3.07994105,3.589139,3.589139,1.8950269,2.843062688,cmucssa
800,12,4.88668775,6.527233,6.527233,5.489407,3.971786583,cmucssa
802,14,2.9046908,3.534657,3.534657,4.0994975,2.3190483,cmucssa
803,23,3.501537204,4.876083,4.876083,4.876083,3.289533596,cmucssa
804,17,3.340288447,6.800486,6.800486,6.800486,2.940259859,cmucssa
805,12,2.735237958,4.136943,4.136943,2.9403915,2.245172708,cmucssa
806,13,3.688743931,4.876083,5.399076,5.632291667,2.388984315,cmucssa
807,6,4.060576033,5.550694,5.550694,5.6520365,2.176563867,cmucssa
808,11,3.174279182,4.438001,4.438001,4.438001,2.770824545,cmucssa
810,5,4.7906096,6.713067,6.713067,5.931913,2.4178444,cmucssa
811,11,3.057633673,4.876083,4.876083,4.876083,2.6143534,cmucssa
812,7,4.144282714,4.199262,4.199262,4.5898505,2.832896857,cmucssa
813,6,4.712947833,6.928241,6.928241,5.606426,2.844139167,cmucssa
814,7,4.089717329,6.264486,6.264486,5.17562425,1.132217757,cmucssa
815,19,2.770766774,2.561573,2.561573,2.561573,2.635947142,cmucssa
816,12,3.714882125,5.11659,5.11659,2.99567375,3.215603167,cmucssa
817,13,3.494775138,6.617081,7.0510535,6.417622,2.013785446,cmucssa
818,11,3.254601455,4.251999,4.251999,4.854628,2.371941818,cmucssa
819,5,4.265133,6.956495,6.956495,4.935367,2.2909862,cmucssa
820,40,3.105995275,5.1494,5.1494,5.1494,2.977260275,cmucssa
821,13,3.494775138,6.617081,7.0510535,6.417622,2.013785446,cmucssa
824,5,4.7470358,3.834624,3.834624,4.89560625,0.8305508,cmucssa
825,5,4.403748,6.866095,6.866095,5.050479,1.3734606,cmucssa
826,10,3.75541835,6.037586,6.037586,6.0199355,2.55143125,cmucssa
827,15,3.195420487,5.801663,5.801663,5.801663,2.808642953,cmucssa
828,16,3.708583362,2.437864,2.437864,3.88798,2.736588362,cmucssa
829,6,3.600999,5.823377,5.823377,4.238873,2.188041333,cmucssa
832,3,3.959825333,5.976814,5.976814,5.976814,1.967554,cmucssa
833,4,4.283473,5.004327,5.004327,5.004327,3.03239125,cmucssa
834,8,2.953604,4.577792,4.577792,4.577792,2.38138,cmucssa
836,12,2.743182283,6.555843,6.555843,5.45066,1.83473895,cmucssa
837,29,3.428596362,6.088486,5.597466,3.755768483,2.651540814,cmucssa
838,5,4.2578514,5.109433,5.109433,3.834067667,1.9574108,cmucssa
840,4,3.0290135,5.512905,5.512905,5.512905,1.65078725,cmucssa
841,25,3.073791656,8.327279,8.327279,4.8576385,2.685180576,cmucssa
844,19,2.367056926,2.284431,2.284431,1.4545775,2.213943505,cmucssa
846,9,4.176796878,4.465277,4.465277,4.686879333,2.614503767,cmucssa
848,13,3.231600654,3.559633,3.559633,3.559633,2.957782731,cmucssa
849,11,3.902375464,6.857963,6.857963,6.004361,2.810673464,cmucssa
851,12,3.357302417,4.251999,4.251999,4.1294975,2.669052833,cmucssa
852,30,2.928893914,4.7846,4.7846,4.7846,2.769407247,cmucssa
854,6,4.238105833,6.258925,6.258925,4.578625333,1.948793167,cmucssa
855,12,2.7055701,7.036763,6.0680665,6.0680665,1.694225683,cmucssa
856,12,3.105031275,7.068726,7.068726,7.068726,2.515970775,cmucssa
857,16,3.716648381,6.102458,6.102458,6.102458,3.335244756,cmucssa
858,14,3.878868743,5.020321,5.020321,2.9638062,3.455467857,cmucssa
859,9,3.556812667,4.637844,4.637844,4.637844,3.041496667,cmucssa
860,5,4.20592782,4.478161,4.478161,4.478161,3.31029562,cmucssa
861,11,3.535734727,6.088486,6.088486,4.6805455,2.684726455,cmucssa
864,6,3.9053025,5.249664,5.249664,4.2960405,2.473289,cmucssa
865,10,3.0656553,5.887304,5.887304,5.887304,2.4769249,cmucssa
868,22,3.168846664,5.913692,5.913692,3.59011975,2.516097618,cmucssa
869,22,3.168846664,5.913692,5.913692,3.59011975,2.516097618,cmucssa
870,9,4.006094889,6.958596,6.958596,6.958596,3.232917556,cmucssa
872,6,3.9053025,5.249664,5.249664,4.2960405,2.473289,cmucssa
875,15,3.411156147,4.876083,5.623506,5.197496333,2.37165688,cmucssa
876,10,2.85126478,6.112976,6.112976,6.112976,2.23996718,cmucssa
877,19,3.688780811,3.50966,5.001892,4.54568275,2.731794968,cmucssa
878,14,2.941491607,4.077551,4.077551,5.277083,2.187622607,cmucssa
879,5,3.9041474,5.367229,5.367229,4.5614785,2.079556,cmucssa
880,17,2.855617412,5.542916,5.542916,3.49742575,2.032693706,cmucssa
884,3,3.959825333,5.976814,5.976814,5.976814,1.967554,cmucssa
885,9,3.455266,5.637844,5.637844,5.637844,2.828838889,cmucssa
886,6,3.546989333,2.711747,2.711747,3.6994075,2.3138535,cmucssa
887,13,3.433521038,6.79648,6.79648,5.4762365,2.591023115,cmucssa
888,15,2.949383393,6.649992,6.649992,3.72799015,2.45231804,cmucssa
890,7,3.000417343,5.264282,4.563763,3.861258125,0.793984129,cmucssa
891,11,3.055531673,5.304675,5.304675,5.304675,2.573288491,cmucssa
892,26,3.40285875,6.181467,6.181467,6.181467,3.165110019,cmucssa
893,6,5.22342895,4.078015,4.078015,4.078015,4.543759783,cmucssa
894,15,3.406973253,4.638316,4.638316,2.7338099,3.042465267,cmucssa
895,11,3.491151636,5.518126,5.518126,5.518126,2.989503818,cmucssa
896,16,3.48603525,4.652567,5.223880667,4.834531,1.975244313,cmucssa
898,17,3.051712324,6.45112,5.191389667,3.2020035,1.168180853,cmucssa
899,17,3.890507965,6.100998,5.093099,4.140279,2.916324671,cmucssa
900,25,3.541918564,7.141381,6.0064085,6.0064085,3.061405884,cmucssa
902,9,3.528113656,5.512905,5.761518,4.058187414,0.371745667,cmucssa
903,19,3.495609332,3.655953,3.655953,4.407032333,2.799762121,cmucssa
904,6,3.933292533,5.976814,5.976814,5.976814,2.937156867,cmucssa
905,11,2.850711164,4.764038,4.764038,4.061045,2.112339345,cmucssa
906,13,2.862429954,5.192371,5.192371,5.192371,2.4630168,cmucssa
907,11,3.320696909,5.413448,5.413448,5.413448,2.828565273,cmucssa
910,10,3.43136682,7.59834,7.59834,3.966872675,1.84461775,cmucssa
911,12,3.117061583,3.640095,3.640095,4.2147145,1.71215675,cmucssa
912,11,3.239249391,4.772542,4.772542,3.491022971,1.017689318,cmucssa
913,4,4.63012475,6.776963,6.776963,5.1718045,2.0442225,cmucssa
914,13,2.807700862,4.638225,4.638225,2.5908809,2.4091038,cmucssa
915,9,4.037653,6.100998,6.100998,4.858436667,2.418174111,cmucssa
916,14,3.534148357,5.910038,5.910038,3.52285475,0.514558571,cmucssa
917,5,2.90594982,6.290077,6.290077,6.290077,1.64793442,cmucssa
918,9,3.174174222,5.336437,4.921991,4.921991,2.080398444,cmucssa
919,9,3.174174222,2.296368,3.434162333,3.187923667,1.048891778,cmucssa
920,9,3.174174222,2.296368,3.434162333,3.187923667,1.048891778,cmucssa
921,9,3.504144111,2.081272,2.081272,2.081272,3.272891667,cmucssa
923,5,4.0466902,5.512905,5.512905,5.512905,2.9441092,cmucssa
924,5,5.3816018,6.530301,6.530301,5.2046425,3.2997448,cmucssa
925,18,3.4448526,5.128599,5.128599,2.66321685,3.148939617,cmucssa
926,27,3.294156607,4.508268,5.4087165,4.3771084,2.483580978,cmucssa
927,17,4.143573453,6.065041,6.065041,5.0678445,2.951139453,cmucssa
928,10,2.59742484,5.510592,5.510592,3.20786695,1.95585145,cmucssa
929,8,3.4900655,6.418449,6.418449,6.418449,2.687759375,cmucssa
931,18,2.407574228,2.772477,2.72383,1.9848465,1.856227978,cmucssa
932,3,5.069075667,6.594397,6.594397,6.594397,2.870943333,cmucssa
933,11,3.167192364,6.969985,6.969985,6.969985,2.533557364,cmucssa
935,12,3.357302417,4.251999,4.251999,4.1294975,2.669052833,cmucssa
937,26,3.40285875,6.181467,6.181467,6.181467,3.165110019,cmucssa
938,5,5.09544014,4.55466,4.55466,4.55466,4.18450814,cmucssa
941,13,2.656629662,3.955346,3.955346,3.953393,2.048415354,cmucssa
942,5,4.34451356,7.577939,7.577939,4.7517182,0.543139,cmucssa
943,4,4.220968,7.392509,7.392509,4.560762,1.940587,cmucssa
945,18,3.341796456,6.000082,6.000082,5.917375,2.684310344,cmucssa
946,7,4.111166429,6.402346,6.402346,6.402346,3.196545571,cmucssa
947,16,3.854204751,6.733925,6.964866,4.442853833,2.188134563,cmucssa
949,9,3.910362856,7.124942,7.124942,3.93610835,3.035672111,cmucssa
950,7,4.659418,7.577134,7.577134,7.577134,3.576970286,cmucssa
951,20,3.307381463,4.880144,4.152149,4.152149,2.892166563,cmucssa
952,8,4.589540875,4.703452,3.977528,4.9461406,1.498203,cmucssa
953,4,4.292948,6.910512,6.910512,6.910512,2.56532,cmucssa
954,9,3.230019011,3.706128,3.706128,3.909719,1.926779344,cmucssa
956,16,3.708583362,2.437864,2.437864,3.88798,2.736588362,cmucssa
957,23,3.018293361,4.24185,4.24185,3.378641,2.724498491,cmucssa
958,6,4.344359683,3.72793,3.72793,3.741829,3.09708335,cmucssa
960,15,3.034071993,4.206861,4.206861,2.34199115,2.721806507,cmucssa
961,12,4.39896435,8.50514,8.50514,4.4467692,3.28727205,cmucssa
962,8,3.8272582,4.461753,4.461753,4.63581,2.6683057,cmucssa
963,6,4.013905533,4.844058,4.844058,4.8710225,2.390231367,cmucssa
966,29,3.064734393,2.763376,2.763376,2.2123405,2.912159186,cmucssa
967,6,3.505104667,2.437927,2.437927,2.437927,3.0987835,cmucssa
968,27,3.136486567,5.336593,5.622142,4.143275667,2.676122604,cmucssa
969,6,4.084280667,2.474347,2.474347,3.9259202,0.8126805,cmucssa
970,20,3.901556145,5.678431,5.4363205,3.24998075,3.251559995,cmucssa
975,5,4.1154914,6.482378,6.482378,5.3694485,1.967712,cmucssa
976,12,3.0706704,5.277817,5.277817,3.327083,2.516156567,cmucssa
977,8,3.8272582,4.461753,4.461753,4.63581,2.6683057,cmucssa
978,15,3.35681512,5.53607,5.53607,3.176228,2.933318053,cmucssa
979,11,3.120881773,5.415995,5.0649975,3.643296567,2.127255436,cmucssa
980,9,2.635830622,4.915165,4.915165,2.9575825,1.978590067,cmucssa
981,34,3.095606279,7.372837,7.372837,7.372837,2.878758132,cmucssa
982,13,3.926860615,6.502573,6.502573,5.826666,3.030450462,cmucssa
983,21,3.793390881,5.86437,5.86437,4.996938,3.317492024,cmucssa
984,29,3.224045479,6.211452,5.9180345,5.014175,2.532435134,cmucssa
988,13,3.346252577,5.46365,5.46365,3.14594005,2.8622618,cmucssa
989,10,4.0017644,5.402493,5.402493,4.415855,3.1185934,cmucssa
990,24,3.200035033,6.699839,4.848181667,4.073073,2.012055408,cmucssa
992,6,4.565089167,6.21617,6.21617,6.21617,3.529060833,cmucssa
993,13,3.860112154,7.044316,7.044316,7.044316,3.318241692,cmucssa
994,6,4.013905533,4.844058,4.844058,4.8710225,2.390231367,cmucssa
995,11,3.140146773,5.512905,5.1134525,3.6755999,2.137710436,cmucssa
996,10,2.95626066,6.077893,6.077893,3.918432,1.78073106,cmucssa
997,34,3.095606279,7.372837,7.372837,7.372837,2.878758132,cmucssa
998,20,3.901556145,5.678431,5.4363205,3.24998075,3.251559995,cmucssa
999,22,3.865015364,5.550694,5.2102735,5.2102735,3.391354136,cmucssa
1002,12,3.180362758,6.817091,6.817091,6.817091,2.612271842,cmucssa
1006,10,4.09873741,5.445959,5.914834,4.210536367,2.8355765,cmucssa
1007,7,4.13037,6.037586,6.037586,6.037586,3.267857714,cmucssa
1008,38,3.055085716,7.255705,5.29545525,5.550103333,2.178753611,cmucssa
1009,9,3.759182222,8.516109,8.516109,5.0648635,2.633657,cmucssa
1011,15,2.998227548,4.088296,4.92588,2.979233028,1.409303267,cmucssa
1012,10,4.6434399,7.176857,7.176857,7.176857,3.9257542,cmucssa
1013,12,2.542311867,4.884516,4.033091,3.2568189,1.456705567,cmucssa
1014,2,4.4917055,5.806632,5.806632,5.806632,1.5883895,cmucssa
1016,5,4.85275736,5.969396,5.969396,4.9748967,0.87284,cmucssa
1018,15,2.998227548,4.088296,4.92588,2.979233028,1.409303267,cmucssa
1022,27,3.27941913,2.995391,4.237704,3.4993432,2.631392611,cmucssa
1023,11,3.403241909,5.14302,5.14302,3.3316225,2.797492364,cmucssa
1027,12,2.684519233,4.772221,2.6578789,2.6578789,2.241539417,cmucssa
1031,13,3.474985808,3.480361,3.480361,4.189174,2.8304975,cmucssa
1032,1,4.344113,4.344113,4.344113,4.344113,0,cmucssa
1034,8,3.761174375,5.887334,5.887334,5.887334,3.025257625,cmucssa
1035,5,3.6698338,6.007284,6.007284,6.007284,2.468377,cmucssa
1036,16,3.651490906,5.109929,5.021152,3.8264695,2.216564844,cmucssa
1037,16,3.619489938,5.859344,5.859344,3.80467875,2.66832025,cmucssa
1038,17,3.2420386,4.864025,4.864025,4.864025,2.955919482,cmucssa
1039,10,2.83591778,5.904461,5.904461,5.904461,2.24547168,cmucssa
1040,32,2.449149731,5.845643,5.845643,5.845643,2.266473388,cmucssa
1041,7,4.205879,5.637844,4.786433,4.592646167,0.269325143,cmucssa
1042,16,3.651490906,5.109929,5.021152,3.8264695,2.216564844,cmucssa
1043,7,3.845632286,5.887334,5.887334,5.887334,3.004584571,cmucssa
1044,17,3.725411353,4.368162,4.368162,4.1277738,2.511360235,cmucssa
1045,14,3.821940686,3.219201,5.0123555,5.493347,2.6447949,cmucssa
1046,16,3.651490906,5.109929,5.021152,3.8264695,2.216564844,cmucssa
1049,24,3.134223458,6.46486,6.46486,3.834308533,2.654934892,cmucssa
1051,32,3.222661269,6.022297,5.284798,4.833759667,2.7694963,cmucssa
1053,7,3.5442445,5.976814,5.976814,5.64058,1.932650214,cmucssa
1054,8,3.81929465,7.036763,7.036763,6.093761,2.2958544,cmucssa
1055,16,3.159676106,5.481262,5.481262,5.481262,2.817097231,cmucssa
1056,17,3.228529024,5.512905,5.512905,5.512905,2.904240494,cmucssa
1058,8,3.753110987,5.70482,5.70482,5.70482,3.040008487,cmucssa
1059,7,3.4341143,5.663349,5.663349,5.0232995,1.998885871,cmucssa
1061,11,3.403241909,5.14302,5.14302,3.3316225,2.797492364,cmucssa
1066,36,3.245601514,6.022297,5.525737,4.994385667,2.829402708,cmucssa
1067,13,3.619860623,3.308426,3.308426,3.5052885,3.080585469,cmucssa
1068,7,3.995113071,5.550694,5.550694,5.550694,3.202156786,cmucssa
1070,16,5.254863,6.037586,6.037586,6.037586,4.877513875,cmucssa
