SentenceID,CodeSwitchedSentence, TranslatedSentence
626,门口 有 cvs ， 购物 十分 方便  。,门口 有 cvs ， 购物 十分 方便  。
627,布局  ：  该 house 有 四 室 两 卫 ， 三 间 卧室 在 二 楼 ， 一 间 在 三 楼 ， 一 间 卫生间 在 二 楼 一 间 在 一 楼  。,布局  ：  该 房子 有 四 室 两 卫 ， 三 间 卧室 在 二 楼 ， 一 间 在 三 楼 ， 一 间 卫生间 在 二 楼 一 间 在 一 楼  。
628,本 卧室 空间 较大 ， 可 放置 两 张 full size 床  。,本 卧室 空间 较大 ， 可 放置 两 张 单人 床  。
629,停车  ：  有 off street parking .,停车  ：  有 路外 停车场 .
630,如果 感 兴趣 ， 请 通过 email 联系 em@7,如果 感 兴趣 ， 请 通过 电子 邮件 联系 em@7
631,短期 的 summer lease 也 可 考虑  。,短期 的 暑期 短 租 也 可 考虑  。
632,无线 网络 和 utility 全部 办好 了 ， 不 需要 自己 花 时间 交 押金 申请 ， 只 需要 share 就 可以  。,无线 网络 和 各 类 服务 费用 全部 办好 了 ， 不 需要 自己 花 时间 交 押金 申请 ， 只 需要 分摊 就 可以  。
633,如果 有 兴趣 ， 各位 同学 可以 站 内 留言 或者 email ， 告诉 我 对 房子 的 要求  。,如果 有 兴趣 ， 各位 同学 可以 站 内 留言 或者 发 邮件 ， 告诉 我 对 房子 的 要求  。
634,也 可以 直接 email  :  em@0,也 可以 直接 发 邮件 :  em@0
635,town house ， 四 卧室  。,市内 宅邸 ， 四 卧室  。
636,电话  ：  pn-4 ， email,电话  ：  pn-4 ， email
637,具体 floor plan  :,具体 户型  :
638,lease 从 八月 开始 ， 具体 日期 可以 商量  。,租期 从 八月 开始 ， 具体 日期 可以 商量  。
639,house 一共 有 两 层 + 地下室  。,房子 一共 有 两 层 + 地下室  。
642,具体 email 沟通 em@26,具体 发 邮件 沟通 em@26
646,about apt  ：  两 室 一 厅 ， 一 个 卫生间 ， 空间 很大 ， 朝向 为 南 ， 所以 有 充足 的 阳光  。,关于 公寓 ： 两 室 一 厅 ， 一 个 卫生间 ， 空间 很大 ， 朝向 为 南 ， 所以 有 充足 的 阳光  。
647,still available ， 有 问题 发 邮件 给 我 ， 可以 传 照片 给 你 看,仍然 可 租 】 ， 有 问题 发 邮件 给 我 ， 可以 传 照片 给 你 看
648,位置 在 chesterfield  。,位置 在 查斯 特菲尔德
649,see new ad 能 麻烦 您 介绍 的 具体 一点 嘛 ？,看见 新 的 广告 能 麻烦 您 介绍 的 具体 一点 嘛 ？
650,房子 房型 图  ：  周围 有 一 个 大型 超市 ， 距离 购物 街 walnut street 也 很 近  。,房子 房型 图  ：  周围 有 一 个 大型 超市 ， 距离 购物 街 沃尔纳特 街 也 很 近  。
651,学校 提供 的 夜间 escort 也 路过 这个 公寓 ， 如果 在 学校 熬夜 学习 后半夜 回家 也 很 方便  。,学校 提供 的 夜间 护送 车 也 路过 这个 公寓 ， 如果 在 学校 熬夜 学习 后半夜 回家 也 很 方便  。
652,f = 4&t=6841&p=13029#p13029 图片 请 右键 在 新 tab 打开  。,f = 4&t=6841&p=13029#p13029 图片 请 右键 在 新 标签 页 打开  。
653,房子 价格 加上 所有 设施 ， 人均 每 月 大概 在 $580~$650 （ 费用 因 gas 包 不 包含 heat 而 变化 ）  。,房子 价格 加上 所有 设施 ， 人均 每 月 大概 在 $580~$650 （ 费用 因 电气 包 不 包含 暖气 而 变化 ）  。
654,lobby 照片 ， 安全 有 保障,大厅 照片 ， 安全 有 保障
656,更多 问题 ， 欢迎 email 我  :  c .,更多 问题 ， 欢迎 发 邮件 给我  :  c .
657,对面 是 giant eagle 超市 ， 步行 一 个 路口 到 whole foods 超市 ， 买 东西 很 方便  。,对面 是 巨 鹰 超市 ， 步行 一 个 路口 到 全 食 超市 ， 买 东西 很 方便  。
659,这 房子 实在 是 大 到 没 朋友 ， 要 不 是 我 有 lease 在 身 我 都 想 搬 进去  。,这 房子 实在 是 大 到 没 朋友 ， 要 不 是 我 有 租约 在 身 我 都 想 搬 进去  。
660,房东 包 除 网 以外 所有 utility  。,房东 包 除 网 以外 所有 服务 费用 。
663,距离 murry 上 的 餐馆  、  超市 都 是 步行 的 距离  。,距离 梅瑞 大道 上 的 餐馆  、  超市 都 是 步行 的 距离  。
664,this message is expired ， 图 中 所有 家具 家电 都 免费 使用,这 条 消息 已 过期 ， 图 中 所有 家具 家电 都 免费 使用
666,是 house 的 一 楼 ， 一共 三 间 房 + 厨房 + 客厅 + 卫生间  。,是 房子 的 一 楼 ， 一共 三 间 房 + 厨房 + 客厅 + 卫生间  。
670,联系 方式  ：  call  :  412-901-7283e-mail  :  em@27,联系 方式  ：  电话 :  pn-7 邮箱 :  em@27
673,进出 lobby 需要 门禁 钥匙 ， 所以 非常 安全  。,进出 大堂 需要 门禁 钥匙 ， 所以 非常 安全  。
674,公寓 may flower 是 匹 大学 校 的 房子 ， 主要 是 提供 给 研究生 的 ， 价钱 比 商业 公寓 便宜  。,公寓 五月花 是 匹 大学 校 的 房子 ， 主要 是 提供 给 研究生 的 ， 价钱 比 商业 公寓 便宜  。
675,购物  ：  附近 就 是 giant eagle ， 离 center 很 近 ， 吃饭 也 很 方便 .,购物  ：  附近 就是 巨鹰 超市 ， 离 市 中心 很 近 ， 吃饭 也 很 方便 .
677,步行 到 匹 大 课室  、  图书馆 和 cafeteria 都 只 需 几 分钟  。,步行 到 匹 大 课室  、  图书馆 和 食堂 都 只 需 几 分钟  。
678,时间 不用 完全 match ， 咱们 商量 着 来  。,时间 不用 完全 对上 ， 咱们 商量 着 来  。
679,由于 刚刚 换 了 lease ， 整 套 房间 设施 都 很 新 ， 家具 齐全 ， 拎包 入住 无 烦恼 ， 楼层 好 视野 好 ～ ～  。,由于 刚刚 换 了 租期 ， 整 套 房间 设施 都 很 新 ， 家具 齐全 ， 拎包 入住 无 烦恼 ， 楼层 好 视野 好 ～ ～  。
680,prefer 女生 ～～～,更 期待 女生 ～～～
681,感 兴趣 可以 email 或 预约 看 房 email  ：  em@28,感 兴趣 可以 发 邮件 或 预约 看 房 邮箱 ：  em@28
682,周边 环境 很 好 ， 距离 各 大 超市 giant eagle ， audi ， dollar general .,周边 环境 很 好 ， 距离 各 大 超市 巨鹰 ， 奥迪 ， 达乐 。
683,由于 房子 utility 都 是 房东 负责 的 ， 所以 完全 不 用 费心 每 个 月 付 水电 网 费 的 问题  。,由于 房子 服务费 都 是 房东 负责 的 ， 所以 完全 不 用 费心 每 个 月 付 水电 网 费 的 问题  。
686,房子 floor plan 和 照片 如下  。,房子 户型 和 照片 如下  。
687,整个 house 家具 齐全  。,整个 房子 家具 齐全  。
688,出租 大 house 里 的 一 间 房 ， 可以 拎包 入住  。,出租 大 房子 里 的 一 间 房 ， 可以 拎包 入住  。
689,这个 studio 在 三 楼 ， 不 面向 大 马路 ， 不 吵 ， 很 安静  。,这个 单间 在 三 楼 ， 不 面向 大 马路 ， 不 吵 ， 很 安静  。
690,公寓 是 两 室 一 厅 ， 两 位 匹 大 master 女生 住 卧室 ， 我 住 客厅  。,公寓 是 两 室 一 厅 ， 两 位 匹 大 在读 硕士 女生 住 卧室 ， 我 住 客厅  。
693,门口 有 doorman ， 特别 安全  。,门口 有 门卫 ， 特别 安全  。
694,位置  ：  房子 位 于 squirrel hill north ， 具体 地址 shady ave .,位置  ：  房子 位于 松鼠山北 ， 具体 地址 沙地 大道
696,独立 卫生间 ， 独立 大 衣帽间 ， 基本 可以 算是 一 个 没有 厨房 的 studio  。,独立 卫生间 ， 独立 大 衣帽间 ， 基本 可以 算是 一 个 没有 厨房 的 单间 。
697,本人 四月 毕业 ， lease 签到 五月 底  。,本人 四月 毕业 ， 租约 签到 五月 底  。
698,apartment 水电 暖 全 包 ， 两 人 住 的 话 人均 467 .,公寓 水电 暖 全 包 ， 两 人 住 的 话 人均 467 .
699,贺 同学 email  :  em@29,贺 同学 电子 邮箱 :  em@29
700,附近 更 有 越南 餐厅 和 印度 buffet 给 时间 时间 紧张 的 你 提供 便利  。,附近 更 有 越南 餐厅 和 印度 自助 给 时间 时间 紧张 的 你 提供 便利  。
701,咨询 顾问  ：  andy,咨询 顾问  ：  安迪
702,apartment 水电 暖 全 包 ， 两 人 住 的 话 人均 467 .,公寓 水电 暖 全 包 ， 两 人 住 的 话 人均 467 .
704,停车 有 很 大 的 室内 garage  。,停车 有 很 大 的 室内 车库 。
705,在 forbes 附近  。,在 福布斯 附近  。
706,大家 好 ， 本人 phd 男生 ， 无 不良 嗜好  。,大家 好 ， 本人 博士 研究生 在读 ， 男生 ， 无 不良 嗜好  。
707,up up up 继续 寻找 等待 中 .,顶顶顶 ！ 继续 寻找 等待 中 .
708,出门 走 一 分钟 不到 就 有 81-83 bus  。,出门 走 一 分钟 不到 就 有 81 - 83 公交 。
709,leasing office 就 在 lobby ， 员工 也 非常 好 ， 有 什么 问题 随时 可以 找 他们 沟通 解决  。,租赁 办公室 就 在 大堂 ， 员工 也 非常 好 ， 有 什么 问题 随时 可以 找 他们 沟通 解决  。
710,在 forbes 附近  。,在 福布斯 附近  。
713,这 是 之前 的 长 租 post  。,这 是 之前 的 长 租 帖 。
714,可以 随时 联系 我 来看 房 和 商量 事宜  ：  email  :  em@30,可以 随时 联系 我 来看 房 和 商量 事宜  ：  电子 邮箱 :  em@30
716,单独 房间 ， 和 两 个 人 share 一 个 洗手间 ， （ 不过 暑假 可能 有 人 回家 就 人 少 了  。,单独 房间 ， 和 两 个 人 共用 一 个 洗手间 ， （ 不过 暑假 可能 有 人 回家 就 人 少 了  。
717,独立 卫生间 ， 独立 大 衣柜 ， 基本 可以 算是 一 个 没有 厨房 的 studio  。,独立 卫生间 ， 独立 大 衣柜 ， 基本 可以 算是 一 个 没有 厨房 的 单间 。
718,现在 的 住户 下 一 个 lease 年 都 会 搬到 其它 地方 去 ， 所以 你 还 可以 跟 management 商量 签 下 一 年 的 lease ！,现在 的 住户 下 一 个 租期 年 都 会 搬到 其它 地方 去 ， 所以 你 还 可以 跟 物业 管理 公司 商量 签 下 一 年 的 合同 ！
719,这个 giant eagle 是 匹 村 最 大 最 全 的  。,这个 巨鹰 超市 是 匹 村 最 大 最 全 的  。
720,pdf 如果 感兴趣 请 联系  :  em@31,（ 电子 文档 ） 如果 感兴趣 请 联系  :  em@31
721,在 这里 住 过 的 人 都 拿到 了 很 好 的 工作 offer 如 有 兴趣 可 email  :  em@32,在 这里 住 过 的 人 都 找到 了 很 好 的 工作 ， 如 有 兴趣 可 发 邮件 到 :  em@32
722,周围 有 各 类 参观 ， 出门 就 是 车站 ， 坐 公交 到 downtown 或者 中 超 都 很 方便  。,周围 有 各 类 参观 ， 出门 就 是 车站 ， 坐 公交 到 市中心 或者 中 超 都 很 方便  。
723,如果 你们 同学 结伴 而来 ， 愿意 租 整 个 house  (  里面 可能 2-5 个 卧室 的 都 有  )  ， 也 可以  。,如果 你们 同学 结伴 而来 ， 愿意 租 整 个 房子 (  里面 可能 2-5 个 卧室 的 都 有  )  ， 也 可以  。
724,因为 地段 都 是 上 好 地段 （ top 1  %  ） ， 房子 都 是 上 好 的 房子  (  top 5  %   )  ， 所以 价格 也 不 是 最 便宜  (  top 10-20%   )  ， 性价比 高  。,因为 地段 都 是 上 好 地段 （ 排名 前 1%  ） ， 房子 都 是 上 好 的 房子  (  排名 前 5%   )  ， 所以 价格 也 不 是 最 便宜  (  排名 前 10-20%   )  ， 性价比 高  。
725,欢迎 联系 并 告知 租房 要求 （ 简单 自我 介绍 ， 告知 入住 时间 ， 人数 ， 房间 or house 离 学校 远近 ， 预算 ）  。,欢迎 联系 并 告知 租房 要求 （ 简单 自我 介绍 ， 告知 入住 时间 ， 人数 ， 房间 或者 房子 离 学校 远近 ， 预算 ）  。
726,house 有 四 个 房间 一 个 客厅 外加 一 个 阁楼 ， 平时 住 非常 宽敞 ， toc/eoc 的 时候 还 可以 住 客人 ， 完全 不 会 拥挤  。,房子 有 四 个 房间 一 个 客厅 外加 一 个 阁楼 ， 平时 住 非常 宽敞 ， toc/eoc 的 时候 还 可以 住 客人 ， 完全 不 会 拥挤  。
727,到 giant eagle ， lotus 可以 坐 门口 的 公交 ， 我 有时 也 会 开车 去  。,到 巨鹰 超市 ， 莲花 超市 可以 坐 门口 的 公交 ， 我 有时 也 会 开车 去  。
728,走 5-7 分钟 ， 即 可 到达 giant eagle ， 府 河 人家  。,走 5-7 分钟 ， 即 可 到达 巨鹰 超市 ， 府 河 人家  。
729,college garden 公寓 属于 pitt 学校 资产 并由 学校 负责 管理 与 维护  。,大学 花园 公寓 属于 匹兹堡 学校 资产 并由 学校 负责 管理 与 维护  。
730,便利 店  ：  走 一 个 block 就 到 韩国 超市 ；,便利 店  ：  走 一 个 街区 就 到 韩国 超市 ；
731,餐饮  ：  走 一 个 block 就 到 餐馆 最 多 的 craig  。,餐饮  ：  走 一 个 街区 就 到 餐馆 最 多 的 克莱格 区 。
732,地处 squirrel hill 偏 北部 的 富人 区 ， 非常 安全 和 安静  。,地处 松鼠山 偏 北部 的 富人 区 ， 非常 安全 和 安静  。
733,available now 顶 ！,目前 可 租 顶 ！
734,带 家具 ， 拎包 入住 uu p up up up up up up up up,带 家具 ， 拎包 入住 顶顶 顶顶顶 ！
735,旁边 有 murray ， 有 很多 餐厅  。,旁边 有 梅瑞 大道 ， 有 很多 餐厅  。
736,周围 各 种 商铺 餐馆  (  老 四川 ， 府 河 等  )  ， giant eagle 超市 ， rite aid 药店 ， 生活 非常 方便  。,周围 各 种 商铺 餐馆  (  老 四川 ， 府 河 等  ) ， 巨鹰 超市 ， 来 德 爱 药店 ， 生活 非常 方便  。
737,如果 有 符合 的 条件 的 麻烦 请 联系 一下 以下 的 email .,如果 有 符合 的 条件 的 麻烦 请 联系 一下 以下 的 邮箱 .
738,非常 方便 ， center 上 就 有 个 giant eagle .,非常 方便 ， 中心 就 有 个 巨鹰 超市 .
739,the price  :  $600一 个 月 ， 包 水 煤气 暖气  。,价格  :  $ 600一 个 月 ， 包 水 煤气 暖气  。
740,同时 也 靠近 fifth ave ， 交通 十分 方便  。,同时 也 靠近 第五 大道 ， 交通 十分 方便  。
741,是 house 的 一 楼 ， 一共 三 间 房 + 厨房 + 客厅 + 卫生间  。,是 f 房子 agn 的 一 楼 ， 一共 三 间 房 + 厨房 + 客厅 + 卫生间  。
742,走 5-7 分钟 ， 即 可 到达 giant eagle ， 府 河 人家  。,走 5-7 分钟 ， 即 可 到达 巨鹰 超市 ， 府 河 人家  。
743,房东 公司 是 walnut capital ， 听说 还有 免费 班车 去 学校 （ 不过 本人 没 坐 过 ）  。,房东 公司 是 沃尔纳特 资本 公司 ， 听说 还有 免费 班车 去 学校 （ 不过 本人 没 坐 过 ）  。
744,公寓 的 侧面 是 租车 公司 herz ， 便于 租车 旅行  。,公寓 的 侧面 是 租车 公司 赫尔兹 ， 便于 租车 旅行  。
745,生活 便利  ：  giant eagle 0 .,生活 便利  ：  巨鹰 超市
746,trader joe's ， whole foods ， target 都 不 远 ， 并且 公交 可达,乔 氏 商店 ， 全食 超市 ， 塔吉特 商店 都 不 远 ， 并且 公交 可达
750,家具 柜子 ， 书桌 ， 饭桌 ， 椅子 ， 台灯 ， queen size bed ， 配置 齐全 ， 拎包 入住  。,家具 柜子 ， 书桌 ， 饭桌 ， 椅子 ， 台灯 ， 标准 双人床 ， 配置 齐全 ， 拎包 入住  。
751,公寓 may flower 是 匹 大学 校 的 房子 ， 主要 是 提供 给 研究生 的 ， 价钱 比 商业 公寓 便宜  。,公寓 五月花 是 匹 大学 校 的 房子 ， 主要 是 提供 给 研究生 的 ， 价钱 比 商业 公寓 便宜  。
752,客厅 有 个 比较 紧凑 的 dining area 一起 用  。,客厅 有 个 比较 紧凑 的 用餐 区 一起 用  。
753,不 包 utility  。,不 包 水电气 等 各 类 服务费 。
755,地址 在 bayard st .,地址 在 贝亚德街
756,本 房间 在 三 楼 ， 居民 邻居 多 是 学生 和 老人 ， leasing office 希望 保持 公寓 居住 环境 ， 所以 不 吵 不 闹  。,本 房间 在 三 楼 ， 居民 邻居 多 是 学生 和 老人 ， 租赁 办公室 希望 保持 公寓 居住 环境 ， 所以 不 吵 不 闹  。
757,从 building 进门 开始 全 是 地毯  。,整 栋 楼 从 进门 开始 全 是 地毯  。
758,giant eagle 超市 就 隔 两 个 block  。,巨鹰 超市 超市 就 隔 两 个 街区 。
759,步行 十 分钟 内 到 trader joe/s ， giant eagle 和 target （ 食品 及 日用品 超市 ）  。,步行 十 分钟 内 到 乔氏 商店 ， 巨 鹰 超市 ， 塔吉特 商店 （ 食品 及 日用品 超市 ）  。
760,doorman service 帮忙 收取 快递 信件  。,门卫 帮忙 收取 快递 信件  。
761,地毯 刚刚 deep clean 过  。,地毯 刚刚 完全 清理 过  。
762,门口 有 cvs 超市  。,门口 有 cvs 超市  。
763,家里 厨具 家具 齐全 ， 可以 一 起 share  。,家里 厨具 家具 齐全 ， 可以 一 起 共用  。
764,现在 出租 该 house 三 层 的 三 件 卧室 中 的 一 间  。,现在 出租 该 房子 三 层 的 三 件 卧室 中 的 一 间  。
765,距离 audi 和 giant eagle 十 分钟 左右  。,距离 奥迪 和 巨鹰 超市 十 分钟 左右  。
767,和 craig street 上 有 很多 餐馆 和 小吃 ， 生活 非常 方便  。,和 克莱德街 上 有 很多 餐馆 和 小吃 ， 生活 非常 方便  。
768,客厅 非常 安静 ， 适合 学习 ， 厅 内 另 有 一 个 walk-in closet 可以 用  。,客厅 非常 安静 ， 适合 学习 ， 厅 内 另 有 一 个 步入 式 衣柜 可以 用  。
769,卧室  ：  出租 卧室 ， 有 一 女生 住 客厅 ， 人 极 nice ， 非常 好 相处  。,卧室  ：  出租 卧室 ， 有 一 女生 住 客厅 ， 人 极 好 ， 非常 好 相处  。
770,一月 起 available  。,一月 起 可 租 。
771,- free parking or paid garage 联系 方式  ：  pn-8 em@33,免费 停车场 或 付费 车库 联系 方式  ：  pn-8 em@33
774,天天 去 giant eagle 不 是 梦 ！,天天 去 巨 鹰 超市 不 是 梦 ！
777,两 个 houses  :  house＃1&＃2house＃1  :  代 朋友 发  。,两 个 房子 ： 代 朋友 发  。
778,utility 和 网络 全 包  。,各 类 服务费 和 网络 全 包  。
779,up ， up 春季 学期 开学 的 同学 ， 欢迎 联系  。,顶顶 ！ 春季 学期 开学 的 同学 ， 欢迎 联系  。
780,租约  ：  整套 公寓 一 室 一 厅 1005$/month （ 不 包 网 电 ） ， 420$/month for living room ， 585$/month for bedroom  。,租约  ：  整套 公寓 一 室 一 厅 1005$/ 每 月 （ 不 包 网 电 ） ， 客厅 420$ / 每 月 ， 卧室 585$/ 每 月 。
781,联系 方式  (  primary  )   ：  + 1-412-951-4590 ， 邮箱 em@34,主要 联系 方式 ：  + 1-412-951-4590 ， 邮箱 em@34
782,周边 环境  ：  greenfield 的 住户 基本上 是 白人 为主 ， 非常 安全 ， 适合 喜欢 安静 环境 的 同学  。,周边 环境  ：  绿地 的 住户 基本上 是 白人 为主 ， 非常 安全 ， 适合 喜欢 安静 环境 的 同学  。
783,更新  ：  房租 调整 为 大 卧室 $440 / 月 ， 小 卧室 $360 / 月 ， utility 全 包  。,更新  ：  房租 调整 为 大 卧室 $440 / 月 ， 小 卧室 $360 / 月 ， 各 类 服务费 全 包  。
784,可以 协商 move in date ， 一月 开始 随时 入住 ！,可以 协商 入住 日期 ， 一月 开始 随时 入住 ！
785,还 available 还 available 还 available 还 available 还 available .,仍然 可 租 ！
786,停车 有 很 大 的 garage  。,停车 有 很 大 的 车库 。
787,公寓 里 住 的 学生 要求 都 是 graduate 及 以上  。,公寓 里 住 的 学生 要求 都 是 本科生 及 以上  。
788,它们 订 的 这个 价格 也 是 一 分 钱 一 分 货 ， 公寓 里 住 的 学生 要求 都 是 graduate 及 以上  。,它们 订 的 这个 价格 也 是 一 分 钱 一 分 货 ， 公寓 里 住 的 学生 要求 都 是 本科生 及 以上  。
789,公寓 的 侧面 是 租车 公司 herz ， 便于 租车 旅行  。,公寓 的 侧面 是 租车 公司 赫尔兹 ， 便于 租车 旅行  。
790,无需 security deposit  。,无需 订金  。
791,此 次 不 设 transition fee .,此 次 不 设 转让费 .
792,这 是 一 个 两 室 一 卫生间 一 客厅 一 个 厨房 的 apartment  。,这 是 一 个 两 室 一 卫生间 一 客厅 一 个 厨房 的 公寓 。
793,周边 环境 治安 非常 好 ， 整个 街区 的 house 的 外观 都 十分 优美 ， 一 楼 还 有 小 后院  。,周边 环境 治安 非常 好 ， 整个 街区 的 房子 的 外观 都 十分 优美 ， 一 楼 还 有 小 后院  。
794,在 centre ave 上 有 一 个 超大 的 giant eagle ！,在 中央 大道 上 有 一 个 超大 的 巨 鹰 超市 ！
795,垃圾 有 人 每天 清理 ， 相 比较 住 house 简直 省 时 省力  。,垃圾 有 人 每天 清理 ， 相 比较 住 房子 简直 省 时 省力  。
797,squirrel hill 松鼠 山 好 房 出租 ！,松鼠 山 好 房 出租 ！
798,house 共 有 四 个 房间 ， 二 楼 和 三 楼 各 两 个 房间 ， 每 层 有 一 个 卫生间  。,房子 共 有 四 个 房间 ， 二 楼 和 三 楼 各 两 个 房间 ， 每 层 有 一 个 卫生间  。
799,照片 是 没 家具 的 时候 拍 的 ~ street parking ， 免费  。,照片 是 没 家具 的 时候 拍 的 ~ 路边 停车道 ， 免费  。
800,giant eagle 超市 步行 距离 ！,巨鹰 超市 步行 距离 ！
801,人 非常 nice ， 整洁 干净 ！,人 非常 好 ， 整洁 干净 ！
802,我 这 件 卧室 大小 是 大概 可以 放下 两 张 king size 的 床  。,我 这 件 卧室 大小 是 大概 可以 放下 两 张 特大 双人床 床  。
803,购物  ：  步行 一 个 block 有 cvs ， 买 日常 用品 非常 方便  。,购物  ：  步行 一 个 街区 有 cvs ， 买 日常 用品 非常 方便  。
805,非 地毯 hard floor  。,非 地毯 硬质 地板 。
806,离 giant eagle 很 近 ， 步行 五 分钟 就 到 ， 买 东西 很 方便  。,离 巨 鹰 超市 很 近 ， 步行 五 分钟 就 到 ， 买 东西 很 方便  。
808,物业 是 meyer's management ， 保修 基本 都 是 当天 或者 第二 天 上门  。,物业 是 梅耶 物业 管理 公司 ， 保修 基本 都 是 当天 或者 第二 天 上门  。
812,如果 中意 ， 可以 商量 拎包 入住 如 有 问题 ， 请 打 电话 或者 短信  ：  pn-9 微 信  ：  stella_art 或者 email  ：  stella .,如果 中意 ， 可以 商量 拎包 入住 如 有 问题 ， 请 打 电话 或者 短信  ：  pn-9 微 信  ：  stella_art 或者 发 邮件 ：  stella .
813,房东 很 nice  。,房东 很 好 。
814,因 本人 觉得 客厅 生机 不足 ， 于是 在 墙 上 贴 了 个 iron man  ：  如果 喜欢 ， 欢迎 保留 ；,因 本人 觉得 客厅 生机 不足 ， 于是 在 墙 上 贴 了 个 钢铁侠 ：  如果 喜欢 ， 欢迎 保留 ；
816,我 住 dining room ， 和 living room 有 隔断  。,我 住 餐厅 ， 和 客厅 有 隔断  。
817,并且 附近 有 cvs 和 印度  、  韩国 超市 ， 购物 也 方便  。,并且 附近 有 cvs 和 印度  、  韩国 超市 ， 购物 也 方便  。
818,north oakland 属于 学校 附近 相对 安静 和 治安 情况 较 好 的 区域 ， 居住 环境 好 ， 利于 学习 和 生活  。,北 奥克兰 属于 学校 附近 相对 安静 和 治安 情况 较 好 的 区域 ， 居住 环境 好 ， 利于 学习 和 生活  。
819,一 个 house 在 squirrel hill 靠近 giant eagle 超市  。,一 个 房子 在 松鼠山 靠近 巨鹰 超市  。
820,里面 有 三 个 卧室  ：  bedroom 1 .,里面 有 三 个 卧室  ： 卧室 1 .
821,street parking ， 免费  。,路边 停车道 ， 免费  。
822,如果 半夜 回家 ， 坐 学校 escort 第一 站 就 到  。,如果 半夜 回家 ， 坐 学校 护送 车 第一 站 就 到  。
823,附近 有 cvs 和 印度 超市 ， 购物 方便 ， 也 有 很多 中国 ， 印度 餐馆  。,附近 有 cvs 和 印度 超市 ， 购物 方便 ， 也 有 很多 中国 ， 印度 餐馆  。
825,从 客厅 可以 看到 frick park ， 景色 不错  。,从 客厅 可以 看到 福瑞克 公园 ， 景色 不错  。
826,周边  ：  出门 即 有 dollar general 超市 和 cvs ， 坐 公交 五 分钟 直达 giant eagle ， 购物 很 便利  。,周边  ：  出门 即 有 达乐 超市 和 cvs ， 坐 公交 五 分钟 直达 巨鹰 超市 ， 购物 很 便利  。
829,学校 escort 可 直达  。,学校 护送 车 可 直达  。
830,含 一 个 outdoor parking 固定 车位 ， 不 需要 抢  。,含 一 个 户外 停车场 固定 车位 ， 不 需要 抢  。
832,二 楼 是 两 个 bedrooms  。,二 楼 是 两 个 卧室 。
833,每 个 bedroom 里 还 有 两 层 ， 是 个 loft 的 感觉 ， 很 大  。,每个 卧室 里 还 有 两 层 ， 是 个 阁楼 的 感觉 ， 很 大  。
834,离 giant eagle 很 近 ， 步行 五 分钟 就 到 ， 买 东西 很 方便  。,离 巨 鹰 超市 很 近 ， 步行 五 分钟 就 到 ， 买 东西 很 方便  。
835,在 center ave 内 ， 安全 有 保障  。,在 中央 大道 内 ， 安全 有 保障  。
836,步行 十 分钟 内 到 trader joe/s ， giant eagle 和 target （ 食品 及 日用品 超市 ）  。,步行 十 分钟 内 到 乔氏 超市 ， 巨鹰 超市 和 塔吉特 商店 （ 食品 及 日用品 超市 ）  。
837,doorman service 帮忙 收取 快递 信件  。,门卫 帮忙 收取 快递 信件  。
838,人 也 很 nice 的 ！,人 也 很 好 的 ！
839,交通 便捷 ， 去 中国 超市 ， whole foods market ， target ， downtown 等 均 可 直达  。,交通 便捷 ， 去 中国 超市 ， 全食 超市 ， 塔吉特 商店 和 市中心 等 均 可 直达  。
840,两 个 walk-in closet 非常 宽敞  。,两 个 步入 式 衣柜 非常 宽敞  。
841,up 主 up up,顶楼 主
842,房租  ：  $ 410/month plus shared utilities ；,房租  ：  $ 410 / 每 月 ， 外加 均摊 服务费
843,这个 apt 非常 好 ， 可能 整个 匹兹堡 都 找 不 到 这么 便宜 的 apt 了  。,这个 公寓 非常 好 ， 可能 整个 匹兹堡 都 找 不 到 这么 便宜 的 公寓 了  。
844,地下室 有 洗衣机 ， 不 用 交 quarter 就 能 洗 有 木 有 啊 ！,地下室 有 洗衣机 ， 不 用 交 费 就 能 洗 有 木 有 啊 ！
845,人 在 pittsburgh 的 话 可以 来看 房  。,人 在 匹兹堡 的 话 可以 来看 房  。
846,出租 的 房间 是 一 楼 的 大 卧室 ， utility 齐全 ， 有 转角 大 沙发 ， 床 ， 书桌 ， 椅子 ， 台灯  。,出租 的 房间 是 一 楼 的 大 卧室 ， 服务费 齐全 ， 有 转角 大 沙发 ， 床 ， 书桌 ， 椅子 ， 台灯  。
848,离 giant eagle 很 近 ， 步行 五 分钟 就 到 ， 买 东西 很 方便  。,离 巨 鹰 超市 很 近 ， 步行 五 分钟 就 到 ， 买 东西 很 方便  。
849,有意 的 可以 联系 我 ， email  :  em@35,有意 的 可以 联系 我 ， 邮箱 :  em@35
850,所有 家具 齐全 （ queen size 床 + 书桌 + 转椅 + 衣柜 + 书柜 ） 只 需 提包 入住  。,所有 家具 齐全 （ 标准 双人床 + 书桌 + 转椅 + 衣柜 + 书柜 ） 只 需 提包 入住  。
851,去 waterfront 特别 方便  。,去 滨 水区 特别 方便  。
852,house 一共 有 两 层 + 地下室  。,房子 一共 有 两 层 + 地下室  。
