SentenceID,CodeSwitchedSentence, TranslatedSentence
242,二 楼 是 三 间 卧室 和 一 个 full 卫生间 ；,二 楼 是 三 间 卧室 和 一 个 完整 的 卫生间 ；
243,room a$600  (  双 人大 床 ） 已 租 ！,房间 a$600  (  双 人大 床 ） 已 租 ！
244,） 公寓 情况  ：  mozart 是 匹兹堡 的 大 物业 ， arlington 是 mozart 的 物业 总部 ， 物业 维修 都 很 方便  。,） 公寓 情况  ： 莫扎特 是 匹兹堡 的 大 物业 ， 艾灵顿 是 莫扎特 的 物业 总部 ， 物业 维修 都 很 方便  。
245,或 发 邮件 联系  ：  [ url = ] em@13,或 发 邮件 联系  ：  [ 统一 资源 定位 符 = ] em@13
246,环境 安静 ， apartments 评分 9 .,环境 安静 ， 公寓 评分 9 .
247,运动 方面 参加 pitt 射箭 队 ， 以及 会 一点 羽毛球  。,运动 方面 参加 匹兹堡 射箭 队 ， 以及 会 一点 羽毛球  。
248,［ 治安 ］ 附近 治安 好 ， 公寓 有 doorman ， 收发 快递 也 方便  。,［ 治安 ］ 附近 治安 好 ， 公寓 有 门卫 ， 收发 快递 也 方便  。
249,房子 在 bloom field bridge 旁边  。,房子 在 布卢姆菲尔德 桥 旁边  。
250,lebanon ， 该 区 高中 在 滨州 公立 排名 第九  。,黎巴嫩 ， 该 区 高中 在 滨州 公立 排名 第九  。
251,物业  ：  walnut 专人 负责 各 种 维修 ， 非常 安心 ；,物业  ： 核桃 资产 专人 负责 各 种 维修 ， 非常 安心 ；
252,优点  ：  我 的 卧室 是 整 个 house 最 大 的 卧室 ， 两 扇 窗 采光 好 ， 冬天 暖气 也 很 足 ， 家具 齐全 ， 拎包 入住 ；,优点  ：  我 的 卧室 是 整 个 住宅 最 大 的 卧室 ， 两 扇 窗 采光 好 ， 冬天 暖气 也 很 足 ， 家具 齐全 ， 拎包 入住 ；
253,房租 lease 到 7 .,房租 合同 到 7 .
254,地址 位 于 beacon st .,地址 位 于 烽火 街 .
255,后院 有 私家 车库 ， beacon st .,后院 有 私家 车库 ， 烽火 街 .
256,二 楼 是 三 间 卧室 和 一 个 full 的 卫生间  。,二 楼 是 三 间 卧室 和 一 个 完整 的 卫生间  。
257,三 楼 是 一 卧 一 卫 的 studio  。,三 楼 是 一 卧 一 卫 的 工作室 。
258,up up up 顶 一下  。,顶顶 顶 顶 一下  。
259,八月 开始 可 签 一 年 lease  。,八月 开始 可 签 一 年 合同  。
260,性格 非常 nice 好 相处 ， 绝对 不 会 打扰 你  。,性格 非常 好 ， 好 相处 ， 绝对 不 会 打扰 你  。
261,有 pet 可以 商量,有 宠物 可以 商量
262,walnut street 步行 15-20 mins ， 逛街 吃饭 超 方便,核桃 街 步行 15 - 20 分钟 ， 逛街 吃饭 超 方便
263,house 里 现 住 有 六 人 ， 三 个 是 匹 大 研究生 .,独 栋 住宅 里 现 住 有 六 人 ， 三 个 是 匹 大 研究生 .
264,房东 非常 nice ， 有 需要 和 修理 会 马上 处理  。,房东 非常 好 ， 有 需要 和 修理 会 马上 处理  。
265,地处 squirrel hill ， 社区 安全 ， 步行 距离 可 达 中国 超市 ， 中国 餐馆 ， 超市 ， 方便 没有 车 的 同学 和 朋友  。,地处 松鼠山 ， 社区 安全 ， 步行 距离 可 达 中国 超市 ， 中国 餐馆 ， 超市 ， 方便 没有 车 的 同学 和 朋友  。
266,物业  ：  walnut 专人 负责 各 种 维修 ， 非常 安心 ；,物业  ： 核桃 专人 负责 各 种 维修 ， 非常 安心 ；
267,联系 电话 or text  ：  412-6518342 jane,联系 电话 或者 短信  ：  412-6518342 jane
268,有 attached 车库 可 用  。,有 附属 车库 可 用  。
269,安装 有 智能 panel ， 可以 远程 手机 调控 暖气 温度 和 开关  。,安装 有 智能 面板 ， 可以 远程 手机 调控 暖气 温度 和 开关  。
270,【  车库  】   ：  attached 车库  。,【  车库  】   ： 附属 的 车库  。
271,【  bonus  】   :  房东 在 google 工作 ， 可以 内 推 加 mock interview,【  福利 】   :  房东 在 谷歌 工作 ， 可以 内 推 加 模拟 面试
272,长 租  ：  all gone,长 租  ： 全 没了
273,后院  《  ———————————————————————————————  》  deck,后院  《  ———————————————————————————————  》  阳台
274,【  学习 娱乐  】   ：  finished basement .,【  学习 娱乐  】   ： 完整 的 地下室 .
275,【  bonus  】   :  房东 在 google 工作 ， 可以 内 推 加 mock interview,【 福利 】   :  房东 在 谷歌 工作 ， 可以 内 推 加 模拟 面试
276,main floor 格局  《  ———————————————————————————  》  走廊,主楼 格局  《  ———————————————————————————  》  走廊
277,水晶 吊灯  《  ——————————————————————  》  楼梯 to downstairs,水晶 吊灯  《  ——————————————————————  》  楼梯 去 楼下
278,材料 是 cedar  。,材料 是 cedar  。
279,地下室  《  game room and study room  》   《  ————————————  》  外观,地下室  《  游戏厅 和 学习室 》   《  ————————————  》  外观
280,每个 房间 都 有 closet ， 图 中 黄色 部分 是 closet .,每个 房间 都 有 衣橱 ， 图 中 黄色 部分 是 衣橱 .
281,房东 在 google 工作 ， 可以 内 推 加 mock interview,房东 在 谷歌 工作 ， 可以 内 推 加 模拟 面试
282,如果 感 兴趣 ， 请 通过 email 联系 em@11,如果 感 兴趣 ， 请 通过 电子 邮件 联系 em@11
283,如果 感 兴趣 ， 请 通过 email 联系 em@11,如果 感 兴趣 ， 请 通过 电子 邮件 联系 em@11
284,小区 居民 是 学生 和 年轻 学者 ， 学校 的 shuttle 从 门前 经过 ， 而且 很多  。,小区 居民 是 学生 和 年轻 学者 ， 学校 的 摆渡 车 从 门前 经过 ， 而且 很多  。
285,出门 走 一 分钟 不到 就 有 81-83 bus  。,出门 走 一 分钟 不到 就 有 81 - 83 公交  。
286,leasing office 就 在 lobby ， 员工 也 非常 好 ， 有 什么 问题 随时 可以 找 他们 沟通 解决  。,负责 租赁 的 办公室 就 在 大厅 ， 员工 也 非常 好 ， 有 什么 问题 随时 可以 找 他们 沟通 解决  。
287,地点  ：  oakland ;,地点  ： 奥克兰 ;
288,联系 方式  :  email  :  em@14,联系 方式  :  电子 邮件  :  em@14
289,该 公寓 是 匹兹堡 最 火 的 公寓 ， 口碑 物业 meyers 旗下 最 受 中国 学生 欢迎 的 公寓 ， 性价比 高  。,该 公寓 是 匹兹堡 最 火 的 公寓 ， 口碑 物业 迈耶斯 旗下 最 受 中国 学生 欢迎 的 公寓 ， 性价比 高  。
290,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .
291,公寓 门口 可以 street parking  。,公寓 门口 可以 路边 停车 。
292,lebanon ， 该 区 高中 在 滨州 公立 排名 第九  。,黎巴嫩 ， 该 区 高中 在 滨州 公立 排名 第九  。
293,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .
294,装修 好 的 single family house 在 forest hills ， 小区 环境 优美 ， 步行 3-5 分钟 有 两 个 公园  。,装修 好 的 单个 家庭 住宅 在 森林 山 ， 小 区 环境 优美 ， 步行 3-5 分钟 有 两 个 公园  。
295,有意 请 email  ：  em@15,有意 请 电子 邮件  ：  em@15
296,地处 greenfield ， 周围 环境 安静 ， 邻里 和睦 ， 非常 安全,地处 格林菲尔德 ， 周围 环境 安静 ， 邻里 和睦 ， 非常 安全
297,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .
298,价格  ：  $300 / 月 + utilities 费用  。,价格  ：  $300 / 月 + 水电气 费用  。
299,rich neighborhood ， 非常 安全 ， 旁边 就 是 公园 ， 环境 很 好 很 安静  。,富人 区 ， 非常 安全 ， 旁边 就 是 公园 ， 环境 很 好 很 安静  。
300,trader joe's 和 target 更 是 在 步行 范围 内  。,缺 的 舅 和 塔吉特 更 是 在 步行 范围 内  。
301,非常 便利 的 位置 ， 适合 summer,非常 便利 的 位置 ， 适合 暑假
302,【  吃 货 福音  】  附近 有 sichuan gourmet ， 台湾 味 ， every day noodle ， 各 种 小吃 ， 以及 中 超 panda ， giant eagle  。,【  吃 货 福音  】  附近 有 府 河 人家 ， 台湾 味 ， 天天 见面 ， 各 种 小吃 ， 以及 中 超 熊猫 ， 大老鹰  。
303,物业 是 mozart ， 房间 维修 处理 非常 及时  。,物业 是 莫扎特 ， 房间 维修 处理 非常 及时  。
304,utility  :  自理 （ 约 70-100 / 月 ）,水电气  :  自理 （ 约 70-100 / 月 ）
305,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .
306,有 意 者 可 联系 ， 电话 pn-8 或 pn-9 ， email  ：  em@16,有 意 者 可 联系 ， 电话 pn-8 或 pn-9 ， 电子 邮箱  ：  em@16
307,附近 有 giant eagle ， trader joe ' s 以及 target ， 步行 十 分钟 便 可 到达 ， 生活 上 也 十分 方便  。,附近 有 大 老鹰 ， 缺德舅 以及 塔吉特 ， 步行 十 分钟 便 可 到达 ， 生活 上 也 十分 方便  。
308,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .
309,简单 介绍 一下 oak hill apt ！,简单 介绍 一下 橡树 山 公寓 ！
310,apt 隶属 franklin west 旗下 ， 物业 管理 良好 ， 有 任何 问题 能 快速 免费 解决  。,公寓 隶属 西 富兰克林 旗下 ， 物业 管理 良好 ， 有 任何 问题 能 快速 免费 解决  。
311,附近 超市 有 whole foods ， target ， giant eagle ， trader joe ， 都 是 走路 十 分钟 左右  。,附近 超市 有 全食 ， 塔吉特 ， 大老鹰 ， 缺德舅 ， 都 是 走路 十 分钟 左右  。
312,还有 很多 知名 餐厅 ， 例如 noodle head ， spoon 等等 ， 吃喝 不 愁  。,还有 很多 知名 餐厅 ， 例如 面头 ， 勺子 等等 ， 吃喝 不 愁  。
313,manager 非常 好 说话 ；,物 管 非常 好 说话 ；
314,现在 房间 还 是 available,现在 房间 还 是 有效
315,欢迎 查询  ：  email  :  em@17,欢迎 查询  ：  电子 邮箱  :  em@17
316,有 pet 可以 商量,有 宠物 可以 商量
317,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .
318,大家 一起 share 厨房  。,大家 一起 共 享 厨房  。
319,我 是 刚 毕业 没 多久 的 young professional ， 安静 好 相处 ， 会 居家 也 爱 出去 浪  。,我 是 刚 毕业 没 多久 的 年轻 教授 ， 安静 好 相处 ， 会 居家 也 爱 出去 浪  。
320,房间 full size 床 非常 舒适  。,房间 全尺寸 大 小床 非常 舒适  。
321,租户 仅 限 gg mm 不 可以,"    "" 租户 仅限 哥哥 """
322,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .
323,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .
324,如果 感 兴趣 ， 请 通过 email 联系 em@11,如果 感 兴趣 ， 请 通过 电子 邮件 联系 em@11
325,房型  ：  非常 新 的 house,房型  ：  非常 新 的 独栋 住宅
326,有 pet 可以 商量,有 宠物 可以 商量
327,从  「  现在  」  开始 租 ， 直接 和 manager 签 合同 ！,从  「  现在  」  开始 租 ， 直接 和 经理 签 合同 ！
328,地处 greenfield ， 周围 环境 安静 ， 邻里 和睦 ， 非常 安全,地处 格林菲尔德 ， 周围 环境 安静 ， 邻里 和睦 ， 非常 安全
329,有 意 者 可 联系 ， 电话 pn-8 或 pn-9 ， email  ：  em@16,有 意 者 可 联系 ， 电话 pn-8 或 pn-9 ， 电子 邮件  ：  em@16
330,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .
331,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .
332,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .
333,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .
334,up up up 保持 关注 哦,顶顶顶 保持 关注 哦
335,房型  ：  house,房型  ：  独 栋 住宅
336,有 pet 可以 商量,有 宠物 可以 商量
337,房东 也 很 nice  。,房东 也 很 好 。
338,房子 共 三 层 ， 出租 的 是 二 楼 的 bedroom ， 二 楼 有 独立 厨房 和 卫生间  。,房子 共 三 层 ， 出租 的 是 二 楼 的 卧室 ， 二 楼 有 独立 厨房 和 卫生间  。
339,五 分钟 步行 到 54，71 ac 车站 ， 周边 有 giant eagle ， cvs ， dollar general ， whole foods 等 超市 ， 生活 条件 便利  。,五 分钟 步行 到 54，71 ac 车站 ， 周边 有 大 老鹰 ， cvs ( 超市 名 )  ， dollar general ， whole foods 等 超市 ， 生活 条件 便利  。
340,房租 是 $500 ， 包 水电 暖 网 以及 你 能 想到 的 一切 ， 房东 夫妇 人 非常 nice ， 有 什么 问题 随时 可以 给 他们 打 电话 求助  。,房租 是 $500 ， 包 水电 暖 网 以及 你 能 想到 的 一切 ， 房东 夫妇 人 非常 好 ， 有 什么 问题 随时 可以 给 他们 打 电话 求助  。
341,房子 离 frick park 仅 两 个 block ， 去 公园 里 运动 非常 方便  。,房子 离 弗里克 公园 仅 两 个 街区 ， 去 公园 里 运动 非常 方便  。
342,简单 介绍 一下 oak hill apt ！,简单 介绍 一下 橡树 山 公寓 ！
343,地处 greenfield ， 周围 环境 安静 ， 邻里 和睦 ， 非常 安全,地处 格林菲尔德 ， 周围 环境 安静 ， 邻里 和睦 ， 非常 安全
344,距离 cvs 5-10 分钟 ；,距离 cvs ( 超市名 )  5-10 分钟 ；
345,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .
346,楼层 高度 适中 ， 背 对 north craig st  。,楼层 高度 适中 ， 背 对 北克列戈街  。
347,晚上 ， 有 学校 escort 直达 门口  。,晚上 ， 有 学校 护送 车 直 达 门口  。
348,户型  ：  一 楼 是 超大 living room ， dining room 及 厨房 ；,户型  ：  一 楼 是 超大 客厅 ， 餐厅 及 厨房 ；
349,up 一下 up up up up,顶 一下 顶顶 顶顶
350,up 一下 up up up,顶 一下 顶顶 顶顶
351,房子 位 于 greenfield ave ， 紧邻 giant eagle and murry ave .,房子 位于 格林菲尔德 街 ， 紧邻 大老鹰 和 默理街 .
352,地处 north oakland ， 周围 安全,地处 北 奥克兰 ， 周围 安全
353,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .
354,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .
355,# NAME ?,公寓 附近 环境 安全 安静 ， 办公室 就 在 公寓 旁边 ， 有 事 可 及时 解决  。
356,# NAME ?,公寓 家具 齐全 ， 客厅 很 大 活动 区域 广 ， 有 空调 暖气 ， 出租 的 卧室 宽敞 有 阳光 ， 有 walk-in 壁橱 ， 家具 低价 打包 接手 ， 可 拎包 入住 ！
357,所有 想 寄 想 return 的 东西 ， 直接 放在 公寓 一 楼 就 可以  。,所有 想 寄 想 送回 的 东西 ， 直接 放在 公寓 一 楼 就 可以  。
358,免费 送 顶楼 view 和 顶楼 的 阳光 普照 !,免费 送 顶楼 风景 和 顶楼 的 阳光 普照 !
359,附近 有 sichuan gourmet ， 台湾 味 ， every day noodle ， 各 种 小吃 ， 以及 中 超 panda ， giant eagle  。,附近 有 府 河 人家 ， 台湾 味 ， 天天 见面 ， 各 种 小吃 ， 以及 中 超 熊猫 ， 大老鹰  。
360,步行 五 分钟 有 whole food  。,步行 五 分钟 有 全食 。
361,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .
362,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .
363,环境  ：  住宅 街区 ， free parking  。,环境  ：  住宅 街区 ， 免费 停车  。
364,房型  ：  house 非常 新 ， 装 修好,房型  ：  独 栋 住宅 非常 新 ， 装 修好
365,如 有 需要 可 免费 提供 bedding set ， 餐具 厨具,如 有 需要 可 免费 提供 床上 用品 ， 餐具 厨具
366,上学 或是 去 giant eagle/cvs / whole foods 等 地 grocery shopping 都 很 便利  。,上学 或是 去 大老鹰 / cvs （ 超市名 ） / 全食 等 地 副食店 都 很 便利  。
367,全新 的 宜家 买 的 full size 的 床 和 书桌 柜子 ， 房间 内 有 closet  。,全新 的 宜家 买 的 全尺寸 大小 的 床 和 书桌 柜子 ， 房间 内 有 衣橱  。
368,晚上 还 有 escort 直达 公寓 门口  。,晚上 还有 护送 车直 达 公寓 门口  。
369,word 天 今天 有 人 联系 我 了 ！,我的天 今天 有 人 联系 我 了 ！
370,lobby 有 单独 的 放 快递 的 房间 ， 不 怕 包裹 丢失 ， 非常 贴心  。,大厅 有 单独 的 放 快递 的 房间 ， 不 怕 包裹 丢失 ， 非常 贴心  。
371,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .
372,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .
373,usp = sharing 国内 的 朋友 可以 联系 我 打包 图片 发给 你 ~,usp = sharing 国内 的 朋友 可以 联系 我 打包 图片 发给 你 ~
374,楼层 高度 适中 ， 背 对 north craig st  。,楼层 高度 适中 ， 背 对 北克列戈街  。
375,楼层 高度 适中 ， 背 对 north craig st  。,楼层 高度 适中 ， 背 对 北克列戈街  。
376,940$ / 月 ， 水电 煤 暖气 全 包 ， 楼 下 有 parking lot 免费 停车  。,940$ / 月 ， 水电 煤 暖气 全 包 ， 楼 下 有 停车场 免费 停车  。
377,小区 环境 安静  ：  有 多 处 playground ， 很 适合 家庭 居住  。,小区 环境 安静  ：  有 多 处 操场 ， 很 适合 家庭 居住  。
378,门口 有 bus 到 中国 超市 ， 餐馆 和 downtown .,门口 有 公交 到 中国 超市 ， 餐馆 和 市区 .
379,地点  ：  central oakland 匹 大校 区内,地点  ：  中 奥克兰 匹 大校 区内
380,环境  ：  住宅 街区 ， street parking  。,环境  ：  住宅 街区 ， 路边 停车 。
381,房型  ：  house,房型  ：  独 栋 住宅
382,有 pet 可以 商量,有 宠物 可以 商量
383,请 备注 “ 租房 ” screen shot 2017-10-17 at 13 .,请 备注 “ 租房 ” 截屏 2017-10 - 17 在 13 .
384,联系 电话 or text  ：  412-6518342 jane,联系 电话 或者 短信  ：  412-6518342 jane
385,长方形 带 走廊 房间 （ 走廊 带 closet ）,长方形 带 走廊 房间 （ 走廊 带 衣橱 ）
386,在 shady ave .,在 沙迪街 .
387,和 walnut st .,和 核桃 街
388,此 消息 作废 我 没 看见 怎么 删除 sorry,此 消息 作废 我 没 看见 怎么 删除 对不起
389,clair 医院 和 mt lebanon 公园  。,克莱尔 医院 和 黎巴嫩 山 公园  。
390,地址 在  ：  squirrel hill murray avenue 上,地址 在  ：  松鼠 默里 街上
391,房型  ：  house 分 三 层 ， 每 层 独立 ， 互 不 影响  。,房型  ：  独 栋 住宅 分 三 层 ， 每 层 独立 ， 互 不 影响  。
392,房型  ：  house 分 三 层 ， 每 层 独立 ， 互 不 影响  。,房型  ：  独 栋 住宅 分 三 层 ， 每 层 独立 ， 互 不 影响  。
393,欢迎 text ， 不 能 时时 接 电话  。,欢迎 短信 ， 不 能 时时 接 电话  。
394,house 概况  ：  地上 两 层  、  地下 一 层 ；,独 栋 住宅 概况  ：  地上 两 层  、  地下 一 层 ；
395,webster hall 是 老牌 公寓 了 ， 口碑 好 而且 没有 刚 装修 的 异味,韦伯斯特 大厅 是 老牌 公寓 了 ， 口碑 好 而且 没有 刚 装修 的 异味
396,craig street 上 还有 很多 吃 的 和 韩国 小 超市,克列戈 街上 还 有 很多 吃 的 和 韩国 小 超市
397,地点  ：  central oakland,地点  ：  中 奥克兰
398,环境  ：  住宅 街区 ， street parking  。,环境  ：  住宅 街区 ， 路边 停车  。
399,房型  ：  house,房型  ：  独 栋 住宅
400,欢迎 email 咨询,欢迎 电子 邮件 咨询
401,房间 内 各 种 用具 桌子 都 有 ， closet 很 大 ， 客厅 和 卧室 的 独立 性 相当 ， 空间 也 很 大 ， 只 需要 一 个 床 即 可  。,房间 内 各 种 用具 桌子 都 有 ， 衣橱 很 大 ， 客厅 和 卧室 的 独立 性 相当 ， 空间 也 很 大 ， 只 需要 一 个 床 即 可  。
402,每 个 房间 也 可以 单独 出租 ， 租金 在 $650-$700 ， 这个 租金 包含 了 所有 utilities  。,每 个 房间 也 可以 单独 出租 ， 租金 在 $650-$700 ， 这个 租金 包含 了 所有 水电气 。
403,五六 分钟 可以 走到 murray 大街 的 giant eagle  (  giant eagle 是 最 大 的 食品 超级 市场  )  家具 齐全 ，,五六 分钟 可以 走到 默里 大街 的 大 老鹰  (  大 老鹰 是 最 大 的 食品 超级 市场  )  家具 齐全 ，
404,地处 greenfield ， 周围 环境 安静 ， 邻里 和睦 ， 非常 安全,地处 格林菲尔德 ， 周围 环境 安静 ， 邻里 和睦 ， 非常 安全
405,房间 内 各 种 用具 桌子 都 有 ， closet 很 大 ， 客厅 和 卧室 的 独立 性 相当 ， 空间 也 很 大 ， 只 需要 一 个 床 即 可  。,房间 内 各 种 用具 桌子 都 有 ， 衣橱 很 大 ， 客厅 和 卧室 的 独立 性 相当 ， 空间 也 很 大 ， 只 需要 一 个 床 即 可  。
406,门口 有 bus 到 中国 店 等  。,门口 有 公交 到 中国 店 等  。
407,要求  ：  security deposit ， 爱 整洁 ， 有 责任感,要求  ：  保证金 ， 爱 整洁 ， 有 责任感
408,联系 电话 or text  ：  412-6518342 jane,联系 电话 或者 短信  ：  412-6518342 jane
409,门口 有 bus 到 中国 店 等  。,门口 有 公交 到 中国 店 等  。
410,要求  ：  security deposit ， 爱 整洁 ， 有 责任感,要求  ： 保证金 ， 爱 整洁 ， 有 责任感
411,地点  ：  oakland ;,地点  ：  奥克兰 ;
412,prefer  ：  研究生 或 博士生,倾向于  ：  研究生 或 博士生
413,公寓 是 服务 很 好 搭 forbes management 的 财产  。,公寓 是 服务 很 好 搭 福布斯 物业 的 财产  。
414,全新 的 宜家 买 的 twin size 的 床 和 书桌 柜子 ， 房间 内 有 closet  。,全新 的 宜家 买 的 小号 的 床 和 书桌 柜子 ， 房间 内 有 衣橱  。
415,公寓 的 管理 非常 好 ， 有 一 个 doorman ， 每 天 出入 公寓 会 给 住户 开门 ！,公寓 的 管理 非常 好 ， 有 一 个 门卫 ， 每 天 出入 公寓 会 给 住户 开门 ！
416,whole foods 是 我 去 的 最 频繁 的 超市 ， 因为 里边 只 卖 有机 食品 ， 质量 有 保证  。,全食 是 我 去 的 最 频繁 的 超市 ， 因为 里边 只 卖 有机 食品 ， 质量 有 保证  。
417,欢迎 感兴趣 的 妹子 联系 我 拿 floor plan 和 各 种 房子 图片 ~,欢迎 感兴趣 的 妹子 联系 我 拿 平面图 和 各 种 房子 图片 ~
418,距离 大 超市 giant eagle 很 近 ， 周围 有 超 多 饭馆 （ 包括 中餐 ） ， 还有 银行 等  。,距离 大 超市 大 老鹰 很 近 ， 周围 有 超 多 饭馆 （ 包括 中餐 ） ， 还有 银行 等  。
419,暖气 是 用 gas 的 ， 不用 担心,暖气 是 用气 的 ， 不用 担心
420,欢迎 text ， 不 能 时时 接 电话  。,欢迎 短信 ， 不 能 时时 接 电话  。
421,步行 距离 去 美国 超市 （ giant eagle ） 和 中国 超市 （ panda supermarket ）,步行 距离 去 美国 超市 （ 大老鹰 ） 和 中国 超市 （ 熊猫 超市 ）
422,如 感 兴趣 ， 请 发 邮件  :  yan em@18,如 感 兴趣 ， 请 发 邮件  :  yan em@18
423,地点  ：  north oakland/shadyside,地点  ：  北 奥克兰 / 沙迪
424,房型  ：  house 有 院子,房型  ：  独 栋 住宅 有 院子
425,欢迎 email 咨询,欢迎 电子 邮件 咨询
426,位 于 north craig st 上 的 两 室 一 厅 公寓 招租 ， 长 租 优先 ， 长短 租 均 可  。,位 于 北克列戈 街 上 的 两 室 一 厅 公寓 招租 ， 长 租 优先 ， 长短 租 均 可  。
427,来回 都 没有 traffic .,来回 都 没有 交通 .
428,公寓 有 off street parking 且 允许 养 宠物  。,公寓 有 露天 停车 且 允许 养 宠物  。
429,小区 居民 是 匹 大学生 和 年轻 学者 以及 美国 白人 等 ， 学校 的 shuttle 从 门前 经过  。,小区 居民 是 匹 大学生 和 年轻 学者 以及 美国 白人 等 ， 学校 的 摆渡 车 从 门前 经过  。
430,户型  ：  一 楼 是 超大 living room ， dining room 及 厨房 ；,户型  ：  一 楼 是 超大 客厅 ， 餐厅 及 厨房 ；
431,二 楼 是 三 间 卧室 和 一 个 full 的 卫生间  。,二 楼 是 三 间 卧室 和 一 个 完整 的 卫生间  。
432,三 楼 是 一 卧 一 卫 的 studio  。,三 楼 是 一 卧 一 卫 的 工作室 。
433,须 直接 和 物业 联系 ， 具体 公寓 信息 和 联系 方式 可 搜索  ：  mozart cavendish apartment 房间 名称  ：  latimer,须 直接 和 物业 联系 ， 具体 公寓 信息 和 联系 方式 可 搜索  ： 莫扎特 卡文迪许 公寓 房间 名称  ： 拉 蒂默
434,步行 距离 至 mellon park ， bakery square （ shopping ， dinner ， etc ）,步行 距离 至 美伦 公园 ， 面板 广场 （ 购物 ， 晚餐 ， 等 ）
435,如果 你 想 看 更多 图片 或 了解 更 多 信息 ， 也 可以 在 联系 物业 前 和 我 联系 ， 我 会 提供 更 多 个 人 的 居住 体验 ， tips ， 或是 公寓 更 多 细节  。,如果 你 想 看 更多 图片 或 了解 更 多 信息 ， 也 可以 在 联系 物业 前 和 我 联系 ， 我 会 提供 更 多 个 人 的 居住 体验 ， 忠告 ， 或是 公寓 更 多 细节  。
436,电话  ：  pn-10 （ text first ）,电话  ：  pn-10 （ 短信 优先 ）
437,如 感 兴趣 ， 请 发 邮件  :  yan em@18,如 感 兴趣 ， 请 发 邮件  :  yan em@18
438,可以 share 大部分 家用 电器 ， 厨房 用品 ， 家具 等  。,可以 共享 大部分 家用 电器 ， 厨房 用品 ， 家具 等  。
439,地点 在 murray ave .,地点 在 默里 街 .
440,另 有 全套 基本 家具 （ full size 床 / 书桌 / 柜子 / 空调 ） 如 需要 可 低价 转让  。,另 有 全套 基本 家具 （ 全尺寸 大小 床 / 书桌 / 柜子 / 空调 ） 如 需要 可 低价 转让  。
441,请 联系 rent em@1,请 联系 rent em@1
442,因为 之前 要 租 的 同学 变卦 所以 房间 又 available 了 ， 有 兴趣 请 邮件 联系 ， 我 会 提供 照片 ~,因为 之前 要 租 的 同学 变卦 所以 房间 又 有效 了 ， 有 兴趣 请 邮件 联系 ， 我 会 提供 照片 ~
443,mini van 包车 往返 pit 机场 及 匹兹堡 市区,小面包 车 包车 往返 pit 机场 及 匹兹堡 市区
444,车辆  ：  honda odyssey,车辆  ： 本田 奥德赛
445,豪华 suv 包车 往返 pit 机场 及 匹兹堡 市区,豪华 城市 功能 越野 车 包车 往返 pit 机场 及 匹兹堡 市区
446,豪华 suv 包车 往返 pit 机场 及 匹兹堡 市区,豪华 城市 功能 越野 车 包车 往返 pit 机场 及 匹兹堡 市区
447,地处 greenfield ， 周围 环境 安静 ， 邻里 和睦 ， 非常 安全,地处 格林菲尔德 ， 周围 环境 安静 ， 邻里 和睦 ， 非常 安全
448,户型  ：  一 楼 是 超大 living room ， dining room 及 厨房 ；,户型  ：  一 楼 是 超大 客厅 ， 餐厅 及 厨房 ；
