word index,word form,pos-tag,head,dep rel,frequency
0,可以,VV,4,aux:modal,2.86E-15
1,在,P,3,case,1.88E-14
2,网上,NN,4,nmod:prep,3.14E-17
3,看,VV,0,root,2.07E-15
4,这个,DT,6,det,1.69E-15
5,公寓,NN,8,nmod:assmod,1.10E-17
6,的,DEG,6,case,1.12E-13
7,介绍,NN,4,dobj,2.96E-16
8,。,PU,4,punct,
,,,,,
CMU,337,,,,
0,公寓,NN,4,nmod:assmod,1.10E-17
1,的,DEG,1,case,1.12E-13
2,详细,JJ,4,amod,1.12E-16
3,信息,NN,6,conj,8.20E-16
4,和,CC,6,cc,1.59E-14
5,图片,NN,14,nsubj,2.16E-17
6,可以,VV,14,aux:modal,2.86E-15
7,在,P,12,case,1.88E-14
8,联合,JJ,10,amod,4.69E-16
9,机构,NN,12,nmod:assmod,9.24E-16
10,的,DEG,10,case,1.12E-13
11,网站,NN,14,nmod:prep,3.51E-17
12,上,LC,12,case,6.90E-15
13,看到,VV,0,root,1.66E-19
14,。,PU,14,punct,
,,,,,
CMU,339,,,,
0,若,CS,2,advmod,7.71E-17
1,有,VE,0,root,1.01E-14
2,兴趣,NN,2,dobj,1.46E-16
3,请,VV,5,xcomp,1.93E-16
4,发,VV,2,conj,6.77E-16
5,邮件,NN,5,dobj,2.05E-17
6,到,VV,5,conj,5.42E-15
7,em@20,CD,7,nmod:range,
,,,,,
CMU,341,,,,
0,公寓,NN,4,nsubj,1.10E-17
1,也,AD,4,advmod,5.45E-15
2,是,VC,4,cop,1.98E-14
3,允许,VV,0,root,1.73E-16
4,饲养,VV,4,ccomp,1.75E-17
5,宠物,NN,5,dobj,1.71E-18
6,的,DEC,4,mark,1.12E-13
7,。,PU,4,punct,
,,,,,
CMU,345,,,,
0,三,CD,2,dep,3.17E-15
1,人,NN,6,dep,8.08E-15
2,公用,JJ,6,amod,2.66E-17
3,一,CD,6,nummod,1.35E-14
4,个,M,4,mark:clf,4.57E-15
5,浴室,NN,0,root,2.84E-18
6,。,PU,6,punct,
,,,,,
CMU,351,,,,
0,客厅,NN,3,conj,6.20E-18
1,和,CC,3,cc,1.59E-14
2,厨房,NN,7,nsubj,1.60E-17
3,大家,PN,7,dep,3.06E-16
4,共用,JJ,7,dep,4.01E-18
5,，,PU,7,punct,
6,卫生间,VV,0,root,4.05E-18
7,两,CD,10,nummod,2.28E-15
8,个,M,8,mark:clf,4.57E-15
9,女生,NN,17,nmod:assmod,5.11E-18
10,共用,JJ,17,amod,4.01E-18
11,一,CD,17,nummod,1.35E-14
12,个,M,12,mark:clf,4.57E-15
13,，,PU,17,punct,
14,两,CD,17,nummod,2.28E-15
15,个,M,15,mark:clf,4.57E-15
16,男生,NN,7,dobj,2.24E-18
17,共用,JJ,20,amod,4.01E-18
18,另,AD,20,advmod,6.60E-16
19,一,CD,7,nmod:range,1.35E-14
20,个,M,20,mark:clf,4.57E-15
21,。,PU,7,punct,
,,,,,
CMU,353,,,,
0,此,DT,2,det,1.59E-15
1,房间,NN,3,nsubj,3.80E-17
2,位于,VV,0,root,4.14E-17
3,三,CD,6,nummod,3.17E-15
4,层,M,4,mark:clf,1.86E-16
5,楼,NN,8,nmod:assmod,1.04E-16
6,的,DEG,6,case,1.12E-13
7,房子,NN,11,nmod:assmod,5.70E-17
8,的,DEG,8,case,1.12E-13
9,二,OD,11,amod:ordmod,3.43E-15
10,楼,NN,3,dobj,1.04E-16
11,一,CD,3,nmod:range,1.35E-14
12,间,M,12,mark:clf,1.74E-15
13,，,PU,3,punct,
14,一,CD,22,dep,1.35E-14
15,楼,M,15,mark:clf,1.04E-16
16,是,VC,22,cop,1.98E-14
17,客厅,NN,22,conj,6.20E-18
18,、,PU,22,punct,
19,厨房,NN,22,conj,1.60E-17
20,和,CC,22,cc,1.59E-14
21,厕所,NN,3,conj,2.65E-18
22,。,PU,3,punct,
,,,,,
CMU,354,,,,
0,社区,NN,2,compound:nn,1.38E-16
1,安全,NN,3,nsubj,4.75E-16
2,安静,VA,0,root,1.56E-17
3,：,PU,3,punct,
4,是,VC,8,cop,1.98E-14
5,整,JJ,7,amod,8.06E-17
6,套,M,8,dep,1.18E-16
7,房子,NN,3,conj,5.70E-17
8,。,PU,3,punct,
,,,,,
CMU,355,,,,
0,租约,NN,4,nsubj,8.76E-19
1,如果,CS,4,advmod,1.19E-15
2,是,VC,4,cop,1.98E-14
3,夏天,NT,0,root,2.79E-17
4,，,PU,4,punct,
5,五六月,NT,7,compound:nn,
6,夏天,NT,8,nmod:tmod,2.79E-17
7,结束,VV,4,conj,2.20E-16
8,都,AD,8,dep,3.54E-15
9,可以,VV,8,dep,2.86E-15
10,。,PU,4,punct,
,,,,,
CMU,363,,,,
0,房子,NN,4,nmod:assmod,5.70E-17
1,的,DEG,1,case,1.12E-13
2,大致,JJ,4,amod,6.19E-17
3,楼面,NN,5,nsubj,
4,平面图,VV,0,root,1.23E-18
,,,,,
CMU,366,,,,
0,走进,VV,4,dep,1.57E-20
1,房子,NN,1,dobj,5.70E-17
2,就,AD,4,advmod,3.73E-15
3,觉得,VV,0,root,2.53E-16
4,房子,NN,12,nsubj,5.70E-17
5,是,VC,12,cop,1.98E-14
6,一,CD,12,nummod,1.35E-14
7,个,M,7,mark:clf,4.57E-15
8,气氛,NN,10,nsubj,5.04E-17
9,愉悦,VA,12,amod,4.06E-18
10,的,DEC,10,mark,1.12E-13
11,地方,NN,4,ccomp,1.04E-15
12,！,PU,4,punct,
,,,,,
CMU,370,,,,
0,租,VV,0,root,1.62E-17
1,一,CD,4,nummod,1.35E-14
2,个,M,2,mark:clf,4.57E-15
3,房间,NN,1,dobj,3.80E-17
4,或者,CC,1,cc,6.81E-16
5,一,CD,9,nummod,1.35E-14
6,整,JJ,8,amod,8.06E-17
7,个,M,6,mark:clf,4.57E-15
8,房子,NN,11,dep,5.70E-17
9,都,AD,11,advmod,3.54E-15
10,可以,VV,1,conj,2.86E-15
11,。,PU,1,punct,
,,,,,
CMU,372,,,,
0,还有,AD,9,advmod,2.17E-19
1,个别,JJ,3,amod,8.00E-17
2,房子,NN,8,conj,5.70E-17
3,和,CC,8,cc,1.59E-14
4,个别,JJ,8,amod,8.00E-17
5,单独,JJ,8,amod,4.68E-17
6,的,DEG,6,case,1.12E-13
7,房间,NN,9,nsubj,3.80E-17
8,招租,VV,0,root,2.06E-20
9,。,PU,9,punct,
,,,,,
CMU,373,,,,
0,房间,NN,2,nsubj,3.80E-17
1,位,VV,0,root,7.78E-16
2,于,P,9,case,2.99E-15
3,房子,NN,7,compound:nn,5.70E-17
4,三,CD,7,nummod,3.17E-15
5,层,M,5,mark:clf,1.86E-16
6,楼,NN,9,nmod:assmod,1.04E-16
7,的,DEG,7,case,1.12E-13
8,第三,OD,2,nmod:prep,1.20E-18
9,层,M,9,mark:clf,1.86E-16
10,。,PU,2,punct,
,,,,,
CMU,375,,,,
0,整个,DT,2,det,4.43E-16
1,房子,NN,4,nmod:topic,5.70E-17
2,家具,NN,4,nsubj,1.16E-17
3,齐全,VA,0,root,2.54E-17
4,，,PU,4,punct,
5,出租,NN,7,compound:nn,4.50E-17
6,卧室,NN,9,nmod:topic,3.33E-18
7,家具,NN,9,nsubj,1.16E-17
8,齐全,VA,4,conj,2.54E-17
9,，,PU,4,punct,
10,可以,VV,12,aux:modal,2.86E-15
11,打包,VV,4,conj,1.27E-18
12,低价,NN,14,compound:nn,1.35E-20
13,转让,NN,12,dobj,8.71E-17
14,，,PU,12,punct,
15,方便,VV,12,conj,8.60E-17
16,拎包,NN,16,dobj,5.06E-20
17,入住,VV,16,ccomp,7.82E-19
18,。,PU,4,punct,
,,,,,
CMU,377,,,,
0,7/27/2016,CD,3,nummod,
1,的,DEG,1,case,1.12E-13
2,更新,NN,9,dep,1.07E-16
3,-,PU,9,punct,
4,还有,AD,9,advmod,2.17E-19
5,两,CD,9,nummod,2.28E-15
6,个,M,6,mark:clf,4.57E-15
7,卧室,NN,9,compound:nn,3.33E-18
8,招租,NN,11,nsubj,2.06E-20
9,，,PU,11,punct,
10,欢迎,VV,0,root,1.39E-16
11,联系,VV,11,ccomp,6.05E-16
12,。,PU,11,punct,
,,,,,
CMU,380,,,,
0,可以,VV,2,aux:modal,2.86E-15
1,租,VV,0,root,1.62E-17
2,整,DT,5,det,8.06E-17
3,个,M,3,mark:clf,4.57E-15
4,房子,NN,2,dobj,5.70E-17
5,，,PU,2,punct,
6,也,AD,9,advmod,5.45E-15
7,可以,VV,9,aux:modal,2.86E-15
8,租,VV,2,conj,1.62E-17
9,单独,JJ,15,amod,4.68E-17
10,一,CD,15,nummod,1.35E-14
11,个,M,11,mark:clf,4.57E-15
12,两,CD,15,nummod,2.28E-15
13,个,M,13,mark:clf,4.57E-15
14,卧室,NN,9,dobj,3.33E-18
15,。,PU,2,punct,
,,,,,
CMU,381,,,,
0,如果,CS,2,advmod,1.19E-15
1,没有,VE,8,dep,2.81E-15
2,简单,JJ,4,amod,2.57E-16
3,介绍,NN,2,dobj,2.96E-16
4,，,PU,8,punct,
5,我,PN,8,nsubj,5.51E-15
6,会,VV,8,aux:modal,3.45E-15
7,认为,VV,0,root,1.37E-15
8,很,AD,12,advmod,2.06E-15
9,可能,AD,9,dep,1.41E-15
10,是,VC,12,cop,1.98E-14
11,诈骗,NN,8,ccomp,8.87E-18
12,。,PU,8,punct,
,,,,,
CMU,382,,,,
0,备注,NN,7,dep,2.28E-18
1,:,PU,7,punct,
2,中国,NR,4,nmod:assmod,4.33E-15
3,房东,NN,7,nsubj,4.22E-19
4,，,PU,7,punct,
5,特别,AD,7,advmod,8.88E-16
6,好,VA,0,root,1.73E-15
7,。,PU,7,punct,
,,,,,
CMU,385,,,,
0,房东,NN,3,nsubj,4.22E-19
1,只,AD,3,advmod,8.69E-16
2,给,VV,16,dep,1.05E-15
3,了,AS,3,aux:asp,1.80E-14
4,一,CD,9,nummod,1.35E-14
5,张,M,5,mark:clf,1.40E-16
6,房子,NN,9,compound:nn,5.70E-17
7,外,NN,9,compound:nn,1.07E-15
8,观照,NN,3,dobj,3.33E-18
9,，,PU,3,punct,
10,比较,AD,12,advmod,8.65E-16
11,无关紧要,VA,3,conj,
12,我,PN,16,nsubj,5.51E-15
13,就,AD,16,advmod,3.73E-15
14,不,AD,16,neg,8.49E-15
15,上传,VV,0,root,
16,了,AS,16,aux:asp,1.80E-14
17,。,PU,16,punct,
,,,,,
CMU,386,,,,
0,目前,NT,7,nmod:tmod,5.97E-16
1,只有,AD,3,advmod,7.29E-16
2,两,CD,5,nummod,2.28E-15
3,个,M,3,mark:clf,4.57E-15
4,房间,NN,7,dep,3.80E-17
5,可,VV,7,aux:modal,1.43E-15
6,租,VV,0,root,1.62E-17
7,。,PU,7,punct,
,,,,,
CMU,391,,,,
0,确实,AD,2,advmod,1.23E-16
1,发,VV,0,root,6.77E-16
2,过,AS,2,aux:asp,1.22E-15
3,邮件,NN,2,dobj,2.05E-17
4,给,VV,2,dep,1.05E-15
5,我,PN,5,dobj,5.51E-15
6,啊,SP,5,discourse,3.41E-17
7,，,PU,2,punct,
8,em@25,CD,2,conj,
,,,,,
CMU,392,,,,
0,整个,DT,2,det,4.43E-16
1,房子,NN,4,nmod:assmod,5.70E-17
2,的,DEG,2,case,1.12E-13
3,结构,NN,13,dep,1.09E-15
4,：,PU,13,punct,
5,一,CD,13,dep,1.35E-14
6,楼,M,6,mark:clf,1.04E-16
7,是,VC,13,cop,1.98E-14
8,客厅,NN,13,conj,6.20E-18
9,、,PU,13,punct,
10,餐厅,NN,13,conj,6.78E-18
11,和,CC,13,cc,1.59E-14
12,厨房,NN,0,root,1.60E-17
13,（,PU,17,punct,
14,厨房,NN,17,nsubj,1.60E-17
15,很,AD,17,advmod,2.06E-15
16,好,VA,13,dep,1.73E-15
17,，,PU,17,punct,
18,夏天,NT,21,nmod:tmod,2.79E-17
19,可以,VV,21,aux:modal,2.86E-15
20,打开,VV,17,conj,6.93E-17
21,后门,NN,21,dobj,1.33E-18
22,到,VV,21,conj,5.42E-15
23,阳台,NN,23,dobj,4.39E-18
24,）,PU,17,punct,
25,。,PU,13,punct,
,,,,,
CMU,398,,,,
0,卧室,NN,2,nsubj,3.33E-18
1,大,VA,0,root,4.04E-15
2,，,PU,2,punct,
3,含,VV,2,conj,3.65E-17
4,单人,NN,6,compound:nn,
5,床,NN,14,dep,1.33E-17
6,，,PU,14,punct,
7,以及,CC,14,cc,1.05E-15
8,公司,NN,10,compound:nn,2.03E-15
9,准备,NN,14,nmod:assmod,3.56E-16
10,的,DEG,10,case,1.12E-13
11,桌子,NN,14,conj,1.25E-17
12,和,CC,14,cc,1.59E-14
13,转椅,NN,4,dobj,5.62E-20
14,（,PU,26,punct,
15,这,PN,22,nsubj,9.99E-15
16,是,VC,22,cop,1.98E-14
17,我,PN,22,nsubj,5.51E-15
18,特别,AD,22,advmod,8.88E-16
19,和,P,21,case,1.59E-14
20,公司,NN,22,nmod:prep,2.03E-15
21,协商,VV,24,acl,1.09E-16
22,的,DEC,22,mark,1.12E-13
23,他们,PN,26,nsubj,2.97E-15
24,可以,VV,26,aux:modal,2.86E-15
25,提供,VV,4,dep,8.47E-16
26,）,PU,26,punct,
27,，,PU,2,punct,
28,真正,AD,30,advmod,4.13E-16
29,做到,VV,2,conj,4.06E-20
30,拎包,AD,32,advmod,5.06E-20
31,入住,VV,30,ccomp,7.82E-19
32,！,PU,2,punct,
,,,,,
CMU,399,,,,
0,缺点,NN,10,nsubj,5.96E-17
1,是,VC,10,cop,1.98E-14
2,三,CD,5,nummod,3.17E-15
3,个,M,3,mark:clf,4.57E-15
4,人,NN,10,compound:nn,8.08E-15
5,共用,JJ,10,amod,4.01E-18
6,一,CD,10,dep,1.35E-14
7,整,DT,10,det,8.06E-17
8,个,M,8,mark:clf,4.57E-15
9,卫生间,NN,0,root,4.05E-18
10,，,PU,10,punct,
11,但,AD,32,advmod,3.12E-15
12,考虑,VV,32,dep,4.18E-16
13,到,VV,13,advmod:rcomp,5.42E-15
14,距离,NN,22,conj,8.75E-17
15,和,CC,22,cc,1.59E-14
16,水电气,NN,20,compound:nn,
17,费,NN,20,conj,3.25E-16
18,和,CC,20,cc,1.59E-14
19,家具,NN,22,compound:nn,1.16E-17
20,全,DT,22,det,1.03E-15
21,包,NN,24,compound:nn,7.36E-17
22,等,ETC,22,etc,2.53E-15
23,条件,NN,13,dobj,1.24E-15
24,，,PU,32,punct,
25,这,PN,32,nsubj,9.99E-15
26,绝对,AD,32,advmod,1.63E-16
27,是,VC,32,cop,1.98E-14
28,个,M,32,nummod,4.57E-15
29,特别,AD,31,advmod,8.88E-16
30,好的,VV,32,acl,9.11E-20
31,选择,NN,10,conj,5.14E-16
,,,,,
CMU,400,,,,
0,房子,NN,7,dep,5.70E-17
1,：,PU,7,punct,
2,是,VC,7,cop,1.98E-14
3,一,CD,7,nummod,1.35E-14
4,个,M,4,mark:clf,4.57E-15
5,整套,JJ,7,amod,1.74E-17
6,房子,NN,0,root,5.70E-17
7,，,PU,7,punct,
8,有,VE,7,conj,1.01E-14
9,中央,NN,11,compound:nn,1.10E-15
10,空调,NN,9,dobj,1.23E-17
11,。,PU,7,punct,
,,,,,
CMU,401,,,,
0,出租,NN,2,compound:nn,4.50E-17
1,时间,NN,4,conj,9.88E-16
2,和,CC,4,cc,1.59E-14
3,租金,NN,10,dep,2.34E-17
4,：,PU,10,punct,
5,7/31/2016,CD,8,dep,
6,~,PU,8,punct,
7,6/30/2016，$300,CD,10,dep,
8,每,DT,10,det,9.51E-16
9,月,NN,0,root,5.24E-15
10,。,PU,10,punct,
,,,,,
CMU,403,,,,
0,房租,NN,3,nsubj,5.06E-18
1,已,AD,3,advmod,1.06E-15
2,包含,VV,0,root,1.40E-16
3,所有,DT,5,det,6.50E-16
4,服务费,NN,3,dobj,
5,。,PU,3,punct,
,,,,,
CMU,405,,,,
0,一,CD,3,dep,1.35E-14
1,楼,M,1,mark:clf,1.04E-16
2,有,VE,0,root,1.01E-14
3,门卫,NN,3,dobj,3.06E-19
4,，,PU,3,punct,
5,负责,JJ,7,amod,4.19E-16
6,人员,NN,8,nsubj,1.11E-15
7,进出,VV,3,conj,1.25E-17
8,管理,NN,12,conj,2.55E-15
9,以及,CC,12,cc,1.05E-15
10,收发,NN,12,compound:nn,2.25E-18
11,包裹,NN,8,dobj,4.90E-18
12,，,PU,3,punct,
13,所以,AD,16,advmod,8.57E-16
14,不用,AD,16,advmod,5.89E-17
15,担心,VV,3,conj,6.17E-17
16,安全,NN,18,compound:nn,4.75E-16
17,问题,NN,20,conj,3.24E-15
18,以及,CC,20,cc,1.05E-15
19,包裹,NN,21,nsubj,4.90E-18
20,丢失,VV,16,ccomp,1.30E-17
21,。,PU,3,punct,
,,,,,
CMU,406,,,,
0,有,VE,0,root,1.01E-14
1,室内,NN,4,conj,1.87E-17
2,和,CC,4,cc,1.59E-14
3,室外,NN,6,nmod:assmod,4.09E-18
4,的,DEG,4,case,1.12E-13
5,停车场,NN,1,dobj,4.11E-20
6,，,PU,1,punct,
7,而且,AD,16,advmod,1.05E-15
8,周围,NN,11,nmod:assmod,8.56E-17
9,的,DEG,9,case,1.12E-13
10,街区,NN,16,nsubj,3.81E-18
11,都,AD,16,advmod,3.54E-15
12,可以,VV,16,aux:modal,2.86E-15
13,免费,AD,16,advmod,2.69E-17
14,沿街,AD,16,advmod,1.24E-19
15,停车,VV,1,dep,1.01E-17
16,。,PU,1,punct,
,,,,,
CMU,409,,,,
0,卧室,NN,9,advmod:loc,3.33E-18
1,内,LC,1,case,1.17E-15
2,一,CD,5,nummod,1.35E-14
3,个,M,3,mark:clf,4.57E-15
4,衣柜,NN,9,nmod:topic,4.72E-19
5,，,PU,9,punct,
6,客厅,NN,9,nsubj,6.20E-18
7,另,AD,9,advmod,6.60E-16
8,有,VE,0,root,1.01E-14
9,一,CD,12,nummod,1.35E-14
10,个,M,10,mark:clf,4.57E-15
11,衣柜,NN,9,dobj,4.72E-19
12,。,PU,9,punct,
,,,,,
CMU,410,,,,
0,因为,P,5,case,1.28E-15
1,是,VC,5,cop,1.98E-14
2,学校,NN,5,nmod:assmod,6.26E-16
3,的,DEG,3,case,1.12E-13
4,房产,NN,16,nmod:prep,1.44E-17
5,，,PU,16,punct,
6,住户,NN,16,nsubj,5.94E-18
7,基本,AD,16,advmod,1.26E-15
8,均,AD,16,advmod,2.50E-16
9,为,VC,16,cop,6.56E-15
10,匹,M,16,nummod,5.48E-18
11,大,JJ,16,amod,4.04E-15
12,的,DEG,12,case,1.12E-13
13,教职工,NN,16,conj,
14,和,CC,16,cc,1.59E-14
15,学生,NN,0,root,6.66E-16
16,，,PU,16,punct,
17,很,AD,19,advmod,2.06E-15
18,安全,VA,16,conj,4.75E-16
19,而且,CC,19,cc,1.05E-15
20,维修,NN,23,compound:nn,3.64E-17
21,管理,NN,23,compound:nn,2.55E-15
22,服务,NN,24,nsubj,1.07E-15
23,便利,VA,19,dep,3.70E-17
24,。,PU,16,punct,
,,,,,
CMU,411,,,,
0,卧室,NN,2,nsubj,3.33E-18
1,个数,VV,0,root,1.12E-20
2,至少,AD,4,advmod,1.45E-16
3,两,CD,2,nmod:range,2.28E-15
4,个,M,4,mark:clf,4.57E-15
5,及,VV,2,conj,1.61E-15
6,以上,PN,6,dobj,6.02E-16
7,；,PU,2,punct,
,,,,,
CMU,412,,,,
0,公寓,NN,5,conj,1.10E-17
1,或者,CC,5,cc,6.81E-16
2,整,DT,5,det,8.06E-17
3,套,M,3,mark:clf,1.18E-16
4,房子,NN,7,nsubj,5.70E-17
5,都,AD,7,advmod,3.54E-15
6,可以,VV,0,root,2.86E-15
7,。,PU,7,punct,
,,,,,
CMU,413,,,,
0,经常,AD,2,advmod,2.04E-16
1,去,VV,16,dep,8.22E-16
2,市中心,NN,5,nmod:assmod,
3,的,DEG,3,case,1.12E-13
4,同学,NN,2,dobj,3.67E-17
5,可以,VV,7,aux:modal,2.86E-15
6,坐,VV,2,conj,8.33E-17
7,p1,CD,11,nummod,
8,系列,M,8,mark:clf,2.70E-16
9,公交,NN,11,compound:nn,5.53E-18
10,专线,NN,7,dobj,2.15E-18
11,直达,VV,7,conj,2.78E-18
12,市中心,NN,12,dobj,
13,，,PU,16,punct,
14,绝,AD,16,advmod,1.77E-16
15,对,VA,0,root,6.42E-15
16,比,P,19,case,7.97E-16
17,优步,NN,19,compound:nn,
18,经济,NN,20,nmod:prep,5.86E-15
19,实惠,VA,16,dep,8.17E-18
20,。,PU,16,punct,
,,,,,
CMU,415,,,,
0,布局,NN,5,dep,7.05E-17
1,：,PU,5,punct,
2,该,DT,4,det,8.28E-16
3,房子,NN,5,dep,5.70E-17
4,有,VE,0,root,1.01E-14
5,四,CD,9,nummod,1.69E-15
6,室,M,6,mark:clf,1.94E-16
7,两,CD,9,dep,2.28E-15
8,卫,NN,5,dobj,2.89E-17
9,，,PU,5,punct,
10,三,CD,13,nummod,3.17E-15
11,间,M,11,mark:clf,1.74E-15
12,卧室,NN,20,nsubj,3.33E-18
13,在,P,18,case,1.88E-14
14,二,CD,18,nummod,3.43E-15
15,楼,M,15,mark:clf,1.04E-16
16,，,PU,18,punct,
17,一,CD,20,nmod:prep,1.35E-14
18,间,LC,18,case,1.74E-15
19,在,VV,5,conj,1.88E-14
20,三,CD,20,nmod:range,3.17E-15
21,楼,M,21,mark:clf,1.04E-16
22,，,PU,5,punct,
23,一,CD,26,nummod,1.35E-14
24,间,M,24,mark:clf,1.74E-15
25,卫生间,NN,32,nsubj,4.05E-18
26,在,P,30,case,1.88E-14
27,二,CD,30,nummod,3.43E-15
28,楼,M,28,mark:clf,1.04E-16
29,一,CD,32,nmod:prep,1.35E-14
30,间,M,30,mark:clf,1.74E-15
31,在,VV,5,conj,1.88E-14
32,一,CD,32,nmod:range,1.35E-14
33,楼,M,33,mark:clf,1.04E-16
34,。,PU,5,punct,
,,,,,
CMU,416,,,,
0,本,DT,3,det,1.19E-15
1,卧室,NN,3,compound:nn,3.33E-18
2,空间,NN,7,dep,2.30E-16
3,较大,JJ,7,dep,1.83E-19
4,，,PU,7,punct,
5,可,VV,7,aux:modal,1.43E-15
6,放置,VV,0,root,5.57E-18
7,两,CD,11,nummod,2.28E-15
8,张,M,8,mark:clf,1.40E-16
9,单人,NN,11,compound:nn,
10,床,NN,7,dobj,1.33E-17
11,。,PU,7,punct,
,,,,,
CMU,419,,,,
0,短期,JJ,3,amod,7.73E-17
1,的,DEG,1,case,1.12E-13
2,暑期,NN,4,nsubj,2.46E-18
3,短,VA,0,root,1.18E-16
4,租,VV,8,xcomp,1.62E-17
5,也,AD,8,advmod,5.45E-15
6,可,VV,8,aux:modal,1.43E-15
7,考虑,VV,4,conj,4.18E-16
8,。,PU,4,punct,
,,,,,
CMU,420,,,,
0,无线,JJ,2,amod,1.20E-17
1,网络,NN,6,conj,2.75E-16
2,和,CC,6,cc,1.59E-14
3,各,DT,6,det,2.64E-15
4,类,M,4,mark:clf,6.17E-16
5,服务,NN,7,compound:nn,1.07E-15
6,费用,NN,9,nsubj,2.32E-16
7,全部,AD,9,advmod,3.64E-16
8,办好,VV,0,root,2.47E-20
9,了,AS,9,aux:asp,1.80E-14
10,，,PU,9,punct,
11,不,AD,13,neg,8.49E-15
12,需要,VV,15,dep,1.30E-15
13,自己,PN,15,nsubj,2.44E-15
14,花,VV,9,conj,8.97E-17
15,时间,NN,15,dobj,9.88E-16
16,交,VV,15,conj,2.13E-16
17,押金,NN,17,dobj,1.54E-18
18,申请,VV,17,conj,2.38E-16
19,，,PU,9,punct,
20,只,AD,22,advmod,8.69E-16
21,需要,VV,25,dep,1.30E-15
22,分摊,NN,22,dobj,6.70E-18
23,就,AD,25,advmod,3.73E-15
24,可以,VV,9,conj,2.86E-15
25,。,PU,9,punct,
,,,,,
CMU,421,,,,
0,如果,CS,2,advmod,1.19E-15
1,有,VE,0,root,1.01E-14
2,兴趣,NN,2,dobj,1.46E-16
3,，,PU,2,punct,
4,各位,DT,6,det,1.57E-17
5,同学,NN,10,nsubj,3.67E-17
6,可以,VV,10,aux:modal,2.86E-15
7,站,NN,10,advmod:loc,2.00E-16
8,内,LC,8,case,1.17E-15
9,留言,VV,2,dep,1.62E-18
10,或者,CC,10,cc,6.81E-16
11,发,VV,10,conj,6.77E-16
12,邮件,NN,12,dobj,2.05E-17
13,，,PU,10,punct,
14,告诉,VV,10,conj,1.58E-16
15,我,PN,15,dobj,5.51E-15
16,对,P,18,case,6.42E-15
17,房子,NN,20,nmod,5.70E-17
18,的,DEG,18,case,1.12E-13
19,要求,NN,15,dobj,1.36E-15
20,。,PU,2,punct,
,,,,,
CMU,423,,,,
0,市内,NN,2,nsubj,1.67E-18
1,宅邸,VV,0,root,
2,，,PU,2,punct,
3,四,CD,5,dep,1.69E-15
4,卧室,NN,2,dobj,3.33E-18
5,。,PU,2,punct,
,,,,,
CMU,425,,,,
0,具体,JJ,2,amod,7.52E-16
1,户型,NN,0,root,2.57E-19
2,:,PU,2,punct,
,,,,,
CMU,428,,,,
0,具体,JJ,2,amod,7.52E-16
1,发,NN,3,compound:nn,6.77E-16
2,邮件,NN,4,nsubj,2.05E-17
3,沟通,VV,0,root,6.03E-17
4,em@26,CD,4,nmod:range,
,,,,,
CMU,432,,,,
0,看见,VV,6,dep,1.33E-16
1,新,JJ,4,amod,2.31E-15
2,的,DEG,2,case,1.12E-13
3,广告,NN,1,dobj,1.43E-16
4,能,VV,6,aux:modal,1.81E-15
5,麻烦,VA,13,dep,3.99E-17
6,您,PN,8,nsubj,1.13E-16
7,介绍,VV,6,dep,2.96E-16
8,的,SP,8,discourse,1.12E-13
9,具体,VA,6,conj,7.52E-16
10,一点,AD,10,advmod,4.63E-16
11,嘛,SP,13,discourse,3.08E-18
12,？,PU,0,root,
,,,,,
CMU,436,,,,
0,房子,NN,2,compound:nn,5.70E-17
1,价格,NN,5,conj,6.70E-16
2,加上,CC,5,cc,3.86E-20
3,所有,DT,5,det,6.50E-16
4,设施,NN,11,nmod:topic,2.41E-16
5,，,PU,11,punct,
6,人均,JJ,9,amod,1.47E-16
7,每,DT,9,det,9.51E-16
8,月,NN,11,nsubj,5.24E-15
9,大概,AD,11,advmod,6.00E-17
10,在,VV,0,root,1.88E-14
11,$580~$650,CD,11,nmod:range,
12,（,PU,19,punct,
13,费用,NN,19,nsubj,2.32E-16
14,因,P,17,case,5.59E-16
15,电气,NN,17,compound:nn,1.36E-17
16,包,NN,19,nmod:prep,7.36E-17
17,不,AD,19,neg,8.49E-15
18,包含,VV,11,dep,1.40E-16
19,暖气,NN,19,dobj,2.19E-18
20,而,MSP,22,aux:prtmod,4.25E-15
21,变化,VV,19,conj,7.81E-16
22,）,PU,19,punct,
23,。,PU,11,punct,
,,,,,
CMU,437,,,,
0,大厅,NN,2,compound:nn,6.62E-18
1,照片,NN,5,nsubj,7.17E-17
2,，,PU,5,punct,
3,安全,AD,5,advmod,4.75E-16
4,有,VE,0,root,1.01E-14
5,保障,NN,5,dobj,2.94E-16
,,,,,
CMU,438,,,,
0,更多,CD,2,dep,2.00E-19
1,问题,NN,4,nsubj,3.24E-15
2,，,PU,4,punct,
3,欢迎,VV,0,root,1.39E-16
4,发,VV,4,ccomp,6.77E-16
5,邮件,NN,7,compound:nn,2.05E-17
6,给我,NN,9,dep,
7,:,PU,9,punct,
8,c,NN,5,dobj,
9,。,PU,4,punct,
,,,,,
CMU,440,,,,
0,这,DT,2,det,9.99E-15
1,房子,NN,7,nsubj,5.70E-17
2,实在,AD,7,advmod,8.66E-17
3,是,VC,7,cop,1.98E-14
4,大,AD,7,advmod,4.04E-15
5,到,VV,7,xcomp,5.42E-15
6,没,VE,20,dep,3.73E-16
