Word,Probability
luckless,1.4370913372177553E-20
biographer,8.667775545023408E-20
vagabonds,1.993136957415908E-20
chex,9.313673052564181E-20
moskva,1.2560128565176989E-20
chew,6.391605295563551E-20
chet,1.7613627480001704E-20
persisted,2.0500311100224516E-19
cher,1.896537069947104E-20
buchan,2.036218223194284E-20
romeo,6.593867720398393E-20
deane,3.6291044725812287E-20
romer,1.6705341764287608E-20
reservoirs,9.719220512053353E-20
jumps,7.858490094318466E-20
alphabet,1.548978016805446E-19
manslaughter,3.161750353134124E-20
chic,2.809960328406997E-20
chia,2.2312887005262203E-20
casually,1.0526445434589093E-19
qualitative,3.219570365649088E-19
bleach,2.5885561173702912E-20
irregularly,7.197213637306811E-20
buttery,1.0087280442710853E-20
duckling,9.38412903210309E-21
infectivity,1.2410901012477248E-20
fayetteville,1.5450317838822885E-20
erals,5.950324664807274E-20
bataille,1.9606491945579486E-20
delighted,3.239784361308387E-19
distort,6.292470315488358E-20
cartilages,2.774796634464516E-20
deals,4.51799795453887E-19
dealt,6.078532993157522E-19
unicode,9.816686862333277E-21
khadi,1.6469192376931617E-20
annan,1.452828506296062E-20
shiver,4.6061530443905944E-20
annam,9.512873771352661E-21
cited,9.106383918742418E-19
liquor,2.97867900796849E-19
vanity,2.2373015850306727E-19
sirius,1.893983607104437E-20
lymph,1.9164127470882797E-19
bartolomeo,1.1970015341800952E-20
cites,1.3056103512745495E-19
innings,1.9810585270630056E-20
annas,2.109117444158191E-20
fallacy,1.0046908786783509E-19
handiwork,2.799250480656819E-20
chir,1.9183762191758124E-20
chip,2.007698737543016E-19
chin,3.257807400120908E-19
adulteration,1.9527836717248417E-20
chil,1.1676244646652407E-20
chim,3.1005499109733706E-20
chih,3.2624008777022667E-20
scarves,1.7931738738218836E-20
dragged,2.578832138967042E-19
vulture,3.0285906337656976E-20
lethargic,1.7362138945353435E-20
answer,3.3585488573586278E-18
deans,3.275504979580701E-20
schachter,1.2200469955910707E-20
chix,1.3406200414028984E-20
chit,1.5987524781717765E-20
publications,8.343580676892153E-19
ovulation,5.133887068778027E-20
chiu,1.8289835877401473E-20
listener,1.5628034566284034E-19
unsaturated,5.266336472343698E-20
magnificently,3.1813881357154976E-20
aggregating,2.025609411743636E-20
burglar,2.8773454167814035E-20
totalling,2.0915830536306693E-20
listened,4.662171242897273E-19
solute,8.77687943998556E-20
monterrey,1.3469669580370093E-20
vanish,1.00797486458368E-19
carmichael,3.6862910181152E-20
shallowness,1.1378738670127299E-20
communistic,1.7109609430649402E-20
ornithology,1.1134108357022882E-20
areolar,1.0116060479546668E-20
egmont,1.7473431960138734E-20
zambian,1.0829836010135312E-20
cranston,1.3615804809963006E-20
eerily,9.293471916070277E-21
reckon,1.2582632104617758E-19
blackbirds,1.2739422071252015E-20
affording,7.90673339649101E-20
averages,1.5213357099364609E-19
aggregation,1.2994982674941948E-19
unexamined,1.356366395599344E-20
anderen,1.2945903527018747E-20
choi,1.8614284867134578E-20
friedmann,1.3451391195273304E-20
averaged,1.6449631137001404E-19
microbe,1.568169096474655E-20
transfigured,2.058228827961589E-20
epithelia,1.1603131106265255E-20
hyperemia,1.6322812210854995E-20
augmenting,2.908988148770567E-20
although,8.266122300071667E-18
diplomas,2.510647945314534E-20
diplomat,7.204093290792988E-20
annulment,2.1017111772320386E-20
spectres,1.158522012589403E-20
guinevere,9.863653433084489E-21
artifice,5.142518018122725E-20
liming,9.671837549279837E-21
khaki,3.177591620218007E-20
guidelines,5.324370498111302E-19
casualty,7.871924860449907E-20
fabricating,1.7017329610412017E-20
chow,4.100885818971375E-20
chou,7.280397128880452E-20
fabrication,1.0038890178648084E-19
chop,6.626239138426591E-20
choo,1.004138546907587E-20
potencies,1.0690926406811814E-20
procuring,7.592247198232772E-20
gleefully,1.684715998835515E-20
moslem,9.816668492097E-20
soggy,1.5973440933904496E-20
impression,1.0285002663649546E-18
biological,8.863161071907516E-19
mosley,1.9734624343619784E-20
facings,1.044470400656329E-20
degenerated,4.687159662965271E-20
laryngoscope,1.2912408462871533E-20
eight,2.495580493816809E-18
malfunction,2.5061533608384732E-20
microns,3.456467115450996E-20
degenerates,1.8699430912283935E-20
abstracts,1.2602049444363792E-19
secessionist,1.4011958955301936E-20
hadrian,4.5082764255004574E-20
eurydice,1.0501774207267498E-20
kinematic,3.167830901342201E-20
spectral,2.3601620314297383E-19
engulf,1.5281525984486885E-20
gunwale,9.493860576804746E-21
chun,3.3415643492370324E-20
expertly,1.9501261108765985E-20
geographic,2.819972107178604E-19
chum,1.9953475091813823E-20
artifacts,1.5578811518176656E-19
lordship,2.2655868501693945E-19
dimly,7.785900105665242E-20
guam,3.358118993829718E-20
guan,9.483787563912211E-21
quieting,1.2327836927439416E-20
arrested,4.978289636648828E-19
acadian,1.1373595003969409E-20
bustled,1.0752374847162323E-20
transgression,6.973479467968822E-20
chauncey,2.0619855412804766E-20
cervical,2.367348467861762E-19
wryly,2.0380399382918703E-20
soundest,1.0937363126483586E-20
moffat,2.1369391670014932E-20
stockbroker,1.2261122352689163E-20
transgressing,9.772475827023794E-21
immune,3.7384903506702504E-19
krugman,1.1489694897247499E-20
impressive,3.8419411115883965E-19
intermediates,3.993894501181214E-20
eigen,9.189526995796247E-21
geographer,3.0148313267933415E-20
radially,2.1526549041374752E-20
epidemics,7.053334885070067E-20
relent,1.0679200072654243E-20
suburb,8.2835161276746E-20
existences,2.3279651306461836E-20
annoy,3.594960326752187E-20
avulsion,1.1029183690814016E-20
profess,9.404195453530954E-20
benny,5.068651298048167E-20
nontrivial,9.610695279533963E-21
defenders,1.3768452288316534E-19
yhwh,2.1497248514511057E-20
citta,1.2181671080786039E-20
methodologies,7.235065509157999E-20
vitamin,4.291333120173303E-19
traitors,6.708687820549105E-20
wafer,5.026932491460423E-20
moravian,3.0379563925615225E-20
jumbo,2.1362166043745515E-20
contradicts,5.216755204628893E-20
permeable,4.664447927513349E-20
robison,1.0423700703085238E-20
stakeholders,8.774081040659183E-20
deliberation,1.1151220232116006E-19
racquet,9.874491872488614E-21
overdue,4.8915897756809396E-20
guha,9.91585552117498E-21
retaliate,2.5848881935267482E-20
eurocentric,1.0864616990821996E-20
circulations,1.391655619489726E-20
positron,3.520707831715787E-20
babes,2.9318070439341113E-20
intervening,1.702584421492695E-19
holliday,1.4977865978808584E-20
valor,5.377614178598767E-20
dekker,3.9528737635720405E-20
protections,4.7435501649271877E-20
preferment,2.7332186663549045E-20
bovary,1.0789482724444245E-20
obrien,1.2520883617074706E-19
patterson,1.382955781758985E-19
babel,4.076542194196741E-20
invite,2.5357291350757366E-19
aspiring,6.627365846251653E-20
salisbury,1.6318201281549172E-19
daydream,1.3310185312415036E-20
lyman,5.996590104873868E-20
dingy,3.445301073499909E-20
varuna,1.2280931590809131E-20
conservationists,1.424149505759778E-20
coordination,3.592930721814053E-19
mandamus,2.3732110225993383E-20
curtailing,1.532659429748935E-20
deliberating,1.4053659391653402E-20
climactic,2.2604912527964322E-20
condescended,1.9712518825965042E-20
alhambra,1.7864809844045338E-20
romanian,6.60291200005935E-20
poco,1.2821383942113157E-20
pinions,1.2533216169029457E-20
revealing,2.618912932819982E-19
arnold,3.974849158719812E-19
sofia,4.3564525460734005E-20
saddles,3.594703143444292E-20
thymus,4.825184433241369E-20
gulp,2.191204844967234E-20
carrie,7.31632931104057E-20
sheila,6.399048302962259E-20
girdle,6.524985457767315E-20
cartesian,7.143272500181985E-20
poem,1.0737016717292557E-18
impressing,2.330919676980924E-20
gulf,5.528988599578218E-19
poet,1.2512940633078625E-18
staging,1.0078187175753155E-19
gull,4.083124862196422E-20
blinds,4.679603372442847E-20
coordinating,1.0974532237886434E-19
gatherers,2.780975157266077E-20
sulphur,2.1435359188489872E-19
theology,6.968243338288333E-19
sheikh,6.366144148081995E-20
imaginary,2.9125161526477914E-19
frosted,1.9539777370829234E-20
valle,3.3699065621082165E-20
pods,4.275577580858718E-20
cutters,5.0420542576234106E-20
americanized,9.603867675050574E-21
milanese,2.0418548240256388E-20
reconsidered,4.143731333384181E-20
preparative,1.3799231619200623E-20
guns,7.298802574778164E-19
diffused,1.0298884132693151E-19
aetna,1.1214386289558524E-20
reinhardt,2.356735982363858E-20
ciba,1.4374556802372726E-20
layouts,3.1626964203024507E-20
preparation,1.2295372739718012E-18
diffuser,1.2680086208073497E-20
diffuses,2.1161103807680844E-20
slavery,8.252841813307901E-19
dresser,5.33268976578048E-20
dresses,1.5492082571001325E-19
gunn,3.674310562355781E-20
stipulations,4.594947200260905E-20
gums,5.748824604777976E-20
ruefully,2.2845746325571248E-20
cedric,1.5223751591392012E-20
calcaneus,1.0406677617467459E-20
besieged,9.368615367566168E-20
dressed,6.678697797483769E-19
facilitating,1.1253340375586402E-19
cerebrospinal,5.030291182993284E-20
pilgrimages,3.0255319894253806E-20
climacteric,9.633903011365397E-21
spectrum,6.727446281153963E-19
mercedes,5.3003918286973954E-20
annie,1.9002346923392967E-19
intervertebral,2.356203245511791E-20
valve,5.373261044942048E-19
ertising,8.015165246975984E-19
cial,1.3495939018247889E-20
epidemiol,1.2934912002312303E-20
diner,2.881674669130961E-20
inmost,3.752757594675698E-20
church,6.98989293729571E-18
admirals,2.821267208836216E-20
shroud,3.991096101854838E-20
discontinue,4.469059032752591E-20
glossopharyngeal,9.34028540151917E-21
unsympathetic,2.8800733968687133E-20
mysterious,4.153391628301666E-19
ljubljana,1.1462445713434868E-20
polarization,1.710245422361905E-19
dined,9.500691242994182E-20
erase,6.531032327208883E-20
benin,3.61080159383607E-20
esquimaux,1.168056165217778E-20
osborne,7.353617828979227E-20
liquid,1.1642191739663546E-18
dispersions,1.4669521562879352E-20
pohl,1.353035259420901E-20
brucellosis,9.301769139455921E-21
inflection,4.8091533403826115E-20
guru,1.3185099311890869E-19
girder,3.333355915326733E-20
emmanuel,5.869149652400048E-20
hyperbolic,3.320802920536644E-20
roman,1.880866248038822E-18
poli,1.0036854144127252E-20
ascribe,7.990942559590182E-20
polk,7.334280093590397E-20
poll,1.7398043572159135E-19
pole,5.190546388530815E-19
conspiracy,2.7992648706752363E-19
oracular,1.422713565624034E-20
transformational,3.684714239501323E-20
i960,7.941725634894894E-20
segregation,2.277148158371066E-19
stressing,8.655926742623983E-20
recuperate,1.3074433946845072E-20
apostolical,1.5909420660475042E-20
bench,3.6750508828777917E-19
habsburg,3.712076706437671E-20
poke,3.7262064798416363E-20
lustre,7.08467450816064E-20
centaur,1.7271114424595058E-20
manufacture,5.845509913845473E-19
andronicus,1.329766293468541E-20
phillip,7.878663675457953E-20
ingeniously,2.5628439099929333E-20
candelabra,1.1001965124061848E-20
phillis,9.679124409670181E-21
oldfashioned,1.9869125090236518E-20
segregating,1.1551357657021253E-20
tossed,1.7481686319639731E-19
unidos,1.1884624360167884E-20
pond,2.5337742357651337E-19
dinah,2.6644619336717267E-20
death,6.559672566546619E-18
adornment,2.8398701347739183E-20
effectors,1.0618455824694399E-20
bestow,9.76262938037869E-20
pong,1.8333220252078438E-20
bends,7.683740160016242E-20
citie,9.5541761859181E-21
differential,5.94704496529041E-19
dinosaurs,4.4354108833030604E-20
pomp,8.30247421151368E-20
siecle,3.627705272918041E-20
discriminate,1.1130213866931909E-19
idaho,1.3178712593078155E-19
value,7.70694296250094E-18
guts,5.217095054000039E-20
annex,1.1814226553043857E-19
mcgee,3.177392609324994E-20
verified,1.671714464109634E-19
exeter,9.221867796763981E-20
hertfordshire,2.1015427833994884E-20
benes,1.5066196198246164E-20
benet,1.1629278075901196E-20
worthless,1.404887088339689E-19
gush,2.102415369622702E-20
girded,1.2030575887398016E-20
maladaptive,2.282275291316306E-20
dearx,6.976204386350086E-20
polo,6.869084476905979E-20
verifies,1.6005405145028526E-20
poly,1.0791592239910189E-19
bolshevik,8.271434635615651E-20
carrot,5.541788980216852E-20
gust,3.568338792679059E-20
pope,9.862823404575319E-19
ephesians,4.2450125693978745E-20
unconvincing,2.0341148311404327E-20
buffering,2.5999548489809014E-20
scenarios,1.344119877584496E-19
countenanced,1.7415994354708963E-20
poop,1.8361296096523588E-20
poor,3.946395254812057E-18
interruptions,7.551073375321279E-20
unsatisfactory,1.6962084186511437E-19
villeneuve,1.2951873853809155E-20
circuitry,4.277702404854894E-20
tentacles,4.2586524698344224E-20
reddening,1.3486019090657671E-20
giggled,3.570301346254778E-20
enduring,2.089640401144252E-19
pool,6.182963193839901E-19
unattached,1.8414079908762888E-20
pooh,2.1342877295653425E-20
airport,3.167900402069454E-19
pons,4.094006165485197E-20
pont,7.690142187359187E-20
giggles,1.3815611746548666E-20
uffizi,1.1789987026274798E-20
pendulous,1.1591404772107684E-20
pony,1.0119881488692528E-19
smilingly,1.420717333281805E-20
thromboembolism,9.394538832660725E-21
pore,1.281109354809133E-19
relays,4.17726313800395E-20
pork,1.6500556493670563E-19
exchanging,8.019410302409267E-20
porn,1.8416712975962762E-20
legibility,1.1382075929717834E-20
professionalization,1.8636880257756736E-20
retainers,3.836675895700466E-20
assyrian,6.866754518604696E-20
concurrency,1.661750141781745E-20
tickling,1.5728688152558225E-20
turbulent,1.7796267430785407E-19
comptroller,6.394406756595972E-20
sensed,1.435353819036444E-19
pops,3.1088930599497105E-20
oxidizing,4.471398176172013E-20
concurrence,7.855951940006031E-20
senses,5.632359143797949E-19
referent,5.2358908674186626E-20
cinq,1.3156334583585286E-20
pots,1.8382397374595124E-19
pott,1.5695652344317964E-20
laxative,1.85262914353621E-20
bodley,1.4635230455160084E-20
post,2.7316536446922454E-18
discoursing,1.1825717135835857E-20
intuition,2.1230457573043063E-19
posh,1.1822043088580221E-20
englishspeaking,9.545511557806893E-21
pose,2.367513493817661E-19
constructive,2.828118082285558E-19
respect,3.557874218200255E-18
porx,7.96516605638585E-20
unicef,2.6667214727339428E-20
cine,1.663780052890484E-20
port,1.2451598127757321E-18
guys,2.874216047031416E-19
communitarian,1.7339696640033592E-20
einstein,1.6124670842358558E-19
presbyterianism,1.3777830293936545E-20
connote,1.3597863212531317E-20
romanism,1.1885971510828284E-20
buyers,2.2806115602507123E-19
production,5.072348767355058E-18
bessel,1.5421966440833562E-20
trenton,4.941608867360374E-20
ticklish,9.381159177238118E-21
grandeur,1.6326602602940392E-19
frightfully,1.704240498293173E-20
directories,8.035582233746157E-20
surveillance,1.8864346646765242E-19
cabernet,1.1764574866089984E-20
potentials,1.859070054545944E-19
abstention,2.271880799288903E-20
identify,1.190926588894083E-18
malevolence,1.520798380525324E-20
pour,6.414230690904965E-19
honorary,1.1314617360398316E-19
pout,1.1086560062122862E-20
biafra,9.909548406719472E-21
carcinoid,1.0523083681350186E-20
connors,1.1958350241764309E-20
steadfast,5.74915833073703E-20
ying,2.7543658700171347E-20
interpolation,6.643684739478769E-20
soprano,4.66430402732917E-20
avocations,1.3788791201582524E-20
homilies,2.4973999432519207E-20
payout,1.5633193540972157E-20
toddy,1.1206517705019371E-20
euthanasia,3.917247752016559E-20
mobilized,7.283342490097053E-20
briscoe,1.0596289072918729E-20
centers,7.359214321461374E-19
grandest,2.997722513406264E-20
debris,1.8108050142604706E-19
priestesses,1.0945170476901811E-20
brookhaven,9.40629578387876E-21
luster,3.078695453214431E-20
attainder,1.8458903285281645E-20
nothing,6.88000919518649E-18
repaired,1.706231525735123E-19
yellows,2.0545486572938604E-20
pows,1.9619565430397457E-20
foraminifera,1.84119673315909E-20
woodman,1.8643248606333172E-20
catholic,1.4705720419636108E-18
circ,3.1913203101298994E-20
productiveness,1.4846855577084706E-20
distributional,3.288557032456347E-20
generously,1.0035274303807329E-19
city,7.5252064599374E-18
recordset,1.3552396877742826E-20
slowdown,2.17544012053451E-20
phraseology,4.724212429538358E-20
syndromes,8.720932885400365E-20
saddled,3.4545688577022506E-20
lashes,5.1574744521592093E-20
provable,1.1279814947769304E-20
vapor,2.8170567506812575E-19
pharaohs,1.8828053183291652E-20
workload,5.42867118862792E-20
modulations,1.4368494624400926E-20
lashed,5.1236793408194527E-20
leavitt,1.549361036231846E-20
powerful,1.820896887262251E-18
carcinoma,2.6341859472616597E-19
gastroenteritis,1.2683637787087278E-20
cite,1.5627018079876643E-19
despising,1.8206128834093905E-20
orchestration,2.2546158388934613E-20
halleck,3.0819561701538076E-20
referee,4.6812628171199757E-20
points,3.526003358493577E-18
qualify,2.0484705584506203E-19
fides,2.1397467514460082E-20
circuited,1.5010411914081425E-20
constructing,2.172933195623748E-19
fidel,4.15900312314344E-20
fictional,1.227410398632574E-19
lawton,2.986727926993774E-20
todas,1.0722370127907965E-20
communists,3.660814562103412E-19
panorama,5.828967822247578E-20
separateness,2.395068542064325E-20
substantive,2.166888469376413E-19
heures,9.723519147342446E-21
pointe,1.9220441430193554E-20
sensor,1.6779327890897976E-19
credence,4.8471705443603027E-20
badly,4.764412629927106E-19
unperceived,1.2290729050157494E-20
theologians,1.451812326059274E-19
burleigh,1.819118770858765E-20
doreen,1.3530475062450865E-20
flagged,1.9872646052189836E-20
today,3.3363880759097487E-18
construction,2.415368326727043E-18
glinted,9.568811140819716E-21
mikhail,4.8432546223270043E-20
deliberately,3.896733402994112E-19
issuers,2.261011742824314E-20
intuitive,1.5895560317203156E-19
batman,1.65833633954005E-20
productive,6.311916741441833E-19
unsigned,4.534901021279631E-20
tricolor,9.463151665159723E-21
abbreviated,8.169740069285699E-20
blaring,1.144762705617047E-20
orgasmic,9.361656109722785E-21
erect,2.4502974327522513E-19
subcontinent,3.0196688223465956E-20
abashed,1.5901307139452178E-20
preheat,3.1106382323961375E-20
demonstrations,2.1044213994242793E-19
heaters,3.4725471956064953E-20
ethnocentrism,1.5237376183298328E-20
maharaj,1.3780371509955027E-20
gentle,5.738102510203611E-19
wails,1.0574336640566305E-20
occasioned,1.8711598132112183E-19
using,6.170366600355711E-18
deeds,3.998874366065624E-19
slammed,8.067956713480402E-20
carbonyl,2.961704603476848E-20
shortening,9.262435401878294E-20
turkey,5.134807111444959E-19
gently,5.162994401990197E-19
depreciated,3.850174957658881E-20
hereinafter,8.13296591796283E-20
telescope,1.7636189191857355E-19
organelles,2.690431324356979E-20
constantinople,2.3760250366265506E-19
unaccounted,1.1012405541679946E-20
ronnie,3.347908204165097E-20
unimpeded,1.6589303105130446E-20
smokeless,1.2357168071363574E-20
gobierno,1.0021331294472192E-20
dislocations,7.657614622322625E-20
dilatation,9.025104195988406E-20
himachal,1.5817110223177193E-20
soitx,1.7904305852043423E-20
cavities,1.1731434959844149E-19
himalaya,2.6252078004513048E-20
lacking,4.516438321478852E-19
neurath,9.471173335001195E-21
abrogated,2.7044110741646732E-20
supervise,9.302029384469862E-20
fulsome,1.051738890810395E-20
isotonic,1.8291734135150218E-20
festooned,1.2017410551398654E-20
occasional,5.813251166599782E-19
treacherous,9.152853880772909E-20
multipurpose,1.889192037141879E-20
watcher,2.053323974875315E-20
watches,1.3944555496691252E-19
knives,1.2749195036952005E-19
sanguine,6.326455252602988E-20
unfitness,1.3071770262584736E-20
telephone,9.799311680520166E-19
significant,3.1228745855469114E-18
lundberg,1.231363061138429E-20
delicious,1.7695160712016355E-19
addams,2.3354999892262833E-20
watched,8.761728587615132E-19
allgemeine,2.0015260319829433E-20
telephony,2.5428999568069238E-20
strategists,2.063987897034798E-20
budapest,1.0732559485630261E-19
leaving,1.7803494587907847E-18
calligraphy,2.375182761293196E-20
martyrdom,9.446208183899149E-20
plodded,1.0606178383448481E-20
abstain,6.638798256628773E-20
invigorated,1.2446539270856916E-20
dissipative,1.188695125676312E-20
forgave,3.1447211441042525E-20
plaint,1.3266372298891579E-20
plains,4.442493527900112E-19
wingate,2.080159828371688E-20
seamen,1.3800612448627533E-19
interfaces,1.4872237120209057E-19
hardwicke,1.8166602209035356E-20
lerner,4.1404338759722476E-20
waterworks,2.205573431442816E-20
stranger,4.962879151605669E-19
bagged,1.3924577864738732E-20
hastening,3.9731606278352426E-20
microprocessor,4.7114696089733945E-20
crocus,1.2006235324329429E-20
ruffles,1.3295672825755274E-20
follette,2.1503647480147956E-20
ruffled,3.412690842400095E-20
ossian,1.4793336955394277E-20
shirts,1.3884478700649512E-19
drudgery,3.647171599960818E-20
squealing,1.2387417727101642E-20
olfactory,7.87129108729831E-20
utilized,3.3173040028668603E-19
waits,8.912757954323157E-20
photocopies,1.2927900695466131E-20
waite,2.3209936259786145E-20
utilizes,5.590215984752178E-20
chowder,1.02532555274842E-20
legislators,1.4556642584362035E-19
waist,2.355814102673298E-19
bearers,8.081259826251849E-20
merited,4.5246932933210565E-20
bessie,5.1825161459124135E-20
moisten,1.4696189022543176E-20
vindicate,4.555738992631179E-20
bertrand,6.921154911636476E-20
ginseng,1.7696844650341856E-20
photolysis,1.1454852682439887E-20
sunburn,1.3432255532483534E-20
premiership,1.3485988473597208E-20
medicated,1.19577685176155E-20
supersedes,1.4994797213244975E-20
preferential,9.660484743259921E-20
seaman,7.794322858998786E-20
criminals,2.1359401323185647E-19
plateau,2.3323430641218783E-19
injections,1.1682162924440027E-19
sacredness,2.5941131138444404E-20
babcock,2.889276885244081E-20
clement,1.710625992423468E-19
clemens,4.8866053182374603E-20
microbiol,6.28071642597637E-20
waive,3.897487501193331E-20
fashioning,2.7592799082215477E-20
reexamined,1.189984103921831E-20
mcmahon,3.10035702349245E-20
superseded,1.1236553041334194E-19
noisily,2.4732583910763473E-20
cushioned,1.7331093246043312E-20
polling,6.472192460409876E-20
turkic,1.3217783023935795E-20
fielder,1.2428230268699663E-20
giggling,2.5890521137498022E-20
ldap,9.483940649214529E-21
overemphasis,1.0328512262103808E-20
pleura,3.383022910810836E-20
dissipation,9.262377229463412E-20
khilafat,9.852294503652481E-21
obstructed,6.252472187698669E-20
woolworth,1.1445912500784507E-20
fielded,9.282388540182442E-21
dissipating,1.2069061532400801E-20
receivables,3.6481513458956543E-20
roper,3.343609568876003E-20
updike,1.2474768200604383E-20
ropes,1.2861930115285145E-19
autopsy,7.052927678165901E-20
nonprofit,1.1178916425011407E-19
terrify,1.5884773926801818E-20
polyuria,9.55595197542499E-21
transmembrane,2.273059556116753E-20
solicitation,5.0657334921859835E-20
roped,1.1296470628661521E-20
petits,1.2918072619057306E-20
strangle,2.1769128011428106E-20
buonaparte,2.6773945800115648E-20
translators,6.05652912414352E-20
visually,1.0267712903435127E-19
naturalization,5.654242381593725E-20
biplane,9.931010966104478E-21
ldcs,3.148150254876179E-20
murakami,9.786773994260309E-21
muscovite,2.901434919954189E-20
volcanoes,6.207976413726873E-20
discontinued,1.1047648839979632E-19
insensitivity,2.3586219932884177E-20
quantifier,1.6785558462702324E-20
intergroup,3.678128509795596E-20
terrier,2.8599916669106175E-20
differ,8.293849079410471E-19
quantified,4.513934458274136E-20
streamlining,1.4195814403386044E-20
countenances,2.4034361846890355E-20
hallett,1.0939261384232331E-20
petite,3.754395607410502E-20
hangings,3.112499749672326E-20
agitations,1.6012293983632844E-20
plague,2.3921534917375823E-19
kashmir,1.3809243397972231E-19
letitia,1.1176911007551039E-20
oklahoma,2.273246320185581E-19
mineralogical,1.7788940768216458E-20
singleness,1.5659401744729024E-20
resettlement,5.180997539713417E-20
humanly,3.047410940832692E-20
narrowly,1.2855760777601722E-19
crucifix,3.8047576101671296E-20
epitopes,1.0845634413334546E-20
carbonic,8.67269876834596E-20
subverted,2.0513552978875037E-20
acromegaly,1.0096741114394115E-20
inductors,1.0052866866749731E-20
drive,1.5478921215219824E-18
animism,1.5391410614490858E-20
amenities,7.734772676397023E-20
traits,4.210445295793225E-19
spaghetti,3.3968434519041195E-20
trachoma,1.0293180174328776E-20
bhakti,2.7923616420525015E-20
intractable,5.206483180843344E-20
monoclonal,5.618346939906163E-20
civic,3.169328994110687E-19
whitcomb,1.1349652462686848E-20
middleclass,1.9698894234058726E-20
civil,2.7828748540166637E-18
underway,6.59336560060679E-20
inhibited,1.323480917125962E-19
conquerors,8.550487709799329E-20
vomited,1.9400714682203418E-20
roofs,1.5034807587858848E-19
medicine,1.3868049279834124E-18
compressibility,2.248146454017496E-20
traite,1.9902712005565123E-20
incompatibility,5.1084932788294915E-20
pompous,4.738666743783239E-20
difficulties,1.4233452568155194E-18
decry,1.1954768045690064E-20
lactate,4.629881266249909E-20
scrubbing,2.9784184567839446E-20
rooms,1.0084489697649594E-18
deoxyribonucleic,1.1409539432953712E-20
unpromising,1.6340539488863437E-20
roomy,1.5876599171658028E-20
lucio,1.0177998792864594E-20
holiness,2.0166226921563506E-19
inciting,2.4579253671961606E-20
margolis,1.164262711426334E-20
provence,5.053287657107517E-20
tigris,3.2923106840691885E-20
bivariate,1.8386371469043302E-20
visionaries,1.3026946886065979E-20
garbage,1.3449287803219453E-19
turing,2.5064258526765995E-20
benefices,2.7080116404751962E-20
immunization,6.830614140433425E-20
macroeconomic,7.965294648039798E-20
lucia,6.849664075453896E-20
lucid,6.601846526355216E-20
lucie,1.8261851884137712E-20
lucky,3.373226369974288E-19
rooks,1.3844177463961235E-20
carpus,9.252536906230401E-21
boisterous,3.978083851157795E-20
phobias,2.2939587615892277E-20
retrieving,3.6720877637661214E-20
psychiat,2.2675852257058555E-20
disruptive,8.330951139450905E-20
candid,8.200090761323296E-20
decor,4.3790693686378856E-20
intrastate,1.601553939204199E-20
decoy,1.8981597741516766E-20
utilisation,5.581970810369322E-20
waterfalls,2.954996405529266E-20
gallican,1.034388202645655E-20
seamus,1.1777250329121927E-20
rotated,9.48345996136525E-20
trajectory,1.1073508009247216E-19
appraise,3.1239811473461884E-20
treves,1.4645517787475865E-20
rotates,4.721429338742214E-20
subset,1.1516843044760601E-19
zoroaster,1.6868591930679692E-20
isotopic,4.776671700936745E-20
philipp,2.0961786744062604E-20
fulfils,2.445687728128847E-20
fulfill,2.061095197162194E-19
parasol,1.5245030448414236E-20
untutored,1.4755035012754274E-20
crowd,8.323394848928479E-19
crowe,2.632604882259318E-20
repose,1.531326056765744E-19
candor,4.1183038646691346E-20
crows,5.633735074495184E-20
recing,2.9158035064297715E-20
enjoins,1.662004263383593E-20
waterford,2.68917602487797E-20
influencing,1.814519782206523E-19
philips,5.303432102801434E-20
opcit,2.2829304964102277E-20
crown,1.2720453271441771E-18
optimists,1.158834306606132E-20
shudders,9.811512579114923E-21
stealthily,2.1992265148087052E-20
transparently,1.2246977270754964E-20
macklin,1.1388291192991951E-20
youngster,6.414347648075936E-20
leveling,4.187305533836022E-20
rotator,1.6842781748708852E-20
drink,1.0319810893520043E-18
firearm,1.8450636678956466E-20
foetal,2.7915349814199836E-20
narrowed,1.1394674850098618E-19
flotation,3.7802057893813436E-20
coking,1.5480169472774925E-20
recommending,8.224229251792823E-20
narrower,1.2794768531452122E-19
flowering,1.732962975055315E-19
tournament,7.769559780495801E-20
freaks,1.9801247067188646E-20
inflammation,3.184643035413386E-19
blurted,3.1632169103303323E-20
decks,7.646904774572446E-20
gripped,7.704513835540816E-20
soils,4.60006147404075E-19
volterra,1.109075459940638E-20
geneticists,1.2898385849179191E-20
drips,1.280362604704425E-20
willingness,3.0939699985091317E-19
expressly,2.751478987386019E-19
lawson,7.898485160402108E-20
bacon,3.5739873341639946E-19
biometrics,1.0133940842857428E-20
hooded,2.8861784387251615E-20
antisocial,5.943745058513639E-20
candle,2.096384421052576E-19
report,4.643954000070231E-18
albertus,1.1717302124734138E-20
deces,1.9919337069396875E-20
librarianship,2.3434879803012448E-20
surfing,2.4953730938492285E-20
anova,3.553281322343045E-20
saviour,2.3216858777156975E-19
expresses,3.382735110442478E-19
precepts,1.2774353075534972E-19
scramble,5.167663809881506E-20
deced,1.6677624139449883E-19
download,6.296309694870497E-20
reuters,1.8964482804717594E-20
bache,1.2379518525502025E-20
madero,1.824758433396166E-20
isotopes,6.649379512725004E-20
restructured,2.1646874088996825E-20
expressed,2.1620713954024885E-18
electromagnet,1.3332198978888387E-20
